"depth","best.age","min.age","max.age"
0,1,-54,53
16,36,-4,77
32,71,27,115
38,84,36,134
52,217,98,319
57,301,111,462
64,375,161,560
96,639,441,814
128,903,712,1084
160,1167,968,1360
192,1431,1209,1638
224,1695,1442,1924
256,1959,1670,2217
272,2091,1782,2366
288,2222,1894,2517
304,2354,2005,2669
320,2583,2232,2898
336,3099,2790,3381
352,3616,3320,3898
368,4133,3815,4437
384,4650,4283,4996
400,5166,4737,5575
416,5420,5008,5813
448,5781,5440,6118
464,5961,5642,6282
480,6141,5835,6453
496,6321,6017,6635
512,6501,6187,6823
528,6682,6346,7022
544,6862,6496,7230
560,7042,6637,7446
568,7289,6940,7632
576,7536,7220,7843
587,7875,7575,8192
592,8030,7720,8370
608,8523,8130,9010
624,9319,9037,9649
637,9965,9751,10200
640,10114,9907,10333
643,10263,10061,10473
656,10909,10673,11141
672,11153,10860,11471
688,11398,10942,11954
704,11642,10971,12447
720,11887,11252,12612
736,12133,11468,12867
768,12623,11758,13623
800,13113,11908,14489
816,13358,11966,14939
832,NA,NA,NA
