"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Caryophyllaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Quercus","Taxus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Carya.ovata","Castanea.dentata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Tsuga.canadensis","Viburnum.edule","Salix.undiff.","Populus.tremuloides.type","Pinus.resinosa.type","Rhamnus.cathartica","Juniperus.communis.Thuja.occidentalis.type","Picea.undiff.","Ilex.Nemopanthus.undiff.","Acer.spicatum","Saxifraga.oppositifolia.type","Viburnum.opulus","Asteraceae.subf..Cichorioideae","Impatiens","Prunus.pensylvanica","Rosaceae.undiff.","Acer.saccharinum","Nemopanthus.mucronatus","Amaranthaceae","Morus.rubra.type","Juglans.nigra","Populus.balsamifera.type","Fraxinus.americana.type","Apiaceae","Asteraceae.undiff.","Picea.cf..P..glauca","Cornus","Sambucus","Onagraceae","Thalictrum","cf..Oxyria.digyna","Ephedra","Salix.herbacea.type","Sedum"
250,3866,0,0.0017921146953405,0.0232974910394265,0,0.0017921146953405,0,0.548387096774194,0,0.003584229390681,0,0.123655913978495,0.0161290322580645,0.0125448028673835,0.00537634408602151,0.003584229390681,0.003584229390681,0.00537634408602151,0.0824372759856631,0.025089605734767,0.003584229390681,0.00537634408602151,0,0.021505376344086,0.0125448028673835,0,0.003584229390681,0.0268817204301075,0.003584229390681,0,0.0017921146953405,0.00537634408602151,0.003584229390681,0.0197132616487455,0,0.010752688172043,0,0,0,0.003584229390681,0,0.010752688172043,0.0089605734767025,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,4253,0.00213675213675214,0.00213675213675214,0.00641025641025641,0.00320512820512821,0.00320512820512821,0.00106837606837607,0.53525641025641,0.00106837606837607,0.00213675213675214,0.00106837606837607,0.0641025641025641,0.016025641025641,0.00534188034188034,0.00320512820512821,0.00320512820512821,0.00320512820512821,0.00320512820512821,0.0833333333333333,0.0459401709401709,0.00320512820512821,0.00106837606837607,0,0.0192307692307692,0.0192307692307692,0,0.00106837606837607,0.0224358974358974,0,0.00106837606837607,0.00213675213675214,0.00320512820512821,0.0128205128205128,0.110042735042735,0,0.00641025641025641,0,0,0.00106837606837607,0,0,0.00854700854700855,0.00106837606837607,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,4639,0.00109409190371991,0.00328227571115974,0.0196936542669584,0.00437636761487965,0.00218818380743982,0,0.485776805251641,0.00109409190371991,0.00547045951859956,0,0.0853391684901532,0.0207877461706783,0.0087527352297593,0.00328227571115974,0.00218818380743982,0.00547045951859956,0.0087527352297593,0.0426695842450766,0.0536105032822757,0.00109409190371991,0.00328227571115974,0,0.0240700218818381,0.0164113785557987,0.00218818380743982,0.00218818380743982,0.0218818380743982,0.00109409190371991,0,0.00437636761487965,0,0.0131291028446389,0.117067833698031,0,0.0153172866520788,0,0.00218818380743982,0.00109409190371991,0,0,0.0164113785557987,0.00109409190371991,0.00109409190371991,0,0,0,0,0,0,0.00109409190371991,0.00109409190371991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,5437,0,0.00527704485488127,0.0184696569920844,0.00527704485488127,0,0,0.440633245382586,0,0,0,0.105540897097625,0.0184696569920844,0.00263852242744063,0.00527704485488127,0,0.0184696569920844,0.0184696569920844,0.050131926121372,0.0395778364116095,0,0.00263852242744063,0,0.0343007915567282,0.0105540897097625,0.00527704485488127,0.00263852242744063,0.029023746701847,0.00527704485488127,0,0,0,0.0079155672823219,0.100263852242744,0,0.050131926121372,0,0,0,0,0,0.0158311345646438,0.00527704485488127,0.00263852242744063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,5916,0,0,0,0.022181146025878,0,0,0.388170055452865,0,0.0055452865064695,0,0.0147874306839187,0.011090573012939,0.00184842883548983,0.0055452865064695,0,0.00369685767097967,0,0.0314232902033272,0.0369685767097967,0,0.00369685767097967,0,0.0240295748613678,0,0.00369685767097967,0,0.0406654343807763,0.0055452865064695,0,0.00184842883548983,0.0129390018484288,0.0295748613678373,0.0369685767097967,0,0.308687615526802,0,0.00184842883548983,0,0,0,0,0,0,0,0,0,0,0,0,0.00184842883548983,0,0.00739371534195933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,6235,0.00167785234899329,0,0.0100671140939597,0.00167785234899329,0.00167785234899329,0,0.506711409395973,0,0.00503355704697987,0.00335570469798658,0.0335570469798658,0.0201342281879195,0.00335570469798658,0.00335570469798658,0,0,0,0.0419463087248322,0.0335570469798658,0.0100671140939597,0.00167785234899329,0,0.023489932885906,0.00167785234899329,0.00167785234899329,0,0.0318791946308725,0,0,0.00167785234899329,0,0.0134228187919463,0.0671140939597315,0,0.157718120805369,0.00167785234899329,0,0.00335570469798658,0.00335570469798658,0,0.00167785234899329,0.00167785234899329,0.00838926174496644,0.00167785234899329,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,6713,0,0.00486223662884927,0.00324149108589951,0.0259319286871961,0,0,0.448946515397083,0.00162074554294976,0,0,0.0145867098865478,0.0226904376012966,0,0.00162074554294976,0.00324149108589951,0.00810372771474878,0,0.0583468395461912,0.0275526742301459,0,0.00324149108589951,0.00324149108589951,0.0194489465153971,0,0,0,0.0259319286871961,0.00162074554294976,0,0.00486223662884927,0.00972447325769854,0.0226904376012966,0.0794165316045381,0,0.192868719611021,0,0.00162074554294976,0.00486223662884927,0,0,0.00324149108589951,0,0,0.00162074554294976,0,0,0,0,0,0,0.00324149108589951,0.00162074554294976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,7032,0.00184842883548983,0,0.0258780036968577,0.00369685767097967,0,0,0.365988909426987,0,0.00184842883548983,0,0.011090573012939,0.0184842883548983,0.00369685767097967,0,0,0.00184842883548983,0.00369685767097967,0.0868761552680222,0.055452865064695,0.00369685767097967,0.00184842883548983,0,0.0295748613678373,0,0.00184842883548983,0,0.0277264325323475,0,0,0.00369685767097967,0,0.00369685767097967,0.151571164510166,0,0.184842883548983,0,0,0,0,0,0.00184842883548983,0.00184842883548983,0.00739371534195933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,7244,0,0,0.0134328358208955,0.00447761194029851,0,0,0.344776119402985,0,0.00298507462686567,0,0.00746268656716418,0.0164179104477612,0.00895522388059702,0.00149253731343284,0.00597014925373134,0.00895522388059702,0.00298507462686567,0.091044776119403,0.0462686567164179,0.00447761194029851,0.00298507462686567,0,0.0149253731343284,0.00298507462686567,0,0.00149253731343284,0.0223880597014925,0.00149253731343284,0,0.00298507462686567,0,0.0208955223880597,0.170149253731343,0,0.18955223880597,0.00149253731343284,0,0,0.00149253731343284,0,0.00149253731343284,0,0.00597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,7562,0,0,0.0145348837209302,0.00436046511627907,0.00290697674418605,0.00145348837209302,0.184593023255814,0.00145348837209302,0.00581395348837209,0.00290697674418605,0.00872093023255814,0.00581395348837209,0.0101744186046512,0,0,0.00872093023255814,0,0.162790697674419,0.117732558139535,0.00436046511627907,0.00290697674418605,0,0.0188953488372093,0.00145348837209302,0.00290697674418605,0.00726744186046512,0.0101744186046512,0.00145348837209302,0,0.00290697674418605,0.00145348837209302,0.0450581395348837,0.273255813953488,0,0.0843023255813953,0,0,0.00290697674418605,0,0,0,0.00436046511627907,0.00145348837209302,0,0,0,0,0,0,0,0,0,0.00145348837209302,0.00145348837209302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,7774,0,0.00726392251815981,0,0.00242130750605327,0,0,0.193704600484261,0,0.00726392251815981,0,0.0217917675544794,0.0217917675544794,0.0217917675544794,0.00242130750605327,0,0.00242130750605327,0.00242130750605327,0.130750605326877,0.138014527845036,0.00484261501210654,0,0,0.0314769975786925,0,0.00242130750605327,0.00968523002421308,0.0121065375302663,0,0,0,0.00484261501210654,0.0556900726392252,0.242130750605327,0,0.0605326876513317,0,0.00726392251815981,0,0,0,0.00726392251815981,0.00726392251815981,0,0,0,0,0,0,0,0,0,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,8092,0.0024330900243309,0,0.0048661800486618,0.00851581508515815,0.00364963503649635,0.00121654501216545,0.12043795620438,0.00121654501216545,0.00121654501216545,0,0.00608272506082725,0.024330900243309,0.0024330900243309,0,0,0.00851581508515815,0.00851581508515815,0.218978102189781,0.152068126520681,0.00364963503649635,0,0.00121654501216545,0.0316301703163017,0.0024330900243309,0.0024330900243309,0.00851581508515815,0.0097323600973236,0,0,0.00364963503649635,0.00364963503649635,0.0644768856447689,0.271289537712895,0,0.0231143552311436,0,0,0.00121654501216545,0.0024330900243309,0,0.00121654501216545,0.00121654501216545,0,0,0,0,0,0,0,0.0024330900243309,0,0,0,0,0.00121654501216545,0,0,0,0,0,0,0,0,0,0,0,0,0
435,8304,0,0.00598802395209581,0.00598802395209581,0.0139720558882236,0.00798403193612774,0,0.191616766467066,0,0,0.00199600798403194,0.0279441117764471,0.0219560878243513,0.00798403193612774,0.00199600798403194,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.0359281437125748,0.137724550898204,0,0,0,0.0558882235528942,0,0,0.00199600798403194,0.0139720558882236,0,0,0.00199600798403194,0,0.0738522954091816,0.357285429141717,0,0.0139720558882236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,8622,0,0,0.00592417061611374,0.0225118483412322,0.0023696682464455,0,0.289099526066351,0,0.004739336492891,0.00118483412322275,0.00355450236966825,0.004739336492891,0.00355450236966825,0,0.00592417061611374,0.00355450236966825,0.009478672985782,0.194312796208531,0.0497630331753555,0.00592417061611374,0,0,0.0177725118483412,0,0,0.00710900473933649,0.00710900473933649,0,0.00118483412322275,0.00710900473933649,0.014218009478673,0.0675355450236967,0.248815165876777,0,0.00592417061611374,0,0.00118483412322275,0.0023696682464455,0.00829383886255924,0,0,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0.00118483412322275,0,0,0.00118483412322275,0,0,0,0,0,0,0,0,0,0,0,0
465,8939,0,0,0.00732600732600733,0.021978021978022,0.00183150183150183,0.00183150183150183,0.210622710622711,0,0.0164835164835165,0,0.00366300366300366,0.0146520146520147,0.00549450549450549,0.00183150183150183,0.00366300366300366,0,0.00549450549450549,0.0604395604395604,0.0476190476190476,0,0.00183150183150183,0,0.0256410256410256,0,0.00183150183150183,0.00183150183150183,0.00732600732600733,0.00366300366300366,0,0,0.00549450549450549,0.214285714285714,0.327838827838828,0,0.00549450549450549,0,0.00183150183150183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,9151,0,0,0.0081799591002045,0.00408997955010225,0.00204498977505112,0,0.226993865030675,0,0,0,0.0102249488752556,0.0081799591002045,0.00204498977505112,0,0.00613496932515337,0.0081799591002045,0,0.0858895705521472,0.0245398773006135,0,0,0,0.00613496932515337,0,0,0.0122699386503067,0,0,0,0,0.00204498977505112,0.177914110429448,0.390593047034765,0,0.00408997955010225,0,0.00204498977505112,0,0,0,0.00204498977505112,0.0081799591002045,0,0,0,0,0,0,0,0,0,0,0.00204498977505112,0,0,0,0.00613496932515337,0,0,0,0,0,0,0,0,0,0,0
485,9363,0,0,0.00670241286863271,0.0268096514745308,0.00268096514745308,0,0.298927613941019,0,0.0160857908847185,0,0.00804289544235925,0.0187667560321716,0.00134048257372654,0.00134048257372654,0.00134048257372654,0.00402144772117962,0.00536193029490617,0.0268096514745308,0.0536193029490617,0,0,0.00268096514745308,0.0134048257372654,0.00134048257372654,0.00268096514745308,0.00670241286863271,0.00670241286863271,0.00670241286863271,0,0,0.00670241286863271,0.273458445040214,0.198391420911528,0,0.00402144772117962,0,0.00268096514745308,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,9727,0,0,0.00266666666666667,0.0453333333333333,0,0.00266666666666667,0.301333333333333,0.00266666666666667,0.00933333333333333,0,0,0.0173333333333333,0.00666666666666667,0,0,0.00533333333333333,0.0133333333333333,0.137333333333333,0.0386666666666667,0.00533333333333333,0,0,0.0106666666666667,0.00933333333333333,0.00666666666666667,0.0106666666666667,0.004,0,0,0.00933333333333333,0.0106666666666667,0.236,0.0906666666666667,0,0.00666666666666667,0,0.00266666666666667,0.00933333333333333,0,0,0.00133333333333333,0.00133333333333333,0,0,0,0,0,0,0,0,0,0,0.00133333333333333,0.00133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,10182,0,0,0.00465983224603914,0.0624417520969245,0.00186393289841566,0.00186393289841566,0.214352283317801,0,0.00745573159366263,0,0,0.00745573159366263,0.00186393289841566,0,0.00279589934762349,0.0065237651444548,0.00465983224603914,0.241379310344828,0.0344827586206897,0.00279589934762349,0,0.00186393289841566,0.0186393289841566,0.00186393289841566,0.00931966449207828,0.00465983224603914,0.00279589934762349,0,0,0.00559179869524697,0.0298229263746505,0.213420316868593,0.082013047530289,0,0.00279589934762349,0,0.00372786579683131,0.0121155638397018,0.00838769804287046,0,0,0.00465983224603914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279589934762349,0,0.000931966449207828,0,0,0,0,0,0,0,0,0,0
525,10485,0,0,0.00165562913907285,0.114238410596026,0.00165562913907285,0.00165562913907285,0.286423841059603,0,0.00496688741721854,0.00165562913907285,0,0.00496688741721854,0,0,0.0033112582781457,0.00993377483443709,0.0165562913907285,0.150662251655629,0.0480132450331126,0,0,0.0033112582781457,0.00993377483443709,0.00165562913907285,0.0132450331125828,0.00165562913907285,0.00496688741721854,0,0,0.00827814569536424,0.0165562913907285,0.206953642384106,0.033112582781457,0,0.00165562913907285,0,0.0149006622516556,0.0165562913907285,0.00662251655629139,0,0,0.00827814569536424,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0
535,10788,0,0.00191570881226054,0,0.0574712643678161,0,0.00383141762452107,0.431034482758621,0,0.00766283524904215,0,0.00383141762452107,0.00957854406130268,0,0,0.00383141762452107,0.0153256704980843,0.0134099616858238,0.0957854406130268,0.0440613026819923,0,0,0,0.00574712643678161,0.00191570881226054,0,0,0.00574712643678161,0,0,0.00383141762452107,0.024904214559387,0.174329501915709,0.0344827586206897,0,0.00191570881226054,0,0,0.0306513409961686,0,0,0,0.00383141762452107,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0.0134099616858238,0,0,0.00191570881226054,0.00766283524904215,0,0,0,0,0,0,0,0
542.5,11016,0,0,0.0210280373831776,0.0549065420560748,0.00116822429906542,0.00467289719626168,0.488317757009346,0,0.00934579439252336,0,0,0.0105140186915888,0.00233644859813084,0,0.00233644859813084,0.0116822429906542,0.0338785046728972,0.0303738317757009,0.0595794392523364,0,0,0.00116822429906542,0.0116822429906542,0.0058411214953271,0.0116822429906542,0,0.00350467289719626,0.00116822429906542,0,0.00817757009345794,0.0408878504672897,0.100467289719626,0.00350467289719626,0,0.00700934579439252,0,0.0105140186915888,0.0502336448598131,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0.00116822429906542,0,0,0.00350467289719626,0,0,0,0,0,0,0,0,0,0,0,0
550,11060,0,0,0,0.0626151012891344,0.00552486187845304,0.00368324125230203,0.333333333333333,0,0.0239410681399632,0,0,0.00736648250460405,0,0,0.00736648250460405,0.00920810313075507,0.0589318600368324,0.0534069981583794,0.0589318600368324,0.00736648250460405,0,0.00736648250460405,0.0128913443830571,0.0257826887661142,0.0147329650092081,0.00368324125230203,0.00736648250460405,0.00184162062615101,0,0.00368324125230203,0.103130755064457,0.0294659300184162,0.0497237569060773,0,0.00184162062615101,0.00184162062615101,0.00920810313075507,0.0441988950276243,0.00184162062615101,0,0,0.0202578268876611,0,0,0,0,0,0,0,0.00184162062615101,0,0,0.00184162062615101,0,0,0.0239410681399632,0,0,0,0,0.00184162062615101,0,0,0,0,0,0,0
560,11120,0,0.00125470514429109,0.00627352572145546,0.00878293601003764,0.00125470514429109,0.00752823086574655,0.191969887076537,0,0.0263488080301129,0,0,0.0163111668757842,0.00250941028858218,0,0.00125470514429109,0.0100376411543287,0.096612296110414,0.0351317440401506,0.0978670012547051,0,0,0.00627352572145546,0.0150564617314931,0.0363864491844417,0.00627352572145546,0.00125470514429109,0,0.00250941028858218,0.00125470514429109,0.00752823086574655,0.06900878293601,0.081555834378921,0.0263488080301129,0,0.00250941028858218,0,0.013801756587202,0.161856963613551,0.00501882057716437,0,0.00250941028858218,0.0301129234629862,0,0,0,0,0,0,0,0,0,0,0.00125470514429109,0.00125470514429109,0,0.0200752823086575,0,0,0,0.00501882057716437,0,0,0,0,0,0,0,0
575,11209,0,0,0.00375234521575985,0.00656660412757974,0.00469043151969981,0.0103189493433396,0.166979362101313,0.000938086303939962,0.0412757973733583,0.00187617260787992,0.00187617260787992,0.000938086303939962,0.000938086303939962,0.000938086303939962,0.000938086303939962,0.00656660412757974,0.0187617260787993,0.0140712945590994,0.0393996247654784,0.00281425891181989,0,0.00562851782363977,0.00562851782363977,0.0712945590994371,0.00469043151969981,0.000938086303939962,0.00375234521575985,0,0.000938086303939962,0.00375234521575985,0.138836772983114,0.026266416510319,0.0300187617260788,0,0.000938086303939962,0.00187617260787992,0.0140712945590994,0.298311444652908,0.00187617260787992,0,0.00844277673545966,0.00656660412757974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478424015009381,0,0,0,0,0.00187617260787992,0.00187617260787992,0.000938086303939962,0,0,0,0,0
584,NA,0,0,0,0.0136752136752137,0,0.00683760683760684,0.208547008547009,0,0.041025641025641,0,0,0,0,0,0.00170940170940171,0.00170940170940171,0.00854700854700855,0.00512820512820513,0.0273504273504274,0,0,0.0153846153846154,0.0102564102564103,0.052991452991453,0.00512820512820513,0.00512820512820513,0.00170940170940171,0,0,0.00512820512820513,0.124786324786325,0.0547008547008547,0.0239316239316239,0,0,0,0.0358974358974359,0.227350427350427,0,0,0,0.00512820512820513,0,0.00170940170940171,0,0,0,0,0,0,0.00170940170940171,0,0.00170940170940171,0,0,0.111111111111111,0,0,0,0,0,0,0,0.00170940170940171,0,0,0,0
