"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Caryophyllaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Quercus","Taxus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Carya.ovata","Castanea.dentata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Tsuga.canadensis","Viburnum.edule","Salix.undiff.","Populus.tremuloides.type","Pinus.resinosa.type","Rhamnus.cathartica","Juniperus.communis.Thuja.occidentalis.type","Picea.undiff.","Ilex.Nemopanthus.undiff.","Acer.spicatum","Saxifraga.oppositifolia.type","Viburnum.opulus","Asteraceae.subf..Cichorioideae","Impatiens","Prunus.pensylvanica","Rosaceae.undiff.","Acer.saccharinum","Nemopanthus.mucronatus","Amaranthaceae","Morus.rubra.type","Juglans.nigra","Populus.balsamifera.type","Fraxinus.americana.type","Apiaceae","Asteraceae.undiff.","Picea.cf..P..glauca","Cornus","Sambucus","Onagraceae","Thalictrum","cf..Oxyria.digyna","Ephedra","Salix.herbacea.type","Sedum"
5,77,0.00161030595813205,0.00322061191626409,0.0144927536231884,0.00644122383252818,0.035426731078905,0.00966183574879227,0.545893719806763,0.00161030595813205,0.00483091787439614,0.00161030595813205,0.0933977455716586,0.00483091787439614,0.00483091787439614,0.00322061191626409,0.00644122383252818,0.00483091787439614,0.0225442834138486,0.00483091787439614,0.0322061191626409,0.00161030595813205,0.00161030595813205,0.00161030595813205,0.0128824476650564,0.0144927536231884,0.0257648953301127,0.0128824476650564,0.00966183574879227,0.00161030595813205,0.00161030595813205,0.00644122383252818,0.00161030595813205,0.0112721417069243,0.0112721417069243,0.0241545893719807,0.0563607085346216,0.00161030595813205,0.00161030595813205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,387,0.00144927536231884,0,0.0173913043478261,0.0072463768115942,0,0.00144927536231884,0.431884057971014,0,0.00289855072463768,0,0.0985507246376812,0.0173913043478261,0.00869565217391304,0,0.00289855072463768,0.00144927536231884,0.0144927536231884,0.0405797101449275,0.0420289855072464,0,0.0072463768115942,0.00144927536231884,0.0260869565217391,0.0304347826086957,0.00579710144927536,0.00869565217391304,0.0347826086956522,0.00144927536231884,0,0,0.00434782608695652,0.0072463768115942,0.0333333333333333,0,0.115942028985507,0,0,0.00144927536231884,0.00144927536231884,0.00289855072463768,0.0144927536231884,0.0130434782608696,0.00144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,773,0.00137362637362637,0,0.00961538461538462,0.00137362637362637,0.00137362637362637,0,0.464285714285714,0,0.00274725274725275,0.00137362637362637,0.134615384615385,0.0137362637362637,0.00686813186813187,0.00412087912087912,0.00412087912087912,0.00137362637362637,0.0206043956043956,0.0315934065934066,0.0357142857142857,0,0.00274725274725275,0,0.0247252747252747,0.0302197802197802,0,0.00274725274725275,0.0274725274725275,0.00137362637362637,0,0.00274725274725275,0,0.00686813186813187,0.0247252747252747,0,0.115384615384615,0,0,0,0,0,0.0151098901098901,0.00549450549450549,0.00137362637362637,0.00137362637362637,0.00137362637362637,0.00137362637362637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1160,0,0.0033955857385399,0.0169779286926995,0.00509337860780985,0.0033955857385399,0.00509337860780985,0.563667232597623,0,0.00848896434634975,0.00169779286926995,0.120543293718166,0.0186757215619694,0.0067911714770798,0.00509337860780985,0.00169779286926995,0.00169779286926995,0.00848896434634975,0.0220713073005093,0.0373514431239389,0,0.0033955857385399,0,0.0169779286926995,0.0152801358234295,0,0.0033955857385399,0.0271646859083192,0.00169779286926995,0.0033955857385399,0,0.00169779286926995,0,0.0271646859083192,0,0.0475382003395586,0,0,0.0033955857385399,0,0,0.00169779286926995,0.0101867572156197,0.00169779286926995,0.0033955857385399,0,0,0.00169779286926995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1546,0,0.00191570881226054,0.0134099616858238,0.00574712643678161,0.00191570881226054,0,0.503831417624521,0,0.00191570881226054,0.00383141762452107,0.14176245210728,0.00957854406130268,0.00383141762452107,0.00191570881226054,0.00383141762452107,0.00383141762452107,0.00766283524904215,0.0440613026819923,0.0421455938697318,0.00191570881226054,0,0,0.0191570881226054,0.0114942528735632,0,0.00383141762452107,0.0440613026819923,0.00383141762452107,0.00191570881226054,0.00383141762452107,0,0.00766283524904215,0.0344827586206897,0.00191570881226054,0.0632183908045977,0,0,0,0,0,0.00191570881226054,0.00574712643678161,0,0.00191570881226054,0,0,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1933,0,0.0036036036036036,0.018018018018018,0.0036036036036036,0,0.0018018018018018,0.553153153153153,0,0.0018018018018018,0.0018018018018018,0.12972972972973,0.0324324324324324,0.009009009009009,0.0018018018018018,0.0018018018018018,0.00540540540540541,0.0018018018018018,0.0234234234234234,0.0468468468468468,0,0.0036036036036036,0,0.0414414414414414,0.0018018018018018,0,0.0018018018018018,0.0252252252252252,0.0018018018018018,0,0.0018018018018018,0,0.0018018018018018,0.0252252252252252,0,0.045045045045045,0,0,0,0,0,0,0.0072072072072072,0.00540540540540541,0,0,0,0.0018018018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2320,0.00255102040816327,0.0038265306122449,0.00637755102040816,0.0038265306122449,0.00127551020408163,0.00127551020408163,0.464285714285714,0,0,0.00127551020408163,0.149234693877551,0.0114795918367347,0.00637755102040816,0.00255102040816327,0.00255102040816327,0,0.00637755102040816,0.038265306122449,0.0510204081632653,0.00255102040816327,0.00255102040816327,0,0.0267857142857143,0.0280612244897959,0.00127551020408163,0.00510204081632653,0.0318877551020408,0.00127551020408163,0,0.00255102040816327,0.00127551020408163,0.0038265306122449,0.0420918367346939,0,0.0829081632653061,0,0,0,0,0.00127551020408163,0.00892857142857143,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2706,0.0016260162601626,0,0.0130081300813008,0.0065040650406504,0.0016260162601626,0.0016260162601626,0.510569105691057,0,0.0016260162601626,0.0016260162601626,0.15609756097561,0.016260162601626,0.0097560975609756,0,0.0032520325203252,0.008130081300813,0.0065040650406504,0.065040650406504,0.0276422764227642,0.0016260162601626,0.0032520325203252,0.0016260162601626,0.0260162601626016,0.0308943089430894,0,0.0016260162601626,0.0276422764227642,0,0.0016260162601626,0.0016260162601626,0.0048780487804878,0.0016260162601626,0.032520325203252,0,0.0211382113821138,0,0,0,0,0.0016260162601626,0.008130081300813,0.0016260162601626,0,0,0,0,0,0,0.0016260162601626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3093,0.00173310225303293,0,0.0190641247833622,0.00519930675909879,0.00173310225303293,0,0.481802426343154,0,0,0.00346620450606586,0.166377816291161,0.0155979202772964,0.00693240901213172,0,0.00519930675909879,0.00173310225303293,0.00346620450606586,0.0467937608318891,0.0277296360485269,0,0.00346620450606586,0,0.0259965337954939,0.0346620450606586,0.00346620450606586,0.00693240901213172,0.0259965337954939,0.00346620450606586,0.00346620450606586,0.00693240901213172,0,0.00693240901213172,0.0398613518197574,0.00173310225303293,0.0398613518197574,0,0.00173310225303293,0,0,0,0.00519930675909879,0.00173310225303293,0.00173310225303293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,3479,0.00166389351081531,0.00332778702163062,0.0149750415973378,0.00499168053244592,0,0,0.585690515806988,0,0,0.00332778702163062,0.0998336106489185,0.00665557404326123,0.00665557404326123,0.00499168053244592,0.00332778702163062,0.00665557404326123,0.00499168053244592,0.0632279534109817,0.0299500831946755,0.00332778702163062,0.00166389351081531,0,0.0183028286189684,0.0282861896838602,0,0.00831946755407654,0.0266222961730449,0,0,0,0.00499168053244592,0.00831946755407654,0.0282861896838602,0,0.0116472545757072,0,0,0,0,0,0.00831946755407654,0.00665557404326123,0.00332778702163062,0,0,0,0,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
