"sample.depths","sample.ages","Picea.undiff.","Picea.mariana","Pinus.undiff.","Pinus.strobus","Pinus.banksiana.Pinus.divaricata","Abies","Tsuga.undiff.","Tsuga.canadensis","Larix","Betula","Populus","Quercus","Ulmus","Fagus.undiff.","Carya","Acer.undiff.","Fraxinus.undiff.","Tilia","Ostrya.Carpinus","Juglans","Castanea","Taxus.undiff.","Juniperus.Thuja","Alnus.viridis.subsp..crispa","Alnus.incana","Salix","Corylus","Shepherdia.canadensis","Myrica.undiff.","Cornus","Nemopanthus","Ericaceae","Poaceae","Asteraceae.subf..Asteroideae.undiff.","Ambrosia","Artemisia","Chenopodiaceae","Rosaceae","Polygonum","Rumex","Oxyria.digyna","Caryophyllaceae","Ranunculaceae.undiff.","Thalictrum","Saxifragaceae","Onagraceae","Plantaginaceae.undiff.","Plantago","Caprifoliaceae.undiff.","Cyperaceae","Other.herbs","Acer.Saccharum","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fagus.Grandifolia","Myrica.Gale","Taxus.canadensis","Viburnum.nudum"
0,-35,0.12779552715655,0,0.0702875399361022,0.140575079872204,0.0223642172523962,0.012779552715655,0.156549520766773,0,0.00319488817891374,0.271565495207668,0.00319488817891374,0.0159744408945687,0.00638977635782748,0.0894568690095847,0,0.00958466453674121,0.00319488817891374,0,0,0,0,0,0,0.00958466453674121,0.012779552715655,0,0,0,0.0191693290734824,0,0,0,0.00319488817891374,0,0,0,0,0,0,0.00638977635782748,0,0,0,0,0,0,0,0,0,0.0159744408945687,0,0,0,0,0,0,0,0
20,204,0.146496815286624,0,0.0605095541401274,0.0796178343949045,0.0222929936305732,0.035031847133758,0.0636942675159236,0,0.0127388535031847,0.251592356687898,0.00955414012738853,0.0191082802547771,0.00636942675159236,0.0636942675159236,0,0.0127388535031847,0.00636942675159236,0,0,0,0,0,0,0.0318471337579618,0.0191082802547771,0,0,0,0.0159235668789809,0,0,0,0.0573248407643312,0,0.00955414012738853,0,0.00318471337579618,0,0,0.035031847133758,0,0,0,0,0,0,0,0,0,0.0382165605095541,0,0,0,0,0,0,0,0
40,443,0.0870967741935484,0,0.0709677419354839,0.135483870967742,0.0129032258064516,0.0193548387096774,0.190322580645161,0,0.0032258064516129,0.248387096774194,0.00967741935483871,0.0290322580645161,0.00967741935483871,0.0838709677419355,0,0.0161290322580645,0.0032258064516129,0,0.0032258064516129,0,0,0,0.00967741935483871,0.0032258064516129,0.0129032258064516,0,0,0,0.0129032258064516,0,0.0032258064516129,0,0.0064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290322580645161,0,0,0,0,0,0,0,0
60,683,0.0684039087947883,0,0.0944625407166124,0.175895765472313,0.00977198697068404,0.0130293159609121,0.156351791530945,0,0,0.306188925081433,0.00325732899022801,0.0162866449511401,0,0.0586319218241042,0,0.0130293159609121,0.00977198697068404,0,0.00977198697068404,0,0,0.00325732899022801,0.00651465798045603,0.00977198697068404,0.00977198697068404,0,0,0,0.00977198697068404,0,0,0.00325732899022801,0.00325732899022801,0,0.00325732899022801,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0.0130293159609121,0,0,0,0,0,0,0,0
80,922,0.0480769230769231,0,0.0416666666666667,0.208333333333333,0.00961538461538462,0.016025641025641,0.278846153846154,0,0.00641025641025641,0.28525641025641,0,0.00641025641025641,0.00320512820512821,0.0384615384615385,0,0.00961538461538462,0.00961538461538462,0,0.00320512820512821,0,0,0,0.00641025641025641,0.016025641025641,0.00320512820512821,0,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641025641025641,0,0,0,0,0,0,0,0
100,1161,0.1,0,0.09,0.126666666666667,0.0233333333333333,0.04,0.11,0,0.00333333333333333,0.323333333333333,0,0.01,0,0.0833333333333333,0,0.01,0.01,0,0.00333333333333333,0,0.00333333333333333,0,0,0.00333333333333333,0.02,0,0,0,0.0166666666666667,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
120,1401,0.05,0,0.0666666666666667,0.172222222222222,0.0222222222222222,0.0222222222222222,0.194444444444444,0,0,0.291666666666667,0,0.0166666666666667,0.00277777777777778,0.0722222222222222,0,0.0111111111111111,0.0194444444444444,0,0,0,0,0,0.00277777777777778,0,0.0138888888888889,0,0,0,0.0222222222222222,0,0.00277777777777778,0.00277777777777778,0.00833333333333333,0,0.00277777777777778,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1640,0.0843373493975904,0,0.0512048192771084,0.171686746987952,0.0210843373493976,0.0331325301204819,0.108433734939759,0,0,0.349397590361446,0,0.0120481927710843,0.00602409638554217,0.0602409638554217,0,0.0301204819277108,0.0150602409638554,0,0.00903614457831325,0,0,0.00301204819277108,0.0120481927710843,0.00301204819277108,0.00602409638554217,0,0,0,0.0150602409638554,0,0,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602409638554217,0,0,0,0,0,0,0,0
160,1879,0.0614886731391586,0,0.087378640776699,0.110032362459547,0.0129449838187702,0.0258899676375405,0.15210355987055,0,0.00323624595469256,0.29126213592233,0,0.0129449838187702,0.00323624595469256,0.0776699029126214,0,0.00970873786407767,0.0161812297734628,0,0.00647249190938511,0,0,0.00323624595469256,0,0.00970873786407767,0.0388349514563107,0,0.00323624595469256,0,0.0355987055016181,0,0.00323624595469256,0,0.00647249190938511,0,0.00323624595469256,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226537216828479,0,0,0,0,0,0,0,0
180,2118,0.0286624203821656,0,0.0636942675159236,0.117834394904459,0.0159235668789809,0.00955414012738853,0.292993630573248,0,0,0.254777070063694,0.00318471337579618,0.00318471337579618,0.00636942675159236,0.133757961783439,0,0.0222929936305732,0.00318471337579618,0,0,0,0,0,0,0.00318471337579618,0.0127388535031847,0,0,0,0,0,0,0,0.00636942675159236,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0.0159235668789809,0.00318471337579618,0,0,0,0,0,0,0
