"sample.depths","sample.ages","Picea.undiff.","Picea.mariana","Pinus.undiff.","Pinus.strobus","Pinus.banksiana.Pinus.divaricata","Abies","Tsuga.undiff.","Tsuga.canadensis","Larix","Betula","Populus","Quercus","Ulmus","Fagus.undiff.","Carya","Acer.undiff.","Fraxinus.undiff.","Tilia","Ostrya.Carpinus","Juglans","Castanea","Taxus.undiff.","Juniperus.Thuja","Alnus.viridis.subsp..crispa","Alnus.incana","Salix","Corylus","Shepherdia.canadensis","Myrica.undiff.","Cornus","Nemopanthus","Ericaceae","Poaceae","Asteraceae.subf..Asteroideae.undiff.","Ambrosia","Artemisia","Chenopodiaceae","Rosaceae","Polygonum","Rumex","Oxyria.digyna","Caryophyllaceae","Ranunculaceae.undiff.","Thalictrum","Saxifragaceae","Onagraceae","Plantaginaceae.undiff.","Plantago","Caprifoliaceae.undiff.","Cyperaceae","Other.herbs","Acer.Saccharum","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fagus.Grandifolia","Myrica.Gale","Taxus.canadensis","Viburnum.nudum"
200,2358,0.0526315789473684,0,0.0361842105263158,0.223684210526316,0.0263157894736842,0.0164473684210526,0.055921052631579,0,0,0.404605263157895,0.00986842105263158,0.0131578947368421,0.00657894736842105,0.0625,0,0.0230263157894737,0.0197368421052632,0,0,0,0,0,0,0.00328947368421053,0.0164473684210526,0,0,0,0.00986842105263158,0,0,0,0.00657894736842105,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986842105263158,0,0,0,0,0,0,0,0
220,2597,0.0253968253968254,0,0.0476190476190476,0.092063492063492,0.00634920634920635,0.00634920634920635,0.247619047619048,0,0,0.323809523809524,0,0.0126984126984127,0,0.133333333333333,0,0.00317460317460317,0.0222222222222222,0.00952380952380952,0.00317460317460317,0,0,0.00317460317460317,0,0.00317460317460317,0.0126984126984127,0,0,0,0.00634920634920635,0,0.00317460317460317,0.00634920634920635,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0
240,2836,0.0157728706624606,0,0.0441640378548896,0.116719242902208,0.00315457413249211,0.00946372239747634,0.239747634069401,0,0,0.34384858044164,0.00630914826498423,0.0220820189274448,0.00315457413249211,0.113564668769716,0.00315457413249211,0.00315457413249211,0.0220820189274448,0,0.00315457413249211,0,0,0.00315457413249211,0,0.00630914826498423,0,0,0,0,0.0126182965299685,0,0,0,0.00630914826498423,0,0,0.00630914826498423,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0.0126182965299685,0,0,0,0,0,0,0,0
260,3075,0.0066006600660066,0,0.033003300330033,0.184818481848185,0.0033003300330033,0.0033003300330033,0.231023102310231,0,0,0.396039603960396,0.0033003300330033,0.033003300330033,0.0033003300330033,0.0429042904290429,0,0.0099009900990099,0.0066006600660066,0,0,0,0,0,0,0.0033003300330033,0.0132013201320132,0.0033003300330033,0,0,0.0033003300330033,0,0,0,0.0033003300330033,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0.0033003300330033,0,0,0,0,0,0,0
280,3407,0.0202020202020202,0,0.063973063973064,0.185185185185185,0.0134680134680135,0.00673400673400673,0.171717171717172,0,0,0.393939393939394,0,0.0538720538720539,0.00336700336700337,0.00673400673400673,0.00336700336700337,0.0101010101010101,0.0202020202020202,0,0.00336700336700337,0,0,0,0,0.00336700336700337,0.0235690235690236,0,0,0,0.00336700336700337,0,0,0.00336700336700337,0.00336700336700337,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336700336700337,0,0,0,0,0,0,0,0
300,3741,0.0319488817891374,0,0.0926517571884984,0.300319488817891,0.00958466453674121,0.00958466453674121,0.12779552715655,0,0,0.293929712460064,0,0.0670926517571885,0,0.0191693290734824,0,0.00319488817891374,0.012779552715655,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0.00319488817891374,0,0,0,0.012779552715655,0.00319488817891374,0,0,0,0,0,0,0,0,0,0.00319488817891374,0,0,0,0,0,0.00638977635782748,0,0,0,0,0,0,0,0
320,4075,0.0211480362537764,0,0.0634441087613293,0.175226586102719,0.00302114803625378,0.0151057401812689,0.054380664652568,0,0,0.356495468277946,0.0120845921450151,0.172205438066465,0.00302114803625378,0.00302114803625378,0,0.0151057401812689,0.0211480362537764,0,0.00604229607250755,0,0,0,0,0.00302114803625378,0.0241691842900302,0,0,0,0.0181268882175227,0,0,0,0.00604229607250755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027190332326284,0,0,0,0,0,0,0,0
340,4409,0.00325732899022801,0,0.0716612377850163,0.130293159609121,0.00325732899022801,0.00651465798045603,0.120521172638436,0,0,0.462540716612378,0,0.0912052117263844,0.00325732899022801,0.00325732899022801,0,0.00977198697068404,0.0228013029315961,0,0.00651465798045603,0,0,0.00651465798045603,0,0.00325732899022801,0.0162866449511401,0,0.00977198697068404,0,0.00651465798045603,0,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195439739413681,0,0,0,0,0,0,0,0
360,4743,0.0088495575221239,0,0.079646017699115,0.200589970501475,0.00589970501474926,0.0147492625368732,0.0855457227138643,0,0,0.445427728613569,0,0.0973451327433628,0.00294985250737463,0.00589970501474926,0,0.0176991150442478,0.0117994100294985,0,0,0,0,0,0,0,0.0088495575221239,0,0,0,0.00294985250737463,0,0,0,0.00294985250737463,0,0,0,0,0.00589970501474926,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,5077,0.0332225913621262,0,0.102990033222591,0.219269102990033,0.0132890365448505,0.0132890365448505,0.0631229235880399,0,0,0.358803986710963,0,0.0963455149501661,0.00664451827242525,0,0,0.0132890365448505,0.0232558139534884,0,0.00664451827242525,0,0,0.00664451827242525,0.00332225913621262,0,0.00996677740863787,0,0,0,0.0132890365448505,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132890365448505,0,0,0,0,0,0,0,0
400,5411,0.00862068965517241,0,0.0862068965517241,0.379310344827586,0.00574712643678161,0.00574712643678161,0.0344827586206897,0,0,0.32183908045977,0,0.0977011494252874,0.00574712643678161,0.00574712643678161,0,0.0201149425287356,0.00574712643678161,0,0.0028735632183908,0,0,0,0,0,0.0114942528735632,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0
420,5765,0.00970873786407767,0,0.113268608414239,0.171521035598705,0,0,0.245954692556634,0,0,0.288025889967638,0.00647249190938511,0.0453074433656958,0.00323624595469256,0.00323624595469256,0,0.00647249190938511,0.00647249190938511,0,0,0,0,0,0,0.0129449838187702,0.0258899676375405,0,0,0,0.0161812297734628,0,0,0.00323624595469256,0,0.00323624595469256,0,0.00647249190938511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323624595469256,0,0,0,0,0,0,0,0
440,6138,0.0132013201320132,0,0.0792079207920792,0.250825082508251,0.0066006600660066,0.0066006600660066,0.231023102310231,0,0,0.270627062706271,0.0033003300330033,0.0759075907590759,0,0,0,0.0066006600660066,0.0099009900990099,0,0,0,0,0,0,0,0.0264026402640264,0,0,0,0.0066006600660066,0,0,0,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066006600660066,0,0,0,0,0,0,0,0
460,6512,0.00326797385620915,0,0.0915032679738562,0.290849673202614,0.00326797385620915,0,0.202614379084967,0,0,0.245098039215686,0.0130718954248366,0.0457516339869281,0,0,0,0,0.0196078431372549,0,0.0130718954248366,0,0,0,0,0.00980392156862745,0.0196078431372549,0,0.00326797385620915,0,0.00326797385620915,0,0,0,0.0065359477124183,0,0,0.00326797385620915,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0.0196078431372549,0,0,0,0,0,0,0,0
480,6886,0.00887573964497041,0,0.136094674556213,0.284023668639053,0.0029585798816568,0.00591715976331361,0.100591715976331,0,0.0029585798816568,0.248520710059172,0.00887573964497041,0.0591715976331361,0.0118343195266272,0.00591715976331361,0,0.00887573964497041,0.0236686390532544,0,0.0029585798816568,0.0029585798816568,0,0,0,0.014792899408284,0.029585798816568,0.00591715976331361,0.0029585798816568,0,0.00887573964497041,0,0.0029585798816568,0,0.00591715976331361,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118343195266272,0,0,0,0,0,0,0,0
500,7259,0.0262172284644195,0,0,0.415730337078652,0.00749063670411985,0.00749063670411985,0.108614232209738,0,0.00374531835205993,0.209737827715356,0.00374531835205993,0.0636704119850187,0,0,0,0.00374531835205993,0.00374531835205993,0,0.00374531835205993,0,0,0,0,0.0149812734082397,0.0823970037453183,0.00374531835205993,0,0,0.0112359550561798,0,0,0.00749063670411985,0,0,0,0.00749063670411985,0.00374531835205993,0,0,0,0,0,0,0,0,0,0,0,0,0.0112359550561798,0,0,0,0,0,0,0,0
510,7442,0.00843373493975904,0.00843373493975904,0.165060240963855,0.313253012048193,0.0963855421686747,0.00602409638554217,0,0.148192771084337,0,0.108433734939759,0,0.0481927710843374,0.0036144578313253,0,0,0,0,0,0,0,0,0,0,0.00481927710843374,0.0144578313253012,0,0,0,0,0,0,0.00120481927710843,0.0072289156626506,0,0,0.00120481927710843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253012048192771,0,0.0036144578313253,0.0253012048192771,0.00120481927710843,0.0036144578313253,0.0036144578313253,0.00120481927710843,0.00120481927710843
520,7549,0.028125,0,0,0.453125,0.00625,0,0.275,0,0.003125,0.1125,0.003125,0.053125,0.0125,0,0,0,0.009375,0,0,0,0,0,0,0,0.021875,0.003125,0,0,0,0,0,0.003125,0.00625,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0
540,7762,0.0402144772117962,0,0.109919571045576,0.4343163538874,0.0509383378016086,0.0214477211796247,0.144772117962467,0,0.00268096514745308,0.0831099195710456,0.00536193029490617,0.0482573726541555,0.00804289544235925,0,0,0.00268096514745308,0.0134048257372654,0,0.00536193029490617,0,0,0,0,0.00536193029490617,0.0107238605898123,0,0,0,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107238605898123,0,0,0,0,0,0,0,0
560,8105,0.0261437908496732,0,0.0947712418300654,0.38562091503268,0.0457516339869281,0.0261437908496732,0.0163398692810458,0,0.00326797385620915,0.140522875816993,0.00326797385620915,0.150326797385621,0.0196078431372549,0,0,0.0065359477124183,0.0163398692810458,0,0,0,0,0,0,0.00326797385620915,0.00980392156862745,0.0065359477124183,0.00326797385620915,0,0.00980392156862745,0,0,0,0.0130718954248366,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163398692810458,0,0,0,0,0,0,0,0
580,8579,0.0879765395894428,0,0.0733137829912024,0.299120234604106,0.0293255131964809,0.0146627565982405,0.00879765395894428,0,0.00586510263929619,0.225806451612903,0.0293255131964809,0.093841642228739,0.00879765395894428,0,0,0.00293255131964809,0.0117302052785924,0,0.00293255131964809,0,0,0,0,0.0351906158357771,0.0293255131964809,0.00879765395894428,0.00586510263929619,0,0.00879765395894428,0,0,0,0.00293255131964809,0,0,0,0,0.00586510263929619,0,0,0,0,0,0,0,0,0,0,0,0.00879765395894428,0,0,0,0,0,0,0,0
600,9053,0.136212624584718,0,0.132890365448505,0.395348837209302,0.0132890365448505,0.0332225913621262,0.00332225913621262,0,0.00664451827242525,0.146179401993355,0.00664451827242525,0.0431893687707641,0.0166112956810631,0,0,0,0.0166112956810631,0,0.00332225913621262,0,0,0.00332225913621262,0,0.0132890365448505,0.00664451827242525,0,0,0,0.00996677740863787,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996677740863787,0,0,0,0,0,0,0,0
620,9527,0.0836120401337793,0,0.1438127090301,0.397993311036789,0.020066889632107,0.0334448160535117,0,0,0.00668896321070234,0.153846153846154,0.00668896321070234,0.040133779264214,0,0,0,0.00334448160535117,0.020066889632107,0,0,0,0,0.00668896321070234,0,0.0334448160535117,0.0100334448160535,0,0,0,0.0167224080267559,0,0,0,0.00668896321070234,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133779264214047,0,0,0,0,0,0,0,0
640,10001,0.103448275862069,0,0.181818181818182,0.316614420062696,0.0250783699059561,0.0250783699059561,0,0,0.0125391849529781,0.19435736677116,0.0125391849529781,0.0250783699059561,0.00313479623824451,0,0,0,0.00313479623824451,0,0,0,0,0,0,0.0532915360501567,0.00313479623824451,0.00313479623824451,0.00313479623824451,0,0.00626959247648903,0,0,0,0.00626959247648903,0,0,0,0,0,0,0,0,0,0,0.00626959247648903,0,0,0,0,0,0.0156739811912226,0,0,0,0,0,0,0,0
660,10492,0.0157728706624606,0,0.0725552050473186,0.608832807570978,0.00946372239747634,0.00630914826498423,0,0,0.00315457413249211,0.192429022082019,0.0252365930599369,0.0220820189274448,0.00315457413249211,0,0,0,0.00315457413249211,0,0,0,0,0.00630914826498423,0,0.00630914826498423,0,0,0.00315457413249211,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0.0157728706624606,0,0,0,0,0,0,0,0
680,11078,0.253246753246753,0,0.0681818181818182,0.146103896103896,0.0194805194805195,0.0422077922077922,0,0,0.0194805194805195,0.288961038961039,0.0422077922077922,0.012987012987013,0.0064935064935065,0,0,0,0.00324675324675325,0,0.0064935064935065,0,0,0,0.00324675324675325,0.025974025974026,0.00324675324675325,0.0064935064935065,0.00974025974025974,0,0.012987012987013,0,0,0,0.00974025974025974,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162337662337662,0,0,0,0,0,0,0,0
700,11664,0.355140186915888,0,0.0685358255451713,0.087227414330218,0.00623052959501558,0.0280373831775701,0.00311526479750779,0,0.0124610591900312,0.274143302180685,0.00934579439252336,0.0249221183800623,0,0,0.00623052959501558,0,0.00311526479750779,0,0.0155763239875389,0,0,0,0,0.0124610591900312,0,0.00311526479750779,0.0124610591900312,0,0.0249221183800623,0,0,0,0.00623052959501558,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0.043613707165109,0,0,0,0,0,0,0,0
720,12250,0.206896551724138,0,0.0438871473354232,0.0219435736677116,0,0.00313479623824451,0,0,0.00626959247648903,0.495297805642633,0.0250783699059561,0.00313479623824451,0.00313479623824451,0,0.00313479623824451,0,0,0,0,0,0,0,0.0752351097178683,0.0188087774294671,0,0.0125391849529781,0,0.00313479623824451,0.0282131661442006,0,0,0.00313479623824451,0,0.00626959247648903,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376175548589342,0,0,0,0,0,0,0,0
740,12836,0.454038997214485,0,0.0389972144846797,0.0306406685236769,0.0167130919220056,0,0,0,0,0.100278551532033,0.052924791086351,0.0250696378830084,0.00557103064066852,0,0,0.00557103064066852,0.00557103064066852,0,0.00557103064066852,0,0,0,0.0557103064066852,0.0306406685236769,0,0.0167130919220056,0.011142061281337,0,0.064066852367688,0,0,0.00557103064066852,0.011142061281337,0.00557103064066852,0,0,0.00278551532033426,0.00278551532033426,0,0,0,0,0,0.00278551532033426,0,0,0,0,0,0.0501392757660167,0,0,0,0,0,0,0,0
745,12983,0.214705882352941,0,0.0617647058823529,0.0352941176470588,0,0.0176470588235294,0,0,0.0176470588235294,0.338235294117647,0.0382352941176471,0.0176470588235294,0.0088235294117647,0,0,0,0.00588235294117647,0,0.00294117647058824,0,0,0,0.0529411764705882,0.0294117647058824,0.00588235294117647,0.0264705882352941,0.0088235294117647,0,0.0470588235294118,0,0,0,0.0117647058823529,0.0088235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
750,13129,0.0344827586206897,0,0.014367816091954,0.014367816091954,0.0258620689655172,0,0,0,0,0.468390804597701,0.0028735632183908,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0.0114942528735632,0.0258620689655172,0.00574712643678161,0.0775862068965517,0.0028735632183908,0,0.089080459770115,0,0,0.00862068965517241,0.0517241379310345,0.014367816091954,0,0.0028735632183908,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0.140804597701149,0,0,0,0,0,0,0,0
755,13209,0.0579399141630901,0,0.0214592274678112,0.0236051502145923,0.0643776824034335,0.00214592274678112,0,0,0,0.293991416309013,0,0.00429184549356223,0.00214592274678112,0,0,0,0,0,0.00643776824034335,0,0,0,0.00214592274678112,0.0429184549356223,0.00643776824034335,0.0450643776824034,0,0,0.00858369098712446,0,0,0.00429184549356223,0.0278969957081545,0.00214592274678112,0.00214592274678112,0.00429184549356223,0,0,0,0,0,0.00429184549356223,0.00214592274678112,0.0107296137339056,0,0,0,0,0,0.358369098712446,0.00214592274678112,0,0,0,0,0,0,0
760,13273,0.0673267326732673,0,0.0415841584158416,0.0217821782178218,0.097029702970297,0.00198019801980198,0.00198019801980198,0,0,0.158415841584158,0.00198019801980198,0.00198019801980198,0,0,0,0,0,0,0,0,0.00396039603960396,0,0.00396039603960396,0.0336633663366337,0.0198019801980198,0.0514851485148515,0,0,0,0,0,0.00396039603960396,0.0514851485148515,0,0,0.00396039603960396,0,0,0,0,0.00396039603960396,0.00198019801980198,0.00198019801980198,0.0198019801980198,0,0,0,0,0,0.405940594059406,0,0,0,0,0,0,0,0
780,13527,0.064516129032258,0,0.047438330170778,0.0360531309297913,0.032258064516129,0.00379506641366224,0,0,0,0.149905123339658,0.00379506641366224,0.00569259962049336,0.00379506641366224,0,0,0,0,0,0.00569259962049336,0,0,0,0.00189753320683112,0.0417457305502846,0.0132827324478178,0.0721062618595825,0.00189753320683112,0,0.00569259962049336,0,0,0,0.0360531309297913,0.0094876660341556,0,0.015180265654649,0,0,0,0,0,0.00759013282732448,0.00189753320683112,0.00189753320683112,0,0,0,0,0,0.438330170777989,0,0,0,0,0,0,0,0
800,13781,0.0730088495575221,0,0.0685840707964602,0.0597345132743363,0.0287610619469027,0.00442477876106195,0,0,0,0.130530973451327,0.0088495575221239,0.0110619469026549,0.00221238938053097,0,0,0,0.00221238938053097,0,0.00663716814159292,0,0,0,0.00221238938053097,0.0398230088495575,0.0176991150442478,0.0619469026548673,0,0,0.00221238938053097,0,0,0,0.0685840707964602,0.0154867256637168,0,0.0154867256637168,0,0.00442477876106195,0,0,0,0.00663716814159292,0,0.00221238938053097,0,0.00221238938053097,0.00221238938053097,0,0,0.36283185840708,0,0,0,0,0,0,0,0
810,13908,0.129353233830846,0,0.072139303482587,0.0696517412935323,0.0771144278606965,0.00248756218905473,0,0,0,0.166666666666667,0.00248756218905473,0.00746268656716418,0.00248756218905473,0,0,0,0,0,0,0,0,0,0.0099502487562189,0.0323383084577114,0.0298507462686567,0.027363184079602,0,0.00497512437810945,0.00746268656716418,0,0,0.00248756218905473,0.0373134328358209,0.0174129353233831,0.00497512437810945,0.0099502487562189,0.00248756218905473,0.00248756218905473,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0.278606965174129,0,0,0,0,0,0,0,0
816,13984,0.378453038674033,0,0.0441988950276243,0.0220994475138122,0.0276243093922652,0.00276243093922652,0,0,0,0.176795580110497,0.00276243093922652,0.00552486187845304,0,0,0,0,0,0,0.00552486187845304,0,0.00276243093922652,0,0,0.00828729281767956,0.00276243093922652,0.0248618784530387,0,0,0.00828729281767956,0,0,0.00828729281767956,0.074585635359116,0.0248618784530387,0,0.0165745856353591,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0,0,0.160220994475138,0,0,0,0,0,0,0,0
818,14097,0.474719101123595,0,0.0168539325842697,0.0112359550561798,0.0280898876404494,0,0,0,0,0.171348314606742,0.0617977528089888,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0.0308988764044944,0.0112359550561798,0.00280898876404494,0.0168539325842697,0,0,0.00842696629213483,0,0,0.00280898876404494,0.0308988764044944,0.0168539325842697,0,0.0140449438202247,0,0,0,0,0,0,0,0,0.00280898876404494,0,0,0,0,0.095505617977528,0,0,0,0,0,0,0,0
820,14469,0.224215246636771,0,0.015695067264574,0.0201793721973094,0.015695067264574,0,0,0,0,0.204035874439462,0.130044843049327,0.00224215246636771,0,0,0,0,0,0,0.00224215246636771,0,0,0,0.10762331838565,0,0,0.0426008968609865,0,0,0.047085201793722,0,0,0,0.0224215246636771,0.00224215246636771,0,0.00672645739910314,0,0.00224215246636771,0,0,0,0,0,0,0,0,0,0,0,0.154708520179372,0,0,0,0,0,0,0,0
824,15213,0.0450704225352113,0,0.0140845070422535,0.0028169014084507,0.0535211267605634,0,0,0,0,0.312676056338028,0.115492957746479,0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0.112676056338028,0,0,0.0563380281690141,0,0,0.0112676056338028,0,0,0.0028169014084507,0.0591549295774648,0.0197183098591549,0,0.0112676056338028,0,0.00845070422535211,0,0,0,0,0,0,0,0,0,0,0,0.16056338028169,0,0,0,0,0,0,0,0
