"depth","best.age","min.age","max.age"
10,219,129,322
15,535,441,637
20,850,745,953
25,1166,1046,1271
30,1480,1346,1592
35,1794,1647,1915
40,2106,1946,2238
45,2417,2247,2563
50,2726,2544,2885
55,3033,2842,3207
60,3339,3138,3527
65,3642,3428,3841
70,3942,3684,4155
75,4240,3972,4462
80,4534,4258,4770
90,5116,4874,5380
95,5407,5157,5676
100,5697,5442,5974
105,5988,5728,6277
110,6277,6008,6577
115,6564,6281,6876
125,7130,6809,7464
135,7680,7312,8030
145,8209,7792,8569
155,8711,8262,9083
165,9180,8700,9546
180,9811,9301,10152
190,10175,9663,10490
200,10487,9967,10772
210,10742,10248,11034
220,10938,10460,11287
230,11087,10625,11478
235,11148,10727,11610
240,11204,10820,11674
245,11256,10923,11772
250,11306,11017,11873
255,NA,NA,NA
260,NA,NA,NA
270,NA,NA,NA
280,NA,NA,NA
290,NA,NA,NA
300,NA,NA,NA
310,NA,NA,NA
320,NA,NA,NA
330,NA,NA,NA
