"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.undiff.","Athyrium","Betula","Boraginaceae.undiff.","Brasenia.schreberi","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","cf..Rhamnus","cf..Rhus","cf..Rumex","cf..Sanguisorba","cf..Verbena","Cheilanthes","Cornus","Corylus","Cupressaceae.undiff.","Cyperaceae","Dryopteris","Epilobium","Equisetum","Ericaceae","Fabaceae.undiff.","Fagus","Fagus.Nyssa","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Fraxinus.undiff.","Gentianella","Heliotropium","Hypericum","Ilex","Impatiens","Indeterminable","Isoëtes","Iva","Jasione","Juglans","Larix","Liquidambar","Lycopodiaceae.undiff.","Lycopodium.clavatum","Magnolia","Myrica","Myriophyllum","Nuphar","Nymphaea","Nyssa","Osmunda","Ostrya.Carpinus","Parnassia","Parthenocissus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantaginaceae.cf..Littorella","Plantaginaceae.undiff.","Plantago","Platanus","Poaceae","Polygala","Polygonella","Polygonum.persicaria.type","Polygonum.undiff.","Polypodiaceae","Populus","Potamogetonaceae","Pteridium","Quercus","Ranunculus","Rosaceae","Sagittaria","Salix","Selaginella","Taxodium","Thalictrum","Tilia","Trifolium","Tsuga","Typha","Ulmus","Unknown","Utricularia","Vitis","Xanthium"
738,18042,0,0,0,0,13,0,17,2,13,68,0,0,0,2,0,0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,11251.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,4.5,4,0,155.5,0,0,0,0,58,0,5,0,0,2,0,0,0,40,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0
742,18129,0,0,0,0,5,0,7,2,6,67,1,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11020,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,253,0,0,0,0,43,0,0,0,0,3,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,18216,0,0,0,0,12,1,6,2,10,67,1,0,0,3,0,1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,11855.6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,2.5,1,0,140.5,0,0,0,0,63,0,0,0,0,1,0,0,0,18,2,0,2,1,3,0,0,0,0,0,0,2,0,0,0,0
754,18388,0,0,0,0,12,1,11,1,4,64,0,0,0,2,0,0,0,5,6,1,0,0,0,0,0,0,0,1,0,0,3,13,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,11,13219.2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0.5,7,0,149,1,1,0,0,47,0,4,1,0,0,0,0,0,33,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
758,18472,0,0,0,0,4,1,11,0,2,84,0,0,0,3,0,1,0,2,5,1,0,0,0,1,0,0,0,1,0,0,0,25,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,14,16995,0,0,0,0,0,1,0,0,0,0,0,4,1,1,2,0,0,4.5,1,0,167.5,0,0,1,0,53,0,1,0,0,0,0,0,0,29,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762,18556,2,0,0,3,15,1,21,1,18,120,0,1,0,8,0,0,1,7,16,7,0,1,0,0,0,3,0,0,0,1,2,9,0,0,0,5,0,1,0,0,0,8,0,0,0,0,0,17,13514,0,0,0,0,1,0,0,0,0,5,1,0,1,0,2,0,0,5.5,36,0,225,0,0,0,1,98,0,0,0,0,3,2,0,0,77,0,3,0,0,0,0,5,0,0,0,0,2,0,0,1,0
766,18639,0,0,0,0,11,0,6,3,5,71,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,4,0,0,0,0,1,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,13,16728,0,0,0,0,0,1,0,0,0,3,0,4,1,0,1,0,0,4,0,0,131,0,0,0,1,57,0,0,0,0,0,0,0,0,53,0,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0
770,18721,0,0,0,0,7,1,6,2,6,68,0,0,0,5,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,5,6908.4,0,0,0,0,0,0,0,0,2,3,0,1,0,0,2,0,0,2,3,0,153.5,0,0,0,0,49,0,0,0,0,1,0,0,1,32,2,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0
774,18803,0,0,0,1,6,2,6,2,9,65,0,0,0,10,0,0,3,4,5,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,7385.9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,2,0,127.5,0,0,0,0,56,0,2,0,0,1,0,0,0,37,4,2,0,2,0,0,2,0,0,0,0,3,2,0,0,0
778,18884,0.5,0,0,0,2,0,4,0,6,53,0,0,0,3,0,0,0,1,5,3,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,8820.7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5.5,1,0,196.5,0,0,0,0,38,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0
782,18964,0,0,0,0,10,0,12,3,7,69,0,0,0,1,0,2,0,5,9,1,0,0,0,0,0,2,0,0,0,1,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6083.3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,3,16,0,120,0,0,0,0,74,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0
786,19043,0,0,0,1,6,2,10,5,8,88,0,0,0,5,0,0,0,2,8,2,0,0,0,0,0,2,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5464.8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4.5,3,0,204.5,0,0,0,1,59,0,1,0,0,1,0,0,0,40,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
790,19122,0,0,0,1,5,0,5,2,12,74,0,0,0,8,0,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8400,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3,0,0,3,0,0,162.5,0,0,0,0,51,0,1,0,0,1,0,0,0,19,0,1,0,2,0,0,1,0,0,0,0,6,1,0,0,0
794,19199,0,0,0,0,6,0,9,2,5,58,0,0,0,5,0,0,0,1,10,0,1,0,0,0,0,0,0,1,0,1,3,25,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,17,20451,0,0,0,0,1,0,0,0,0,4,0,1,0,0,4,0,0,6,5,0,161,0,0,0,1,61,0,0,0,0,0,1,0,0,38,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798,19276,1,0,0,0,18,0,18,6,10,101,4,3,0,2,0,0,0,1,10,3,0,0,0,0,0,2,0,0,0,3,1,13,0,0,1,3,0,0,0,0,0,2,0,0,0,2,0,27,7353,0,0,0,0,0,1,1,0,5,3,0,3,0,0,5,0,0,3.5,38.5,0,186.5,0,0,1,0,193,0,0,0,0,1,1,0,0,46,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0
802,19352,0,0,0,0,9,1,8,0,12,106,0,0,0,9,0,0,0,5,13,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,16872,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,160,0,0,1,0,56,0,1,0,0,1,0,0,0,42,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0
810,19503,0,0,0,0,5,1,10,0,10,35,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,4875,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,5.5,17.5,0,162.5,1,0,1,0,54,0,1,0,0,0,0,0,0,32,2,1,2,1,0,0,2,0,0,0,0,2,3,0,0,0
818,19650,0,0,0,0,8,0,9,3,7,80,0,0,0,4,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6177.6,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,8.5,3.5,0,179.5,0,1,0,0,50,0,4,0,0,0,0,0,0,31,0,1,0,3,0,0,2,0,0,0,0,3,1,0,0,0
822,19722,0,0,0,0,4,0,12,6,6,60,0,0,0,6,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,14700,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,7.5,0,0,252,0,0,1,0,40,0,0,0,0,1,0,0,0,22,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
826,19794,0.5,0,0,1,4,1,7,0,5,58,1,0,0,6,0,0,0,1,6,1,0,0,0,0,0,2,0,0,0,1,0,9,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,21,11499.5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,2.5,5,0,196.5,0,0,0,0,45,1,0,0,0,1,0,0,0,28,0,2,0,2,0,0,0,0,0,4,0,1,1,0,0,0
830,19865,1,0,0,0,18,1,5,1,9,72,2,1,0,2,0,1,1,1,6,1,0,0,0,0,0,1,0,1,0,3,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,17,3842.9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0.5,14.5,0,148,0,0,0,0,43,0,0,0,0,0,0,0,0,23,0,1,0,3,0,0,1,0,0,1,0,1,3,0,0,0
834,19935,0,0,0,0,1,0,2,0,0,39,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5548.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,224.5,0,0,0,0,27,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,20004,0,0,0,2,14,2,9,5,8,59,0,0,0,12,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,8622.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,4,1,0,184.5,0,0,0,0,59,0,1,0,0,0,0,0,0,40,2,1,0,0,0,0,2,0,0,0,0,1,3,0,0,0
842,20073,0,0,0,0,13,0,11,1,10,65,0,0,0,10,0,0,0,2,8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,7,5886.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,5,0,163.5,0,0,0,0,55,0,4,0,0,1,0,0,0,27,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0
846,20140,0,0,0,0,11,0,7,1,8,65,3,0,0,10,0,0,0,7,3,1,0,0,0,0,0,2,0,0,0,0,1,11,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,9,3960.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,4,0,0,160,0,0,0,1,64,0,1,0,0,1,0,0,0,41,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
854,20274,0.5,0,0,0,3,0,9,1,7,55,0,0,0,8,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,8,5689.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,13.5,0,195,0,2,1,1,49,0,0,0,0,0,0,0,0,28,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0
858,20339,0,0,0,0,5,0,9,1,4,52,0,0,0,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8,3493.2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,5,10,0,164.5,0,0,0,0,49,0,0,0,0,1,0,0,0,24,0,0,0,6,0,0,3,0,0,0,0,2,0,0,0,0
862,20404,0,0,0,0,15,0,10,0,8,66,0,0,0,5,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,5392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,7,0,180,0,0,0,0,61,0,4,0,0,0,0,0,0,29,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0
866,20468,0,0,0,0,9,2,10,3,11,64,0,0,0,7,0,0,0,1,5,1,0,0,0,0,0,2,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,8203.8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,269.5,0,0,0,0,50,0,0,0,0,0,0,0,0,30,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0
870,20531,0,0,0,3,5,2,5,0,7,61,0,0,0,2,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,5194,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4.5,10.5,0,165,0,0,0,0,62,0,0,0,0,0,0,0,0,42,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
874,20594,0,0,0,0,8,0,6,8,7,59,1,0,0,4,0,0,1,2,6,2,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,5525.6,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,13.5,0,169,0,0,0,0,72,0,0,0,0,0,0,0,0,38,2,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0
878,20655,0,0,0,0,6,0,3,0,4,50,0,0,0,8,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,8,6903.8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5.5,6.5,0,165.5,0,1,0,0,54,0,1,0,0,0,1,0,0,29,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
882,20716,0,0,0,1,6,2,5,1,5,54,0,0,0,11,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,4696.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,3,0,197,0,0,0,0,32,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0
886,20777,1,0,0,0,3,0,11,2,10,62,0,0,0,10,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,5620.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,0,1,4,0,184,0,0,0,0,64,0,3,0,0,0,0,0,0,23,0,0,0,3,1,0,0,0,0,1,0,2,3,0,0,0
890,20836,0,0,0,0,3,0,2,1,3,53,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5137.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,2,0,243,0,0,0,0,33,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
894,20895,0,0,0,0,3,1,7,0,6,68,2,0,1,6,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,14,4910.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,2,0,181,0,0,0,0,52,0,1,0,0,0,0,0,0,19,0,2,0,1,0,0,1,0,0,0,0,4,0,0,0,0
902,21010,0,0,0,0,7,1,5,3,2,31,2,0,0,3,0,0,0,2,8,1,0,0,0,0,0,2,0,0,0,0,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,5942.6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,11.5,0,225.5,0,0,0,0,61,0,1,0,1,1,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
932,NA,0,0,0,1,6,0,7,2,4,54,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,12,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,4590,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,8.5,0,180,0,0,0,0,57,0,1,0,0,1,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
936,NA,0,0,0,0,5,0,3,1,6,68,0,0,0,3,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,2,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,11270,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,4.5,5,0,297.5,0,0,0,1,44,0,1,0,0,1,0,0,0,19,0,0,0,3,0,0,1,0,0,0,0,4,0,0,0,0
940,NA,2,0,0,0,2,0,7,1,3,54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1859.4,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,2,45,1,175.5,0,0,0,0,111,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0
944,NA,0,0,0,0,2,0,1,0,2,28,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2296.7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6.5,0.5,0,261,0,0,0,0,33,0,0,0,0,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0
948,NA,0,0,0,0,1,0,4,1,2,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,4300.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,5.5,0,288,0,0,0,0,39,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0
962,NA,0,0,0,0,1,0,4,1,5,45,0,0,0,8,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,6,4367.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5,8.5,0,372.5,0,0,0,3,45,0,2,0,0,0,0,0,0,23,3,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0
966,NA,0,0,0,1,8,0,4,1,2,48,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,4414.1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,2.5,7,0,255.5,0,0,0,0,47,0,1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0
970,NA,0,0,0,1,4,0,0,0,3,33,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1836,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,231.5,0,0,0,1,30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
978,NA,0,0,0,0,4,1,2,0,5,36,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3577.9,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,6,6,0,390,0,0,0,1,19,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
982,NA,0,0,0,0,7,0,4,2,4,30,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,5376.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5,14.5,0,256,0,0,0,0,36,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
986,NA,0,0,0,0,2,0,2,0,1,24,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6,9,0,290.5,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
994,NA,0.5,0,0,0,3,0,3,0,3,23,0,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,3618,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,20.5,0,177.5,0,0,0,0,26,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
998,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,116,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1002,NA,0,0,0,0,6,0,2,1,3,31,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,3341.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,14.5,0,293.5,0,0,1,0,35,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
1006,NA,0,0,0,0,4,1,1,0,1,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,15,3519.2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,5,3.5,0,283.5,0,0,0,0,29,0,0,1,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1010,NA,0,0,0,0,2,0,1,0,3,34,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8372,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,6.5,1.5,0,358.5,0,0,0,0,29,0,2,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1014,NA,0.5,0,0,0,9,1,1,0,1,31,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,3138.6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,5.5,12,0,250,0,0,0,0,34,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1018,NA,0,0,0,0,6,1,1,1,3,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,3065,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.5,15,0,262.5,0,0,0,2,35,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0
1022,NA,0,0,0,0,1,0,4,1,1,20,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4570.4,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1.5,2,0,278.5,0,0,0,0,29,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0
1026,NA,0,0,0,0,1,0,2,1,3,24,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2576,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2.5,14,0,323.5,0,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1034,NA,1,0,0,0,1,0,2,0,6,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19,0,288.5,1,0,0,0,14,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
