"depth","best.age","min.age","max.age"
0.5,-34,-38,-29
3.5,-21,-23,-20
6.5,-8,-10,-6
10.5,8,4,11
13.5,18,13,22
16.5,30,22,36
17.5,35,28,43
18.5,41,30,52
20.5,55,40,70
22.5,71,46,97
25.5,98,39,158
28.5,125,-20,268
31.5,130,15,243
34.5,135,50,221
37,140,77,204
43,150,111,188
47,171,101,246
53,202,49,367
57,223,10,451
61,386,4,663
