"sample.depths","sample.ages","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Quercus","Salix","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Poaceae","Fraxinus.pennsylvanica","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Populus.tremuloides","Abies","Corylus","Juglans.cinerea","Juniperus.Thuja","Iva.annua","Amorpha","Iva.xanthifolia","Acer.saccharum","Fraxinus.nigra","Vitis","Populus.undiff.","Sarcobatus.vermiculatus","Rosaceae.undiff.","Carya","Acer.negundo","Acer.rubrum","Rumex","Comptonia.peregrina","Potentilla","Thalictrum","Ericaceae","Juglans.nigra","Populus.balsamifera","Apiaceae","Shepherdia.canadensis","Ephedra.trifurca.type","Pinus.undiff.","Ranunculus","Taxus","Celtis","Lamiaceae","Urticaceae","Plantago","Rubiaceae","Dalea.purpurea","Caryophyllaceae"
480,NA,0.0202702702702703,0.0315315315315315,0.009009009009009,0.0135135135135135,0.00225225225225225,0.0135135135135135,0.00225225225225225,0.0135135135135135,0.0990990990990991,0.0563063063063063,0.00225225225225225,0.00225225225225225,0.0112612612612613,0.0135135135135135,0.018018018018018,0.00225225225225225,0.072072072072072,0.00225225225225225,0.072072072072072,0.533783783783784,0.009009009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,NA,0.0257879656160458,0.0343839541547278,0.0114613180515759,0.0286532951289398,0,0.0171919770773639,0,0.0286532951289398,0.114613180515759,0.0859598853868195,0.00286532951289398,0,0.00859598853868195,0.0114613180515759,0.0114613180515759,0.0171919770773639,0.0515759312320917,0,0.103151862464183,0.421203438395415,0,0.00286532951289398,0.00286532951289398,0.00286532951289398,0.00286532951289398,0.00286532951289398,0.00286532951289398,0.00286532951289398,0.00286532951289398,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,NA,0.023121387283237,0.0115606936416185,0.0202312138728324,0.0404624277456647,0,0.00289017341040462,0.00289017341040462,0.0317919075144509,0.11271676300578,0.0404624277456647,0.00867052023121387,0,0,0.00289017341040462,0.00867052023121387,0.0260115606936416,0.0751445086705202,0.00578034682080925,0.127167630057803,0.450867052023121,0.00578034682080925,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,NA,0.0200573065902579,0.0544412607449857,0,0.00859598853868195,0,0.0429799426934097,0,0.0257879656160458,0.117478510028653,0.0802292263610315,0.00286532951289398,0.00573065902578797,0,0.00573065902578797,0.0200573065902579,0.0229226361031519,0.0401146131805158,0.00859598853868195,0.0945558739255014,0.429799426934097,0,0.00286532951289398,0.00286532951289398,0,0,0.00286532951289398,0,0,0,0.00859598853868195,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,NA,0.0394366197183099,0.0169014084507042,0.0140845070422535,0.0112676056338028,0,0.0225352112676056,0,0.0338028169014084,0.107042253521127,0.0591549295774648,0.0028169014084507,0,0,0.0197183098591549,0.0422535211267606,0.028169014084507,0.047887323943662,0.0028169014084507,0.115492957746479,0.397183098591549,0,0,0.00563380281690141,0,0,0.00845070422535211,0,0.00845070422535211,0.0028169014084507,0.0028169014084507,0,0.00563380281690141,0.0028169014084507,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,NA,0.0488505747126437,0.0517241379310345,0.0114942528735632,0.0201149425287356,0,0.0459770114942529,0.0028735632183908,0.0632183908045977,0.0804597701149425,0.209770114942529,0.00862068965517241,0.0028735632183908,0.00574712643678161,0.0201149425287356,0.0373563218390805,0.0517241379310345,0.0919540229885057,0.0028735632183908,0.0948275862068965,0.120689655172414,0,0,0.00862068965517241,0,0,0,0,0,0.0028735632183908,0.00574712643678161,0,0.0028735632183908,0.0028735632183908,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,NA,0.031700288184438,0.0806916426512968,0.0115273775216138,0.0115273775216138,0,0,0,0.109510086455331,0.0345821325648415,0.334293948126801,0.00864553314121038,0,0.00864553314121038,0.0288184438040346,0.0489913544668588,0.0576368876080692,0.0432276657060519,0,0.118155619596542,0.037463976945245,0.00288184438040346,0,0.00864553314121038,0,0,0,0,0.00576368876080692,0,0.0115273775216138,0,0,0,0,0,0.00288184438040346,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,NA,0.0574712643678161,0.0459770114942529,0.0258620689655172,0.0229885057471264,0.0028735632183908,0.0114942528735632,0,0.129310344827586,0.014367816091954,0.0574712643678161,0.00862068965517241,0,0.0028735632183908,0.0459770114942529,0.0862068965517241,0.0431034482758621,0.0431034482758621,0,0.336206896551724,0.0373563218390805,0,0,0.00574712643678161,0,0,0.00574712643678161,0,0.00574712643678161,0,0.00574712643678161,0.0028735632183908,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,NA,0.0199430199430199,0.142450142450142,0.0142450142450142,0.0256410256410256,0.00284900284900285,0.0056980056980057,0,0.131054131054131,0.0113960113960114,0.0199430199430199,0,0,0.00284900284900285,0.0541310541310541,0.0826210826210826,0.0284900284900285,0.0484330484330484,0.0056980056980057,0.304843304843305,0.0256410256410256,0.0142450142450142,0.00284900284900285,0.00854700854700855,0,0,0.00284900284900285,0,0,0,0.0341880341880342,0,0,0,0,0,0,0.00284900284900285,0.00284900284900285,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,NA,0.00578034682080925,0.104046242774566,0.00867052023121387,0.0202312138728324,0.00867052023121387,0.0173410404624277,0.00578034682080925,0.141618497109827,0.00289017341040462,0.0202312138728324,0.00578034682080925,0,0.00289017341040462,0.0578034682080925,0.0751445086705202,0.0346820809248555,0.0346820809248555,0.00289017341040462,0.38150289017341,0.00867052023121387,0.00578034682080925,0.00867052023121387,0.0144508670520231,0,0.00289017341040462,0.00867052023121387,0,0,0,0.0144508670520231,0.00289017341040462,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
