"depth","best.age","min.age","max.age"
10,47,-25,143
25,148,26,325
45,309,104,590
65,504,219,875
85,730,373,1176
105,984,561,1488
125,1260,782,1811
145,1557,1029,2141
165,1870,1296,2472
185,2196,1582,2807
225,2870,2204,3477
245,3211,2533,3804
265,3550,2871,4124
285,3884,3218,4434
305,4208,3567,4730
325,4519,3916,5009
345,4813,4256,5270
365,5087,4579,5513
385,5338,4882,5740
405,5575,5180,5962
425,5807,5453,6175
446,6054,5727,6405
465,6289,5968,6630
485,6555,6235,6895
505,6839,6513,7180
510,6914,6584,7252
525,7144,6814,7478
535,7305,6972,7633
545,7471,7136,7797
555,7642,7314,7975
565,7819,7491,8155
575,8003,7674,8343
585,8192,7865,8541
595,8388,8056,8746
605,8590,8255,8964
615,8799,8450,9183
625,9016,8643,9401
635,9243,8849,9641
645,9480,9057,9892
655,9729,9270,10156
665,9991,9501,10440
675,10267,9761,10745
685,10559,10005,11086
695,10867,10328,11452
705,11194,10689,11824
715,11552,11057,12196
725,11951,11386,12587
735,12392,11640,13006
745,12865,11885,13510
750,13109,12037,13764
755,13357,12173,14077
759,13556,12278,14291
766,NA,NA,NA
770,NA,NA,NA
