"sample.depths","sample.ages","upland.sum","Ambrosia.type","Betula","Carya","Amaranthaceae.undiff.","Clethra","Cyrilla.racemiflora","Ericaceae","Fraxinus.undiff.","Gordonia","Ilex","Iva.xanthifolia.type","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.undiff.","Planera.aquatica","Quercus","Rumex","Sambucus","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Myrica","Populus","Poaceae","Cyperaceae.undiff.","Iva.frutescens.type","Cupressaceae.undiff.","Pinus.subg..Pinus.undiff.","Artemisia","Celtis","Cephalanthus","Platanus","Sapindus","Serenoa","Liliaceae","Fagus","Polygonum.amphibium","Salix","Thalictrum","Acer.undiff.","Castanea","Lechea","Urtica.type","Xanthium","Rosaceae","Primula","Rhus","Symplocos","Apiaceae.undiff.","Anacardiaceae.undiff.","Betulaceae.undiff.","Moraceae","Hypericum","Juglans.nigra","Mimosaceae","Rutaceae","Combretaceae.Melastomataceae","Styloceras","Rhamnaceae.undiff.","Phoradendron","Chamaecrista.type","Arecaceae.undiff.","Acer.negundo","Pinus.clausa.type","Polygonella.fimbriata.type","Corylus","Myrtaceae.undiff.","Osmanthus","Brassicaceae","Malvaceae","Polygonella.polygama.type","Eugenia","Viburnum","Tilia","Cornus.sericea.type","Magnolia","Caryophyllaceae","Ranunculaceae.undiff.","Dodonaea","Lamiaceae","Pistacia","Liriodendron","Acer.saccharum.type","Urticaceae","Plantago","Pinaceae.undiff.","Picea","Pinus.subg..Strobus","Acer.rubrum","Asteraceae.subf..Cichorioideae","Tsuga","Urticales.undiff.","Viscaceae.undiff.","Itea","Rubiaceae.undiff.","Gomphrena.type","Fraxinus.nigra.type","Galium","Campanulaceae","Dalea","Parthenocissus","Myrsine","Sisyrinchium","Ceanothus","Onagraceae","Euphorbia","Ceratiola.ericoides.type","Fabaceae.undiff.","Solanaceae","Abies","Araliaceae","Eriogonum"
510,12957,410,6,0,13,2,0,0,0,1,0,0,0,1,1,22,0,0,107,0,0,3,11,5,1,3,2,0,85,18,0,6,108,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,12992,370,2,0,15,0,0,0,0,2,0,2,0,1,1,15,0,0,121,0,0,3,45,3,3,1,1,0,13,8,0,6,107,0,0,0,1,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,13027,317,6,0,7,0,0,0,0,2,0,0,0,0,0,24,0,0,108,0,0,9,14,3,3,1,1,0,33,4,1,2,84,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,13045,257,3,1,15,0,0,0,0,3,0,0,0,3,1,13,64,0,76,0,0,3,18,8,0,1,3,1,9,1,0,3,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,13062,455,8,0,18,1,0,0,0,6,0,0,0,5,0,24,0,2,161,0,0,19,6,3,0,1,0,0,56,4,1,11,101,0,1,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,13097,395,5,0,38,1,0,0,0,6,0,0,0,2,0,18,0,0,111,0,0,12,12,3,0,1,4,0,48,13,1,8,94,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,13133,315,7,0,45,1,0,0,0,3,0,2,0,4,0,29,0,0,107,0,0,5,9,8,0,2,1,0,5,4,0,15,60,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,13168,329,6,0,50,0,0,0,0,4,0,0,0,1,2,20,0,0,139,0,0,9,3,3,2,0,0,0,5,0,0,10,65,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,13203,309,1,1,26,1,0,0,0,0,0,0,0,1,0,19,0,1,159,0,0,4,4,0,0,0,1,0,3,1,0,2,75,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,13238,389,2,1,95,0,0,2,0,3,0,0,0,2,0,14,0,0,176,0,0,3,5,2,0,2,1,0,4,2,0,7,57,0,1,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,13273,395,7,0,50,0,0,1,0,4,0,0,0,1,0,17,0,0,148,0,0,8,39,3,0,0,1,0,15,6,0,3,82,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,13308,331,4,1,31,0,0,0,0,1,0,0,0,3,1,12,0,0,127,0,0,6,27,5,1,2,0,0,18,6,0,9,63,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,13343,438,8,0,43,0,0,0,0,4,0,0,0,3,0,19,0,0,155,0,0,5,69,7,0,2,4,0,13,14,0,10,71,1,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,13378,370,9,1,42,1,0,0,0,0,0,0,0,4,0,20,0,0,174,0,0,7,5,11,0,0,2,0,12,13,0,9,46,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,13395,330,6,5,47,0,0,0,0,1,0,0,0,1,5,2,38,1,121,0,0,12,20,2,0,1,1,1,16,5,0,0,27,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,13413,334,11,0,40,0,0,0,0,1,0,0,0,1,1,22,0,0,153,0,0,0,7,5,1,1,1,0,8,16,0,8,49,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,13448,509,21,0,75,4,0,1,0,1,0,1,0,1,0,33,0,1,228,0,0,8,5,8,4,0,2,1,14,12,0,7,71,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,13746,375,10,9,53,1,0,0,0,1,1,0,0,4,2,13,30,0,176,0,0,11,1,4,3,0,2,0,1,1,0,6,28,1,1,0,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,14096,374,8,1,45,2,0,1,0,1,0,0,0,3,2,13,29,0,171,0,0,20,2,11,1,0,2,0,1,5,0,6,22,3,0,0,2,0,0,0,19,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,14447,487,3,4,56,0,0,0,0,10,0,0,0,5,8,16,57,0,200,0,0,48,6,11,2,2,1,1,10,9,1,3,4,1,2,0,3,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,14622,439,4,2,99,1,0,0,0,3,0,0,0,2,7,8,73,0,82,0,0,38,7,8,1,1,1,2,8,7,1,21,5,2,2,1,5,0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,14797,645,21,3,73,5,0,1,0,1,0,1,0,0,2,8,155,0,154,0,0,9,8,8,1,5,0,0,23,6,5,24,103,8,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,15469,612,26,1,159,4,0,0,0,2,0,0,0,1,4,9,106,2,122,0,0,19,19,7,1,4,1,0,24,6,3,20,0,7,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,16141,640,12,2,179,2,0,0,0,6,0,0,0,1,0,10,114,0,140,0,0,36,17,5,0,2,0,0,18,3,4,22,16,4,0,2,11,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,16813,478,21,1,12,0,0,0,0,0,0,0,0,0,0,0,302,0,40,0,0,1,11,0,0,6,0,0,33,2,5,1,28,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,17484,523,28,1,23,1,0,0,0,1,0,1,0,0,0,3,248,0,63,1,0,4,7,3,1,0,3,0,40,7,5,5,61,8,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,18382,571,25,2,8,1,0,0,0,0,0,0,0,0,0,0,409,0,22,1,0,6,7,4,0,2,0,0,32,6,5,9,24,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,20176,657,12,5,14,1,0,0,0,3,0,0,0,2,0,5,467,0,41,2,0,28,4,2,1,2,2,0,10,2,1,7,24,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,21971,455,8,1,12,1,0,0,0,2,0,0,0,1,0,0,293,0,16,1,0,4,0,1,1,0,0,0,7,4,1,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,23765,479,5,1,12,0,0,0,0,3,0,0,0,0,0,0,341,0,35,0,0,32,4,0,0,0,1,0,17,3,0,3,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,25560,518,9,6,6,1,0,0,0,1,0,0,0,4,1,0,365,0,29,0,0,8,4,1,0,3,2,1,8,1,0,23,37,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,27354,542,3,2,25,0,1,0,1,7,0,0,0,0,1,1,252,0,63,0,0,34,8,2,1,6,0,0,26,0,1,94,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,28251,467,3,0,7,3,0,0,0,3,0,0,0,0,1,1,333,0,25,0,0,13,8,0,0,5,3,0,14,3,1,3,39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,30046,482,12,4,23,1,1,0,1,0,0,0,0,9,1,2,282,0,51,1,0,7,12,2,1,1,2,0,14,2,0,14,29,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,31840,502,9,0,13,2,0,2,1,4,0,1,0,10,1,9,262,1,73,0,0,15,2,2,0,7,7,0,24,3,5,2,34,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,33635,493,0,2,8,0,1,3,4,9,0,0,0,45,4,11,196,0,46,0,0,54,2,4,2,4,16,0,8,1,0,9,53,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,34095,287,0,4,6,1,5,8,1,2,0,0,0,15,4,2,78,2,65,0,0,34,5,2,1,1,2,0,11,1,0,0,29,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,34364,365,4,6,9,2,2,6,0,10,0,0,0,16,2,10,89,6,71,0,0,31,8,3,1,2,1,0,25,1,0,12,38,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,34634,427,10,18,2,2,1,2,0,5,0,0,3,25,2,13,110,4,139,0,0,12,8,9,0,1,2,0,28,3,1,2,13,0,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,34903,483,12,14,17,5,0,6,1,7,0,0,0,14,3,5,31,13,236,0,0,28,14,5,4,3,3,1,32,9,2,4,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,35038,681,7,3,14,2,1,0,0,6,0,2,0,17,1,17,241,0,185,0,0,72,17,4,4,4,14,0,28,2,2,9,0,1,0,8,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,35172,729,3,8,23,2,0,11,3,6,0,3,0,38,5,13,227,2,181,0,0,85,17,9,2,3,24,0,31,2,0,11,0,1,1,4,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
925,35307,641,2,4,12,1,0,10,3,6,0,1,0,36,5,18,213,3,168,0,0,48,9,2,2,1,29,0,18,2,1,18,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
935,35442,441,23,3,12,4,0,2,0,5,0,0,0,7,1,14,136,0,113,0,0,20,18,5,1,2,3,0,48,0,3,6,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,35590,394,4,2,24,0,1,4,1,1,0,0,0,8,1,12,200,1,35,0,0,10,22,7,0,3,5,0,22,0,0,3,4,0,0,0,2,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,35711,75,1,0,8,0,0,0,0,0,0,1,0,2,1,1,31,0,16,0,0,1,1,0,1,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,35846,510,4,8,28,0,1,11,2,6,0,0,1,31,3,1,87,0,195,0,0,66,7,4,1,2,19,0,3,0,0,10,5,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
975,35981,333,0,5,23,0,0,1,0,5,0,1,0,15,2,2,32,7,134,0,0,53,7,3,1,2,4,0,5,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
985,NA,441,1,11,26,0,3,1,2,4,0,0,0,24,6,7,40,5,185,0,0,71,8,1,0,1,16,0,8,1,0,1,4,0,0,0,0,1,0,0,1,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
995,NA,494,1,8,29,0,0,5,4,5,0,1,0,38,2,3,65,0,166,0,0,99,12,1,4,0,24,0,3,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1005,NA,497,0,6,23,1,0,0,4,8,0,0,0,38,1,7,87,5,175,0,0,75,10,1,4,1,26,0,7,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,NA,815,2,22,30,2,0,4,4,6,0,1,0,46,3,1,151,9,292,0,0,154,25,0,5,0,19,0,17,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,NA,593,4,19,34,0,1,2,0,4,1,0,0,35,3,1,90,10,213,0,0,84,13,1,1,1,26,0,8,6,0,6,0,0,0,2,3,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,NA,303,2,7,10,0,0,0,1,1,0,0,0,15,4,2,57,3,123,0,0,24,11,0,2,0,6,0,14,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
