"depth","best.age","min.age","max.age"
0,-32,-59,-4
32.5,303,262,343
55,535,471,598
57.5,561,494,627
60,587,517,655
65,2153,2087,2219
66,2466,2399,2534
68,3093,3020,3166
70,3719,3636,3796
72,4346,4250,4428
74,4972,4861,5061
76,5599,5474,5697
78,6225,6087,6334
80,6852,6700,6973
85,7651,7498,7776
87,7767,7622,7893
94,8171,8008,8325
105,8806,8540,9058
110,9095,8775,9400
115,9739,9461,9990
122,10640,10419,10843
130,11670,11474,11865
135,12314,12101,12520
140,12912,12677,13137
142.5,13007,12810,13200
145,13102,12928,13278
150,13292,13122,13492
152.5,13388,13190,13626
160,14361,14178,14574
165,15042,14857,15246
170,15724,15524,15931
174,16269,16048,16484
179,16950,16699,17187
184,17632,17343,17895
187,18041,17725,18320
190,18450,18107,18748
198,19173,18805,19494
226,19560,19241,19886
252,19924,19486,20363
270,20207,19842,20575
300,20679,20227,21177
310,NA,NA,NA
363,NA,NA,NA
