"sample.depths","sample.ages","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Taxus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Poaceae","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Prunus.pensylvanica","Rumex.type","Tsuga.canadensis","Viburnum.opulus","Picea.undiff.","Ericaceae.undiff.","Artemisia","Juglans.cinerea","Rosaceae.undiff.","Juniperus.type","Carya.ovata","Castanea.dentata","Juniperus.communis.Thuja.occidentalis.type","Larix","Ostrya.Carpinus","Sambucus","Rubiaceae","Picea.glauca.type","Acer.saccharinum","Viburnum.nudum","Tilia","Lamiaceae","Caryophyllaceae","Salix.undiff.","Pinus.resinosa.type","Prunus.virginiana","Nemopanthus.mucronatus","Amaranthaceae","Brassicaceae","Plantago","Ranunculaceae.undiff.","Thalictrum","Rosaceae.cf..Prunus.serotina","Asteraceae.subf..Cichorioideae","Populus.balsamifera.type","Viburnum.edule","Fabaceae.undiff.","Onagraceae","Saxifraga","Rhamnus.cathartica","Shepherdia.canadensis","cf..Oxyria.digyna","Vaccinium","Cornus.sericea","Dryas","Oxytropis.maydelliana.type","Potentilla.palustris.type","Salix.vestita.type","Caprifoliaceae.undiff.","Apiaceae","Viburnum.lentago","Salix.herbacea.type","Armeria.maritima","Polygonum.viviparum","Saxifraga.oppositifolia.type","Impatiens"
100,4526,0.00425531914893617,0,0.0446808510638298,0.0106382978723404,0,0.614893617021277,0.0234042553191489,0.0127659574468085,0.00212765957446809,0.00425531914893617,0.0127659574468085,0.0787234042553192,0,0.0127659574468085,0,0,0.00851063829787234,0.00851063829787234,0.0404255319148936,0.0212765957446809,0.00851063829787234,0.00851063829787234,0.00425531914893617,0.0382978723404255,0,0,0.00638297872340425,0,0.0170212765957447,0,0.00212765957446809,0,0,0,0,0,0,0.00638297872340425,0,0,0,0.00212765957446809,0,0,0.00212765957446809,0,0,0,0.00212765957446809,0.00212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4927,0.00263852242744063,0,0.0659630606860158,0.0079155672823219,0,0.588390501319261,0.029023746701847,0.00263852242744063,0.00527704485488127,0.00263852242744063,0.0131926121372032,0.0395778364116095,0,0.0263852242744063,0,0,0,0.00527704485488127,0.0211081794195251,0.0211081794195251,0.00263852242744063,0,0.0131926121372032,0.0448548812664908,0,0,0.0712401055408971,0,0.0079155672823219,0,0.00263852242744063,0.00527704485488127,0,0,0.00263852242744063,0.00527704485488127,0.00263852242744063,0,0.00263852242744063,0,0,0,0.00263852242744063,0,0.00263852242744063,0,0,0,0,0,0.00263852242744063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,5551,0,0,0.0541516245487365,0.00541516245487365,0,0.637184115523466,0.0270758122743682,0.0036101083032491,0.00541516245487365,0,0.0072202166064982,0.0487364620938628,0.00180505415162455,0.0144404332129964,0.0072202166064982,0,0.01985559566787,0.0108303249097473,0.0126353790613718,0.0144404332129964,0,0.00541516245487365,0.0108303249097473,0.0577617328519856,0,0,0.0306859205776173,0,0.0036101083032491,0.0036101083032491,0.00180505415162455,0,0.00541516245487365,0,0,0,0,0,0.00180505415162455,0,0,0,0,0,0.00180505415162455,0,0,0.00180505415162455,0,0,0,0.00180505415162455,0.00180505415162455,0.00180505415162455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,5705,0,0.00318471337579618,0.054140127388535,0,0,0.611464968152866,0.0159235668789809,0.00636942675159236,0.00955414012738853,0.00318471337579618,0.00318471337579618,0.0605095541401274,0,0.0222929936305732,0,0.00318471337579618,0.00318471337579618,0.00318471337579618,0.0254777070063694,0.0127388535031847,0,0.00636942675159236,0.00955414012738853,0.0382165605095541,0,0,0.0700636942675159,0,0.0222929936305732,0,0.00318471337579618,0,0,0.00318471337579618,0,0,0,0,0.00636942675159236,0,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,6082,0.00228310502283105,0,0.0502283105022831,0.0045662100456621,0,0.600456621004566,0.00228310502283105,0.0114155251141553,0.0045662100456621,0.00228310502283105,0.0045662100456621,0.0525114155251142,0,0.0114155251141553,0.0091324200913242,0,0.0159817351598174,0.00684931506849315,0.0045662100456621,0.0091324200913242,0,0.0045662100456621,0.0045662100456621,0.08675799086758,0,0,0.0776255707762557,0,0.0091324200913242,0.0045662100456621,0,0.00228310502283105,0.0045662100456621,0,0,0,0.00228310502283105,0,0.00228310502283105,0,0,0,0,0,0.00228310502283105,0,0,0,0,0,0,0.00228310502283105,0,0,0.00228310502283105,0.00228310502283105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,6452,0.00277777777777778,0.00277777777777778,0.05,0,0,0.527777777777778,0.00277777777777778,0.00555555555555556,0.00555555555555556,0.00277777777777778,0.0138888888888889,0.111111111111111,0,0.0277777777777778,0.00833333333333333,0,0.0166666666666667,0.00277777777777778,0.0222222222222222,0.0111111111111111,0,0,0.0111111111111111,0.102777777777778,0,0,0.0361111111111111,0,0.0222222222222222,0,0,0,0,0,0,0,0.00555555555555556,0,0.00555555555555556,0,0,0,0,0,0,0,0,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,6814,0,0.00218340611353712,0.0393013100436681,0.00218340611353712,0,0.626637554585153,0.00655021834061135,0.00436681222707424,0.0109170305676856,0.00218340611353712,0.00218340611353712,0.093886462882096,0.00218340611353712,0.0240174672489083,0.00218340611353712,0.00218340611353712,0.00218340611353712,0.00873362445414847,0.0174672489082969,0.00655021834061135,0.00218340611353712,0,0.00655021834061135,0.093886462882096,0,0,0.0305676855895196,0,0.00873362445414847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,7515,0,0,0.0423162583518931,0.0133630289532294,0,0.389755011135857,0.0111358574610245,0.0089086859688196,0.0066815144766147,0.0022271714922049,0.0244988864142539,0.133630289532294,0.0044543429844098,0.0267260579064588,0.022271714922049,0,0.0044543429844098,0.0066815144766147,0.0178173719376392,0.0133630289532294,0.0044543429844098,0.0044543429844098,0.022271714922049,0.195991091314031,0.0044543429844098,0.0022271714922049,0.0066815144766147,0,0.0133630289532294,0.0044543429844098,0.0022271714922049,0,0.0044543429844098,0,0,0,0,0.0022271714922049,0,0,0,0,0,0,0,0,0.0022271714922049,0,0.0022271714922049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,8185,0.0028328611898017,0.0028328611898017,0.0056657223796034,0.0084985835694051,0,0.405099150141643,0.0169971671388102,0.0056657223796034,0.0084985835694051,0,0.0113314447592068,0.127478753541076,0,0.0368271954674221,0.0226628895184136,0.0056657223796034,0.0056657223796034,0.0084985835694051,0.028328611898017,0.0056657223796034,0.0028328611898017,0,0.0141643059490085,0.212464589235127,0,0,0.0141643059490085,0,0.0311614730878187,0.0056657223796034,0,0,0,0,0,0,0,0,0.0056657223796034,0,0,0,0,0,0,0,0,0,0.0056657223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,8825,0,0.00156739811912226,0.0109717868338558,0.0391849529780564,0.00313479623824451,0.510971786833856,0.0172413793103448,0,0.00470219435736677,0.00156739811912226,0.0188087774294671,0.137931034482759,0.0109717868338558,0.0203761755485893,0.0109717868338558,0,0.00783699059561128,0.00156739811912226,0.0219435736677116,0.00156739811912226,0.00313479623824451,0.00626959247648903,0.0376175548589342,0.0940438871473354,0,0,0.00313479623824451,0,0.0125391849529781,0,0,0.00156739811912226,0.00156739811912226,0.00470219435736677,0,0,0,0.00313479623824451,0,0,0,0,0,0,0.00156739811912226,0,0.00156739811912226,0.00626959247648903,0,0,0,0,0,0,0,0,0.00156739811912226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,9133,0,0.00373831775700935,0.00186915887850467,0.0299065420560748,0.00186915887850467,0.586915887850467,0.00560747663551402,0.00373831775700935,0.0149532710280374,0.00186915887850467,0.0186915887850467,0.0691588785046729,0.00934579439252336,0.0299065420560748,0.0149532710280374,0.00560747663551402,0.00560747663551402,0.00373831775700935,0.0280373831775701,0.00373831775700935,0,0.00747663551401869,0.0728971962616822,0.0373831775700935,0,0,0.00373831775700935,0,0.0130841121495327,0,0.00373831775700935,0,0,0.00747663551401869,0,0,0,0.00934579439252336,0.00186915887850467,0,0,0,0,0,0.00186915887850467,0,0,0,0,0,0,0.00186915887850467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,9434,0,0,0.00698080279232112,0.0296684118673647,0,0.577661431064572,0.0104712041884817,0,0.0139616055846422,0.00174520069808028,0.0191972076788831,0.0279232111692845,0.00523560209424084,0.043630017452007,0.00698080279232112,0.00349040139616056,0.0087260034904014,0.0087260034904014,0.043630017452007,0.00523560209424084,0.00349040139616056,0.0087260034904014,0.094240837696335,0.0506108202443281,0,0,0.00174520069808028,0,0.00523560209424084,0,0.0087260034904014,0,0.00174520069808028,0,0,0,0,0,0.00174520069808028,0,0,0,0,0,0.00174520069808028,0,0,0.00349040139616056,0,0,0,0.00349040139616056,0,0,0,0,0,0.00174520069808028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,9726,0,0.0065359477124183,0.0130718954248366,0.0784313725490196,0,0.509803921568627,0.0108932461873638,0.00435729847494553,0.00871459694989107,0.00217864923747277,0.0174291938997821,0.0610021786492375,0.0196078431372549,0.0522875816993464,0.0065359477124183,0,0.0174291938997821,0.00217864923747277,0.0435729847494553,0.00217864923747277,0.00435729847494553,0.0130718954248366,0.065359477124183,0.0413943355119826,0,0,0,0,0.0130718954248366,0,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,10012,0,0,0.00220264317180617,0.0638766519823789,0,0.57488986784141,0.00440528634361234,0.00440528634361234,0,0,0.0418502202643172,0.0110132158590308,0.0198237885462555,0.0374449339207048,0.00881057268722467,0.0066079295154185,0.00440528634361234,0.0066079295154185,0.0594713656387665,0.00440528634361234,0.00440528634361234,0.013215859030837,0.0572687224669604,0.0462555066079295,0,0,0.00440528634361234,0,0.0110132158590308,0,0.00220264317180617,0,0,0.00220264317180617,0,0,0,0.00220264317180617,0.00440528634361234,0,0,0,0,0,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,10151,0,0,0.0143266475644699,0.0601719197707736,0.00286532951289398,0.607449856733524,0.00859598853868195,0,0.00573065902578797,0.00286532951289398,0.0372492836676218,0.0171919770773639,0.0200573065902579,0.0286532951289398,0,0.00286532951289398,0.0143266475644699,0,0.0372492836676218,0.00286532951289398,0,0.00286532951289398,0.0573065902578797,0.00859598853868195,0,0,0.00286532951289398,0,0.0229226361031519,0,0,0,0,0.00859598853868195,0,0,0.00573065902578797,0.00286532951289398,0.0114613180515759,0,0,0,0,0,0,0,0,0.00859598853868195,0,0,0,0.00286532951289398,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,10289,0,0,0.00669642857142857,0.196428571428571,0.00446428571428571,0.46875,0.0111607142857143,0.00446428571428571,0.00446428571428571,0.00223214285714286,0.0513392857142857,0.0133928571428571,0.03125,0.0513392857142857,0,0,0.00669642857142857,0.0111607142857143,0.0178571428571429,0,0.00223214285714286,0.00669642857142857,0.0424107142857143,0.015625,0,0,0,0,0.015625,0,0.00446428571428571,0,0,0.00223214285714286,0.00223214285714286,0,0.00446428571428571,0.00446428571428571,0.00669642857142857,0,0,0,0,0,0,0,0.00223214285714286,0.00223214285714286,0,0,0,0,0,0,0,0,0,0,0.00446428571428571,0.00223214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,10425,0.00188679245283019,0,0.00566037735849057,0.256603773584906,0,0.366037735849057,0.00377358490566038,0,0.00754716981132075,0.00377358490566038,0.0735849056603774,0.0132075471698113,0.0584905660377358,0.0264150943396226,0.00188679245283019,0.00754716981132075,0.0150943396226415,0.00754716981132075,0.00943396226415094,0.00377358490566038,0,0.00188679245283019,0.0584905660377358,0.0150943396226415,0,0,0.00377358490566038,0,0.0339622641509434,0,0.00377358490566038,0,0,0.00188679245283019,0,0,0.00188679245283019,0.00188679245283019,0.00188679245283019,0,0,0,0,0,0,0,0,0.00377358490566038,0,0,0,0.00188679245283019,0,0,0,0,0,0,0.00377358490566038,0.00377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,10559,0,0,0.00470588235294118,0.374117647058824,0,0.242352941176471,0.0117647058823529,0,0.00705882352941176,0.00235294117647059,0.0635294117647059,0.0141176470588235,0.0211764705882353,0.0611764705882353,0.00235294117647059,0.00470588235294118,0.00941176470588235,0.00705882352941176,0,0.00705882352941176,0,0,0.0517647058823529,0.00705882352941176,0,0,0.00470588235294118,0,0.0588235294117647,0,0.00235294117647059,0.00235294117647059,0,0.00235294117647059,0.00235294117647059,0,0,0.00705882352941176,0.00235294117647059,0,0,0.0164705882352941,0,0,0,0,0,0.00705882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,10691,0,0.00236406619385343,0.00472813238770686,0.0307328605200946,0.00472813238770686,0.215130023640662,0.033096926713948,0,0.0141843971631206,0.00236406619385343,0.0921985815602837,0.0803782505910166,0.0780141843971631,0.104018912529551,0.00236406619385343,0.00236406619385343,0.0283687943262411,0.0118203309692671,0,0,0.00945626477541371,0.00236406619385343,0.0401891252955083,0.0449172576832151,0,0,0.00709219858156028,0,0.08274231678487,0,0.00472813238770686,0,0.00236406619385343,0.0401891252955083,0,0,0,0.00236406619385343,0.0141843971631206,0,0,0,0,0,0,0,0,0.0212765957446809,0,0,0,0.00236406619385343,0,0,0,0,0,0,0.0118203309692671,0,0,0.00236406619385343,0.00236406619385343,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,10821,0,0,0.00222222222222222,0.0177777777777778,0,0.282222222222222,0.0244444444444444,0,0.00444444444444444,0,0.0977777777777778,0.0133333333333333,0.197777777777778,0.0711111111111111,0,0.00222222222222222,0.00888888888888889,0.0111111111111111,0,0.00222222222222222,0.00444444444444444,0.00666666666666667,0.0444444444444444,0.0377777777777778,0,0,0.00444444444444444,0,0.0355555555555556,0.00222222222222222,0.00666666666666667,0,0.00222222222222222,0.0422222222222222,0,0,0.00666666666666667,0,0.00888888888888889,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.00222222222222222,0,0,0.0133333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,10949,0,0.0025062656641604,0.0025062656641604,0.012531328320802,0,0.283208020050125,0.0551378446115288,0,0.0100250626566416,0.0025062656641604,0.0100250626566416,0.0150375939849624,0.145363408521303,0.037593984962406,0,0.0075187969924812,0.0075187969924812,0.0150375939849624,0.0025062656641604,0,0,0.0100250626566416,0.0576441102756892,0.0225563909774436,0,0,0,0,0.012531328320802,0,0.0050125313283208,0,0.0025062656641604,0.162907268170426,0,0,0.0050125313283208,0.0025062656641604,0.0050125313283208,0,0,0.0025062656641604,0,0,0,0,0.0050125313283208,0.0802005012531328,0.0025062656641604,0,0,0.0050125313283208,0,0,0,0,0,0,0,0.0050125313283208,0,0.0050125313283208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,11075,0,0.00176991150442478,0.00176991150442478,0.015929203539823,0.00353982300884956,0.361061946902655,0.00176991150442478,0.00353982300884956,0.00707964601769911,0.00176991150442478,0.0247787610619469,0.0176991150442478,0.207079646017699,0.0389380530973451,0,0.0088495575221239,0.0123893805309735,0.0176991150442478,0.00353982300884956,0,0,0.00176991150442478,0.031858407079646,0.031858407079646,0,0,0.00176991150442478,0,0.00530973451327434,0.00176991150442478,0.0088495575221239,0,0,0.102654867256637,0,0,0.00530973451327434,0,0.00176991150442478,0,0,0,0,0,0,0,0.00353982300884956,0.0495575221238938,0,0,0,0,0,0,0,0,0,0,0.0176991150442478,0,0.00176991150442478,0.00176991150442478,0,0,0.00176991150442478,0.00176991150442478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,NA,0,0,0,0.048780487804878,0,0.223363286264442,0.0821566110397946,0,0.0128369704749679,0,0.0102695763799743,0.0372272143774069,0.2400513478819,0.030808729139923,0.00256739409499358,0.00641848523748395,0.0141206675224647,0.0269576379974326,0,0.00256739409499358,0,0.00128369704749679,0.030808729139923,0.0346598202824134,0,0.00128369704749679,0.00128369704749679,0,0.00641848523748395,0.00128369704749679,0.0205391527599487,0,0.00128369704749679,0.0192554557124519,0,0,0.00641848523748395,0.00256739409499358,0,0,0,0,0,0,0,0,0,0.0962772785622593,0,0,0,0,0,0,0.00128369704749679,0,0,0,0.0269576379974326,0,0.00128369704749679,0,0,0,0.00128369704749679,0,0.00128369704749679,0.00641848523748395,0,0,0,0,0,0,0,0,0,0,0,0
310,NA,0,0.00158982511923688,0.00635930047694754,0.0190779014308426,0,0.0715421303656598,0.26550079491256,0,0.00317965023847377,0,0.0111287758346582,0.0158982511923688,0.0158982511923688,0.014308426073132,0,0.0206677265500795,0.0095389507154213,0.0906200317965024,0.00317965023847377,0,0,0,0.0349761526232114,0.0174880763116057,0,0,0.00317965023847377,0,0.0095389507154213,0,0.0302066772655008,0,0.00635930047694754,0.0174880763116057,0,0,0,0,0,0,0,0.00158982511923688,0,0,0,0,0.00476947535771065,0.286168521462639,0,0,0,0,0,0,0.027027027027027,0.00158982511923688,0,0,0.00158982511923688,0.00158982511923688,0,0,0,0,0,0.00158982511923688,0,0,0.00158982511923688,0.00158982511923688,0.00158982511923688,0.00158982511923688,0,0,0,0,0,0,0,0
