"sample.depths","sample.ages","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.undiff.","Juglans.cinerea","Larix","Asteraceae.subf..Cichorioideae","Picea","Quercus","Salix","Sarcobatus.vermiculatus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Ephedra.torreyana.type","Fraxinus.americana.type","Pinus","Populus","Poaceae","Acer.saccharum","Fraxinus.nigra","Impatiens","Thalictrum","Rosaceae","Abies","Ostrya.Carpinus","Acer.negundo","Rumex","Iva.xanthifolia","Carya","Iva.annua","Ephedra.nevadensis.type","Xanthium","Acer.rubrum","Dalea.purpurea","Tsuga","Platanus","Amorpha","Lamiaceae","Ranunculus","Fagus","Juglans.nigra","Dalea.candida.type","Plantago","Apiaceae","Brassicaceae","Shepherdia.argentea","Celtis","Shepherdia.canadensis","Ericaceae"
160,1148,0.0180878552971576,0.041343669250646,0,0.0129198966408269,0.00258397932816537,0.0155038759689922,0.0697674418604651,0,0.00516795865633075,0,0.0180878552971576,0.0180878552971576,0.00516795865633075,0,0,0.00516795865633075,0.00775193798449612,0.020671834625323,0.0103359173126615,0,0,0.700258397932817,0.00516795865633075,0.0155038759689922,0,0.00258397932816537,0,0.00258397932816537,0,0.00516795865633075,0.00775193798449612,0,0,0,0,0.00258397932816537,0,0.00258397932816537,0.00258397932816537,0.00258397932816537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1354,0.0355029585798817,0.0650887573964497,0.0029585798816568,0.0029585798816568,0.0029585798816568,0.014792899408284,0,0.0029585798816568,0.0177514792899408,0,0.0266272189349112,0.0502958579881657,0,0,0.0029585798816568,0.00887573964497041,0.0029585798816568,0.0266272189349112,0.00887573964497041,0,0.0029585798816568,0.698224852071006,0.00591715976331361,0.00591715976331361,0,0,0,0,0,0.00887573964497041,0.00591715976331361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1559,0.0162162162162162,0.0891891891891892,0.00810810810810811,0.00540540540540541,0.0027027027027027,0.0027027027027027,0,0,0.00810810810810811,0,0.0135135135135135,0.0243243243243243,0.00540540540540541,0,0,0.00540540540540541,0,0.0324324324324324,0,0.0027027027027027,0,0.748648648648649,0.00540540540540541,0.0135135135135135,0,0,0,0,0,0,0.0162162162162162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1764,0.0265700483091787,0.0603864734299517,0.00241545893719807,0,0.00483091787439614,0.00966183574879227,0.00483091787439614,0,0.0193236714975845,0,0,0.0338164251207729,0.00966183574879227,0.00241545893719807,0,0.0072463768115942,0.0072463768115942,0.0434782608695652,0.00966183574879227,0,0.00483091787439614,0.719806763285024,0,0.0144927536231884,0.00483091787439614,0,0,0,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1969,0.0220820189274448,0.0725552050473186,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.0126182965299685,0.00315457413249211,0,0.0126182965299685,0,0.0126182965299685,0.0220820189274448,0,0,0,0,0.00315457413249211,0.0315457413249211,0.0252365930599369,0,0,0.719242902208202,0.00315457413249211,0.0315457413249211,0,0.00315457413249211,0,0,0,0.00315457413249211,0.00946372239747634,0,0,0,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2175,0.0088235294117647,0.0852941176470588,0,0.00294117647058824,0.00588235294117647,0.0235294117647059,0,0,0.00588235294117647,0,0.0117647058823529,0.0558823529411765,0,0.00294117647058824,0.00294117647058824,0.00588235294117647,0.0117647058823529,0.0411764705882353,0.00588235294117647,0,0,0.667647058823529,0.0147058823529412,0.0264705882352941,0.00588235294117647,0,0,0.00294117647058824,0,0,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,2380,0.00753768844221105,0.0829145728643216,0.00753768844221105,0.00251256281407035,0.0125628140703518,0.0100502512562814,0.0050251256281407,0,0.0050251256281407,0,0.0100502512562814,0.0603015075376884,0.0050251256281407,0,0,0.0100502512562814,0.00251256281407035,0.0251256281407035,0.00251256281407035,0,0,0.688442211055276,0.00251256281407035,0.0175879396984925,0,0.0050251256281407,0,0,0,0,0.0351758793969849,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2585,0.018716577540107,0.0695187165775401,0.00802139037433155,0.00802139037433155,0.0106951871657754,0.0294117647058824,0.0106951871657754,0,0.00802139037433155,0,0.00802139037433155,0.0614973262032086,0.00267379679144385,0,0,0,0.0160427807486631,0.018716577540107,0.00802139037433155,0,0.00267379679144385,0.671122994652406,0.00267379679144385,0.0213903743315508,0.00267379679144385,0.00802139037433155,0,0.00267379679144385,0,0.00267379679144385,0.0053475935828877,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2790,0.0362116991643454,0.0919220055710306,0,0.00278551532033426,0.011142061281337,0.011142061281337,0.011142061281337,0,0.011142061281337,0,0.011142061281337,0.0724233983286908,0,0,0,0.011142061281337,0.00835654596100279,0.0222841225626741,0.011142061281337,0,0.00278551532033426,0.596100278551532,0.0139275766016713,0.0222841225626741,0.00835654596100279,0.00835654596100279,0,0,0,0.00557103064066852,0.0278551532033426,0,0,0,0,0,0,0,0,0,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2996,0.0186335403726708,0.0962732919254658,0.0031055900621118,0,0.0093167701863354,0.0093167701863354,0,0,0.0093167701863354,0,0.0062111801242236,0.0652173913043478,0.0031055900621118,0.0031055900621118,0,0.0031055900621118,0.015527950310559,0.0248447204968944,0.0093167701863354,0,0,0.667701863354037,0.0031055900621118,0.0124223602484472,0,0,0,0,0,0,0.0403726708074534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,3201,0.0180722891566265,0.0481927710843374,0.00301204819277108,0.00602409638554217,0,0.0120481927710843,0.00301204819277108,0,0.00301204819277108,0,0,0.0602409638554217,0,0.00602409638554217,0,0.00602409638554217,0.00903614457831325,0.0240963855421687,0.0180722891566265,0,0,0.686746987951807,0,0.0240963855421687,0.00301204819277108,0.00301204819277108,0,0,0,0.00602409638554217,0.0572289156626506,0,0,0,0,0,0,0,0,0,0,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0
380,3406,0.033434650455927,0.094224924012158,0.0060790273556231,0.00911854103343465,0.0060790273556231,0.0151975683890578,0.0060790273556231,0,0.00911854103343465,0,0.00303951367781155,0.103343465045593,0.00303951367781155,0,0.00303951367781155,0.0121580547112462,0.0151975683890578,0.0395136778115502,0.00911854103343465,0,0.00303951367781155,0.550151975683891,0.0151975683890578,0.0303951367781155,0,0.00303951367781155,0,0.00303951367781155,0,0,0.027355623100304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,3611,0.0493827160493827,0.118518518518519,0.00493827160493827,0.00740740740740741,0.00246913580246914,0.0148148148148148,0.0148148148148148,0,0.00987654320987654,0,0.00987654320987654,0.123456790123457,0.00740740740740741,0,0.00246913580246914,0.00987654320987654,0.00987654320987654,0.0567901234567901,0.0197530864197531,0,0.00740740740740741,0.45679012345679,0.00987654320987654,0.0271604938271605,0,0.00740740740740741,0,0,0,0,0.0246913580246914,0,0.00246913580246914,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,3749,0.0498442367601246,0.171339563862928,0.0155763239875389,0.0342679127725857,0.00311526479750779,0.0249221183800623,0,0,0.00934579439252336,0,0.00311526479750779,0.190031152647975,0.0124610591900312,0.00311526479750779,0,0.0218068535825545,0.0218068535825545,0.087227414330218,0.0186915887850467,0,0,0.202492211838006,0.00311526479750779,0.0498442367601246,0.00623052959501558,0,0,0,0,0,0.0654205607476635,0,0,0,0,0,0,0,0,0,0,0,0.00623052959501558,0,0,0,0,0,0,0,0,0,0,0,0
420,3923,0.0758807588075881,0.173441734417344,0.016260162601626,0.018970189701897,0.002710027100271,0.032520325203252,0.010840108401084,0,0.008130081300813,0,0.00542005420054201,0.18970189701897,0.010840108401084,0.002710027100271,0.002710027100271,0.010840108401084,0.018970189701897,0.062330623306233,0.010840108401084,0.002710027100271,0.008130081300813,0.197831978319783,0.008130081300813,0.046070460704607,0,0.002710027100271,0,0.002710027100271,0,0.002710027100271,0.0704607046070461,0,0,0,0,0.002710027100271,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,4096,0.0629139072847682,0.182119205298013,0.00993377483443709,0.0132450331125828,0,0.0165562913907285,0.0033112582781457,0,0,0,0,0.281456953642384,0.0231788079470199,0,0,0.0165562913907285,0.0231788079470199,0.0894039735099338,0.0033112582781457,0,0,0.139072847682119,0,0.0695364238410596,0,0.0033112582781457,0,0,0,0,0.0629139072847682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,4270,0.0503978779840849,0.236074270557029,0.00795755968169761,0.0185676392572944,0.00530503978779841,0.0238726790450928,0.0159151193633952,0,0.0026525198938992,0,0.00795755968169761,0.23342175066313,0.00530503978779841,0.0026525198938992,0.0026525198938992,0.0159151193633952,0.0159151193633952,0.0636604774535809,0.0291777188328912,0,0.00530503978779841,0.127320954907162,0.0212201591511936,0.0503978779840849,0.0026525198938992,0.0106100795755968,0,0,0,0,0.039787798408488,0,0,0,0,0,0,0,0,0,0,0,0.00530503978779841,0,0,0,0,0,0,0,0,0,0,0,0
450,4443,0.107042253521127,0.112676056338028,0.0140845070422535,0.00845070422535211,0.0028169014084507,0.0338028169014084,0.00845070422535211,0,0.0028169014084507,0,0,0.228169014084507,0.0140845070422535,0.0028169014084507,0.0028169014084507,0.0253521126760563,0.0197183098591549,0.101408450704225,0.0647887323943662,0,0.00845070422535211,0.11830985915493,0.00563380281690141,0.0901408450704225,0,0,0,0,0,0,0.0253521126760563,0,0,0,0,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0
460,4617,0.0585106382978723,0.103723404255319,0.023936170212766,0.0159574468085106,0.00531914893617021,0.0186170212765957,0,0,0,0,0.00797872340425532,0.303191489361702,0.00797872340425532,0,0,0.0132978723404255,0.00531914893617021,0.0877659574468085,0.0638297872340425,0,0.0106382978723404,0.11968085106383,0,0.0718085106382979,0.00531914893617021,0.0132978723404255,0,0,0,0,0.0292553191489362,0.00265957446808511,0,0,0,0,0,0,0,0.00265957446808511,0,0,0.00531914893617021,0,0.023936170212766,0,0,0,0,0,0,0,0,0,0
470,4790,0.109717868338558,0.0846394984326019,0.00940438871473354,0.0282131661442006,0,0.0250783699059561,0.00940438871473354,0,0.00313479623824451,0,0.00313479623824451,0.266457680250784,0.0156739811912226,0,0,0.0156739811912226,0.0125391849529781,0.0721003134796238,0.0501567398119122,0,0.00940438871473354,0.144200626959248,0.00940438871473354,0.09717868338558,0.00626959247648903,0,0,0.00313479623824451,0,0,0.0125391849529781,0,0,0,0,0,0,0,0,0,0,0,0.00313479623824451,0,0,0.00313479623824451,0.00313479623824451,0.00313479623824451,0,0,0,0,0,0,0
480,4964,0.102102102102102,0.09009009009009,0.012012012012012,0.024024024024024,0,0.024024024024024,0.003003003003003,0.003003003003003,0,0,0,0.249249249249249,0.018018018018018,0,0,0.012012012012012,0.015015015015015,0.0810810810810811,0.069069069069069,0,0.003003003003003,0.165165165165165,0.006006006006006,0.096096096096096,0,0,0,0.003003003003003,0,0.006006006006006,0.015015015015015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0
490,5137,0.119533527696793,0.0699708454810496,0.0379008746355685,0.0087463556851312,0.00291545189504373,0.0233236151603499,0.032069970845481,0,0.00291545189504373,0,0.00291545189504373,0.204081632653061,0.0233236151603499,0.00291545189504373,0,0.0204081632653061,0.0233236151603499,0.0845481049562682,0.0670553935860058,0,0,0.119533527696793,0,0.116618075801749,0,0.00291545189504373,0,0,0,0,0.0233236151603499,0,0,0,0.00583090379008746,0,0,0,0,0,0,0,0.00291545189504373,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0
500,5311,0.0516304347826087,0.135869565217391,0.00815217391304348,0.0108695652173913,0.00543478260869565,0.0271739130434783,0.016304347826087,0,0.0135869565217391,0,0.00815217391304348,0.230978260869565,0.0108695652173913,0.00271739130434783,0,0.0108695652173913,0.0135869565217391,0.0896739130434783,0.0326086956521739,0,0.00543478260869565,0.192934782608696,0.0135869565217391,0.0597826086956522,0,0.0108695652173913,0,0,0,0.00543478260869565,0.0407608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271739130434783,0,0,0,0,0,0,0,0
520,5658,0.120234604105572,0.0703812316715543,0.0175953079178886,0.00586510263929619,0.00586510263929619,0.0234604105571848,0.0146627565982405,0,0.00293255131964809,0,0.00586510263929619,0.164222873900293,0.0146627565982405,0,0.00293255131964809,0.0293255131964809,0.00879765395894428,0.06158357771261,0.0351906158357771,0,0.00293255131964809,0.149560117302053,0.00293255131964809,0.214076246334311,0.00293255131964809,0.0117302052785924,0,0,0,0,0.0234604105571848,0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0.00293255131964809,0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0
540,6005,0.245569620253165,0.0379746835443038,0.0379746835443038,0.0126582278481013,0.00759493670886076,0.0405063291139241,0.010126582278481,0,0,0.00253164556962025,0.00506329113924051,0.0987341772151899,0.00506329113924051,0,0.00253164556962025,0.020253164556962,0.0177215189873418,0.0683544303797468,0.020253164556962,0,0.00759493670886076,0.116455696202532,0.00253164556962025,0.20253164556962,0.00253164556962025,0.00253164556962025,0,0,0,0.00253164556962025,0.0177215189873418,0,0,0,0.00253164556962025,0.00253164556962025,0,0,0,0.00253164556962025,0,0,0.00506329113924051,0,0,0,0,0,0,0,0,0,0,0,0
560,6352,0.164921465968586,0.0392670157068063,0.0261780104712042,0.00523560209424084,0.00523560209424084,0.0287958115183246,0.0157068062827225,0,0,0,0,0.130890052356021,0.0130890052356021,0.00261780104712042,0.00523560209424084,0.0261780104712042,0.0209424083769634,0.049738219895288,0.0445026178010471,0,0.00523560209424084,0.191099476439791,0,0.18586387434555,0,0.0104712041884817,0,0,0,0.00261780104712042,0.0209424083769634,0,0,0,0,0,0,0,0,0,0,0,0.00261780104712042,0,0,0,0,0,0.00261780104712042,0,0,0,0,0,0
580,6699,0.237057220708447,0.0326975476839237,0.0272479564032698,0.0163487738419619,0,0.0245231607629428,0.0136239782016349,0,0,0,0.00544959128065395,0.198910081743869,0.0108991825613079,0.00272479564032698,0,0.00817438692098093,0.00544959128065395,0.0163487738419619,0.106267029972752,0,0.00272479564032698,0.106267029972752,0,0.138964577656676,0,0.0108991825613079,0,0.00272479564032698,0,0,0.0245231607629428,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544959128065395,0,0,0,0,0
600,7046,0.304225352112676,0.0169014084507042,0.028169014084507,0.0112676056338028,0,0.0253521126760563,0.0112676056338028,0,0,0,0.0028169014084507,0.140845070422535,0,0.0028169014084507,0,0.0253521126760563,0.00563380281690141,0.028169014084507,0.0535211267605634,0,0.00845070422535211,0.112676056338028,0,0.197183098591549,0,0.0028169014084507,0,0.0028169014084507,0,0,0.00845070422535211,0.0028169014084507,0,0.0028169014084507,0,0,0,0,0,0,0,0,0.00563380281690141,0,0,0,0,0,0,0,0,0,0,0,0
620,7393,0.3046875,0.0130208333333333,0.0260416666666667,0.00520833333333333,0.00520833333333333,0.0390625,0.0104166666666667,0,0,0,0,0.1328125,0.0078125,0.00520833333333333,0,0.0182291666666667,0.015625,0.0286458333333333,0.0494791666666667,0,0.00260416666666667,0.127604166666667,0,0.171875,0,0.0078125,0,0,0,0,0.0130208333333333,0,0,0.00260416666666667,0.00260416666666667,0.0078125,0,0,0,0,0,0,0,0,0,0,0.00260416666666667,0,0,0,0,0,0,0,0
640,7740,0.274666666666667,0.0266666666666667,0.024,0.0133333333333333,0.00266666666666667,0.0426666666666667,0.016,0,0,0,0.008,0.133333333333333,0.008,0,0,0.00533333333333333,0.0133333333333333,0.032,0.0666666666666667,0,0.00266666666666667,0.12,0.00266666666666667,0.173333333333333,0,0.0133333333333333,0,0,0,0,0.016,0,0,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266666666666667,0,0,0,0
660,8087,0.235135135135135,0.0378378378378378,0.0405405405405405,0.00810810810810811,0.00540540540540541,0.0216216216216216,0.00810810810810811,0,0,0,0.0108108108108108,0.194594594594595,0.0135135135135135,0.0108108108108108,0,0.00810810810810811,0.0162162162162162,0.0162162162162162,0.0567567567567568,0,0.00540540540540541,0.145945945945946,0.0027027027027027,0.135135135135135,0,0.0027027027027027,0,0,0,0,0.0135135135135135,0.0027027027027027,0,0,0,0.00540540540540541,0,0,0,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,8260,0.227011494252874,0.0316091954022989,0.028735632183908,0.00862068965517241,0,0.028735632183908,0.0316091954022989,0,0,0,0,0.252873563218391,0.00574712643678161,0.00862068965517241,0,0.014367816091954,0.0172413793103448,0.00574712643678161,0.114942528735632,0.0028735632183908,0.0028735632183908,0.0804597701149425,0,0.120689655172414,0,0,0,0,0,0,0.00862068965517241,0,0,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,8434,0.257452574525745,0.016260162601626,0.043360433604336,0.018970189701897,0.013550135501355,0.046070460704607,0.008130081300813,0.002710027100271,0,0,0.002710027100271,0.238482384823848,0.010840108401084,0,0,0.008130081300813,0.018970189701897,0.021680216802168,0.0704607046070461,0,0.00542005420054201,0.0677506775067751,0.00542005420054201,0.10840108401084,0.002710027100271,0.002710027100271,0,0,0,0,0.013550135501355,0,0,0,0,0.013550135501355,0,0,0,0,0,0,0,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0
690,8607,0.216292134831461,0.0196629213483146,0.0449438202247191,0.00561797752808989,0.0140449438202247,0.0224719101123595,0.0140449438202247,0,0,0,0,0.176966292134831,0.0112359550561798,0,0,0.0140449438202247,0.0308988764044944,0.0140449438202247,0.132022471910112,0,0.00280898876404494,0.117977528089888,0,0.117977528089888,0,0.0112359550561798,0,0,0,0,0.0112359550561798,0,0,0.00280898876404494,0,0.0196629213483146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,8781,0.27720207253886,0.0181347150259067,0.0440414507772021,0.00259067357512953,0.0181347150259067,0.0492227979274611,0.00518134715025907,0,0,0,0.00259067357512953,0.116580310880829,0.0077720207253886,0.00259067357512953,0,0.0129533678756477,0.0129533678756477,0.0103626943005181,0.101036269430052,0,0.00518134715025907,0.121761658031088,0,0.16839378238342,0,0,0,0,0,0,0.00518134715025907,0,0,0,0,0.0129533678756477,0.00259067357512953,0,0,0,0,0,0.00259067357512953,0,0,0,0,0,0,0,0,0,0,0,0
710,8954,0.274096385542169,0.0150602409638554,0.0632530120481928,0.00301204819277108,0.00301204819277108,0.0331325301204819,0.00301204819277108,0.00301204819277108,0,0,0.0271084337349398,0.069277108433735,0.00903614457831325,0.00301204819277108,0,0.0120481927710843,0.0421686746987952,0.0120481927710843,0.072289156626506,0,0.00301204819277108,0.256024096385542,0,0.0903614457831325,0,0,0,0,0,0,0.00301204819277108,0,0,0,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,9103,0.135897435897436,0.0358974358974359,0.0333333333333333,0.0179487179487179,0.0102564102564103,0.0461538461538462,0.0128205128205128,0.00256410256410256,0.00256410256410256,0,0.0153846153846154,0.0461538461538462,0.0179487179487179,0,0,0.0128205128205128,0.0128205128205128,0.0282051282051282,0.0615384615384615,0,0.00769230769230769,0.384615384615385,0,0.0923076923076923,0,0.00512820512820513,0,0.00256410256410256,0,0,0.00512820512820513,0,0,0,0,0.00512820512820513,0,0,0,0,0,0,0.00256410256410256,0,0,0,0,0,0,0,0,0.00256410256410256,0,0,0
730,9228,0.124653739612188,0.0249307479224377,0.0193905817174515,0.00277008310249307,0.0470914127423823,0.0277008310249307,0,0,0,0,0.0110803324099723,0.0304709141274238,0.00277008310249307,0.00277008310249307,0,0.00831024930747922,0.0221606648199446,0.0277008310249307,0.0277008310249307,0,0,0.518005540166205,0.00277008310249307,0.0831024930747922,0,0,0,0,0,0,0.0138504155124654,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,9353,0.0855745721271394,0.0293398533007335,0.0415647921760391,0.00488997555012225,0.0122249388753056,0.0342298288508557,0.00733496332518337,0.00488997555012225,0.00244498777506112,0,0.0122249388753056,0.019559902200489,0.0122249388753056,0.00244498777506112,0,0.0171149144254279,0.0171149144254279,0.0122249388753056,0.0366748166259169,0,0.00244498777506112,0.54278728606357,0.00488997555012225,0.0635696821515892,0,0.00488997555012225,0,0,0,0.00244498777506112,0.0171149144254279,0,0,0,0.00488997555012225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488997555012225,0,0
