"depth","best.age","min.age","max.age"
5,78,41,117
15,195,157,233
25,311,272,349
35,427,387,467
45,544,502,586
75,893,844,943
100,1184,1126,1242
120,1417,1350,1481
140,1650,1575,1722
150,1766,1688,1843
165,1941,1856,2024
190,2232,2135,2324
210,2465,2359,2566
235,2756,2639,2868
255,2989,2862,3109
280,3280,3141,3411
305,3571,3420,3713
330,3862,3700,4016
345,4036,3866,4196
375,4385,4201,4559
400,4676,4481,4862
425,4968,4759,5164
450,5259,5038,5466
475,5550,5317,5769
490,5724,5484,5950
515,6015,5762,6252
535,6248,5986,6495
555,6481,6209,6737
565,6597,6321,6858
580,6772,6488,7039
585,6830,6543,7099
600,7005,6711,7281
615,NA,NA,NA
635,NA,NA,NA
655,NA,NA,NA
675,NA,NA,NA
