"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Larix","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Sarcobatus.vermiculatus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Poaceae","Fraxinus.pennsylvanica","Populus.balsamifera","Ericaceae","Iva.undiff.","Ostrya.Carpinus","Potentilla.type","Salix","Iva.annua","Myrica","Iva.xanthifolia","Brassicaceae","Rumex","Apiaceae","Acer.saccharum","Fabaceae","Juglans.cinerea","Thalictrum","Polygonum.amphibium","Ranunculus","Tilia","Urtica.type","Shepherdia.canadensis","Cornus.canadensis","Dryas","Humulus.Cannabis.sativa","Caryophyllaceae","Rhus","Juglans.nigra","Empetrum","Acer.negundo","Epilobium","Elaeagnus.commutata","Castanea","Fagus","Saxifraga.oppositifolia.type","Plantago","Shepherdia.argentea","Euphorbia","Lysimachia"
1135,8226,0.00261437908496732,0.0745098039215686,0.156862745098039,0.0117647058823529,0.0130718954248366,0.177777777777778,0,0.00915032679738562,0.00130718954248366,0.0130718954248366,0.0104575163398693,0.00130718954248366,0.00392156862745098,0.0379084967320261,0.00522875816993464,0,0.430065359477124,0.00261437908496732,0,0,0.00392156862745098,0.00784313725490196,0,0.0104575163398693,0.00130718954248366,0.0065359477124183,0,0,0,0.00130718954248366,0.00261437908496732,0,0.0130718954248366,0,0,0,0,0,0,0,0,0,0,0.00130718954248366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,8282,0.00718132854578097,0.0861759425493716,0.123877917414722,0,0.0197486535008977,0.122082585278276,0.00179533213644524,0.00718132854578097,0.00718132854578097,0.0251346499102334,0.0125673249551167,0.00538599640933573,0.00179533213644524,0.0359066427289048,0,0,0.448833034111311,0.0179533213644524,0,0,0.00179533213644524,0.00897666068222621,0,0.0179533213644524,0,0.00718132854578097,0,0.00179533213644524,0.00538599640933573,0,0.00359066427289048,0.00179533213644524,0.0251346499102334,0,0,0,0,0,0,0,0,0,0.00179533213644524,0.00179533213644524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,8362,0.0017825311942959,0.0017825311942959,0.0071301247771836,0.0071301247771836,0.0249554367201426,0.112299465240642,0.0017825311942959,0.0071301247771836,0.0089126559714795,0.0231729055258467,0.0071301247771836,0,0.0089126559714795,0.110516934046346,0,0,0.591800356506239,0.0106951871657754,0.0017825311942959,0,0.0053475935828877,0.0071301247771836,0,0.0089126559714795,0,0.0089126559714795,0,0.0017825311942959,0,0,0.0124777183600713,0.0017825311942959,0.0231729055258467,0,0,0,0,0,0,0,0.0017825311942959,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,8472,0.00111607142857143,0.00558035714285714,0.00334821428571429,0.00223214285714286,0.0200892857142857,0.136160714285714,0,0.00558035714285714,0.00558035714285714,0.0167410714285714,0.0111607142857143,0.00223214285714286,0.00892857142857143,0.0982142857142857,0,0,0.608258928571429,0.00558035714285714,0,0,0.0111607142857143,0.00669642857142857,0,0.0200892857142857,0,0.00892857142857143,0,0,0.00111607142857143,0,0.00558035714285714,0,0.0100446428571429,0,0,0,0,0.00111607142857143,0,0,0,0,0.00223214285714286,0,0,0.00111607142857143,0.00111607142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,8619,0.00152439024390244,0.00304878048780488,0.00152439024390244,0.00609756097560976,0.0274390243902439,0.073170731707317,0.00152439024390244,0.0152439024390244,0.00304878048780488,0.013719512195122,0.00914634146341463,0.00457317073170732,0.00304878048780488,0.0640243902439024,0,0,0.710365853658537,0.00304878048780488,0,0,0.00609756097560976,0.00914634146341463,0,0.0076219512195122,0,0.0182926829268293,0,0.00152439024390244,0.00609756097560976,0,0.00457317073170732,0.00152439024390244,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152439024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,8810,0,0.00592592592592593,0.00296296296296296,0.00148148148148148,0.0222222222222222,0.118518518518519,0.00296296296296296,0.00740740740740741,0.00444444444444444,0.00592592592592593,0.0118518518518519,0.00148148148148148,0.00888888888888889,0.082962962962963,0,0,0.634074074074074,0.00592592592592593,0.00148148148148148,0,0.0177777777777778,0.0251851851851852,0,0.00592592592592593,0,0.00592592592592593,0,0.00148148148148148,0.00592592592592593,0,0.00740740740740741,0,0.00148148148148148,0.00148148148148148,0,0,0,0.00296296296296296,0,0,0.00148148148148148,0,0.00296296296296296,0,0.00148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,9053,0.0061633281972265,0,0,0.00154083204930663,0.0138674884437596,0.0677966101694915,0,0.00308166409861325,0.00462249614791988,0,0.00308166409861325,0.00462249614791988,0.0184899845916795,0.11864406779661,0,0,0.704160246533128,0.0169491525423729,0,0,0.00770416024653313,0.0107858243451464,0,0.00154083204930663,0,0.012326656394453,0,0,0,0,0.00154083204930663,0,0,0,0,0,0,0,0,0,0,0,0.00154083204930663,0,0,0.00154083204930663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,9353,0.0115107913669065,0,0.00287769784172662,0.00431654676258993,0.0273381294964029,0.110791366906475,0,0.00431654676258993,0.0143884892086331,0.0129496402877698,0.00575539568345324,0.00431654676258993,0.0287769784172662,0.244604316546763,0,0,0.371223021582734,0.0172661870503597,0.00287769784172662,0,0.0158273381294964,0.0532374100719424,0,0.0316546762589928,0,0.0158273381294964,0,0,0.00287769784172662,0,0.0129496402877698,0,0.00143884892086331,0,0,0,0,0.00287769784172662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,9720,0.0173661360347323,0,0.00144717800289436,0.00578871201157742,0.0231548480463097,0.0549927641099855,0.00289435600578871,0.00868306801736614,0.00144717800289436,0.0130246020260492,0.0144717800289436,0.00289435600578871,0.0622286541244573,0.458755426917511,0,0,0.183791606367583,0.0231548480463097,0,0,0.0130246020260492,0.0463096960926194,0,0.0173661360347323,0,0.0318379160636758,0,0,0.00578871201157742,0,0.00868306801736614,0,0,0,0,0,0,0.00144717800289436,0,0,0,0,0,0,0,0.00144717800289436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,10172,0.0407407407407407,0.00185185185185185,0.0037037037037037,0.00185185185185185,0.0277777777777778,0.0314814814814815,0.00185185185185185,0.012962962962963,0.0185185185185185,0.0833333333333333,0.0185185185185185,0.0166666666666667,0.0407407407407407,0.251851851851852,0,0,0.142592592592593,0.0333333333333333,0,0,0.012962962962963,0.0666666666666667,0,0.0185185185185185,0.00185185185185185,0.0833333333333333,0,0.00740740740740741,0.012962962962963,0,0.05,0.00555555555555556,0,0.00185185185185185,0.00185185185185185,0,0,0,0,0,0,0,0.00555555555555556,0.00185185185185185,0,0,0,0,0.00185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,10438,0.0437158469945355,0.00182149362477231,0.00546448087431694,0.00182149362477231,0.0400728597449909,0.0163934426229508,0.00182149362477231,0.0182149362477231,0.00728597449908925,0.0327868852459016,0.0218579234972678,0.0273224043715847,0.0236794171220401,0.449908925318761,0,0,0.111111111111111,0.034608378870674,0.00364298724954463,0,0.0145719489981785,0.0528233151183971,0,0.0109289617486339,0,0.034608378870674,0.00182149362477231,0.00182149362477231,0.00546448087431694,0,0.0236794171220401,0.00182149362477231,0,0,0.00182149362477231,0,0,0,0,0.00182149362477231,0,0,0.00182149362477231,0,0,0,0,0,0.00182149362477231,0.00182149362477231,0.00182149362477231,0,0,0,0,0,0,0,0,0,0,0,0
1235,10734,0.043261231281198,0.00499168053244592,0.00332778702163062,0.00499168053244592,0.0415973377703827,0.0349417637271215,0.00166389351081531,0.0133111480865225,0.00998336106489185,0.151414309484193,0.0299500831946755,0.0166389351081531,0.00831946755407654,0.281198003327787,0,0,0.124792013311148,0.0349417637271215,0,0,0.0166389351081531,0.0748752079866889,0.00166389351081531,0.0166389351081531,0,0.0532445923460899,0,0,0.00499168053244592,0,0.021630615640599,0,0,0,0,0,0,0,0,0,0,0,0.00166389351081531,0.00166389351081531,0,0,0,0,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0
1240,11063,0.0298507462686567,0,0.00186567164179104,0.0111940298507463,0.0876865671641791,0.082089552238806,0,0.00559701492537313,0.00932835820895522,0.0951492537313433,0.0317164179104478,0.0354477611940298,0,0.354477611940299,0,0,0.085820895522388,0.0298507462686567,0,0,0.00746268656716418,0.0335820895522388,0,0.0205223880597015,0,0.0261194029850746,0,0,0.00746268656716418,0,0.0298507462686567,0,0,0,0,0,0,0,0,0.00186567164179104,0,0,0.00559701492537313,0,0.00559701492537313,0,0,0,0,0,0,0.00186567164179104,0,0,0,0,0,0,0,0,0,0,0
1245,11428,0.0221774193548387,0.00201612903225806,0.00806451612903226,0.00604838709677419,0.0504032258064516,0.225806451612903,0.00201612903225806,0.0100806451612903,0.00604838709677419,0.060483870967742,0.0846774193548387,0.0423387096774194,0,0.157258064516129,0,0,0.0887096774193548,0.032258064516129,0,0,0.00604838709677419,0.0564516129032258,0,0.0262096774193548,0,0.0141129032258065,0,0,0.0262096774193548,0,0.0524193548387097,0,0.00201612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0.0100806451612903,0,0.00201612903225806,0.00604838709677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,11590,0.0202839756592292,0.00405679513184584,0.0101419878296146,0.00405679513184584,0.0466531440162272,0.115618661257606,0.00202839756592292,0.0141987829614604,0.0121703853955375,0.0162271805273834,0.0851926977687627,0.0324543610547667,0,0.253549695740365,0,0,0.113590263691684,0.026369168356998,0,0,0,0.0973630831643002,0,0.0425963488843813,0,0.00811359026369168,0.00202839756592292,0,0.0141987829614604,0,0.0628803245436105,0,0,0,0,0,0,0,0,0,0.00202839756592292,0,0,0,0,0.00405679513184584,0,0.00405679513184584,0.00405679513184584,0,0,0,0.00202839756592292,0,0,0,0,0,0,0,0,0,0
1251,11950,0,0.0277777777777778,0.0328282828282828,0.0151515151515152,0.047979797979798,0.0151515151515152,0,0.0101010101010101,0.0176767676767677,0.0202020202020202,0.176767676767677,0.0176767676767677,0,0.19949494949495,0,0,0.0782828282828283,0.0277777777777778,0,0,0.0151515151515152,0.0606060606060606,0.00252525252525253,0.0505050505050505,0,0.0101010101010101,0,0.00505050505050505,0.0277777777777778,0,0.121212121212121,0.00505050505050505,0,0,0.00252525252525253,0,0,0,0.00252525252525253,0,0.00252525252525253,0,0,0,0.00505050505050505,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,12397,0,0.0115163147792706,0.00767754318618042,0.00383877159309021,0.0863723608445297,0.0403071017274472,0,0.0115163147792706,0.0249520153550864,0.017274472168906,0.120921305182342,0.0345489443378119,0,0.203454894433781,0,0,0.0249520153550864,0.0153550863723608,0.00191938579654511,0,0.0115163147792706,0.0230326295585413,0,0.0767754318618042,0,0.0191938579654511,0.00575815738963532,0,0.0211132437619962,0,0.214971209213052,0,0,0,0.00959692898272553,0.00383877159309021,0,0,0,0,0.00191938579654511,0,0,0,0,0,0,0,0,0.00191938579654511,0,0,0,0.00575815738963532,0,0,0,0,0,0,0,0,0
1259,12619,0,0.00831600831600832,0.0124740124740125,0,0.122661122661123,0.0249480249480249,0,0.0145530145530146,0.00623700623700624,0.0207900207900208,0.11018711018711,0.027027027027027,0,0.30977130977131,0,0,0.0228690228690229,0.0249480249480249,0.00207900207900208,0,0.00831600831600832,0.0311850311850312,0,0.0665280665280665,0,0.0124740124740125,0,0.00207900207900208,0.00623700623700624,0,0.141372141372141,0.00207900207900208,0.00207900207900208,0,0,0.00831600831600832,0,0,0,0,0,0,0,0,0,0,0,0.00415800415800416,0,0.00207900207900208,0,0,0,0.00207900207900208,0.00207900207900208,0.00207900207900208,0,0,0,0,0,0,0
1261,12745,0,0.0351437699680511,0.0255591054313099,0.00638977635782748,0.111821086261981,0.0511182108626198,0,0.0191693290734824,0.0351437699680511,0.0223642172523962,0.0798722044728434,0.0287539936102236,0,0.182108626198083,0,0,0.0319488817891374,0.00958466453674121,0.00319488817891374,0,0.00958466453674121,0.0255591054313099,0,0.0830670926517572,0,0.00638977635782748,0.00958466453674121,0,0.0287539936102236,0,0.188498402555911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319488817891374,0.00319488817891374,0,0,0,0,0
1262.5,12831,0,0.0136986301369863,0.010958904109589,0.00273972602739726,0.0931506849315069,0.00821917808219178,0,0.0164383561643836,0.0164383561643836,0.0136986301369863,0.095890410958904,0.010958904109589,0,0.372602739726027,0,0,0.063013698630137,0.0136986301369863,0.00273972602739726,0,0.00821917808219178,0.010958904109589,0.00273972602739726,0.063013698630137,0,0.00821917808219178,0,0.00547945205479452,0.0136986301369863,0.00273972602739726,0.128767123287671,0.00547945205479452,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0.00547945205479452,0,0,0,0.00821917808219178,0,0,0,0,0,0,0,0,0
1264,12910,0,0.0173913043478261,0.0130434782608696,0.00652173913043478,0.126086956521739,0.0326086956521739,0,0.0130434782608696,0.0152173913043478,0.0260869565217391,0.0782608695652174,0.0260869565217391,0,0.208695652173913,0,0,0.0239130434782609,0.0195652173913043,0,0,0.0173913043478261,0.0239130434782609,0,0.102173913043478,0,0.0108695652173913,0,0,0.0108695652173913,0,0.208695652173913,0,0,0,0,0.00217391304347826,0,0,0,0,0.00217391304347826,0,0.00434782608695652,0,0.00217391304347826,0,0,0,0.00217391304347826,0.00217391304347826,0,0,0,0.00217391304347826,0,0,0,0,0.00217391304347826,0,0,0,0
1267,13057,0,0.0101694915254237,0.0101694915254237,0.00677966101694915,0.11864406779661,0.0305084745762712,0,0.023728813559322,0.00338983050847458,0.0576271186440678,0.0779661016949153,0.0305084745762712,0,0.186440677966102,0,0,0.0271186440677966,0.0203389830508475,0,0,0.0135593220338983,0.0135593220338983,0.00338983050847458,0.0406779661016949,0,0.0169491525423729,0.00677966101694915,0.00338983050847458,0.0135593220338983,0,0.24406779661017,0.00338983050847458,0,0,0,0,0,0,0,0,0.00338983050847458,0,0,0,0,0.00677966101694915,0,0,0.00338983050847458,0.0169491525423729,0,0,0.00338983050847458,0,0.00338983050847458,0,0,0,0,0,0,0,0
1270,NA,0,0.0041407867494824,0.0269151138716356,0.020703933747412,0.347826086956522,0.0351966873706004,0,0.0393374741200828,0.0144927536231884,0.010351966873706,0.0434782608695652,0.020703933747412,0,0.200828157349896,0,0,0.0165631469979296,0.0248447204968944,0.0041407867494824,0,0.0082815734989648,0.0124223602484472,0,0.0579710144927536,0,0.0020703933747412,0,0.0062111801242236,0.041407867494824,0,0.0579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020703933747412,0,0,0,0,0.0020703933747412,0,0,0,0,0,0,0,0
1275,NA,0,0.00589970501474926,0.0147492625368732,0.0707964601769911,0.277286135693215,0.0147492625368732,0,0.0973451327433628,0.0147492625368732,0.0383480825958702,0.0737463126843658,0.0412979351032448,0,0.0442477876106195,0,0,0.00294985250737463,0.0117994100294985,0.00294985250737463,0,0.0442477876106195,0.0294985250737463,0,0.0855457227138643,0,0.0088495575221239,0,0.0088495575221239,0.0412979351032448,0,0.056047197640118,0.0088495575221239,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0
1280,NA,0,0.0031055900621118,0.0217391304347826,0.0434782608695652,0.220496894409938,0.0248447204968944,0,0.0186335403726708,0.0403726708074534,0.0093167701863354,0.0714285714285714,0.0372670807453416,0,0.108695652173913,0,0,0.0031055900621118,0.0279503105590062,0.0031055900621118,0,0.0186335403726708,0.167701863354037,0.0031055900621118,0.0590062111801242,0,0.0062111801242236,0,0.0031055900621118,0.031055900621118,0,0.0590062111801242,0,0.0031055900621118,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0.0031055900621118,0,0,0
1290,NA,0,0.009009009009009,0.006006006006006,0.042042042042042,0.252252252252252,0.039039039039039,0.003003003003003,0.048048048048048,0.021021021021021,0.039039039039039,0.06006006006006,0.0750750750750751,0,0.0780780780780781,0,0,0.006006006006006,0.015015015015015,0.012012012012012,0,0.015015015015015,0.03003003003003,0,0.051051051051051,0,0.012012012012012,0,0,0.06006006006006,0,0.072072072072072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0,0.009009009009009,0,0,0,0,0.006006006006006,0,0,0.003003003003003,0,0.003003003003003,0,0.006006006006006,0,0
1300,NA,0,0,0.0114613180515759,0.0630372492836676,0.283667621776504,0.0143266475644699,0,0.0601719197707736,0.0114613180515759,0.0401146131805158,0.0601719197707736,0.0257879656160458,0,0.143266475644699,0,0,0.0229226361031519,0.0143266475644699,0,0,0.0286532951289398,0.0401146131805158,0,0.0286532951289398,0,0.00573065902578797,0,0,0.0544412607449857,0,0.0601719197707736,0,0,0,0,0.00286532951289398,0,0,0,0.00286532951289398,0.00286532951289398,0,0,0,0.00859598853868195,0,0,0,0.00286532951289398,0,0,0,0,0.00573065902578797,0,0,0,0.00286532951289398,0,0,0.00286532951289398,0,0
1310,NA,0,0,0.00854700854700855,0.0455840455840456,0.253561253561254,0.00854700854700855,0.00284900284900285,0.0455840455840456,0.0199430199430199,0.037037037037037,0.0313390313390313,0.165242165242165,0,0.0826210826210826,0,0,0.0199430199430199,0.00284900284900285,0,0,0.0170940170940171,0.0826210826210826,0.00284900284900285,0.056980056980057,0.00284900284900285,0.0056980056980057,0,0,0.0341880341880342,0,0.0256410256410256,0,0,0,0,0.0056980056980057,0,0,0,0.00284900284900285,0,0,0,0,0.0142450142450142,0,0,0,0.0056980056980057,0,0,0,0,0.0056980056980057,0,0,0,0.0056980056980057,0.00284900284900285,0.00284900284900285,0,0.00284900284900285,0
1335,NA,0,0,0.00338983050847458,0.0745762711864407,0.267796610169492,0.0101694915254237,0.00338983050847458,0.0135593220338983,0,0.0203389830508475,0.0474576271186441,0.152542372881356,0,0.132203389830508,0,0,0.023728813559322,0.0305084745762712,0,0,0.0101694915254237,0,0.00338983050847458,0.0610169491525424,0.00677966101694915,0.0338983050847458,0,0,0.0305084745762712,0,0.0135593220338983,0,0,0,0,0.0169491525423729,0,0,0,0,0,0,0,0.00677966101694915,0.023728813559322,0,0,0,0.0135593220338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
