"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Larix","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Sarcobatus.vermiculatus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Poaceae","Fraxinus.pennsylvanica","Populus.balsamifera","Ericaceae","Iva.undiff.","Ostrya.Carpinus","Potentilla.type","Salix","Iva.annua","Myrica","Iva.xanthifolia","Brassicaceae","Rumex","Apiaceae","Acer.saccharum","Fabaceae","Juglans.cinerea","Thalictrum","Polygonum.amphibium","Ranunculus","Tilia","Urtica.type","Shepherdia.canadensis","Cornus.canadensis","Dryas","Humulus.Cannabis.sativa","Caryophyllaceae","Rhus","Juglans.nigra","Empetrum","Acer.negundo","Epilobium","Elaeagnus.commutata","Castanea","Fagus","Saxifraga.oppositifolia.type","Plantago","Shepherdia.argentea","Euphorbia","Lysimachia"
525,5,0.0511363636363636,0.0359848484848485,0.0227272727272727,0.00378787878787879,0.00757575757575758,0.159090909090909,0.00189393939393939,0.00568181818181818,0.00378787878787879,0.00946969696969697,0.00757575757575758,0.00568181818181818,0.0473484848484848,0.15719696969697,0.191287878787879,0.0416666666666667,0.193181818181818,0.0170454545454545,0.00189393939393939,0.00189393939393939,0.00189393939393939,0.00189393939393939,0.00189393939393939,0.0151515151515152,0.00189393939393939,0.0113636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,6569,0.0145228215767635,0.0643153526970954,0.04149377593361,0.0020746887966805,0.0269709543568465,0.105809128630705,0,0.0020746887966805,0.004149377593361,0.012448132780083,0.024896265560166,0.00622406639004149,0.004149377593361,0.024896265560166,0.134854771784232,0.0912863070539419,0.369294605809129,0.00829875518672199,0,0,0.0020746887966805,0,0,0.020746887966805,0,0,0.0020746887966805,0.004149377593361,0.0145228215767635,0.0020746887966805,0.004149377593361,0.0020746887966805,0.00829875518672199,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,6787,0.0152027027027027,0.0760135135135135,0.0287162162162162,0.00675675675675676,0.0236486486486486,0.160472972972973,0,0.00675675675675676,0.00844594594594595,0.0337837837837838,0.0202702702702703,0.0168918918918919,0.00506756756756757,0.0152027027027027,0.0608108108108108,0.0641891891891892,0.364864864864865,0.0152027027027027,0,0,0,0.00506756756756757,0,0.0219594594594595,0,0.0118243243243243,0.00506756756756757,0.00168918918918919,0.0168918918918919,0,0.00844594594594595,0,0.00337837837837838,0.00168918918918919,0.00168918918918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,7005,0.00425531914893617,0.0553191489361702,0.0553191489361702,0.00141843971631206,0.0127659574468085,0.075177304964539,0,0.00141843971631206,0.00567375886524823,0.00709219858156028,0.0326241134751773,0.00851063829787234,0.0099290780141844,0.0212765957446809,0.234042553191489,0.11063829787234,0.278014184397163,0.0141843971631206,0,0,0.00141843971631206,0.00283687943262411,0.00567375886524823,0.0397163120567376,0,0.00141843971631206,0.00141843971631206,0.00141843971631206,0.00141843971631206,0,0.00425531914893617,0,0.0099290780141844,0.00141843971631206,0.00141843971631206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,7223,0.0061576354679803,0.0714285714285714,0.0357142857142857,0.00985221674876847,0.00492610837438424,0.0923645320197044,0,0.0123152709359606,0.00246305418719212,0.0184729064039409,0.0197044334975369,0.0061576354679803,0.00246305418719212,0.0172413793103448,0.224137931034483,0.140394088669951,0.268472906403941,0.0110837438423645,0,0,0.00123152709359606,0.00738916256157635,0,0.0147783251231527,0,0.0123152709359606,0,0.00369458128078818,0.00369458128078818,0,0.00369458128078818,0.00123152709359606,0.0061576354679803,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,7441,0.0144300144300144,0.0634920634920635,0.0245310245310245,0.00577200577200577,0.0216450216450216,0.0952380952380952,0,0.0115440115440115,0.00721500721500722,0.0274170274170274,0.0144300144300144,0.0115440115440115,0,0.00721500721500722,0.025974025974026,0.275613275613276,0.240981240981241,0.038961038961039,0.00144300144300144,0,0.00721500721500722,0.0144300144300144,0,0.0202020202020202,0.00288600288600289,0.0202020202020202,0,0.00865800865800866,0.00721500721500722,0,0.00721500721500722,0.00288600288600289,0.0115440115440115,0.00577200577200577,0,0.00144300144300144,0.00144300144300144,0.00144300144300144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,7652,0.0141509433962264,0.0644654088050314,0.0330188679245283,0.0157232704402516,0.020440251572327,0.168238993710692,0,0.0141509433962264,0.0125786163522013,0.0220125786163522,0.0141509433962264,0.0141509433962264,0.00628930817610063,0.00786163522012579,0.0880503144654088,0.0518867924528302,0.333333333333333,0.0220125786163522,0,0,0.00314465408805031,0.0220125786163522,0,0.0141509433962264,0.00314465408805031,0.0220125786163522,0,0.00628930817610063,0.00314465408805031,0,0.0110062893081761,0.00314465408805031,0.00314465408805031,0.00314465408805031,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,7840,0.00345224395857307,0.0736478711162255,0.0414269275028769,0.0218642117376295,0.0264672036823936,0.177215189873418,0.00115074798619102,0.0161104718066743,0.00345224395857307,0.0333716915995397,0.0115074798619102,0.00575373993095512,0.00115074798619102,0.0103567318757192,0.0586881472957422,0.0609896432681243,0.322209436133487,0.0103567318757192,0,0,0.00575373993095512,0.0046029919447641,0.00115074798619102,0.0195627157652474,0.0046029919447641,0.0253164556962025,0,0.0172612197928654,0.00230149597238205,0.00115074798619102,0.0092059838895282,0.0126582278481013,0.0103567318757192,0.0046029919447641,0,0,0,0,0,0.00115074798619102,0.00115074798619102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,7982,0.00770218228498074,0.0706033376123235,0.0513478818998716,0.0231065468549422,0.0295250320924262,0.119383825417202,0,0.0166880616174583,0.00256739409499358,0.0526315789473684,0.0179717586649551,0.0102695763799743,0.00128369704749679,0.00898587933247754,0.061617458279846,0.0295250320924262,0.37612323491656,0.0128369704749679,0,0,0.00256739409499358,0.00128369704749679,0,0.0295250320924262,0.00641848523748395,0.0269576379974326,0,0.00385109114249037,0.00641848523748395,0,0.00770218228498074,0,0.0141206675224647,0.00385109114249037,0,0,0,0.00256739409499358,0.00128369704749679,0,0,0.00128369704749679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,8071,0.00542005420054201,0.0934959349593496,0.056910569105691,0.0203252032520325,0.032520325203252,0.14769647696477,0.0013550135501355,0.016260162601626,0.008130081300813,0.0311653116531165,0.0094850948509485,0.008130081300813,0.0040650406504065,0.0149051490514905,0.0718157181571816,0.010840108401084,0.37940379403794,0.0040650406504065,0.0040650406504065,0,0.0121951219512195,0.0013550135501355,0,0.018970189701897,0.002710027100271,0.013550135501355,0,0.002710027100271,0.0013550135501355,0,0.0121951219512195,0.0013550135501355,0.0121951219512195,0.0013550135501355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,8126,0.0160427807486631,0.0802139037433155,0.0561497326203209,0.00802139037433155,0.0200534759358289,0.18048128342246,0,0.0147058823529412,0.00401069518716578,0.0106951871657754,0.0133689839572193,0.00668449197860963,0.00401069518716578,0.0481283422459893,0.163101604278075,0.00267379679144385,0.295454545454545,0.0053475935828877,0.00133689839572193,0,0.00668449197860963,0.00133689839572193,0.00133689839572193,0.0133689839572193,0,0.0307486631016043,0,0,0.00267379679144385,0,0.00401069518716578,0,0.00802139037433155,0,0,0,0,0,0.00133689839572193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,8186,0.00413793103448276,0.04,0.0372413793103448,0.0096551724137931,0.0096551724137931,0.306206896551724,0,0.00551724137931034,0.00137931034482759,0.0372413793103448,0.0096551724137931,0.00413793103448276,0.00413793103448276,0.04,0.00551724137931034,0,0.420689655172414,0.00551724137931034,0,0,0.00551724137931034,0.00689655172413793,0,0.0110344827586207,0,0.0206896551724138,0,0,0.00275862068965517,0,0.00413793103448276,0,0.00551724137931034,0,0,0,0.00137931034482759,0,0,0,0,0,0.00137931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
