"sample.depths","sample.ages","Betula","Carya","Castanea","Celtis","Cyperaceae","Ericaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Ostrya.Carpinus","Picea","Pinus.undiff.","Platanus","Quercus","Thalictrum","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Populus","Poaceae","Rosaceae","Acer.saccharum","Pinus.strobus","Rhamnus","Juglans.nigra.type","Pinus.banksiana.P..resinosa","Other.trees.and.shrubs","Acer.rubrum","Artemisia","Cephalanthus","Nyssa","Salix","Tsuga","Juglans.cinerea.type","Corylus","Acer.undiff.","Amaranthaceae.undiff.","Rhus","Myrica","Cupressaceae.undiff.","Other.herbs","Abies","Larix","Apiaceae","Iva.type","Urtica","Cornus","Caryophyllaceae","Juniperus.type","Brassicaceae","Ranunculus","Galium","Shepherdia.canadensis","Polygonum","Sarcobatus.vermiculatus","Acer.saccharinum","Xanthium","Asteraceae.subf..Cichorioideae"
15,NA,0.00632911392405063,0.150316455696203,0.00158227848101266,0.00316455696202532,0.0537974683544304,0.00632911392405063,0.0221518987341772,0.00474683544303797,0.0300632911392405,0.0142405063291139,0.00158227848101266,0.00632911392405063,0.00316455696202532,0.590189873417722,0.00158227848101266,0.00158227848101266,0.00632911392405063,0.0253164556962025,0.0079113924050633,0.00474683544303797,0.0079113924050633,0.0110759493670886,0.00316455696202532,0.00158227848101266,0.00316455696202532,0.00158227848101266,0.00474683544303797,0.00632911392405063,0.0189873417721519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,NA,0.00666666666666667,0.0666666666666667,0,0,0.08,0.00444444444444444,0.0666666666666667,0.00888888888888889,0.02,0.02,0,0.0155555555555556,0.00888888888888889,0.484444444444444,0.00888888888888889,0.00444444444444444,0.00444444444444444,0.0666666666666667,0,0.00888888888888889,0.0133333333333333,0.0133333333333333,0.0155555555555556,0.00444444444444444,0,0,0.0222222222222222,0.00444444444444444,0.0177777777777778,0.00444444444444444,0.00222222222222222,0.00444444444444444,0.00222222222222222,0.00444444444444444,0.00888888888888889,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,7680,0,0.0750670241286863,0,0,0.0402144772117962,0.0241286863270777,0.0777479892761394,0.00804289544235925,0.0268096514745308,0.0455764075067024,0,0.00536193029490617,0.0241286863270777,0.428954423592493,0.00268096514745308,0,0.00268096514745308,0.117962466487936,0.00536193029490617,0.0187667560321716,0.0134048257372654,0.00536193029490617,0,0.0160857908847185,0,0,0,0.0134048257372654,0,0,0.00268096514745308,0,0,0,0.00804289544235925,0.00804289544235925,0.0294906166219839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,9206,0.00956937799043062,0.0645933014354067,0.00478468899521531,0.00717703349282297,0.00717703349282297,0.0287081339712919,0.00239234449760766,0.00478468899521531,0.0239234449760766,0.0287081339712919,0,0.0119617224880383,0.0191387559808612,0.545454545454545,0.00239234449760766,0.00717703349282297,0.00956937799043062,0.0574162679425837,0.00239234449760766,0.0406698564593301,0.0191387559808612,0.0334928229665072,0,0.0119617224880383,0,0,0,0.00478468899521531,0,0,0.00478468899521531,0,0,0.0143540669856459,0.00478468899521531,0.00239234449760766,0.00717703349282297,0.00239234449760766,0.00239234449760766,0.00717703349282297,0.00239234449760766,0.00239234449760766,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,9696,0.0084985835694051,0.0453257790368272,0,0,0.0368271954674221,0.0028328611898017,0,0.0028328611898017,0.0311614730878187,0.118980169971671,0,0.0481586402266289,0,0.487252124645892,0,0.0169971671388102,0,0.104815864022663,0.0084985835694051,0.0141643059490085,0.0084985835694051,0.0226628895184136,0,0.0084985835694051,0,0,0,0.0084985835694051,0,0,0,0,0,0.0028328611898017,0.0084985835694051,0.0056657223796034,0.0056657223796034,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,10111,0.0104166666666667,0.025297619047619,0,0,0.00892857142857143,0.0133928571428571,0.00148809523809524,0.00595238095238095,0.0119047619047619,0.099702380952381,0,0.397321428571429,0,0.169642857142857,0,0,0.00148809523809524,0.0520833333333333,0.00595238095238095,0,0,0.0133928571428571,0,0.00892857142857143,0.117559523809524,0,0,0.03125,0,0,0.00446428571428571,0,0,0.00148809523809524,0,0.00297619047619048,0.0119047619047619,0.00148809523809524,0,0,0,0,0,0.00148809523809524,0.00148809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,10497,0.0148247978436658,0.00134770889487871,0,0,0.00808625336927224,0,0,0,0.0175202156334232,0.0309973045822102,0.00539083557951483,0.435309973045822,0.00134770889487871,0.0983827493261455,0,0.00269541778975741,0.00269541778975741,0.0471698113207547,0.00539083557951483,0.00134770889487871,0.00134770889487871,0.00673854447439353,0,0.00539083557951483,0.196765498652291,0,0,0.0808625336927224,0,0,0,0,0,0.00269541778975741,0.0107816711590297,0.00134770889487871,0.00808625336927224,0,0,0,0,0,0,0.00673854447439353,0.00673854447439353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,10857,0.0345528455284553,0.008130081300813,0.00203252032520325,0,0.0630081300813008,0,0,0.00203252032520325,0.008130081300813,0.0284552845528455,0.0345528455284553,0.203252032520325,0,0.134146341463415,0,0,0.0040650406504065,0.0630081300813008,0.008130081300813,0,0.0040650406504065,0.0182926829268293,0.0040650406504065,0.00203252032520325,0.0853658536585366,0,0,0.207317073170732,0,0,0.00203252032520325,0,0,0.0121951219512195,0.0345528455284553,0.00609756097560976,0.0040650406504065,0,0,0,0,0.00203252032520325,0,0.0182926829268293,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,11499,0.00510204081632653,0.00408163265306122,0,0,0.00408163265306122,0.00204081632653061,0.00102040816326531,0,0.0163265306122449,0.023469387755102,0.0122448979591837,0.423469387755102,0,0.0653061224489796,0.00102040816326531,0,0,0.0316326530612245,0,0.00102040816326531,0,0.00408163265306122,0,0.00204081632653061,0.178571428571429,0,0.00102040816326531,0.185714285714286,0,0,0.00102040816326531,0,0,0.00204081632653061,0.0142857142857143,0.00102040816326531,0.00612244897959184,0,0,0,0,0,0,0.00918367346938776,0.00408163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,11865,0.0294599018003273,0.00490998363338789,0,0,0.016366612111293,0,0,0.0016366612111293,0.0261865793780687,0.00981996726677578,0.0196399345335516,0.407528641571195,0,0.0851063829787234,0,0,0.00981996726677578,0.0572831423895254,0.00818330605564648,0.00490998363338789,0.0016366612111293,0.00981996726677578,0,0.00490998363338789,0.055646481178396,0,0,0.166939443535188,0,0,0.00327332242225859,0,0,0.0212765957446809,0.0245499181669394,0.0016366612111293,0.00981996726677578,0.0016366612111293,0,0,0,0.00327332242225859,0.00327332242225859,0.00327332242225859,0.00654664484451719,0.0016366612111293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
