"sample.depths","sample.ages","Betula","Carya","Castanea","Celtis","Cyperaceae","Ericaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Ostrya.Carpinus","Picea","Pinus.undiff.","Platanus","Quercus","Thalictrum","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Populus","Poaceae","Rosaceae","Acer.saccharum","Pinus.strobus","Rhamnus","Juglans.nigra.type","Pinus.banksiana.P..resinosa","Other.trees.and.shrubs","Acer.rubrum","Artemisia","Cephalanthus","Nyssa","Salix","Tsuga","Juglans.cinerea.type","Corylus","Acer.undiff.","Amaranthaceae.undiff.","Rhus","Myrica","Cupressaceae.undiff.","Other.herbs","Abies","Larix","Apiaceae","Iva.type","Urtica","Cornus","Caryophyllaceae","Juniperus.type","Brassicaceae","Ranunculus","Galium","Shepherdia.canadensis","Polygonum","Sarcobatus.vermiculatus","Acer.saccharinum","Xanthium","Asteraceae.subf..Cichorioideae"
173,12071,0.00561009817671809,0.00140252454417952,0,0,0.0434782608695652,0.00140252454417952,0,0,0.0182328190743338,0.0196353436185133,0.0673211781206171,0.262272089761571,0,0.0336605890603086,0,0,0.00280504908835905,0.0126227208976157,0.00420757363253857,0.00140252454417952,0.00701262272089762,0.00841514726507714,0.00140252454417952,0,0.0280504908835905,0,0,0.427769985974755,0,0,0.00420757363253857,0,0,0.00841514726507714,0.00561009817671809,0,0.00561009817671809,0,0.00140252454417952,0,0,0.00140252454417952,0,0.0154277699859748,0.00841514726507714,0,0.00280504908835905,0,0,0,0,0,0,0,0,0,0,0,0,0
183,12310,0.00485436893203883,0.00161812297734628,0,0,0.0210355987055016,0,0.00161812297734628,0,0.0129449838187702,0.00485436893203883,0.0922330097087379,0.323624595469256,0,0.0339805825242718,0,0,0.00323624595469256,0.0145631067961165,0.00485436893203883,0.00323624595469256,0.0145631067961165,0.0177993527508091,0,0.0080906148867314,0.0453074433656958,0,0,0.325242718446602,0,0,0.00647249190938511,0,0,0.00647249190938511,0.00323624595469256,0.00161812297734628,0.00970873786407767,0,0,0,0,0.00647249190938511,0.00161812297734628,0.0145631067961165,0.0129449838187702,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,12528,0.0295698924731183,0.00806451612903226,0,0,0.043010752688172,0,0.00268817204301075,0.00537634408602151,0.0268817204301075,0.0833333333333333,0.212365591397849,0.0403225806451613,0,0.10752688172043,0.00268817204301075,0,0.00806451612903226,0.043010752688172,0.0161290322580645,0.0161290322580645,0.043010752688172,0.0403225806451613,0,0.00268817204301075,0,0,0,0.0967741935483871,0,0,0.00806451612903226,0.00268817204301075,0,0.021505376344086,0,0,0.0241935483870968,0,0,0,0,0.010752688172043,0.00268817204301075,0.0887096774193548,0.00537634408602151,0,0.00537634408602151,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0
203,12726,0.0228571428571429,0.00571428571428571,0.00285714285714286,0,0.0485714285714286,0,0.0114285714285714,0.0171428571428571,0.0771428571428571,0.12,0.165714285714286,0.0371428571428571,0,0.102857142857143,0.00571428571428571,0,0.0171428571428571,0.0257142857142857,0.00571428571428571,0.0142857142857143,0.04,0.0857142857142857,0,0.00857142857142857,0,0,0.00285714285714286,0,0.00285714285714286,0,0.0285714285714286,0,0.00285714285714286,0.0114285714285714,0.00571428571428571,0,0.0171428571428571,0,0,0,0,0,0.00857142857142857,0.0971428571428571,0.00285714285714286,0.00571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,12907,0.00963855421686747,0.0168674698795181,0,0,0.0819277108433735,0,0.0072289156626506,0.00240963855421687,0.0602409638554217,0.0819277108433735,0.197590361445783,0.0120481927710843,0,0.125301204819277,0,0,0.0120481927710843,0.0192771084337349,0.00963855421686747,0,0.0385542168674699,0.127710843373494,0,0.00481927710843374,0.00240963855421687,0,0.00240963855421687,0.00240963855421687,0,0,0.0120481927710843,0,0,0.00963855421686747,0.00240963855421687,0,0.0216867469879518,0,0,0,0,0,0,0.120481927710843,0.00481927710843374,0.00240963855421687,0.0120481927710843,0,0,0,0,0,0,0,0,0,0,0,0,0
224,13085,0.0099502487562189,0.0099502487562189,0,0.00248756218905473,0.0646766169154229,0,0.00248756218905473,0.00497512437810945,0.0646766169154229,0.0970149253731343,0.203980099502488,0.0248756218905473,0,0.154228855721393,0,0,0.00746268656716418,0.0422885572139304,0.0099502487562189,0.00248756218905473,0.00746268656716418,0.109452736318408,0.00497512437810945,0.00248756218905473,0,0.00248756218905473,0,0.0124378109452736,0,0,0.00746268656716418,0,0,0.00746268656716418,0.0124378109452736,0.00248756218905473,0.00746268656716418,0.00248756218905473,0.00248756218905473,0,0,0,0,0.109452736318408,0.00497512437810945,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0,0,0,0
244,13361,0.00245098039215686,0,0,0.00245098039215686,0.0563725490196078,0,0.00245098039215686,0.0196078431372549,0.0955882352941176,0.115196078431373,0.220588235294118,0.00245098039215686,0.00490196078431373,0.139705882352941,0,0,0.0147058823529412,0.0367647058823529,0.00245098039215686,0.00735294117647059,0.00735294117647059,0.147058823529412,0,0.00490196078431373,0,0.00245098039215686,0,0.00980392156862745,0,0,0.0196078431372549,0,0,0.017156862745098,0,0.00245098039215686,0.00735294117647059,0.00490196078431373,0,0,0.00245098039215686,0,0,0.0416666666666667,0,0.00735294117647059,0,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0
254,13477,0.0101010101010101,0.00757575757575758,0,0.00252525252525253,0.0580808080808081,0,0.00252525252525253,0.00505050505050505,0.0606060606060606,0.0505050505050505,0.252525252525253,0.0101010101010101,0.00252525252525253,0.095959595959596,0.00252525252525253,0,0.0151515151515152,0.0176767676767677,0.00252525252525253,0.00505050505050505,0.0681818181818182,0.214646464646465,0.00252525252525253,0.00252525252525253,0,0,0,0,0,0,0.0101010101010101,0,0,0.0126262626262626,0.00252525252525253,0,0.00505050505050505,0,0,0,0,0,0,0.053030303030303,0.00252525252525253,0.00252525252525253,0.00757575757575758,0.00252525252525253,0,0,0.0101010101010101,0.00252525252525253,0,0,0,0,0,0,0,0
264,13581,0.00779220779220779,0.0103896103896104,0,0.0025974025974026,0.0779220779220779,0,0,0.00519480519480519,0.0987012987012987,0.148051948051948,0.366233766233766,0.00779220779220779,0,0.116883116883117,0.00519480519480519,0,0.0155844155844156,0.0285714285714286,0,0.0103896103896104,0,0.0597402597402597,0.0025974025974026,0.0025974025974026,0.0025974025974026,0,0,0,0,0,0.00779220779220779,0,0,0.00519480519480519,0,0,0.0025974025974026,0.0025974025974026,0,0,0,0,0,0.0025974025974026,0.0025974025974026,0.00519480519480519,0,0,0,0,0,0,0.0025974025974026,0,0,0,0,0,0,0
274,13673,0.0128865979381443,0.00515463917525773,0,0.00515463917525773,0.115979381443299,0,0.00515463917525773,0.00515463917525773,0.100515463917526,0.11340206185567,0.31701030927835,0.00257731958762887,0.00515463917525773,0.128865979381443,0,0,0.0128865979381443,0.0257731958762887,0,0.00515463917525773,0,0.0798969072164948,0.00257731958762887,0.00257731958762887,0,0,0,0,0,0,0.0077319587628866,0,0,0.0103092783505155,0,0,0.00257731958762887,0,0,0,0,0,0,0.0180412371134021,0,0.00515463917525773,0,0,0,0.00257731958762887,0.00257731958762887,0,0,0.00257731958762887,0.00257731958762887,0,0,0,0,0
284,13754,0.00274725274725275,0.00549450549450549,0,0.00274725274725275,0.0521978021978022,0,0,0.00549450549450549,0.153846153846154,0.129120879120879,0.32967032967033,0,0.00274725274725275,0.137362637362637,0,0.00274725274725275,0.021978021978022,0.0192307692307692,0,0.00824175824175824,0.00824175824175824,0.0549450549450549,0,0.00274725274725275,0,0.00274725274725275,0,0.00549450549450549,0,0,0.00274725274725275,0,0,0.0137362637362637,0,0.00274725274725275,0.00549450549450549,0,0,0,0,0,0,0.00824175824175824,0.00274725274725275,0,0,0,0,0,0,0,0.00824175824175824,0,0,0.00824175824175824,0,0,0,0
295,13832,0.0120845921450151,0,0,0.00302114803625378,0.093655589123867,0,0.00302114803625378,0.00302114803625378,0.105740181268882,0.117824773413897,0.287009063444109,0.00302114803625378,0,0.13595166163142,0,0,0.0151057401812689,0.0151057401812689,0.0120845921450151,0.0151057401812689,0.00302114803625378,0.105740181268882,0,0.00302114803625378,0,0.00302114803625378,0,0.00302114803625378,0,0,0.0151057401812689,0,0,0.00906344410876133,0,0,0.00604229607250755,0.00604229607250755,0,0,0,0,0,0.00604229607250755,0.00604229607250755,0,0,0,0,0,0,0,0.00302114803625378,0.00302114803625378,0,0.00302114803625378,0.00302114803625378,0,0,0
305,13894,0.0238095238095238,0,0,0.0119047619047619,0.107142857142857,0,0,0.0238095238095238,0.0595238095238095,0.0952380952380952,0.238095238095238,0,0.0119047619047619,0.107142857142857,0,0,0.0238095238095238,0,0,0.0238095238095238,0.107142857142857,0.0833333333333333,0,0.0119047619047619,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0,0,0,0,0.0119047619047619,0.0119047619047619,0,0,0,0,0,0.0119047619047619,0,0,0,0,0,0,0.0119047619047619,0,0
315,13949,0.0256959314775161,0.00428265524625268,0,0.00214132762312634,0.100642398286938,0,0,0.00642398286937901,0.104925053533191,0.0599571734475375,0.224839400428266,0.0107066381156317,0,0.107066381156317,0.00214132762312634,0,0.0385438972162741,0.019271948608137,0.00214132762312634,0.00428265524625268,0.00214132762312634,0.182012847965739,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0,0,0,0,0.0149892933618844,0,0,0.0278372591006424,0,0,0,0,0.00214132762312634,0.00214132762312634,0,0,0,0.0107066381156317,0.00428265524625268,0,0,0.00214132762312634,0,0,0.0107066381156317,0,0.00428265524625268,0,0.00642398286937901,0.00856531049250535,0,0,0,0
335,14040,0.00337837837837838,0.00337837837837838,0,0,0.155405405405405,0.00337837837837838,0,0.0101351351351351,0.0844594594594595,0.108108108108108,0.233108108108108,0.0135135135135135,0.00337837837837838,0.138513513513514,0.00337837837837838,0,0.0371621621621622,0.00337837837837838,0,0.0135135135135135,0.0135135135135135,0.10472972972973,0,0,0,0.00337837837837838,0,0,0,0,0.0202702702702703,0,0,0.0101351351351351,0.00337837837837838,0,0,0.00337837837837838,0,0,0,0,0,0.0101351351351351,0.00675675675675676,0,0,0,0,0,0.00675675675675676,0,0,0,0,0,0,0,0.00337837837837838,0
366,14153,0.00833333333333333,0,0,0,0.0375,0,0,0,0.120833333333333,0.0875,0.475,0.00416666666666667,0,0.0708333333333333,0,0,0.0125,0.0125,0,0.00416666666666667,0.0166666666666667,0.0625,0,0.00416666666666667,0,0.00416666666666667,0,0,0,0,0.00416666666666667,0,0,0.0125,0,0,0.0166666666666667,0,0,0,0,0,0,0.0166666666666667,0.00416666666666667,0,0,0.00833333333333333,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0
396,14253,0,0.00544959128065395,0,0,0.0735694822888283,0,0.0108991825613079,0.00544959128065395,0.125340599455041,0.122615803814714,0.395095367847411,0.0108991825613079,0,0.0926430517711172,0,0,0.00817438692098093,0.0108991825613079,0.00817438692098093,0.00544959128065395,0.00544959128065395,0.0735694822888283,0.00544959128065395,0,0,0,0,0,0,0,0.00544959128065395,0,0,0.0190735694822888,0,0,0,0,0.00272479564032698,0,0,0,0,0.00544959128065395,0.00272479564032698,0,0,0,0,0,0.00272479564032698,0,0,0,0.00272479564032698,0,0,0,0,0
417,14334,0.0145772594752187,0,0,0,0.0145772594752187,0,0,0.00291545189504373,0.0903790087463557,0.0787172011661808,0.492711370262391,0.0145772594752187,0,0.0962099125364431,0.00291545189504373,0,0.0116618075801749,0.0116618075801749,0.00583090379008746,0.0116618075801749,0.0174927113702624,0.0641399416909621,0.00291545189504373,0.00583090379008746,0,0,0,0,0,0,0.00583090379008746,0,0,0.0145772594752187,0.00291545189504373,0.00291545189504373,0.00583090379008746,0,0,0.00291545189504373,0,0,0,0.00291545189504373,0,0,0,0,0,0,0.0233236151603499,0,0,0,0,0,0,0,0,0
427,14379,0.0115207373271889,0.00921658986175115,0,0,0.0714285714285714,0,0.00230414746543779,0.00691244239631336,0.043778801843318,0.0483870967741935,0.377880184331797,0.0138248847926267,0,0.108294930875576,0.00460829493087558,0,0.032258064516129,0.0138248847926267,0.0184331797235023,0.00921658986175115,0.00460829493087558,0.140552995391705,0,0.00230414746543779,0,0,0,0.0230414746543779,0,0,0.0138248847926267,0,0,0.0184331797235023,0,0,0.00230414746543779,0,0,0,0,0,0,0.00460829493087558,0,0,0,0,0,0,0.00691244239631336,0,0.00230414746543779,0.00460829493087558,0.00460829493087558,0,0,0,0,0
447,14488,0.00335570469798658,0,0,0,0.0302013422818792,0,0,0.00335570469798658,0.0570469798657718,0.00671140939597315,0.587248322147651,0.0100671140939597,0,0.0503355704697987,0,0,0.0134228187919463,0,0.0201342281879195,0.00335570469798658,0.00671140939597315,0.0973154362416107,0,0,0,0,0,0.0268456375838926,0,0,0.0503355704697987,0,0,0.0134228187919463,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0.00335570469798658,0.0134228187919463,0,0,0,0,0,0,0,0,0
467,14628,0.0256410256410256,0,0,0,0.0427350427350427,0,0,0.00854700854700855,0.0512820512820513,0.0598290598290598,0.495726495726496,0.00854700854700855,0,0.11965811965812,0,0,0.0427350427350427,0,0.0170940170940171,0,0.00854700854700855,0.0427350427350427,0,0,0,0,0,0,0,0,0.0341880341880342,0,0,0.0341880341880342,0,0,0,0,0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,14818,0.02,0.01,0,0,0,0,0,0.01,0.16,0,0.43,0.03,0,0.07,0,0,0.01,0,0.01,0,0,0.08,0,0,0,0,0,0.03,0,0,0.11,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
508,15049,0.00274725274725275,0,0,0,0.0357142857142857,0,0,0.00274725274725275,0.021978021978022,0.021978021978022,0.662087912087912,0.0137362637362637,0,0.0741758241758242,0.00274725274725275,0,0.010989010989011,0.00274725274725275,0.0192307692307692,0.00549450549450549,0.00274725274725275,0.0769230769230769,0.00549450549450549,0,0,0,0,0.00274725274725275,0,0,0.010989010989011,0,0,0.00274725274725275,0,0,0,0,0.00274725274725275,0,0,0,0,0.00274725274725275,0,0,0,0,0,0.00274725274725275,0,0,0.00274725274725275,0.00549450549450549,0.00274725274725275,0,0,0,0,0.00274725274725275
528,15338,0.00560224089635854,0,0,0,0.0280112044817927,0,0,0.00280112044817927,0.0336134453781513,0.00280112044817927,0.677871148459384,0.0280112044817927,0,0.0868347338935574,0.00560224089635854,0,0.0112044817927171,0.00280112044817927,0.0196078431372549,0.00280112044817927,0,0.0476190476190476,0,0,0,0,0,0.00280112044817927,0,0,0.0252100840336134,0,0,0.00560224089635854,0,0,0,0,0.00280112044817927,0,0,0,0,0.00280112044817927,0.00280112044817927,0,0,0,0,0.00280112044817927,0,0,0,0,0,0,0,0,0,0
549,15712,0.0170940170940171,0.00284900284900285,0,0,0.0256410256410256,0,0,0.00284900284900285,0.0398860398860399,0.0284900284900285,0.64957264957265,0.0256410256410256,0,0.0797720797720798,0.0056980056980057,0,0.0142450142450142,0,0.0113960113960114,0.0113960113960114,0.00284900284900285,0.0170940170940171,0.00284900284900285,0,0,0,0,0,0,0,0.0341880341880342,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0.0113960113960114,0.00284900284900285,0,0,0,0,0,0.0056980056980057,0,0,0,0,0,0,0,0,0
571,NA,0.00496277915632754,0.00248138957816377,0,0,0.0223325062034739,0,0,0.00248138957816377,0.00744416873449132,0,0.640198511166253,0.00496277915632754,0,0.0620347394540943,0.0099255583126551,0,0.0223325062034739,0.00248138957816377,0.0124069478908189,0.0099255583126551,0.0173697270471464,0.114143920595533,0,0,0,0,0,0,0.00248138957816377,0,0.0124069478908189,0,0,0.00744416873449132,0,0,0,0,0,0,0,0,0,0.0248138957816377,0.00744416873449132,0,0,0,0,0,0.00496277915632754,0.00248138957816377,0,0,0,0,0,0,0.00248138957816377,0
588,NA,0.0121580547112462,0.00303951367781155,0,0,0.0060790273556231,0,0,0,0.0425531914893617,0.0182370820668693,0.72644376899696,0.00303951367781155,0,0.0699088145896656,0.00303951367781155,0,0.0182370820668693,0,0.00303951367781155,0,0,0.00911854103343465,0,0,0,0.0060790273556231,0,0,0,0,0.0425531914893617,0,0,0,0,0,0.00303951367781155,0.00303951367781155,0,0,0.0060790273556231,0,0,0.00911854103343465,0.0060790273556231,0,0,0,0,0.00303951367781155,0.0060790273556231,0,0,0,0,0,0,0,0,0
