"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fraxinus.nigra.type","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Myrica","Populus.balsamifera","Betula","Amaranthaceae.undiff.","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Poaceae","Brassicaceae","Sarcobatus.vermiculatus","Iva.annua","Iva.xanthifolia","Cornus.sericea","Fraxinus.pennsylvanica","Fabaceae.undiff.","Caryophyllaceae","Acer.rubrum","Vitis","Potentilla","Tilia","Lamiaceae","Castanea","Juglans.cinerea","Thalictrum","Acer.saccharum","Carya","Shepherdia.canadensis","Humulus","Polygalaceae","Apiaceae","Cornus.undiff.","Ranunculus","Elaeagnus","Urtica.type","Ephedra.torreyana.type","Dalea","Dryas","Saxifraga"
270,3575,0.0731225296442688,0.0355731225296443,0.0316205533596838,0.00197628458498024,0.0138339920948617,0.00592885375494071,0.00395256916996047,0.0375494071146245,0.00197628458498024,0.00197628458498024,0.0316205533596838,0.00197628458498024,0.24703557312253,0.120553359683794,0.0434782608695652,0.33596837944664,0.00395256916996047,0.00197628458498024,0.00592885375494071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,5045,0.0244821092278719,0.0790960451977401,0.0244821092278719,0.00188323917137476,0.00941619585687382,0.00376647834274953,0.00753295668549906,0.0169491525423729,0,0.00376647834274953,0.0188323917137476,0,0.0772128060263653,0.12241054613936,0.064030131826742,0.404896421845574,0.00564971751412429,0.00188323917137476,0,0.111111111111111,0.00376647834274953,0.00376647834274953,0.00564971751412429,0.00188323917137476,0.00188323917137476,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,5360,0.0199275362318841,0.0344202898550725,0.0199275362318841,0.00905797101449275,0.0108695652173913,0.0036231884057971,0.0036231884057971,0.0072463768115942,0,0.00181159420289855,0.016304347826087,0,0.108695652173913,0.13768115942029,0.0706521739130435,0.431159420289855,0.0072463768115942,0,0.0036231884057971,0.0960144927536232,0.00181159420289855,0.0036231884057971,0,0,0.00181159420289855,0.0072463768115942,0.0036231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,5675,0.0409356725146199,0.0350877192982456,0.0311890838206628,0,0.0116959064327485,0.00779727095516569,0.00584795321637427,0.00584795321637427,0,0.00389863547758285,0.00779727095516569,0,0.0448343079922027,0.0721247563352826,0.0760233918128655,0.559454191033138,0.00194931773879142,0.00584795321637427,0,0.0740740740740741,0.00389863547758285,0.00194931773879142,0,0.00194931773879142,0,0.00584795321637427,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,5990,0.024390243902439,0.024390243902439,0.0182926829268293,0.00304878048780488,0.00457317073170732,0.00457317073170732,0.00457317073170732,0.0076219512195122,0,0.00914634146341463,0.0106707317073171,0.00152439024390244,0.0365853658536585,0.097560975609756,0.128048780487805,0.483231707317073,0.0076219512195122,0.00457317073170732,0.00304878048780488,0.109756097560976,0.00152439024390244,0.00152439024390244,0.00152439024390244,0.00609756097560976,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,6346,0.0236593059936909,0.0173501577287066,0.00788643533123028,0.0110410094637224,0.00473186119873817,0.00315457413249211,0.00630914826498423,0.00315457413249211,0,0.00630914826498423,0.00315457413249211,0.00630914826498423,0.0236593059936909,0.083596214511041,0.162460567823344,0.547318611987382,0.0110410094637224,0.00157728706624606,0.00315457413249211,0.056782334384858,0.00157728706624606,0,0.00157728706624606,0.00157728706624606,0,0.00315457413249211,0,0.00157728706624606,0.00157728706624606,0.00315457413249211,0.00157728706624606,0.00157728706624606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,6905,0.0299295774647887,0.0369718309859155,0.0264084507042254,0.00880281690140845,0.0140845070422535,0.00528169014084507,0.00352112676056338,0.0158450704225352,0,0.00880281690140845,0.00528169014084507,0.00704225352112676,0.0563380281690141,0.0757042253521127,0.105633802816901,0.445422535211268,0.00880281690140845,0.00880281690140845,0.00528169014084507,0.11443661971831,0.00528169014084507,0.00176056338028169,0.00176056338028169,0.00176056338028169,0,0.00528169014084507,0,0,0,0,0,0,0.00176056338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,7278,0.0369515011547344,0.0854503464203233,0.023094688221709,0.0092378752886836,0.0115473441108545,0.0046189376443418,0,0.0092378752886836,0,0.0023094688221709,0.0161662817551963,0.0023094688221709,0.0554272517321016,0.258660508083141,0.0762124711316397,0.244803695150115,0.0092378752886836,0.0069284064665127,0,0.120092378752887,0.0046189376443418,0.0023094688221709,0.0023094688221709,0.0069284064665127,0,0.0092378752886836,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,7464,0.0466926070038911,0.0194552529182879,0.00778210116731518,0,0.00389105058365759,0.00583657587548638,0.00389105058365759,0.00583657587548638,0,0.00389105058365759,0.0116731517509728,0,0.126459143968872,0.190661478599222,0.0486381322957198,0.321011673151751,0.00389105058365759,0.0136186770428016,0.00194552529182879,0.155642023346304,0.00972762645914397,0.00194552529182879,0,0.00389105058365759,0,0.0116731517509728,0.00194552529182879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,7782,0.0413080895008606,0.0206540447504303,0.00344234079173838,0,0.00344234079173838,0.00172117039586919,0,0.00516351118760757,0,0.0103270223752151,0.0137693631669535,0.00516351118760757,0.132530120481928,0.275387263339071,0.0378657487091222,0.246127366609294,0.00860585197934595,0,0,0.173838209982788,0,0.00172117039586919,0.00172117039586919,0.00516351118760757,0,0.00688468158347676,0,0,0,0,0,0,0,0,0.00172117039586919,0.00172117039586919,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
