"depth","best.age","min.age","max.age"
30,NA,NA,NA
35,0,-2,3
40,19,16,23
60,96,78,114
70,135,108,160
90,212,170,252
100,250,200,297
124,826,776,875
141,1235,1173,1295
158,1643,1566,1721
174,2027,1935,2125
191,2435,2324,2554
215,3012,2873,3161
231,3396,3237,3565
247,3755,3604,3917
263,4115,3969,4269
279,4475,4334,4622
295,4834,4699,4977
310,5171,5039,5309
319,5374,5243,5509
335,5733,5606,5865
351,6093,5967,6220
367,6452,6328,6577
395,7081,6958,7205
399,7171,7049,7296
415,7531,7407,7656
431,7891,7765,8018
447,8250,8120,8380
463,8610,8474,8743
479,8969,8829,9109
495,9329,9184,9475
511,9688,9537,9841
527,10048,9889,10207
543,10408,10241,10574
559,10767,10593,10941
575,11127,10944,11308
584,11329,11142,11515
593,NA,NA,NA
623,NA,NA,NA
637,NA,NA,NA
655,NA,NA,NA
671,NA,NA,NA
719,NA,NA,NA
735,NA,NA,NA
751,NA,NA,NA
767,NA,NA,NA
783,NA,NA,NA
799,NA,NA,NA
810,NA,NA,NA
835,NA,NA,NA
853,NA,NA,NA
873,NA,NA,NA
890,NA,NA,NA
