"depth","best.age","min.age","max.age"
1,-11,-21,0
10,61,-4,123
20,329,233,420
40,1238,1133,1347
60,2148,2005,2301
70,2603,2438,2784
80,3057,2868,3266
90,3512,3296,3749
100,3967,3726,4234
110,4422,4154,4719
120,4877,4582,5205
130,5331,5010,5691
140,5786,5437,6176
150,6241,5865,6663
160,6666,6276,7103
165,6835,6457,7255
170,7004,6639,7409
180,7342,7002,7715
190,7680,7366,8023
200,8018,7732,8334
210,8356,8096,8645
220,8693,8455,8954
230,9031,8813,9266
240,9369,9171,9584
250,9707,9522,9903
260,10045,9869,10226
270,10383,10211,10556
280,10720,10549,10894
290,11058,10881,11239
300,11396,11208,11591
310,11857,11690,12022
320,12317,12111,12512
330,12778,12491,13036
340,13481,13150,13804
350,14427,13801,15047
360,NA,NA,NA
380,NA,NA,NA
392,NA,NA,NA
