"depth","best.age","min.age","max.age"
580,46,-68,184
590,317,222,431
601,615,510,732
610,858,700,1004
620,1121,959,1269
630,1376,1247,1508
640,1631,1487,1768
650,1886,1712,2050
660,2141,1926,2345
670,2462,2263,2648
680,2782,2577,2982
690,3103,2870,3341
700,3423,3137,3716
710,3743,3383,4094
720,3975,3597,4343
730,4117,3777,4457
740,4259,3951,4573
750,4401,4113,4688
760,4543,4265,4812
770,4685,4410,4947
775,4756,4477,5018
780,4827,4543,5092
785,4898,4605,5167
790,4969,4661,5240
795,5040,4718,5316
800,5111,4775,5396
805,5182,4830,5477
810,5253,4881,5557
815,5324,4938,5689
820,5395,4992,5782
825,5466,5044,5871
830,5594,5201,5963
840,5849,5522,6121
850,6104,5835,6352
860,6360,6109,6604
870,6615,6351,6875
880,6871,6560,7161
890,NA,NA,NA
897,NA,NA,NA
