"sample.depths","sample.ages","Acer","Alnus","Anacardiaceae","Betula","Carya","Celtis","Cephalanthus","Corylus","Ericaceae","Fagus","Fraxinus","Ilex","Itea","Juglans","Liquidambar","Morus","Myrica","Nyssa","Ostrya.Carpinus","Pinus..1.2.grains.","Pinus..whole.grains.","Planera.aquatica","Platanus","Quercus","Salix","Taxodium","Ulmus","Vitis","Alternanthera","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiaceae.Amaranthaceae.undiff.","Cyperaceae","Galium","Iva","Poaceae","Polygonum","Vigna"
1,-34,0.00387596899224806,0.00387596899224806,0,0,0.0116279069767442,0,0,0.00387596899224806,0,0,0.0387596899224806,0,0,0,0.0155038759689922,0.00775193798449612,0,0.0581395348837209,0.00775193798449612,0.00775193798449612,0.0387596899224806,0,0,0.108527131782946,0.0116279069767442,0.410852713178295,0,0.0155038759689922,0.00387596899224806,0.0116279069767442,0.00387596899224806,0,0.0813953488372093,0,0.0465116279069767,0,0.0155038759689922,0.0930232558139535,0,0
10,26,0,0.00373134328358209,0,0,0.00746268656716418,0,0,0,0,0,0.0485074626865672,0,0,0,0.0111940298507463,0,0.00373134328358209,0.0485074626865672,0.00373134328358209,0.00746268656716418,0.041044776119403,0,0,0.111940298507463,0.0485074626865672,0.414179104477612,0,0,0.0111940298507463,0.00746268656716418,0.00373134328358209,0,0.082089552238806,0.00373134328358209,0.0447761194029851,0,0.0223880597014925,0.0746268656716418,0,0
30,159,0.004149377593361,0,0,0.004149377593361,0.016597510373444,0,0,0,0,0,0.053941908713693,0.004149377593361,0,0,0.016597510373444,0,0,0.0663900414937759,0.012448132780083,0.016597510373444,0.0663900414937759,0.004149377593361,0.004149377593361,0.103734439834025,0.00829875518672199,0.24896265560166,0.004149377593361,0.020746887966805,0.004149377593361,0.004149377593361,0.004149377593361,0.004149377593361,0.103734439834025,0.012448132780083,0.037344398340249,0,0.045643153526971,0.128630705394191,0,0
40,226,0,0,0,0,0.0119521912350598,0.0119521912350598,0.00398406374501992,0,0,0,0.051792828685259,0,0.0119521912350598,0,0.0119521912350598,0,0,0.0597609561752988,0.0199203187250996,0.0159362549800797,0.0358565737051793,0.00398406374501992,0,0.099601593625498,0.00398406374501992,0.358565737051793,0.00796812749003984,0.0159362549800797,0,0.0278884462151394,0.00398406374501992,0,0.0876494023904383,0.00398406374501992,0.0119521912350598,0,0.0916334661354582,0.047808764940239,0,0
50,293,0.0072992700729927,0,0,0,0,0,0.0072992700729927,0.00364963503649635,0,0,0.083941605839416,0,0.0072992700729927,0,0.0182481751824818,0,0,0.0693430656934307,0.0072992700729927,0.0218978102189781,0.0583941605839416,0.00364963503649635,0.00364963503649635,0.0656934306569343,0,0.317518248175182,0.0109489051094891,0.0145985401459854,0,0.0218978102189781,0.00364963503649635,0,0.0948905109489051,0.00364963503649635,0.0072992700729927,0,0.12043795620438,0.0474452554744526,0,0
70,426,0,0,0,0,0.0217391304347826,0,0,0,0,0,0.0652173913043478,0.0036231884057971,0,0,0.0181159420289855,0,0,0.072463768115942,0.0036231884057971,0.0543478260869565,0.068840579710145,0,0,0.0615942028985507,0,0.510869565217391,0,0,0,0,0,0,0.0253623188405797,0.0108695652173913,0.0434782608695652,0,0,0.0398550724637681,0,0
82,506,0,0,0,0,0.0119521912350598,0,0.00398406374501992,0,0,0,0.0717131474103586,0.00398406374501992,0,0,0.0159362549800797,0,0,0.0597609561752988,0.00796812749003984,0.0318725099601594,0.0557768924302789,0,0.00398406374501992,0.111553784860558,0.00796812749003984,0.378486055776892,0.0159362549800797,0,0,0,0.00796812749003984,0,0.0199203187250996,0.00796812749003984,0.0717131474103586,0,0.00796812749003984,0.103585657370518,0,0
105,660,0,0,0,0,0.024390243902439,0.0040650406504065,0,0,0,0,0.0934959349593496,0,0,0,0.016260162601626,0,0,0.0528455284552846,0.0040650406504065,0.0365853658536585,0.0284552845528455,0,0,0.134146341463415,0.0121951219512195,0.345528455284553,0.024390243902439,0.0040650406504065,0,0,0,0,0.024390243902439,0.0121951219512195,0.0365853658536585,0,0,0.130081300813008,0.008130081300813,0.008130081300813
125,793,0.00384615384615385,0,0.00384615384615385,0,0.0115384615384615,0,0,0.00384615384615385,0,0,0.0423076923076923,0,0.00384615384615385,0,0.0307692307692308,0,0,0.0307692307692308,0.00384615384615385,0.0230769230769231,0.0538461538461538,0,0,0.126923076923077,0,0.442307692307692,0.0192307692307692,0.0115384615384615,0,0,0,0,0.0269230769230769,0.00384615384615385,0.0615384615384615,0,0.0115384615384615,0.0846153846153846,0,0
145,927,0.00347222222222222,0,0,0,0.0104166666666667,0,0,0,0,0,0.0833333333333333,0,0,0,0.0243055555555556,0,0,0.0347222222222222,0.00347222222222222,0.0208333333333333,0.03125,0.00347222222222222,0,0.121527777777778,0.00347222222222222,0.395833333333333,0.0104166666666667,0,0,0,0.00347222222222222,0,0.0243055555555556,0.00694444444444444,0.0798611111111111,0,0.00694444444444444,0.128472222222222,0,0.00347222222222222
155,994,0.00311526479750779,0,0,0.00623052959501558,0.00934579439252336,0,0,0,0,0,0.0747663551401869,0,0.00311526479750779,0,0.00623052959501558,0,0.00311526479750779,0.0155763239875389,0,0.0280373831775701,0.0124610591900312,0.00311526479750779,0.00311526479750779,0.0841121495327103,0.00311526479750779,0.492211838006231,0.0124610591900312,0.00311526479750779,0,0.00311526479750779,0.00623052959501558,0,0.0218068535825545,0.0124610591900312,0.0498442367601246,0,0.00623052959501558,0.137071651090343,0,0
165,1060,0.0036231884057971,0,0,0.0036231884057971,0.0181159420289855,0,0,0.0036231884057971,0,0,0.072463768115942,0,0,0,0.0108695652173913,0,0,0.0181159420289855,0.0036231884057971,0.0181159420289855,0.0181159420289855,0,0,0.0760869565217391,0.0072463768115942,0.532608695652174,0.0072463768115942,0.0108695652173913,0,0.0036231884057971,0,0.0036231884057971,0.0217391304347826,0.0072463768115942,0.0543478260869565,0,0.0108695652173913,0.0942028985507246,0,0
185,1194,0,0,0,0,0.0148148148148148,0.0037037037037037,0,0,0,0.0037037037037037,0.0666666666666667,0,0,0,0.0148148148148148,0,0.0037037037037037,0.0481481481481481,0,0.0185185185185185,0.0333333333333333,0,0,0.0666666666666667,0,0.433333333333333,0.0148148148148148,0.00740740740740741,0.0037037037037037,0,0.00740740740740741,0,0.0222222222222222,0.0037037037037037,0.118518518518519,0,0.0148148148148148,0.0962962962962963,0,0.0037037037037037
205,1327,0.008,0,0,0,0.004,0,0.004,0,0,0,0.056,0,0,0,0.008,0.004,0,0.036,0,0,0.036,0.004,0,0.064,0,0.388,0.008,0.012,0,0,0,0,0.052,0.016,0.088,0,0.012,0.2,0,0
225,1461,0.00363636363636364,0.00363636363636364,0.00727272727272727,0.00363636363636364,0.0254545454545455,0,0,0,0,0,0.0436363636363636,0,0,0,0.0181818181818182,0,0,0.0436363636363636,0,0.0290909090909091,0.0109090909090909,0.00363636363636364,0,0.0654545454545455,0.00363636363636364,0.352727272727273,0.00727272727272727,0.00363636363636364,0,0.00363636363636364,0,0,0.04,0.00727272727272727,0.0981818181818182,0,0.0327272727272727,0.189090909090909,0,0.00363636363636364
245,1594,0.00357142857142857,0,0,0,0.00357142857142857,0,0,0,0,0,0.0642857142857143,0.00357142857142857,0,0,0.00714285714285714,0,0,0.0392857142857143,0.00714285714285714,0.0142857142857143,0.0178571428571429,0,0.00357142857142857,0.125,0,0.446428571428571,0.00357142857142857,0,0,0,0,0,0.0428571428571429,0.025,0.0607142857142857,0,0.00714285714285714,0.117857142857143,0.00357142857142857,0.00357142857142857
265,1728,0,0,0,0,0.0155642023346304,0,0,0,0,0,0.0583657587548638,0.00389105058365759,0,0,0.0194552529182879,0,0,0.0505836575875486,0,0.0389105058365759,0.0233463035019455,0,0,0.0700389105058366,0,0.268482490272374,0,0,0,0,0,0,0.0428015564202335,0.0272373540856031,0.108949416342412,0,0.0194552529182879,0.252918287937743,0,0
285,1862,0,0,0,0,0.00387596899224806,0,0,0,0,0,0.0542635658914729,0,0,0,0.0193798449612403,0,0,0.0426356589147287,0,0.0232558139534884,0.0310077519379845,0,0,0.108527131782946,0.00775193798449612,0.344961240310078,0.00387596899224806,0.0116279069767442,0,0.00387596899224806,0.00387596899224806,0.00387596899224806,0.0310077519379845,0.0232558139534884,0.0852713178294574,0,0.0193798449612403,0.178294573643411,0,0
305,1995,0.00664451827242525,0,0,0.00664451827242525,0.00664451827242525,0.00332225913621262,0,0.00332225913621262,0,0.00332225913621262,0.0598006644518272,0,0,0,0.00996677740863787,0,0,0.0332225913621262,0,0.0132890365448505,0.0498338870431894,0,0,0.0930232558139535,0,0.46843853820598,0.00996677740863787,0,0,0.00332225913621262,0.00332225913621262,0,0.0365448504983389,0.00996677740863787,0.0398671096345515,0,0.0166112956810631,0.122923588039867,0,0
332,2175,0.00754716981132075,0,0,0.00377358490566038,0.0150943396226415,0,0,0,0,0,0.0679245283018868,0,0,0,0.0188679245283019,0,0,0.030188679245283,0,0.00754716981132075,0.0452830188679245,0,0,0.0641509433962264,0.00377358490566038,0.418867924528302,0.0150943396226415,0.00754716981132075,0,0,0.00377358490566038,0,0.0264150943396226,0.0113207547169811,0.0754716981132075,0,0.00377358490566038,0.173584905660377,0,0
352,2309,0,0,0,0.00364963503649635,0.00364963503649635,0,0,0.00364963503649635,0,0,0.0583941605839416,0,0,0,0.0072992700729927,0,0,0.0328467153284672,0,0.0145985401459854,0.0291970802919708,0.00364963503649635,0,0.0766423357664234,0.0072992700729927,0.408759124087591,0.00364963503649635,0.00364963503649635,0,0,0.0109489051094891,0,0.0182481751824818,0.0328467153284672,0.083941605839416,0,0.0182481751824818,0.175182481751825,0,0.00364963503649635
372,2442,0,0.00373134328358209,0,0.00373134328358209,0.0111940298507463,0,0.00373134328358209,0,0,0,0.0597014925373134,0,0,0,0.0373134328358209,0,0,0.0522388059701493,0.00373134328358209,0.0485074626865672,0.0149253731343284,0,0,0.085820895522388,0,0.32089552238806,0.00373134328358209,0.00373134328358209,0,0,0.00373134328358209,0.00373134328358209,0.041044776119403,0.0149253731343284,0.0932835820895522,0,0.00746268656716418,0.182835820895522,0,0
392,2576,0,0.00392156862745098,0,0,0.0156862745098039,0,0,0,0,0,0.105882352941176,0,0,0,0.0156862745098039,0,0,0.0235294117647059,0.00784313725490196,0.00784313725490196,0.0431372549019608,0,0,0.0705882352941176,0.00392156862745098,0.337254901960784,0.0117647058823529,0,0,0,0.00392156862745098,0,0.0431372549019608,0.00784313725490196,0.0901960784313725,0,0.0117647058823529,0.196078431372549,0,0
412,2709,0,0.00364963503649635,0,0,0,0,0,0.0072992700729927,0,0,0.062043795620438,0,0,0,0.0109489051094891,0,0,0.0291970802919708,0.00364963503649635,0.0291970802919708,0.0255474452554745,0,0.00364963503649635,0.0401459854014599,0,0.35036496350365,0.0109489051094891,0,0.00364963503649635,0,0.0072992700729927,0,0.0401459854014599,0.0218978102189781,0.109489051094891,0,0.00364963503649635,0.233576642335766,0,0.00364963503649635
432,2843,0.00746268656716418,0,0,0,0.0149253731343284,0,0.00373134328358209,0,0,0,0.0223880597014925,0.00373134328358209,0,0,0.00746268656716418,0,0.00373134328358209,0.0373134328358209,0,0.0149253731343284,0.0149253731343284,0.00373134328358209,0,0.085820895522388,0,0.246268656716418,0.00373134328358209,0,0,0,0.00746268656716418,0,0.0522388059701493,0.00373134328358209,0.190298507462687,0,0.00746268656716418,0.26865671641791,0,0
446,2936,0,0,0,0.00677966101694915,0.00338983050847458,0.00338983050847458,0,0.00338983050847458,0,0,0.088135593220339,0,0.00338983050847458,0,0.0271186440677966,0,0.0101694915254237,0.0406779661016949,0.00338983050847458,0.0203389830508475,0.0305084745762712,0,0,0.101694915254237,0,0.359322033898305,0.0101694915254237,0.00338983050847458,0,0,0.00338983050847458,0,0.0305084745762712,0.0203389830508475,0.0847457627118644,0,0.0101694915254237,0.132203389830508,0,0.00338983050847458
461,3036,0.00377358490566038,0.00754716981132075,0,0,0.0113207547169811,0,0,0,0,0,0.060377358490566,0,0.00377358490566038,0,0.0188679245283019,0,0.00377358490566038,0.0226415094339623,0,0.0113207547169811,0.030188679245283,0.00377358490566038,0,0.113207547169811,0.00377358490566038,0.275471698113208,0.00377358490566038,0.00377358490566038,0,0,0.00754716981132075,0,0.0528301886792453,0.00754716981132075,0.120754716981132,0,0.0226415094339623,0.211320754716981,0,0
476,3137,0,0.0036231884057971,0,0,0.0072463768115942,0.0036231884057971,0,0,0,0,0.0326086956521739,0,0,0,0.0108695652173913,0,0.0036231884057971,0.0326086956521739,0.0036231884057971,0.0253623188405797,0.0652173913043478,0,0,0.0869565217391304,0,0.22463768115942,0.0144927536231884,0.0036231884057971,0,0,0.0036231884057971,0,0.0471014492753623,0.0144927536231884,0.144927536231884,0,0.0108695652173913,0.257246376811594,0,0.0036231884057971
491,3237,0,0,0,0.00784313725490196,0.0235294117647059,0,0,0,0,0,0.0549019607843137,0,0,0.00392156862745098,0.0274509803921569,0,0.0117647058823529,0.0117647058823529,0.00392156862745098,0.0235294117647059,0.0549019607843137,0,0,0.0980392156862745,0.00392156862745098,0.301960784313725,0.00392156862745098,0.00784313725490196,0,0,0,0,0.0352941176470588,0.0235294117647059,0.16078431372549,0,0.00784313725490196,0.133333333333333,0,0
511,3370,0,0,0,0,0.00790513833992095,0,0,0,0,0,0.0711462450592885,0,0,0,0.0197628458498024,0.00395256916996047,0.00790513833992095,0.0197628458498024,0.00790513833992095,0.0316205533596838,0.0711462450592885,0.00395256916996047,0.00395256916996047,0.0988142292490119,0,0.272727272727273,0.00790513833992095,0.00395256916996047,0,0,0.00790513833992095,0,0.0395256916996047,0.0316205533596838,0.114624505928854,0,0.0158102766798419,0.150197628458498,0,0.00790513833992095
531,NA,0,0,0,0,0.00757575757575758,0,0,0,0,0,0.0606060606060606,0.00378787878787879,0,0,0.0113636363636364,0,0.00378787878787879,0.0113636363636364,0.00378787878787879,0.0227272727272727,0.0265151515151515,0.00757575757575758,0.00378787878787879,0.0795454545454545,0.00757575757575758,0.337121212121212,0.00757575757575758,0.00757575757575758,0,0,0.00378787878787879,0,0.0568181818181818,0.0757575757575758,0.102272727272727,0,0.0265151515151515,0.128787878787879,0,0.00378787878787879
