"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Betula","Cyperaceae","Ericaceae","Fraxinus.nigra.type","Larix","Picea.mariana.type","Quercus","Asteraceae.subf..Asteroideae.undiff.","Poaceae","Onagraceae","Myrica.gale","Pinus.banksiana.type","Juniperus.communis.Thuja.occidentalis.type","Picea.undiff.","Ambrosia.type","Artemisia","Salix","Ulmus","Amaranthaceae","Rosaceae","Abies.balsamea","Acer.saccharum","Pinus.undiff.","Populus.tremuloides.type","Pinus.strobus","Viburnum.edule","Morus.rubra.type","Acer.rubrum","Ostrya.Carpinus","Populus.balsamifera.type","Juniperus.type","Thalictrum","Fagus","Ribes","cf..Oxyria.digyna","Acer.spicatum","Taxus","Ranunculaceae.undiff.","Tsuga.canadensis","Carya.ovata"
0,0,0.0023696682464455,0.421800947867299,0.23696682464455,0.00710900473933649,0.009478672985782,0.004739336492891,0.004739336492891,0.222748815165877,0.0023696682464455,0.00710900473933649,0.023696682464455,0.0023696682464455,0.0023696682464455,0.018957345971564,0.0023696682464455,0.0308056872037915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,511,0,0.298319327731092,0.241596638655462,0.0294117647058824,0.00630252100840336,0,0.00210084033613445,0.321428571428571,0.00210084033613445,0.00420168067226891,0,0,0.00630252100840336,0.0210084033613445,0,0.0336134453781513,0.00210084033613445,0.00840336134453781,0.00210084033613445,0.00210084033613445,0.00420168067226891,0.0105042016806723,0.00210084033613445,0.00210084033613445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1022,0.0044543429844098,0.354120267260579,0.258351893095768,0.0311804008908686,0.0066815144766147,0,0.0066815144766147,0.238307349665924,0.0022271714922049,0.0022271714922049,0.0133630289532294,0,0,0.0244988864142539,0.0044543429844098,0.0311804008908686,0.0022271714922049,0.0022271714922049,0.0022271714922049,0,0,0.0044543429844098,0.0022271714922049,0,0.0022271714922049,0.0022271714922049,0.0022271714922049,0.0022271714922049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1533,0.00537634408602151,0.408602150537634,0.209677419354839,0.0268817204301075,0.0089605734767025,0.0017921146953405,0.0017921146953405,0.232974910394265,0.0017921146953405,0.003584229390681,0.010752688172043,0,0.00537634408602151,0.0268817204301075,0,0.03584229390681,0,0,0.00537634408602151,0,0,0.0017921146953405,0.00537634408602151,0,0.003584229390681,0,0.0017921146953405,0,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2044,0.0146137787056367,0.367432150313152,0.210855949895616,0.0250521920668058,0.00417536534446764,0.00208768267223382,0.00417536534446764,0.260960334029228,0,0,0.0125260960334029,0,0.00835073068893528,0.0292275574112735,0.00208768267223382,0.0250521920668058,0,0,0.00208768267223382,0.00208768267223382,0,0,0.0146137787056367,0.00208768267223382,0,0.00208768267223382,0.00208768267223382,0.00208768267223382,0,0.00208768267223382,0.00208768267223382,0.00208768267223382,0,0,0,0,0,0,0,0,0,0
50,2555,0.00798403193612774,0.295409181636727,0.271457085828343,0.0239520958083832,0.00998003992015968,0,0.00199600798403194,0.275449101796407,0.00399201596806387,0,0.0119760479041916,0,0.00199600798403194,0.0199600798403194,0,0.0518962075848303,0,0.00199600798403194,0.00199600798403194,0,0,0,0.0119760479041916,0,0,0.00199600798403194,0.00399201596806387,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0
60,3066,0.0248062015503876,0.358139534883721,0.254263565891473,0.0155038759689922,0.0062015503875969,0,0.00310077519379845,0.227906976744186,0,0,0.013953488372093,0,0.0108527131782946,0.0108527131782946,0.00155038759689922,0.027906976744186,0,0.00155038759689922,0.00465116279069767,0.00310077519379845,0,0.00155038759689922,0.0170542635658915,0.00155038759689922,0.00310077519379845,0,0.0108527131782946,0,0,0,0,0,0,0.00155038759689922,0,0,0,0,0,0,0,0
70,3577,0.0124555160142349,0.375444839857651,0.314946619217082,0.0249110320284698,0.00533807829181495,0,0.00355871886120996,0.179715302491103,0,0.00355871886120996,0.00711743772241993,0,0.00533807829181495,0.0142348754448399,0,0.0195729537366548,0,0.00711743772241993,0.00177935943060498,0,0,0,0.0142348754448399,0,0.00177935943060498,0.00177935943060498,0.00711743772241993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,4088,0.0117302052785924,0.388563049853372,0.284457478005865,0.0293255131964809,0.00293255131964809,0.00146627565982405,0.00293255131964809,0.195014662756598,0,0.00439882697947214,0.00439882697947214,0,0.00733137829912024,0.0131964809384164,0.00146627565982405,0.0190615835777126,0.00439882697947214,0.00586510263929619,0.00439882697947214,0,0,0.00439882697947214,0.00733137829912024,0,0.00146627565982405,0,0.00293255131964809,0,0,0,0,0,0,0,0.00146627565982405,0.00146627565982405,0,0,0,0,0,0
85,4343,0.0161616161616162,0.404040404040404,0.272727272727273,0.0222222222222222,0.00202020202020202,0.00606060606060606,0,0.216161616161616,0,0.00202020202020202,0.00202020202020202,0,0.00202020202020202,0.0181818181818182,0,0.0141414141414141,0.00202020202020202,0.00404040404040404,0,0.00404040404040404,0,0,0.00202020202020202,0,0,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
