"depth","best.age","min.age","max.age"
2,52,45,60
10,433,393,466
20,904,826,969
30,1368,1256,1461
40,1819,1681,1935
50,2255,2100,2388
60,2670,2509,2815
70,3061,2904,3213
80,3424,3269,3585
90,3757,3590,3939
100,4060,3868,4261
110,4335,4101,4554
120,4585,4306,4820
130,4811,4500,5063
140,5016,4688,5286
150,5201,4860,5493
165,5460,5133,5802
170,5553,5238,5915
175,5654,5349,6035
180,5767,5469,6165
185,5895,5601,6312
190,6041,5746,6478
195,6208,5897,6667
200,6395,6054,6874
210,6819,6402,7334
220,7298,6802,7837
230,7818,7245,8367
240,8362,7738,8928
250,8916,8284,9498
260,9465,8850,10024
270,9993,9436,10490
280,10490,10012,10898
290,10965,10564,11369
300,NA,NA,NA
305,NA,NA,NA
