"depth","best.age","min.age","max.age"
10,145,137,152
30,434,411,458
50,723,685,764
75,1084,1028,1147
100,1446,1370,1529
125,1807,1712,1912
150,2169,2053,2293
175,2530,2396,2676
200,2892,2739,3059
225,3253,3080,3440
250,3615,3422,3823
275,3976,3765,4206
300,4338,4107,4588
325,4699,4449,4970
350,5061,4791,5352
375,5374,5101,5669
400,5613,5359,5886
425,5853,5613,6103
440,5997,5766,6237
450,6093,5866,6326
460,6189,5965,6414
475,6333,6113,6548
500,6573,6361,6775
525,6813,6603,7005
550,7053,6842,7241
575,7293,7078,7482
600,7533,7310,7724
625,7772,7539,7970
650,8012,7770,8223
675,8252,7997,8475
700,NA,NA,NA
