"depth","best.age","min.age","max.age"
7.62,NA,NA,NA
15.2,1028,975,1082
22.9,1549,1480,1617
30.5,2063,1977,2147
38.1,2577,2473,2678
45.7,3091,2968,3210
53.3,3606,3463,3741
60.9,4120,3958,4274
68.6,4641,4460,4813
76.2,5155,4955,5346
83.8,5669,5449,5878
91.4,6183,5943,6410
106.7,7218,6939,7483
114.3,7732,7433,8016
121.9,8246,7927,8548
129.5,8760,8421,9081
137.2,9281,8922,9621
144.8,9795,9417,10154
152.4,10309,9911,10687
160,10823,10404,11219
167.6,NA,NA,NA
175.3,NA,NA,NA
182.9,NA,NA,NA
190.5,NA,NA,NA
198.1,NA,NA,NA
