"sample.depths","sample.ages","Cupressaceae","Picea","Abies","Larix","Tsuga","Pinus","Betula","Populus","Fraxinus.nigra","Fraxinus.americana","Quercus","Ulmus","Ostrya.Carpinus","Salix","Acer.saccharum","Acer.rubrum","Tilia","Juglans.nigra","Juglans.cinerea","Carya","Platanus","Celtis","Fagus","Castanea","Liquidambar","Sambucus.racemosa","Shepherdia","Alnus","Corylus","Myrica.Comptonia.peregrina","Ericaceae","Clethra","Thalictrum","Viola","Lamiaceae","Saxifraga","Caryophyllaceae","Hypericum","Cornus.canadensis","Poaceae","Artemisia","Ambrosia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Cyperaceae","Rumex","Plantago","Rosaceae.undiff.","Rubus","Sanguisorba.canadensis","Epilobium","Ranunculus.flabellaris","Brassicaceae","Chenopodiaceae","Nyssa","Ilex.Nemopanthus","Viburnum"
1,-14,0.00546448087431694,0.0245901639344262,0,0,0.046448087431694,0.191256830601093,0.188524590163934,0,0,0.0109289617486339,0.183060109289617,0.0163934426229508,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.0437158469945355,0,0,0.00546448087431694,0.0136612021857923,0.00273224043715847,0.00273224043715847,0.0109289617486339,0.00273224043715847,0,0,0,0,0,0.0218579234972678,0.00273224043715847,0,0,0.00273224043715847,0.00273224043715847,0,0,0,0,0.0163934426229508,0.00819672131147541,0.0573770491803279,0,0,0,0.00273224043715847,0.00819672131147541,0,0.00273224043715847,0,0,0,0,0,0.092896174863388,0.0218579234972678,0.00273224043715847
3,50,0.00467289719626168,0.0233644859813084,0,0.00467289719626168,0.0350467289719626,0.147196261682243,0.189252336448598,0.0116822429906542,0,0.014018691588785,0.172897196261682,0.00233644859813084,0,0.00467289719626168,0.00934579439252336,0.102803738317757,0.00467289719626168,0,0,0.0116822429906542,0,0,0.0163551401869159,0.00233644859813084,0,0,0,0.00467289719626168,0.00934579439252336,0.00700934579439252,0.00700934579439252,0,0.00233644859813084,0,0.00467289719626168,0,0,0,0,0.0233644859813084,0,0.0373831775700935,0.00233644859813084,0,0,0.00233644859813084,0.00700934579439252,0.00233644859813084,0,0,0,0,0,0,0.0981308411214953,0.0350467289719626,0
5,114,0.0176125244618395,0.0234833659491194,0.00195694716242661,0,0.0430528375733855,0.103718199608611,0.176125244618395,0,0,0.00978473581213307,0.12720156555773,0.0215264187866928,0.0215264187866928,0.00391389432485323,0.00978473581213307,0.0332681017612524,0,0,0,0.00587084148727984,0,0,0.00978473581213307,0.00587084148727984,0,0,0,0.00195694716242661,0.00587084148727984,0.0332681017612524,0.00978473581213307,0,0,0,0,0,0,0,0,0.0332681017612524,0.00195694716242661,0.0919765166340509,0,0.00195694716242661,0.00391389432485323,0,0.00978473581213307,0,0,0,0,0,0,0.00195694716242661,0.086105675146771,0.103718199608611,0
7,179,0.00245700245700246,0.0221130221130221,0,0,0.0122850122850123,0.0761670761670762,0.346437346437346,0.0122850122850123,0,0.00737100737100737,0.0982800982800983,0.00982800982800983,0.00491400491400491,0,0.00245700245700246,0.0442260442260442,0,0,0.00245700245700246,0.00491400491400491,0.00491400491400491,0,0.00982800982800983,0.00737100737100737,0.00245700245700246,0,0,0.00491400491400491,0.00737100737100737,0,0.00245700245700246,0,0,0,0,0,0,0,0,0.0196560196560197,0.00491400491400491,0.0884520884520884,0.00245700245700246,0,0,0,0.00245700245700246,0,0,0,0,0,0,0.00245700245700246,0.0565110565110565,0.137592137592138,0
10,277,0.00429184549356223,0.0321888412017167,0.00429184549356223,0,0.01931330472103,0.072961373390558,0.184549356223176,0.00429184549356223,0,0.00643776824034335,0.055793991416309,0.00214592274678112,0,0.00429184549356223,0.00214592274678112,0.0450643776824034,0,0,0.00643776824034335,0.00429184549356223,0.00429184549356223,0,0.00858369098712446,0.0472103004291846,0,0,0,0.00214592274678112,0.00643776824034335,0.00858369098712446,0,0,0,0,0,0,0,0,0,0.0879828326180258,0.00429184549356223,0.120171673819742,0.00429184549356223,0,0.00858369098712446,0.0429184549356223,0,0.00214592274678112,0,0,0,0,0,0.00214592274678112,0.0321888412017167,0.169527896995708,0
13,376,0.0124555160142349,0.0409252669039146,0,0.00177935943060498,0.0160142348754448,0.092526690391459,0.222419928825623,0.0142348754448399,0,0,0.0658362989323843,0.00177935943060498,0,0,0.00177935943060498,0.0391459074733096,0,0,0,0.00355871886120996,0.00711743772241993,0,0.0195729537366548,0.0551601423487545,0,0,0,0.00355871886120996,0.0124555160142349,0.00177935943060498,0,0,0,0,0,0,0,0,0,0.0569395017793594,0.00177935943060498,0.0765124555160142,0.00533807829181495,0,0.00533807829181495,0.0409252669039146,0,0.00711743772241993,0,0,0,0,0,0,0.0338078291814947,0.154804270462633,0.00533807829181495
15,444,0.0265486725663717,0.0265486725663717,0,0,0.0383480825958702,0.0973451327433628,0.150442477876106,0,0,0.0088495575221239,0.112094395280236,0,0.0147492625368732,0.00294985250737463,0,0.0265486725663717,0,0,0.00589970501474926,0.00294985250737463,0,0,0.0353982300884956,0.0353982300884956,0,0,0,0.0088495575221239,0.00294985250737463,0.023598820058997,0,0,0,0,0,0,0,0,0,0.0353982300884956,0.00589970501474926,0.0707964601769911,0,0.00294985250737463,0.00589970501474926,0.0088495575221239,0,0.00294985250737463,0,0,0,0,0,0.00294985250737463,0.0471976401179941,0.1976401179941,0
17,513,0.0072463768115942,0.027536231884058,0,0,0.0304347826086957,0.131884057971014,0.221739130434783,0.00869565217391304,0,0.0115942028985507,0.127536231884058,0.00434782608695652,0.00579710144927536,0,0.00144927536231884,0.0159420289855072,0,0,0,0.00289855072463768,0,0,0.0565217391304348,0.0521739130434783,0,0,0,0.00289855072463768,0.0072463768115942,0.00289855072463768,0.0159420289855072,0,0,0,0,0,0,0,0,0.00579710144927536,0,0.00434782608695652,0.00144927536231884,0.00144927536231884,0.00144927536231884,0,0.00144927536231884,0.0376811594202899,0,0,0,0,0,0,0.0260869565217391,0.157971014492754,0.027536231884058
20,619,0.0162271805273834,0.0425963488843813,0,0.00202839756592292,0.0892494929006085,0.0892494929006085,0.164300202839757,0.00608519269776876,0,0.0121703853955375,0.152129817444219,0,0.00405679513184584,0.00608519269776876,0.00405679513184584,0.0283975659229209,0,0,0,0.0121703853955375,0,0,0.0709939148073022,0.00811359026369168,0,0,0,0.00202839756592292,0.0202839756592292,0.0162271805273834,0,0,0,0,0,0,0,0,0,0,0.00202839756592292,0.00405679513184584,0,0.00202839756592292,0.00405679513184584,0,0,0.00608519269776876,0,0,0,0,0,0,0.026369168356998,0.152129817444219,0.0567951318458418
22,692,0.016304347826087,0.0625,0,0,0.0815217391304348,0.0815217391304348,0.235054347826087,0.0176630434782609,0,0.0108695652173913,0.105978260869565,0.00407608695652174,0.00407608695652174,0,0,0.0230978260869565,0.00135869565217391,0,0,0.00679347826086957,0.00135869565217391,0,0.129076086956522,0.0190217391304348,0.00135869565217391,0,0,0.00271739130434783,0.00679347826086957,0,0.00815217391304348,0,0.00135869565217391,0,0,0,0,0.00135869565217391,0,0.00543478260869565,0,0.00271739130434783,0,0,0,0.00135869565217391,0,0.00271739130434783,0,0,0,0,0,0,0.0203804347826087,0.135869565217391,0.0095108695652174
