"sample.depths","sample.ages","Cupressaceae","Picea","Abies","Larix","Tsuga","Pinus","Betula","Populus","Fraxinus.nigra","Fraxinus.americana","Quercus","Ulmus","Ostrya.Carpinus","Salix","Acer.saccharum","Acer.rubrum","Tilia","Juglans.nigra","Juglans.cinerea","Carya","Platanus","Celtis","Fagus","Castanea","Liquidambar","Sambucus.racemosa","Shepherdia","Alnus","Corylus","Myrica.Comptonia.peregrina","Ericaceae","Clethra","Thalictrum","Viola","Lamiaceae","Saxifraga","Caryophyllaceae","Hypericum","Cornus.canadensis","Poaceae","Artemisia","Ambrosia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Cyperaceae","Rumex","Plantago","Rosaceae.undiff.","Rubus","Sanguisorba.canadensis","Epilobium","Ranunculus.flabellaris","Brassicaceae","Chenopodiaceae","Nyssa","Ilex.Nemopanthus","Viburnum"
26,843,0.00355871886120996,0.0498220640569395,0,0,0.0676156583629893,0.113879003558719,0.247330960854093,0.0106761565836299,0,0.00711743772241993,0.113879003558719,0.00533807829181495,0.00355871886120996,0.00533807829181495,0.00177935943060498,0.0160142348754448,0,0,0,0.00355871886120996,0,0,0.156583629893238,0.0177935943060498,0,0,0,0.00711743772241993,0.00533807829181495,0.00355871886120996,0.00355871886120996,0,0,0,0,0,0,0,0,0.00355871886120996,0.00177935943060498,0.00355871886120996,0.00177935943060498,0,0,0,0,0.0106761565836299,0,0,0,0,0,0,0.0444839857651246,0.0711743772241993,0.0195729537366548
30,1002,0,0.0492610837438424,0,0,0.137931034482759,0.0689655172413793,0.197044334975369,0,0,0,0.113300492610837,0,0.0197044334975369,0,0.00492610837438424,0.00985221674876847,0,0,0,0.0147783251231527,0,0,0.103448275862069,0.0246305418719212,0,0,0,0.0295566502463054,0.0295566502463054,0.0197044334975369,0,0,0,0,0,0,0,0,0,0.00985221674876847,0,0.00985221674876847,0,0,0.00985221674876847,0,0,0,0,0,0,0,0,0,0.0788177339901478,0.0689655172413793,0
33,1128,0,0.0155945419103314,0,0.00194931773879142,0.0799220272904483,0.105263157894737,0.241715399610136,0.0155945419103314,0,0.0194931773879142,0.157894736842105,0.00779727095516569,0.00194931773879142,0,0.00974658869395711,0.0155945419103314,0.00194931773879142,0,0,0.00974658869395711,0.00194931773879142,0,0.148148148148148,0.037037037037037,0,0,0,0.00389863547758285,0,0.00194931773879142,0.00194931773879142,0,0,0,0,0,0,0,0,0.00389863547758285,0,0,0,0,0,0,0.0116959064327485,0,0,0,0,0,0,0,0.0604288499025341,0.0409356725146199,0.00389863547758285
37,1303,0.00533333333333333,0.0133333333333333,0,0.00133333333333333,0.0706666666666667,0.132,0.22,0.00533333333333333,0,0.008,0.130666666666667,0.00666666666666667,0.00666666666666667,0,0.004,0.032,0.00266666666666667,0,0,0.00533333333333333,0,0,0.153333333333333,0.012,0,0,0,0.00266666666666667,0.00266666666666667,0.00133333333333333,0.00533333333333333,0,0,0,0,0,0,0,0,0,0,0.00133333333333333,0.00266666666666667,0,0,0,0,0.004,0,0,0,0,0,0,0.0853333333333333,0.0826666666666667,0.00266666666666667
40,1439,0.00641025641025641,0.014957264957265,0,0.0106837606837607,0.166666666666667,0.194444444444444,0.155982905982906,0.014957264957265,0,0.00854700854700855,0.136752136752137,0.0106837606837607,0.00213675213675214,0.00213675213675214,0.00213675213675214,0.00854700854700855,0,0,0.00213675213675214,0.00641025641025641,0,0,0.158119658119658,0.0128205128205128,0,0,0,0.00854700854700855,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0.00641025641025641,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0.0192307692307692,0.0363247863247863,0.00427350427350427
42,1532,0.00759878419452888,0.0151975683890578,0,0.00303951367781155,0.0835866261398176,0.259878419452888,0.151975683890578,0.0106382978723404,0,0.0060790273556231,0.120060790273556,0.00759878419452888,0.00303951367781155,0,0.00303951367781155,0.0121580547112462,0.00303951367781155,0,0,0.0121580547112462,0,0,0.168693009118541,0.00759878419452888,0,0,0,0,0.00151975683890578,0,0.00455927051671732,0,0,0,0,0,0,0,0,0,0,0.00151975683890578,0.00151975683890578,0,0.00151975683890578,0,0.00303951367781155,0,0,0,0,0,0,0,0.0258358662613982,0.0835866261398176,0.00151975683890578
45,1674,0,0.0271493212669683,0,0.00452488687782805,0.14027149321267,0.212669683257919,0.158371040723982,0.0180995475113122,0,0,0.131221719457014,0,0,0,0.00452488687782805,0.0135746606334842,0,0,0,0.00452488687782805,0,0,0.144796380090498,0.00452488687782805,0,0,0,0,0,0,0.00904977375565611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407239819004525,0.081447963800905,0.00452488687782805
47,1771,0.00216919739696312,0.017353579175705,0,0.00216919739696312,0.0629067245119306,0.164859002169197,0.151843817787419,0.0086767895878525,0,0.0130151843817787,0.203904555314534,0.00650759219088937,0.00433839479392625,0,0.00433839479392625,0.0303687635574837,0.00650759219088937,0,0,0.00650759219088937,0.00216919739696312,0,0.167028199566161,0.0130151843817787,0.00216919739696312,0,0,0.00433839479392625,0.00433839479392625,0.00216919739696312,0.00216919739696312,0,0,0.00216919739696312,0,0,0,0,0,0,0.00216919739696312,0,0,0,0,0.00433839479392625,0,0,0,0,0,0,0,0,0.0563991323210412,0.0498915401301518,0.00216919739696312
60,2418,0.0050251256281407,0.0301507537688442,0,0,0.120603015075377,0.135678391959799,0.175879396984925,0,0,0.0150753768844221,0.14572864321608,0.0050251256281407,0.0351758793969849,0,0,0.0201005025125628,0,0,0,0.0351758793969849,0,0,0.221105527638191,0,0,0,0,0.0050251256281407,0,0,0.0050251256281407,0,0,0,0,0,0,0,0.0050251256281407,0.0050251256281407,0,0.0150753768844221,0,0,0.0150753768844221,0,0,0,0,0,0,0,0,0,0.0050251256281407,0,0
70,2922,0.0022271714922049,0.0044543429844098,0,0,0.0712694877505568,0.238307349665924,0.124721603563474,0.0066815144766147,0,0.0044543429844098,0.267260579064588,0.0089086859688196,0,0.0044543429844098,0,0.0066815144766147,0,0,0,0.0044543429844098,0,0,0.0690423162583519,0,0,0,0,0.0044543429844098,0.0022271714922049,0.0022271714922049,0,0,0,0,0,0,0,0,0,0.0022271714922049,0,0.0044543429844098,0,0,0,0,0,0.0022271714922049,0,0,0,0,0,0,0.066815144766147,0.102449888641425,0
80,3411,0,0,0,0,0.0492424242424242,0.181818181818182,0.090909090909091,0,0,0.0113636363636364,0.261363636363636,0.00378787878787879,0.00757575757575758,0.00378787878787879,0,0.0113636363636364,0,0,0,0.0265151515151515,0,0,0.21969696969697,0,0,0,0,0,0.00378787878787879,0.00757575757575758,0,0,0,0,0,0,0,0,0,0,0,0.00378787878787879,0,0,0.0113636363636364,0,0,0,0,0,0,0,0,0,0.0984848484848485,0.00757575757575758,0
90,3889,0.0026246719160105,0,0,0,0.089238845144357,0.131233595800525,0.149606299212598,0.0026246719160105,0,0.0078740157480315,0.335958005249344,0.0026246719160105,0.005249343832021,0.0026246719160105,0.005249343832021,0.0498687664041995,0.0026246719160105,0,0.0026246719160105,0.010498687664042,0,0,0.115485564304462,0,0,0,0,0,0,0.0026246719160105,0,0,0,0,0,0,0,0,0,0.0026246719160105,0,0.005249343832021,0,0,0.0026246719160105,0,0.0026246719160105,0.0078740157480315,0,0,0,0,0,0,0.0603674540682415,0,0
95,4129,0.00230414746543779,0.00230414746543779,0,0.00230414746543779,0.0691244239631336,0.131336405529954,0.188940092165899,0.0161290322580645,0,0.0161290322580645,0.221198156682028,0.00691244239631336,0,0.00460829493087558,0,0.0161290322580645,0,0,0.00460829493087558,0.00691244239631336,0,0,0.168202764976959,0,0.00230414746543779,0,0,0.0115207373271889,0.00230414746543779,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0,0.00230414746543779,0.00230414746543779,0.00460829493087558,0.00230414746543779,0,0,0,0,0,0,0,0,0,0.0852534562211982,0.0276497695852535,0
98,4274,0.0117994100294985,0.00294985250737463,0,0,0.15929203539823,0.100294985250737,0.179941002949853,0.0353982300884956,0,0.0147492625368732,0.218289085545723,0.00589970501474926,0.00589970501474926,0.00294985250737463,0.00294985250737463,0.0176991150442478,0,0,0,0.00589970501474926,0,0,0.129793510324484,0,0,0,0,0.00589970501474926,0.00294985250737463,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0.00589970501474926,0,0,0.00589970501474926,0,0,0,0,0,0,0,0,0,0.0471976401179941,0.0353982300884956,0
110,4874,0,0.00202839756592292,0,0,0.133874239350913,0.0608519269776876,0.137931034482759,0.00405679513184584,0,0.00202839756592292,0.133874239350913,0.00405679513184584,0,0,0.00202839756592292,0.00405679513184584,0,0,0,0.00202839756592292,0,0,0.141987829614604,0,0,0,0,0.00202839756592292,0.00202839756592292,0,0.00202839756592292,0,0,0.00202839756592292,0,0,0,0,0,0,0,0.00811359026369168,0,0,0,0,0,0,0,0,0,0,0,0,0.0446247464503043,0.310344827586207,0
120,5410,0,0.00367647058823529,0,0,0.0735294117647059,0.0183823529411765,0.154411764705882,0.00735294117647059,0,0.00735294117647059,0.169117647058824,0.00367647058823529,0.00735294117647059,0,0.00735294117647059,0.00367647058823529,0,0,0.00735294117647059,0.0147058823529412,0,0.00367647058823529,0.117647058823529,0,0,0,0,0.00735294117647059,0.0294117647058824,0.0257352941176471,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0.165441176470588,0.161764705882353,0
130,5990,0,0,0,0,0.370813397129187,0.0526315789473684,0.148325358851675,0.00239234449760766,0,0.00478468899521531,0.162679425837321,0.00956937799043062,0,0,0,0.0239234449760766,0,0,0,0,0,0,0.169856459330144,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0.00478468899521531,0,0,0,0,0.00956937799043062,0,0,0,0,0.00239234449760766,0,0,0.00956937799043062,0,0,0,0,0,0,0.0263157894736842,0,0
139,6531,0,0.00265957446808511,0,0,0.151595744680851,0.0718085106382979,0.0518617021276596,0,0,0.00132978723404255,0.0531914893617021,0.00265957446808511,0,0,0,0.00265957446808511,0.00132978723404255,0,0,0.00132978723404255,0,0,0.0438829787234043,0,0,0,0,0,0.00132978723404255,0,0.00132978723404255,0,0,0.00132978723404255,0,0,0,0,0,0,0.00132978723404255,0.00132978723404255,0,0,0.00132978723404255,0,0,0.00132978723404255,0,0,0,0,0,0,0.571808510638298,0.0345744680851064,0
147,7009,0,0.0090702947845805,0,0,0.247165532879819,0.240362811791383,0.160997732426304,0,0,0,0.201814058956916,0.00226757369614512,0.00226757369614512,0,0,0,0,0,0,0.00226757369614512,0.00226757369614512,0,0.0680272108843537,0,0,0,0,0.00226757369614512,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0.00453514739229025,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0.0113378684807256,0.0408163265306122,0
160,7741,0,0.00387596899224806,0,0.0193798449612403,0.124031007751938,0.155038759689922,0.062015503875969,0,0,0.0193798449612403,0.147286821705426,0.0155038759689922,0.0116279069767442,0.0116279069767442,0,0.0155038759689922,0,0,0,0.00775193798449612,0,0,0.0697674418604651,0,0,0,0,0.0193798449612403,0.0155038759689922,0.00775193798449612,0.00387596899224806,0,0.00387596899224806,0,0,0,0,0,0,0.0116279069767442,0,0.00387596899224806,0,0,0.0155038759689922,0,0,0,0,0,0,0,0,0,0.0155038759689922,0.24031007751938,0
170,8233,0,0.00387596899224806,0,0,0.122093023255814,0.22093023255814,0.127906976744186,0,0,0.0116279069767442,0.232558139534884,0.00387596899224806,0,0,0,0.00387596899224806,0,0,0,0,0,0,0.0251937984496124,0,0,0,0,0.00387596899224806,0,0,0,0,0,0,0.00193798449612403,0,0,0,0,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,0.00775193798449612,0.224806201550388,0.00193798449612403
180,8650,0,0.0411764705882353,0,0,0.174117647058824,0.217647058823529,0.0870588235294118,0.0258823529411765,0,0.00588235294117647,0.176470588235294,0.00235294117647059,0.00705882352941176,0.00352941176470588,0.00352941176470588,0.0129411764705882,0.00117647058823529,0.00117647058823529,0,0,0.00235294117647059,0,0.00588235294117647,0,0,0,0,0.0341176470588235,0.00705882352941176,0.00117647058823529,0.00235294117647059,0,0,0,0,0,0,0,0,0.00117647058823529,0,0.00823529411764706,0.00117647058823529,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0.00235294117647059,0.170588235294118,0.00117647058823529
195,9147,0,0.0149253731343284,0,0,0.147121535181237,0.417910447761194,0.102345415778252,0.0149253731343284,0,0.00639658848614072,0.176972281449893,0.00852878464818763,0.00852878464818763,0.00639658848614072,0.00639658848614072,0.00852878464818763,0,0,0,0,0,0,0.0127931769722814,0,0,0,0,0.0127931769722814,0.0170575692963753,0.00213219616204691,0.0191897654584222,0,0,0,0,0,0,0,0,0.00426439232409382,0,0.00426439232409382,0.00213219616204691,0,0,0,0,0.00213219616204691,0,0,0,0,0,0,0.00213219616204691,0,0.00213219616204691
220,9705,0,0,0,0,0.0737463126843658,0.421828908554572,0.0589970501474926,0.153392330383481,0,0.0088495575221239,0.209439528023599,0.0117994100294985,0,0,0,0,0,0,0.00294985250737463,0.00294985250737463,0,0,0.0206489675516224,0,0,0,0,0.00294985250737463,0.00294985250737463,0.00294985250737463,0.00294985250737463,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0.0206489675516224,0,0,0,0,0,0,0,0,0,0,0,0
240,10024,0.00550964187327824,0.0137741046831956,0,0.0110192837465565,0.0826446280991736,0.388429752066116,0.110192837465565,0.0303030303030303,0,0.0165289256198347,0.129476584022039,0.0137741046831956,0.00550964187327824,0,0.00550964187327824,0.0110192837465565,0,0,0,0.00275482093663912,0,0,0.0192837465564738,0.00550964187327824,0,0.00826446280991736,0,0.0137741046831956,0,0.00826446280991736,0.0137741046831956,0,0,0,0,0,0,0,0,0.00275482093663912,0,0.00550964187327824,0,0,0.0771349862258953,0,0,0.00550964187327824,0,0,0,0,0,0,0.00275482093663912,0.0110192837465565,0
260,10357,0,0,0,0,0.0960264900662252,0.519867549668874,0.0629139072847682,0.0033112582781457,0,0.0115894039735099,0.178807947019868,0.00662251655629139,0.0115894039735099,0.00662251655629139,0,0.00165562913907285,0,0,0.00165562913907285,0,0,0,0.0033112582781457,0.00165562913907285,0,0,0,0.0182119205298013,0.00993377483443709,0.0231788079470199,0.00165562913907285,0,0.00165562913907285,0,0,0,0,0,0,0.00496688741721854,0,0.00165562913907285,0,0,0.0298013245033113,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0
275,10629,0.00446428571428571,0.0133928571428571,0.00669642857142857,0.00334821428571429,0.0892857142857143,0.4140625,0.0625,0.0178571428571429,0,0.00223214285714286,0.131696428571429,0.00334821428571429,0.00558035714285714,0.00223214285714286,0,0.00669642857142857,0,0,0.00669642857142857,0.00111607142857143,0,0,0.00334821428571429,0,0,0,0,0.1953125,0.00111607142857143,0.00446428571428571,0.00223214285714286,0,0,0,0,0,0,0,0,0.00334821428571429,0,0.00223214285714286,0.00223214285714286,0,0.0100446428571429,0,0,0,0,0,0,0,0,0,0,0.00334821428571429,0.00111607142857143
290,10900,0,0.0269320843091335,0.0105386416861827,0.00117096018735363,0.0128805620608899,0.459016393442623,0.213114754098361,0.00936768149882904,0.00117096018735363,0.0128805620608899,0.156908665105386,0.0128805620608899,0.0128805620608899,0.00117096018735363,0.00117096018735363,0.00819672131147541,0,0,0.00117096018735363,0.00117096018735363,0,0,0.00234192037470726,0,0,0,0,0.0140515222482436,0.00234192037470726,0.00936768149882904,0.0105386416861827,0.00585480093676815,0,0,0,0,0,0,0,0.00117096018735363,0.00234192037470726,0,0,0,0.00936768149882904,0,0,0,0,0,0,0,0,0,0,0,0
320,11310,0,0.173387096774194,0.00201612903225806,0,0.0120967741935484,0.502016129032258,0.155241935483871,0.00403225806451613,0,0.00806451612903226,0.0423387096774194,0.00806451612903226,0.00806451612903226,0.0100806451612903,0,0.00403225806451613,0,0,0,0.00201612903225806,0,0,0.00201612903225806,0,0,0,0,0.0241935483870968,0,0.0141129032258065,0.00604838709677419,0,0,0,0,0,0,0,0,0.0100806451612903,0,0.00201612903225806,0,0,0.0100806451612903,0,0,0,0,0,0,0,0,0,0,0,0
345,11564,0.00253164556962025,0.410126582278481,0.0227848101265823,0.00506329113924051,0.00379746835443038,0.239240506329114,0.145569620253165,0.00759493670886076,0,0.00126582278481013,0.0177215189873418,0.00126582278481013,0.00126582278481013,0.00379746835443038,0,0.00126582278481013,0,0,0,0.00126582278481013,0,0,0,0,0,0,0,0.0746835443037975,0,0.0113924050632911,0.00253164556962025,0,0,0,0,0,0,0,0,0.0177215189873418,0.00632911392405063,0,0.00506329113924051,0,0.0164556962025316,0,0,0.00126582278481013,0,0,0,0,0,0,0,0,0
370,11839,0,0.690954773869347,0,0.0050251256281407,0,0.115577889447236,0.0678391959798995,0,0,0.00251256281407035,0.00753768844221105,0,0,0.00251256281407035,0.0050251256281407,0,0,0,0,0,0,0,0.00753768844221105,0,0,0,0,0.0251256281407035,0,0.00251256281407035,0.0050251256281407,0,0,0,0,0,0,0,0,0.0175879396984925,0.00251256281407035,0.0100502512562814,0,0,0.0326633165829146,0,0,0,0,0,0,0,0,0,0,0,0
390,12131,0,0.556732223903177,0.0151285930408472,0.00605143721633888,0,0.143721633888048,0.0968229954614221,0.0121028744326778,0,0.00453857791225416,0.0211800302571861,0,0.00302571860816944,0.00302571860816944,0,0,0,0,0.00151285930408472,0,0,0,0.00151285930408472,0,0,0,0,0.0242057488653555,0,0.0075642965204236,0.00605143721633888,0,0,0,0,0,0,0,0,0.0226928895612708,0.00151285930408472,0.00151285930408472,0.00605143721633888,0,0.0635400907715582,0,0,0.00151285930408472,0,0,0,0,0,0,0,0,0
420,12689,0,0.38989898989899,0.0686868686868687,0.00808080808080808,0.00202020202020202,0.135353535353535,0.123232323232323,0.0262626262626263,0,0.00606060606060606,0.0585858585858586,0.00202020202020202,0.00202020202020202,0.00404040404040404,0,0,0,0,0.00202020202020202,0,0,0,0.00606060606060606,0,0,0,0,0.00404040404040404,0,0.0181818181818182,0.00202020202020202,0,0,0.00404040404040404,0,0,0,0,0,0.0363636363636364,0.00202020202020202,0.00404040404040404,0.00202020202020202,0.00202020202020202,0.0888888888888889,0,0,0,0,0,0,0,0,0,0.00202020202020202,0,0
440,13112,0.0260115606936416,0.595375722543353,0.0115606936416185,0.023121387283237,0,0.11271676300578,0.0491329479768786,0,0,0,0.0346820809248555,0,0.00867052023121387,0.0144508670520231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0.00867052023121387,0.0202312138728324,0.00289017341040462,0,0,0,0,0,0,0,0,0.0289017341040462,0,0.00578034682080925,0,0,0.0520231213872832,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0
470,NA,0.0145985401459854,0.109489051094891,0,0.0291970802919708,0,0.200729927007299,0.0182481751824818,0,0,0,0.0109489051094891,0,0,0.0510948905109489,0,0,0,0,0.00364963503649635,0,0,0,0,0,0,0,0,0.0218978102189781,0,0.00364963503649635,0.00364963503649635,0,0.0072992700729927,0,0,0.00364963503649635,0,0,0,0.102189781021898,0.0182481751824818,0.0072992700729927,0.0109489051094891,0,0.328467153284672,0,0,0.0255474452554745,0,0,0,0.0291970802919708,0,0,0,0,0
480,NA,0,0.164335664335664,0,0,0,0.20979020979021,0.0244755244755245,0.0524475524475524,0,0.0034965034965035,0.020979020979021,0,0,0.0314685314685315,0,0,0,0,0,0,0,0,0,0,0,0,0.013986013986014,0.0104895104895105,0,0,0.0104895104895105,0,0,0,0,0,0.0034965034965035,0,0,0.0874125874125874,0.0174825174825175,0.0104895104895105,0.013986013986014,0,0.251748251748252,0.0314685314685315,0.013986013986014,0.0104895104895105,0.0034965034965035,0,0,0,0.006993006993007,0.006993006993007,0,0,0
490,NA,0.112299465240642,0.0962566844919786,0,0.0053475935828877,0.0320855614973262,0.25668449197861,0.106951871657754,0.0641711229946524,0,0,0.0267379679144385,0,0,0.0213903743315508,0.0053475935828877,0.0106951871657754,0.0053475935828877,0,0,0,0,0,0.0106951871657754,0,0,0,0.0106951871657754,0.0320855614973262,0,0.0053475935828877,0,0,0,0,0,0,0,0,0,0.0481283422459893,0.0106951871657754,0,0.0106951871657754,0,0.106951871657754,0,0.0053475935828877,0,0,0,0,0,0,0,0.0053475935828877,0.0106951871657754,0
