"sample.depths","sample.ages","Abies.balsamea","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Acer.negundo","Acer.pensylvanicum","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.undiff.","Alnus.viridis.subsp..crispa","Alnus.incana","Betula","Carya","Castanea","Celtis","Cornus","Corylus","Cupressaceae.Taxaceae","Fagus.grandifolia","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.pennsylvanica.F..americana.type","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myricaceae","Ostrya.Carpinus","Platanus","Populus","Quercus","Rhamnus","Salix","Sambucus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Amorpha","Artemisia","Asteraceae.undiff.","Balsaminaceae","Brassicaceae","Campanulaceae","Amaranthaceae","Cyperaceae","Ericaceae.undiff.","Galium","Humulus","Iva","Monotropa","Oxalis","Dalea","Poaceae","Plantago","Polygonum","Ranunculaceae.undiff.","Rosaceae","Rumex","Saxifragaceae","Salsola","Sarcobatus.vermiculatus","Stachys","Thalictrum","Tradescantia","Urtica","Vaccinium"
410.5,3423,0,0.00626959247648903,0.00313479623824451,0.00313479623824451,0.0188087774294671,0.00940438871473354,0,0,0.00626959247648903,0,0,0,0.00940438871473354,0.00313479623824451,0.0250783699059561,0,0.00940438871473354,0.00626959247648903,0.00940438871473354,0.00313479623824451,0.0940438871473354,0.00626959247648903,0.00940438871473354,0,0.00626959247648903,0,0.00940438871473354,0.0125391849529781,0,0,0,0.00313479623824451,0,0,0.00313479623824451,0.523510971786834,0,0.0188087774294671,0.00626959247648903,0.0125391849529781,0,0.128526645768025,0,0.00626959247648903,0,0.00313479623824451,0.0125391849529781,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0.0188087774294671,0,0,0.00313479623824451,0,0,0.00626959247648903,0,0,0,0,0,0,0
510.5,5314,0,0,0,0.00609756097560976,0.00609756097560976,0,0,0,0.00304878048780488,0,0,0,0,0.00609756097560976,0.0640243902439024,0,0.00304878048780488,0,0,0.00609756097560976,0.0426829268292683,0.00304878048780488,0,0.0274390243902439,0.0304878048780488,0,0.0335365853658537,0.00914634146341463,0.00304878048780488,0,0,0,0.00914634146341463,0,0.0121951219512195,0.524390243902439,0,0.0640243902439024,0.00304878048780488,0,0,0.0884146341463415,0,0.00304878048780488,0,0.00609756097560976,0.00914634146341463,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0.024390243902439,0,0,0.00609756097560976,0,0,0.00304878048780488,0,0,0,0,0,0,0
606.5,7769,0,0,0.0062111801242236,0,0.0062111801242236,0,0,0,0,0.0093167701863354,0,0,0,0.0093167701863354,0.0372670807453416,0,0.015527950310559,0,0,0.0031055900621118,0.0062111801242236,0,0.015527950310559,0.0093167701863354,0.0093167701863354,0,0,0.0031055900621118,0.0031055900621118,0,0,0.0062111801242236,0.0031055900621118,0,0,0.698757763975155,0,0,0,0.0093167701863354,0,0.0900621118012422,0,0.0217391304347826,0,0,0.0031055900621118,0,0,0,0.0093167701863354,0,0,0,0,0,0,0,0,0.0248447204968944,0,0,0,0,0,0,0,0,0,0,0,0,0
614.5,8006,0,0.00302114803625378,0.0151057401812689,0,0,0.0906344410876133,0,0,0.0181268882175227,0,0.00302114803625378,0,0,0.00302114803625378,0.0422960725075529,0,0.00302114803625378,0,0.00906344410876133,0,0.0574018126888218,0,0.0392749244712991,0.00302114803625378,0.00302114803625378,0,0.00604229607250755,0.0151057401812689,0,0,0,0,0.0151057401812689,0.00604229607250755,0.0151057401812689,0.341389728096677,0,0.11178247734139,0,0,0,0.108761329305136,0,0.0181268882175227,0,0.00302114803625378,0,0,0,0,0.00906344410876133,0,0,0,0,0.00302114803625378,0,0.00302114803625378,0,0.0483383685800604,0,0,0,0,0,0.00604229607250755,0,0,0,0,0,0,0
632.5,8533,0.00593471810089021,0.0178041543026706,0,0,0.0415430267062315,0,0,0,0.00593471810089021,0,0,0,0.0029673590504451,0,0.056379821958457,0.00593471810089021,0.00890207715133531,0,0,0.00890207715133531,0,0,0.0237388724035608,0,0,0,0.0029673590504451,0.0029673590504451,0,0,0,0,0.0237388724035608,0.00890207715133531,0.00890207715133531,0.554896142433234,0,0.0267062314540059,0.0178041543026706,0.00593471810089021,0,0.0741839762611276,0,0.029673590504451,0,0.00593471810089021,0.0029673590504451,0,0,0,0.0118694362017804,0,0,0,0,0,0,0,0,0.0267062314540059,0.0178041543026706,0,0,0,0,0,0,0,0,0,0,0,0
638.5,8686,0,0.0170454545454545,0,0,0.0340909090909091,0.00568181818181818,0,0.00284090909090909,0.0113636363636364,0,0,0,0.00852272727272727,0.00284090909090909,0.0482954545454545,0.00284090909090909,0.0142045454545455,0,0,0.00568181818181818,0.00284090909090909,0.00852272727272727,0.00284090909090909,0,0.00852272727272727,0,0.00284090909090909,0.00284090909090909,0,0,0,0,0.03125,0,0.00284090909090909,0.551136363636364,0,0.0539772727272727,0,0.00284090909090909,0,0.0596590909090909,0,0.0397727272727273,0,0.00852272727272727,0,0,0,0,0.00568181818181818,0.00852272727272727,0.00284090909090909,0,0,0,0,0,0,0,0.0426136363636364,0.00852272727272727,0,0,0,0,0,0,0,0,0,0,0
644.5,8826,0,0.0112994350282486,0,0,0.0451977401129944,0.00282485875706215,0,0,0.0169491525423729,0.00282485875706215,0,0,0,0.00282485875706215,0.0480225988700565,0.0169491525423729,0.00564971751412429,0,0.00282485875706215,0.0169491525423729,0,0.00282485875706215,0.0225988700564972,0.00282485875706215,0.00564971751412429,0,0,0.0112994350282486,0,0,0,0,0.0225988700564972,0,0.0141242937853107,0.519774011299435,0,0.00847457627118644,0,0.00564971751412429,0,0.0875706214689266,0,0.0367231638418079,0,0.0141242937853107,0,0,0,0,0.00847457627118644,0.00564971751412429,0,0,0,0,0,0,0,0.0395480225988701,0.00847457627118644,0,0,0,0.00847457627118644,0,0,0,0.00282485875706215,0,0,0,0
651.5,8975,0,0.0114613180515759,0,0,0.0429799426934097,0.00859598853868195,0,0,0.00573065902578797,0,0,0,0,0.00859598853868195,0.0487106017191977,0,0.00573065902578797,0.00286532951289398,0.00286532951289398,0.0114613180515759,0,0,0.00859598853868195,0,0,0,0.00286532951289398,0.00859598853868195,0,0,0,0.00859598853868195,0.0143266475644699,0,0.00573065902578797,0.527220630372493,0.00286532951289398,0.0630372492836676,0,0.00573065902578797,0.00573065902578797,0.0716332378223496,0,0.0458452722063037,0,0.00859598853868195,0.00286532951289398,0,0,0,0.00573065902578797,0.00573065902578797,0,0,0,0,0,0,0,0.0458452722063037,0.00286532951289398,0,0,0,0.00286532951289398,0,0,0,0,0.00573065902578797,0,0,0
656.5,9074,0.00289855072463768,0.0173913043478261,0.00289855072463768,0,0.0521739130434783,0.00579710144927536,0,0,0.0144927536231884,0.00289855072463768,0,0,0.00579710144927536,0.00869565217391304,0.0463768115942029,0,0.0144927536231884,0,0,0,0.00579710144927536,0,0.00579710144927536,0,0,0,0.00289855072463768,0.00579710144927536,0.00579710144927536,0,0,0.00579710144927536,0.0144927536231884,0,0.0144927536231884,0.515942028985507,0.00289855072463768,0.0492753623188406,0,0.00869565217391304,0,0.0608695652173913,0,0.0289855072463768,0,0.0144927536231884,0,0,0,0,0.0115942028985507,0.00289855072463768,0,0,0,0,0,0,0,0.0463768115942029,0.0173913043478261,0,0,0,0.00579710144927536,0,0,0,0,0,0,0,0
662.5,9185,0,0.0088235294117647,0.00294117647058824,0,0.0411764705882353,0,0,0,0.0294117647058824,0,0,0,0,0.0088235294117647,0.0470588235294118,0,0,0,0,0,0.0117647058823529,0,0,0,0,0,0.00294117647058824,0.00588235294117647,0.00294117647058824,0,0,0,0.0323529411764706,0,0.0147058823529412,0.5,0,0.0352941176470588,0,0.0205882352941176,0,0.117647058823529,0,0.0235294117647059,0,0.00588235294117647,0.00588235294117647,0,0,0,0.0147058823529412,0.00294117647058824,0,0,0,0,0,0,0,0.0323529411764706,0.0205882352941176,0,0,0,0.0088235294117647,0,0,0,0,0.00294117647058824,0,0,0
