"sample.depths","sample.ages","Abies.balsamea","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Acer.negundo","Acer.pensylvanicum","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.undiff.","Alnus.viridis.subsp..crispa","Alnus.incana","Betula","Carya","Castanea","Celtis","Cornus","Corylus","Cupressaceae.Taxaceae","Fagus.grandifolia","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.pennsylvanica.F..americana.type","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myricaceae","Ostrya.Carpinus","Platanus","Populus","Quercus","Rhamnus","Salix","Sambucus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Amorpha","Artemisia","Asteraceae.undiff.","Balsaminaceae","Brassicaceae","Campanulaceae","Amaranthaceae","Cyperaceae","Ericaceae.undiff.","Galium","Humulus","Iva","Monotropa","Oxalis","Dalea","Poaceae","Plantago","Polygonum","Ranunculaceae.undiff.","Rosaceae","Rumex","Saxifragaceae","Salsola","Sarcobatus.vermiculatus","Stachys","Thalictrum","Tradescantia","Urtica","Vaccinium"
670.5,9323,0,0.036144578313253,0.0210843373493976,0.00301204819277108,0.036144578313253,0.0240963855421687,0,0,0,0.0331325301204819,0,0,0.00301204819277108,0.00903614457831325,0.0421686746987952,0,0.0120481927710843,0,0.0180722891566265,0,0.00602409638554217,0,0.00602409638554217,0,0,0,0.0120481927710843,0,0,0,0.00301204819277108,0.00602409638554217,0.00602409638554217,0,0,0.448795180722892,0,0.069277108433735,0,0.00903614457831325,0,0.0963855421686747,0,0.0331325301204819,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0.00301204819277108,0,0.00602409638554217,0.0331325301204819,0,0,0,0,0,0.00903614457831325,0,0,0,0,0,0.0120481927710843,0
671.5,9340,0,0.00598802395209581,0,0,0.0239520958083832,0.0149700598802395,0,0,0.00898203592814371,0,0,0,0.00898203592814371,0.0149700598802395,0.0838323353293413,0,0.00898203592814371,0,0,0.0119760479041916,0.0748502994011976,0,0.00598802395209581,0.0029940119760479,0.0029940119760479,0,0.0029940119760479,0.0209580838323353,0.00598802395209581,0,0,0,0.0029940119760479,0,0.0239520958083832,0.389221556886228,0,0.0598802395209581,0,0.00898203592814371,0,0.12874251497006,0,0.0209580838323353,0,0,0,0,0,0,0.0119760479041916,0.0119760479041916,0,0,0,0,0,0,0,0.0179640718562874,0.00598802395209581,0,0.0029940119760479,0,0.0119760479041916,0,0,0,0,0,0,0.0029940119760479,0
676.5,9422,0.00286532951289398,0.0286532951289398,0.00859598853868195,0,0.0744985673352436,0,0,0,0.0171919770773639,0,0,0,0.0200573065902579,0.00573065902578797,0.0573065902578797,0,0.00286532951289398,0.00286532951289398,0,0.0315186246418338,0,0,0.0171919770773639,0.00573065902578797,0.00573065902578797,0,0.00286532951289398,0.00286532951289398,0.00859598853868195,0,0,0,0.00859598853868195,0,0.0229226361031519,0.418338108882521,0,0.0487106017191977,0,0.00859598853868195,0,0.0716332378223496,0,0.0257879656160458,0,0.0143266475644699,0.00573065902578797,0,0,0,0,0.0200573065902579,0,0,0,0.00286532951289398,0,0,0,0.0315186246418338,0.00859598853868195,0,0,0,0.0171919770773639,0,0,0,0,0,0,0,0
682.5,9517,0,0.0127388535031847,0,0,0.0276008492569002,0,0,0,0.00424628450106157,0,0,0,0,0,0.0169851380042463,0,0.00849256900212314,0,0,0.00212314225053079,0,0,0.00212314225053079,0,0,0,0.00636942675159236,0.00212314225053079,0.00212314225053079,0,0,0,0.0212314225053079,0,0.0106157112526539,0.454352441613588,0,0.0148619957537155,0,0.00212314225053079,0,0.0488322717622081,0,0.0148619957537155,0,0.0127388535031847,0.282377919320594,0,0,0,0.00636942675159236,0,0,0,0,0,0,0,0,0.0403397027600849,0.00212314225053079,0,0,0,0.00212314225053079,0,0,0,0,0,0,0.00212314225053079,0
688.5,9611,0,0.0119402985074627,0.00597014925373134,0.00298507462686567,0.0507462686567164,0,0,0,0.00597014925373134,0,0,0,0,0.00298507462686567,0.0417910447761194,0,0.00597014925373134,0,0,0.00895522388059702,0,0,0.00597014925373134,0,0,0,0.00895522388059702,0,0,0,0.00298507462686567,0.00298507462686567,0.00597014925373134,0.00298507462686567,0.0149253731343284,0.638805970149254,0,0.00597014925373134,0,0.00895522388059702,0,0.0626865671641791,0,0.0358208955223881,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0.00298507462686567,0,0,0,0.0328358208955224,0.00298507462686567,0,0,0,0.0119402985074627,0,0,0,0,0,0,0.0119402985074627,0
694.5,9706,0,0.0117302052785924,0,0,0.0586510263929619,0,0,0.00293255131964809,0.00879765395894428,0,0,0,0.00879765395894428,0.0175953079178886,0.0410557184750733,0,0.00586510263929619,0,0.00293255131964809,0.0117302052785924,0.00879765395894428,0,0,0.00293255131964809,0.00293255131964809,0,0,0.00293255131964809,0,0.00586510263929619,0,0.00293255131964809,0.0175953079178886,0,0,0.589442815249267,0,0.0175953079178886,0,0.0175953079178886,0,0.0703812316715543,0,0.0293255131964809,0,0,0,0,0,0,0.0146627565982405,0,0,0.00293255131964809,0,0,0,0,0,0.0175953079178886,0.0117302052785924,0,0,0,0.0117302052785924,0,0,0,0,0,0,0.00293255131964809,0
700.5,9801,0,0.00595238095238095,0,0,0.0267857142857143,0,0,0,0.0148809523809524,0,0,0,0,0.0178571428571429,0.0416666666666667,0,0.0148809523809524,0,0,0.00595238095238095,0.0119047619047619,0,0.0119047619047619,0.00595238095238095,0.00595238095238095,0,0.00297619047619048,0.00297619047619048,0.00297619047619048,0,0,0.00297619047619048,0.0119047619047619,0,0,0.62797619047619,0,0.0238095238095238,0,0.0238095238095238,0,0.0476190476190476,0,0.00892857142857143,0,0,0,0,0,0,0.00595238095238095,0,0,0.00297619047619048,0,0,0,0,0,0.0357142857142857,0.0238095238095238,0,0,0,0.00892857142857143,0,0,0,0,0,0,0.00297619047619048,0
706.5,9901,0,0.00606060606060606,0.0121212121212121,0.00606060606060606,0.0515151515151515,0.00303030303030303,0,0,0.00606060606060606,0.00303030303030303,0,0,0.00303030303030303,0.0181818181818182,0.0242424242424242,0.00606060606060606,0.0181818181818182,0,0,0.00909090909090909,0,0,0.00303030303030303,0.0151515151515152,0.0151515151515152,0,0.00606060606060606,0,0,0,0,0.00606060606060606,0.0242424242424242,0,0,0.56060606060606,0,0.0333333333333333,0,0.00909090909090909,0,0.1,0,0.0212121212121212,0,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0.0181818181818182,0.00303030303030303,0.00303030303030303,0.00303030303030303,0,0,0,0,0,0,0,0,0.00303030303030303,0.00606060606060606
712.5,10005,0.00914634146341463,0.0396341463414634,0,0,0.109756097560976,0,0,0.0121951219512195,0.0365853658536585,0,0,0,0.0152439024390244,0.00304878048780488,0.0548780487804878,0,0.0121951219512195,0,0,0.0121951219512195,0,0,0.0304878048780488,0.00609756097560976,0.00609756097560976,0,0,0,0.00304878048780488,0,0,0,0.0335365853658537,0.00304878048780488,0.00304878048780488,0.396341463414634,0,0.0579268292682927,0,0.00304878048780488,0,0.073170731707317,0,0.0152439024390244,0,0.00914634146341463,0,0,0,0,0.0121951219512195,0,0,0,0,0,0,0,0,0.024390243902439,0.0182926829268293,0,0,0,0,0,0,0,0,0,0,0,0
718.5,10115,0,0.0634441087613293,0.0120845921450151,0.00302114803625378,0.193353474320242,0,0,0,0.0181268882175227,0.0362537764350453,0,0,0.00302114803625378,0,0.0453172205438066,0,0.00906344410876133,0,0,0.0151057401812689,0,0,0.0211480362537764,0,0,0,0.00302114803625378,0.00302114803625378,0,0,0,0,0.0422960725075529,0,0.00604229607250755,0.326283987915408,0.00604229607250755,0.0120845921450151,0.00604229607250755,0.0151057401812689,0,0.0664652567975831,0,0.00302114803625378,0,0.00604229607250755,0.00604229607250755,0,0,0,0.00302114803625378,0.00302114803625378,0,0,0,0,0,0,0,0.0211480362537764,0.0392749244712991,0,0,0,0.00302114803625378,0,0,0,0,0,0,0.00906344410876133,0
727.5,10296,0.00302114803625378,0.108761329305136,0.105740181268882,0.148036253776435,0.0906344410876133,0.00604229607250755,0,0.0453172205438066,0,0.0211480362537764,0,0,0,0.00302114803625378,0.0362537764350453,0.00604229607250755,0.00906344410876133,0,0.00604229607250755,0.0151057401812689,0.0332326283987915,0,0.0211480362537764,0.00906344410876133,0.00906344410876133,0,0,0.0241691842900302,0.00302114803625378,0,0,0,0.0120845921450151,0,0.0302114803625378,0.0120845921450151,0,0.0483383685800604,0,0.00302114803625378,0,0.108761329305136,0,0.00604229607250755,0,0,0,0,0,0,0,0,0,0,0.00906344410876133,0,0,0,0,0.0332326283987915,0,0,0,0,0,0.00302114803625378,0,0,0,0,0,0.0302114803625378,0
743.5,10677,0.00840336134453781,0.0672268907563025,0.0196078431372549,0.0224089635854342,0.296918767507003,0.00280112044817927,0,0.00280112044817927,0.0168067226890756,0.0420168067226891,0,0.00280112044817927,0.0112044817927171,0.0112044817927171,0.0224089635854342,0.00280112044817927,0.00840336134453781,0,0.0168067226890756,0.00840336134453781,0.00560224089635854,0,0.0420168067226891,0,0,0,0.00560224089635854,0,0.00280112044817927,0,0,0,0.0672268907563025,0,0.00280112044817927,0.103641456582633,0,0.0280112044817927,0,0,0,0.0252100840336134,0,0.0140056022408964,0,0,0.00280112044817927,0,0,0.00280112044817927,0.00840336134453781,0.0224089635854342,0,0,0,0,0,0,0,0.0476190476190476,0.0504201680672269,0,0,0,0,0,0,0,0.00560224089635854,0,0,0,0
745.5,10731,0.00302114803625378,0.0302114803625378,0.0241691842900302,0.0422960725075529,0.374622356495468,0,0.00604229607250755,0.00302114803625378,0.0151057401812689,0.0211480362537764,0,0,0,0.0211480362537764,0.0422960725075529,0,0.0211480362537764,0,0,0.0151057401812689,0,0,0.00906344410876133,0,0,0,0.00302114803625378,0.00302114803625378,0.00604229607250755,0,0,0,0.0302114803625378,0,0.00302114803625378,0.169184290030211,0.00604229607250755,0.0151057401812689,0.00302114803625378,0.0120845921450151,0,0.0302114803625378,0,0.0151057401812689,0,0.00302114803625378,0,0,0,0,0.00302114803625378,0.00302114803625378,0,0.00906344410876133,0,0,0,0,0,0.0211480362537764,0.0211480362537764,0,0.00302114803625378,0,0.00906344410876133,0,0,0,0,0,0,0.00302114803625378,0
755.5,11028,0.0031055900621118,0.0496894409937888,0.0093167701863354,0.0434782608695652,0.518633540372671,0.0031055900621118,0,0,0.0031055900621118,0.0124223602484472,0,0.0031055900621118,0.0124223602484472,0.0062111801242236,0.015527950310559,0,0.0031055900621118,0,0,0,0,0,0.015527950310559,0,0,0,0,0.0031055900621118,0,0,0.0031055900621118,0,0.0341614906832298,0,0.0124223602484472,0.133540372670807,0,0.0062111801242236,0.0031055900621118,0.0093167701863354,0,0.0279503105590062,0,0,0,0,0.0031055900621118,0,0,0,0.0093167701863354,0,0,0,0,0,0,0,0,0.015527950310559,0.0372670807453416,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0
757.5,11093,0.00609756097560976,0.213414634146341,0.0365853658536585,0.0121951219512195,0.310975609756098,0.00914634146341463,0,0.0121951219512195,0.0121951219512195,0,0,0.00609756097560976,0,0.0152439024390244,0.0213414634146341,0,0,0,0,0.00914634146341463,0,0,0.048780487804878,0,0,0,0,0.00304878048780488,0,0,0,0.00609756097560976,0.0457317073170732,0,0.00609756097560976,0.0823170731707317,0,0.024390243902439,0.00609756097560976,0,0.00609756097560976,0.024390243902439,0,0,0,0,0,0,0,0,0.00304878048780488,0.0121951219512195,0,0,0,0,0,0,0,0.024390243902439,0.0396341463414634,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0
759.5,11160,0.0125391849529781,0.0626959247648903,0.00940438871473354,0.106583072100313,0.410658307210031,0.00313479623824451,0,0,0,0.0188087774294671,0,0,0.00313479623824451,0.0219435736677116,0.0376175548589342,0,0.00626959247648903,0,0,0.00626959247648903,0,0,0.0313479623824451,0,0,0,0,0,0,0,0,0,0.0407523510971787,0,0.00313479623824451,0.128526645768025,0,0.00940438871473354,0.00626959247648903,0,0,0.0219435736677116,0,0.00313479623824451,0,0,0,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0,0.00940438871473354,0.0407523510971787,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0
760.5,11194,0.00304878048780488,0.0274390243902439,0.0274390243902439,0.0365853658536585,0.460365853658537,0,0.00304878048780488,0.00304878048780488,0.0121951219512195,0,0,0.00609756097560976,0.00304878048780488,0.00609756097560976,0.00609756097560976,0,0,0,0,0.00304878048780488,0,0,0.0152439024390244,0,0,0,0.00609756097560976,0,0,0,0,0,0.0274390243902439,0,0.00914634146341463,0.173780487804878,0.0609756097560976,0.0152439024390244,0.00304878048780488,0,0.00304878048780488,0.00304878048780488,0,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0.048780487804878,0,0.00304878048780488,0,0,0,0,0,0,0,0,0.00914634146341463,0
762.5,11264,0.00318471337579618,0.136942675159236,0.101910828025478,0.00318471337579618,0.493630573248408,0,0,0,0,0.00955414012738853,0,0,0.00636942675159236,0.00318471337579618,0,0,0,0,0.00955414012738853,0.00636942675159236,0,0,0.0318471337579618,0,0,0,0,0.00636942675159236,0.0191082802547771,0,0,0,0.00318471337579618,0,0,0.0732484076433121,0,0.0127388535031847,0.0159235668789809,0,0,0.0191082802547771,0,0.00636942675159236,0,0.00636942675159236,0.00318471337579618,0,0,0,0.00636942675159236,0,0,0,0,0,0,0,0,0.0191082802547771,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0
765.5,11373,0.0276073619631902,0.294478527607362,0.00306748466257669,0.0245398773006135,0.230061349693252,0.0153374233128834,0.00306748466257669,0,0.00306748466257669,0.0153374233128834,0,0.00306748466257669,0.00920245398773006,0.00613496932515337,0.0184049079754601,0,0.00613496932515337,0,0.00920245398773006,0.0184049079754601,0,0,0.0368098159509202,0,0,0,0.00306748466257669,0,0.0184049079754601,0,0,0,0.0552147239263804,0,0.00920245398773006,0.049079754601227,0,0.0306748466257669,0.0214723926380368,0,0,0.00920245398773006,0,0.00306748466257669,0,0,0,0,0,0,0.0153374233128834,0.0214723926380368,0,0,0,0,0,0,0,0.0245398773006135,0.00920245398773006,0,0,0,0,0,0,0,0,0.00306748466257669,0,0.00306748466257669,0
769.5,11522,0.0125786163522013,0.415094339622642,0.00628930817610063,0.00628930817610063,0.245283018867925,0,0,0,0.00314465408805031,0.0157232704402516,0,0.00628930817610063,0,0.00628930817610063,0.0125786163522013,0,0.0251572327044025,0,0,0.0188679245283019,0,0,0.00943396226415094,0,0,0,0.00314465408805031,0,0.00628930817610063,0,0,0,0.00628930817610063,0,0.00943396226415094,0.10062893081761,0.00314465408805031,0.00628930817610063,0.0157232704402516,0.00314465408805031,0,0.00628930817610063,0,0.0125786163522013,0,0.00628930817610063,0,0,0,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0.0157232704402516,0,0,0,0.00628930817610063,0,0,0,0,0,0,0.00943396226415094,0
772.5,11635,0.00307692307692308,0.283076923076923,0.0276923076923077,0.00923076923076923,0.203076923076923,0,0,0,0.00923076923076923,0.00307692307692308,0,0.0153846153846154,0,0.0153846153846154,0.0123076923076923,0,0.00923076923076923,0,0,0.0338461538461538,0,0,0.0307692307692308,0,0,0,0.00307692307692308,0,0.00615384615384615,0,0,0,0.0307692307692308,0,0.0215384615384615,0.147692307692308,0.00615384615384615,0.0123076923076923,0.00615384615384615,0,0,0.0307692307692308,0,0.0215384615384615,0,0.00307692307692308,0,0,0,0,0.00307692307692308,0.00615384615384615,0,0,0,0,0,0,0,0.0246153846153846,0.0153846153846154,0,0.00307692307692308,0,0,0.00307692307692308,0,0,0,0,0,0,0
775.5,11747,0.0117647058823529,0.452941176470588,0.0088235294117647,0,0.0676470588235294,0.0411764705882353,0,0,0.00294117647058824,0.0176470588235294,0,0.00294117647058824,0.0117647058823529,0.0088235294117647,0.0088235294117647,0.00294117647058824,0.00294117647058824,0,0.0176470588235294,0.0117647058823529,0,0,0.0470588235294118,0,0,0,0,0.00294117647058824,0.0264705882352941,0,0,0.00294117647058824,0.0352941176470588,0.00588235294117647,0,0.0441176470588235,0,0.0264705882352941,0,0,0.00294117647058824,0.0176470588235294,0,0.0235294117647059,0,0.00588235294117647,0,0,0,0,0.00588235294117647,0.0176470588235294,0,0.00294117647058824,0,0,0,0,0,0.0323529411764706,0.0176470588235294,0,0,0,0,0,0,0,0,0.00294117647058824,0,0.0088235294117647,0
777.5,11819,0.0188679245283019,0.296495956873315,0.00269541778975741,0,0.0215633423180593,0.0134770889487871,0,0.00539083557951483,0.00808625336927224,0.0188679245283019,0,0.00539083557951483,0,0.00808625336927224,0.0215633423180593,0,0.0269541778975741,0.00269541778975741,0.0134770889487871,0.0215633423180593,0.00808625336927224,0,0.0727762803234501,0,0,0,0.00269541778975741,0.00269541778975741,0.0134770889487871,0,0,0.00808625336927224,0.0673854447439353,0.00808625336927224,0.0107816711590297,0.0566037735849057,0,0.032345013477089,0.0215633423180593,0.00269541778975741,0,0.0188679245283019,0,0.045822102425876,0,0.00808625336927224,0.00269541778975741,0,0,0,0.0188679245283019,0.0134770889487871,0,0,0,0,0,0,0,0.0350404312668464,0.0404312668463612,0,0,0,0,0,0,0,0,0,0,0.0242587601078167,0
778.5,11855,0.00563380281690141,0.326760563380282,0.0112676056338028,0,0.0309859154929577,0.0028169014084507,0,0,0,0,0,0,0.00563380281690141,0.0253521126760563,0.0169014084507042,0.00563380281690141,0.028169014084507,0,0,0.0225352112676056,0.00845070422535211,0,0.0732394366197183,0,0,0,0,0,0.0028169014084507,0,0.00563380281690141,0.0028169014084507,0.0929577464788732,0,0.0225352112676056,0.104225352112676,0.00845070422535211,0.0197183098591549,0.0112676056338028,0,0.0028169014084507,0.0197183098591549,0,0.0140845070422535,0,0.00845070422535211,0.00563380281690141,0,0,0,0.0140845070422535,0.0028169014084507,0,0,0,0,0,0,0,0.0619718309859155,0.0338028169014084,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0
785.5,12085,0.00769230769230769,0.215384615384615,0.00256410256410256,0,0.0102564102564103,0.041025641025641,0,0,0,0.0307692307692308,0,0.00512820512820513,0,0.00256410256410256,0.0205128205128205,0.00256410256410256,0.00769230769230769,0,0.0179487179487179,0.0487179487179487,0,0,0.164102564102564,0,0,0,0.00256410256410256,0,0.00769230769230769,0,0,0.0102564102564103,0.0435897435897436,0,0.0128205128205128,0.0487179487179487,0.00512820512820513,0.0333333333333333,0.0230769230769231,0,0.00256410256410256,0.00769230769230769,0,0.0564102564102564,0,0.0179487179487179,0.00769230769230769,0,0,0,0.00769230769230769,0.0153846153846154,0,0.00769230769230769,0.00256410256410256,0,0,0,0,0.0692307692307692,0.0102564102564103,0,0,0.00256410256410256,0.0102564102564103,0.00256410256410256,0,0,0,0.00769230769230769,0,0.00769230769230769,0
787.5,12143,0.0027027027027027,0.345945945945946,0,0,0.0243243243243243,0,0,0,0.00540540540540541,0.0324324324324324,0,0,0.00810810810810811,0.00810810810810811,0.0351351351351351,0.00810810810810811,0.0027027027027027,0,0,0.0297297297297297,0,0,0.0675675675675676,0,0,0,0,0,0,0,0,0,0.0324324324324324,0,0.00810810810810811,0.116216216216216,0,0.0324324324324324,0.00810810810810811,0.0027027027027027,0,0.0378378378378378,0,0.0432432432432432,0,0.0162162162162162,0.0027027027027027,0,0,0,0.0108108108108108,0.0162162162162162,0,0.00540540540540541,0,0,0,0,0,0.0675675675675676,0.0135135135135135,0,0,0,0.00540540540540541,0,0,0,0,0,0,0.0108108108108108,0
