"sample.depths","sample.ages","Abies","Acer.undiff.","Arceuthobium","Artemisia","Betula","Castanea","Corylus","Cyperaceae","Fagus","Poaceae.undiff.","Larix","Asteraceae.subf..Cichorioideae","Nyssa","Ostrya.Carpinus","Oxyria.digyna","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Fabaceae","Alnus.viridis","Juniperus.Thuja","Juglans","Myrica","Amaranthaceae","Cerealia","Ranunculus","Acer.saccharum","Cornus.canadensis","Pinus.strobus","Fraxinus.nigra","Fraxinus.pennsylvanica","Picea.glauca","Picea.mariana","Carya","Caryophyllaceae","Polygonum.undiff.","Populus","Viburnum","Cornus.racemosa","Rosaceae.undiff.","Lamiaceae","Celtis","Thalictrum","Apiaceae","Vitis","Shepherdia","Brassicaceae","Morus","Ephedra","Galium","Polygonum.viviparum","Saxifraga.oppositifolia","Filipendula","Epilobium","Shepherdia.argentea","Rubus","Urticaceae"
868,1,0.0297504798464491,0.0182341650671785,0.00191938579654511,0.00191938579654511,0.256238003838772,0.000959692898272553,0.0134357005758157,0.00671785028790787,0.0470249520153551,0.0153550863723608,0.00287907869481766,0.000959692898272553,0.00191938579654511,0.0134357005758157,0.000959692898272553,0.119961612284069,0.00287907869481766,0.027831094049904,0.00767754318618042,0.0105566218809981,0.00287907869481766,0.0460652591170825,0.00287907869481766,0.0287907869481766,0.0623800383877159,0.0940499040307102,0.000959692898272553,0.000959692898272553,0.00767754318618042,0.00191938579654511,0.0163147792706334,0.00767754318618042,0.00191938579654511,0.00287907869481766,0.0182341650671785,0.000959692898272553,0.081573896353167,0.0191938579654511,0.00191938579654511,0.0191938579654511,0.000959692898272553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,92,0.0171428571428571,0.0019047619047619,0.000952380952380952,0.00285714285714286,0.239047619047619,0.000952380952380952,0.00857142857142857,0.0104761904761905,0.0476190476190476,0.0152380952380952,0,0,0,0.0247619047619048,0.000952380952380952,0.184761904761905,0.00285714285714286,0.0219047619047619,0.0247619047619048,0.00952380952380952,0.0019047619047619,0.0638095238095238,0,0.00952380952380952,0.0495238095238095,0.0361904761904762,0.000952380952380952,0,0.020952380952381,0.000952380952380952,0.000952380952380952,0,0.000952380952380952,0,0.0161904761904762,0,0.14952380952381,0.00857142857142857,0,0.019047619047619,0,0.0019047619047619,0.000952380952380952,0.000952380952380952,0.000952380952380952,0.000952380952380952,0.000952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,185,0.0134357005758157,0.0153550863723608,0,0.00191938579654511,0.284069097888676,0,0.00671785028790787,0.00383877159309021,0.0259117082533589,0.00287907869481766,0.00575815738963532,0,0.00767754318618042,0.0230326295585413,0,0.144913627639155,0.000959692898272553,0.0124760076775432,0.0153550863723608,0,0.000959692898272553,0.055662188099808,0.00191938579654511,0.0105566218809981,0.0211132437619962,0.0163147792706334,0,0.0134357005758157,0.0220729366602687,0.000959692898272553,0.0345489443378119,0,0,0.00287907869481766,0.0211132437619962,0,0.206333973128599,0.00959692898272553,0.00287907869481766,0.00575815738963532,0,0.00287907869481766,0,0,0.00191938579654511,0,0.00287907869481766,0.000959692898272553,0.000959692898272553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,277,0.00952380952380952,0.00571428571428571,0,0.00380952380952381,0.254285714285714,0.00285714285714286,0.00952380952380952,0,0.0247619047619048,0,0.00666666666666667,0,0.000952380952380952,0.0152380952380952,0,0.228571428571429,0.00666666666666667,0.0361904761904762,0.00761904761904762,0.00380952380952381,0.0019047619047619,0.0904761904761905,0,0.0114285714285714,0.0247619047619048,0.00285714285714286,0,0,0.00952380952380952,0.000952380952380952,0.0019047619047619,0,0,0.000952380952380952,0.0180952380952381,0,0.201904761904762,0.00761904761904762,0,0.00666666666666667,0,0.000952380952380952,0.000952380952380952,0,0.000952380952380952,0,0,0.000952380952380952,0,0.000952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,369,0.0160804020100503,0.00603015075376884,0.0100502512562814,0.00603015075376884,0.196984924623116,0.00201005025125628,0.00402010050251256,0.014070351758794,0.0241206030150754,0.0180904522613065,0.00402010050251256,0,0,0.0261306532663317,0,0.201005025125628,0,0.0442211055276382,0.00402010050251256,0.0180904522613065,0.00201005025125628,0.0964824120603015,0.00402010050251256,0.0261306532663317,0.0442211055276382,0.00402010050251256,0,0,0.00100502512562814,0,0,0,0,0,0.0341708542713568,0,0.14070351758794,0.0120603015075377,0.00402010050251256,0.014070351758794,0,0.00804020100502513,0,0,0.00603015075376884,0,0,0,0,0.00402010050251256,0.00402010050251256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,461,0.013,0.008,0,0.002,0.197,0,0.004,0.002,0.05,0.001,0.008,0,0.007,0.011,0,0.15,0.002,0.041,0.007,0,0,0.269,0,0.019,0.024,0,0,0.002,0.02,0,0,0.001,0,0.001,0.023,0.001,0.105,0.01,0.002,0.013,0,0.004,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0
892,554,0.0157946692991115,0.016781836130306,0.00197433366238894,0.000987166831194472,0.189536031589339,0.000987166831194472,0.00789733464955577,0.00296150049358342,0.0621915103652517,0.00493583415597236,0.000987166831194472,0,0,0.0256663376110563,0.000987166831194472,0.157946692991115,0.00296150049358342,0.033563672260612,0.00197433366238894,0.00987166831194472,0.00394866732477789,0.220138203356367,0.00197433366238894,0.0246791707798618,0.0345508390918065,0.00394866732477789,0,0,0.00394866732477789,0,0.000987166831194472,0.000987166831194472,0,0.0069101678183613,0.0246791707798618,0,0.106614017769003,0.0128331688055281,0.000987166831194472,0.0108588351431392,0,0.00197433366238894,0,0,0,0,0,0,0,0.000987166831194472,0,0,0,0,0.000987166831194472,0,0,0,0,0,0,0,0,0,0
896,646,0.00985221674876847,0.0108374384236453,0,0.00394088669950739,0.220689655172414,0.000985221674876847,0.00197044334975369,0.00788177339901478,0.0857142857142857,0.00591133004926108,0.00197044334975369,0,0.000985221674876847,0.0236453201970443,0,0.159605911330049,0.00197044334975369,0.0423645320197044,0.00591133004926108,0.00295566502463054,0.00591133004926108,0.182266009852217,0.000985221674876847,0.0463054187192118,0.0147783251231527,0,0,0,0.00985221674876847,0.00197044334975369,0.000985221674876847,0,0,0.00197044334975369,0.0246305418719212,0,0.0876847290640394,0.0187192118226601,0.00295566502463054,0.0108374384236453,0,0,0,0,0.00197044334975369,0,0,0,0,0,0,0,0,0,0.000985221674876847,0,0,0,0,0,0,0,0,0,0
898,692,0.0122824974411464,0.022517911975435,0.00102354145342886,0.00409416581371546,0.201637666325486,0,0.00409416581371546,0.00409416581371546,0.106448311156602,0,0.00921187308085977,0,0.00409416581371546,0.0133060388945752,0,0.110542476970317,0.00511770726714432,0.0245649948822927,0.00511770726714432,0,0.00307062436028659,0.257932446264074,0.00102354145342886,0.0184237461617195,0.00921187308085977,0.00102354145342886,0,0,0.00204708290685773,0.00102354145342886,0.00818833162743091,0,0,0.0112589559877175,0.0235414534288639,0,0.106448311156602,0.015353121801433,0.00511770726714432,0.00511770726714432,0,0,0,0,0.00102354145342886,0,0.00102354145342886,0,0,0,0,0,0,0,0,0.00102354145342886,0,0,0,0,0,0,0,0,0
902,784,0.00890207715133531,0.00890207715133531,0.0009891196834817,0.0029673590504451,0.216617210682493,0.0009891196834817,0.0029673590504451,0.00890207715133531,0.0949554896142433,0.0029673590504451,0.0039564787339268,0,0,0.0158259149357072,0,0.128585558852621,0.0039564787339268,0.0316518298714144,0.0079129574678536,0.0039564787339268,0,0.252225519287834,0.0009891196834817,0.0227497527200791,0.0148367952522255,0,0,0,0.0079129574678536,0,0.0019782393669634,0.0019782393669634,0,0.0009891196834817,0.0187932739861523,0,0.106824925816024,0.00692383778437191,0.0009891196834817,0.009891196834817,0.0009891196834817,0.0019782393669634,0,0,0.0039564787339268,0.0009891196834817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
