"sample.depths","sample.ages","Abies","Acer.undiff.","Arceuthobium","Artemisia","Betula","Castanea","Corylus","Cyperaceae","Fagus","Poaceae.undiff.","Larix","Asteraceae.subf..Cichorioideae","Nyssa","Ostrya.Carpinus","Oxyria.digyna","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Fabaceae","Alnus.viridis","Juniperus.Thuja","Juglans","Myrica","Amaranthaceae","Cerealia","Ranunculus","Acer.saccharum","Cornus.canadensis","Pinus.strobus","Fraxinus.nigra","Fraxinus.pennsylvanica","Picea.glauca","Picea.mariana","Carya","Caryophyllaceae","Polygonum.undiff.","Populus","Viburnum","Cornus.racemosa","Rosaceae.undiff.","Lamiaceae","Celtis","Thalictrum","Apiaceae","Vitis","Shepherdia","Brassicaceae","Morus","Ephedra","Galium","Polygonum.viviparum","Saxifraga.oppositifolia","Filipendula","Epilobium","Shepherdia.argentea","Rubus","Urticaceae"
904,831,0.005,0.038,0,0.004,0.146,0,0.007,0.002,0.101,0.002,0.005,0,0.004,0.007,0.006,0.085,0.004,0.016,0.007,0,0.003,0.37,0,0.021,0.025,0,0,0,0.005,0.001,0.004,0,0,0.001,0.013,0,0.095,0.007,0.001,0.007,0,0.005,0,0,0.002,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
908,923,0.00713557594291539,0.00611620795107034,0.00305810397553517,0.00101936799184506,0.176350662589195,0,0.00509683995922528,0.0112130479102956,0.106014271151886,0.00407747196738022,0.00305810397553517,0,0,0.0265035677879715,0,0.108053007135576,0.00101936799184506,0.0203873598369011,0.00509683995922528,0,0.00815494393476045,0.27013251783894,0.00203873598369011,0.0346585117227319,0.0152905198776758,0,0,0,0.0203873598369011,0.00101936799184506,0.00407747196738022,0.00305810397553517,0,0.00611620795107034,0.018348623853211,0,0.101936799184506,0.00713557594291539,0.00611620795107034,0.0091743119266055,0,0.00611620795107034,0,0,0,0.00101936799184506,0,0,0,0,0,0,0,0,0,0,0.00101936799184506,0,0,0,0,0,0,0,0
912,1015,0.00603015075376884,0.0180904522613065,0.00201005025125628,0.00804020100502513,0.239195979899497,0,0.0050251256281407,0.0110552763819095,0.0673366834170854,0,0.00402010050251256,0,0.0241206030150754,0.0160804020100503,0,0.085427135678392,0.00402010050251256,0.0180904522613065,0.00703517587939699,0.00100502512562814,0.0100502512562814,0.221105527638191,0,0.0180904522613065,0.0120603015075377,0.00402010050251256,0,0.00301507537688442,0.0452261306532663,0,0.00904522613065327,0,0,0,0.014070351758794,0,0.119597989949749,0.0120603015075377,0.00402010050251256,0.00603015075376884,0.00100502512562814,0.00100502512562814,0,0,0,0,0.00100502512562814,0,0,0,0.00201005025125628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,1107,0.00403632694248234,0.012108980827447,0.00302724520686176,0.00100908173562059,0.246215943491423,0,0.00302724520686176,0.00302724520686176,0.104944500504541,0.00201816347124117,0.00403632694248234,0,0.00100908173562059,0.00908173562058527,0,0.1029263370333,0.00504540867810293,0.0282542885973764,0.00504540867810293,0.00100908173562059,0.00605449041372351,0.261352169525732,0.00100908173562059,0.0302724520686176,0.0161453077699294,0,0,0.00100908173562059,0.00504540867810293,0,0.00201816347124117,0.00100908173562059,0,0.00302724520686176,0.0211907164480323,0,0.0918264379414733,0.00908173562058527,0.00201816347124117,0.00504540867810293,0,0.00302724520686176,0,0.00100908173562059,0,0,0,0,0,0.00302724520686176,0.00100908173562059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,1200,0.0090270812437312,0.0300902708124373,0,0,0.199598796389167,0,0.00802407221664995,0.00100300902708124,0.111334002006018,0.00401203610832497,0.00200601805416249,0,0.0090270812437312,0.0160481444332999,0,0.105315947843531,0.00501504513540622,0.0230692076228686,0.00501504513540622,0.00100300902708124,0.00501504513540622,0.266800401203611,0,0.0341023069207623,0.0140421263791374,0,0,0.00300902708124373,0.0140421263791374,0,0.0150451354062187,0.00100300902708124,0,0.00300902708124373,0.0120361083249749,0,0.0672016048144433,0.0110330992978937,0.00100300902708124,0.00802407221664995,0.00200601805416249,0.00200601805416249,0,0,0,0,0,0,0,0,0,0,0,0,0.00100300902708124,0,0,0.0100300902708124,0,0,0,0,0,0,0
924,1292,0.00471253534401508,0.00942507068803016,0.000942507068803016,0,0.196041470311027,0.000942507068803016,0.0103675777568332,0.000942507068803016,0.142318567389255,0.00377002827521206,0.00188501413760603,0,0,0.0141376060320452,0.000942507068803016,0.0744580584354383,0.00659754948162111,0.0508953817153629,0.00188501413760603,0.000942507068803016,0.00282752120640905,0.333647502356268,0.00188501413760603,0.0226201696512724,0.0235626767200754,0.000942507068803016,0,0,0.0150801131008483,0,0.00282752120640905,0,0,0.000942507068803016,0.0273327049952875,0,0.0320452403393025,0.00754005655042413,0,0.00377002827521206,0,0.00377002827521206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,1384,0.00445632798573975,0.0267379679144385,0.00089126559714795,0.0071301247771836,0.199643493761141,0,0.00802139037433155,0.0089126559714795,0.112299465240642,0.00089126559714795,0.0017825311942959,0,0.0160427807486631,0.0053475935828877,0,0.073083778966132,0.00089126559714795,0.0213903743315508,0.0106951871657754,0.00089126559714795,0.00445632798573975,0.198752228163993,0.00089126559714795,0.0383244206773619,0.0124777183600713,0.00089126559714795,0,0.0151515151515152,0.0294117647058824,0.00267379679144385,0.017825311942959,0,0,0.00267379679144385,0.0204991087344029,0.00089126559714795,0.135472370766488,0.00802139037433155,0.00089126559714795,0.0017825311942959,0,0.00267379679144385,0.00089126559714795,0,0,0,0.0017825311942959,0.0017825311942959,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,1477,0.0106280193236715,0.00676328502415459,0.000966183574879227,0.00193236714975845,0.257971014492754,0,0.00676328502415459,0.00386473429951691,0.0560386473429952,0.00193236714975845,0.00193236714975845,0,0,0.0135265700483092,0.000966183574879227,0.151690821256039,0.00386473429951691,0.0289855072463768,0.00193236714975845,0,0.00772946859903382,0.277294685990338,0,0.0164251207729469,0.0183574879227053,0.00193236714975845,0,0,0.0173913043478261,0.00386473429951691,0,0,0,0.00193236714975845,0.0241545893719807,0,0.0628019323671498,0.00676328502415459,0.000966183574879227,0.00676328502415459,0,0.00193236714975845,0,0,0.000966183574879227,0,0,0,0,0.000966183574879227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,1569,0.00504540867810293,0.0211907164480323,0.00201816347124117,0,0.170534813319879,0,0.00201816347124117,0.00504540867810293,0.123107971745711,0,0.0100908173562059,0,0.0262361251261352,0.0161453077699294,0,0.113017154389506,0.00605449041372351,0.024217961654894,0.0110998990918264,0.00302724520686176,0.00807265388496468,0.205852674066599,0.00302724520686176,0.0302724520686176,0.0131180625630676,0,0,0.00100908173562059,0.0141271442986882,0,0,0.00100908173562059,0,0.00504540867810293,0.029263370332997,0,0.12108980827447,0.0181634712411705,0.00403632694248234,0.00201816347124117,0,0.00403632694248234,0,0,0,0,0,0,0,0,0,0.00100908173562059,0,0,0,0,0,0,0,0,0,0,0,0,0
940,1661,0.00701402805611222,0.0140280561122244,0.00100200400801603,0.0030060120240481,0.202404809619238,0,0.00200400801603206,0.00601202404809619,0.127254509018036,0.00100200400801603,0.00200400801603206,0,0,0.0220440881763527,0.00100200400801603,0.164328657314629,0.00400801603206413,0.030060120240481,0.0100200400801603,0.0030060120240481,0.0030060120240481,0.183366733466934,0,0.0280561122244489,0.0180360721442886,0.00200400801603206,0,0.00100200400801603,0.00601202404809619,0.00200400801603206,0.00100200400801603,0,0,0.00601202404809619,0.0210420841683367,0,0.101202404809619,0.0160320641282565,0.00400801603206413,0.0030060120240481,0,0,0,0,0.0030060120240481,0.00100200400801603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,1779,0.00493583415597236,0.0306021717670286,0.00296150049358342,0.00394866732477789,0.190523198420533,0,0.0069101678183613,0.00888450148075025,0.0957551826258638,0,0,0,0,0.0148075024679171,0,0.11253701875617,0.00493583415597236,0.0207305034550839,0.00296150049358342,0.000987166831194472,0.00296150049358342,0.282329713721619,0,0.0217176702862784,0.0197433366238894,0,0,0,0.0306021717670286,0.00296150049358342,0.000987166831194472,0,0,0.000987166831194472,0.0246791707798618,0,0.0789733464955577,0.0217176702862784,0.000987166831194472,0.00394866732477789,0,0.00394866732477789,0,0,0.000987166831194472,0,0,0,0,0,0,0,0,0.000987166831194472,0,0,0,0,0,0,0,0,0,0,0
948,1897,0.00694444444444444,0.0148809523809524,0.000992063492063492,0.00297619047619048,0.203373015873016,0,0.00496031746031746,0.00297619047619048,0.0882936507936508,0.000992063492063492,0.00198412698412698,0,0.000992063492063492,0.0158730158730159,0.00198412698412698,0.133928571428571,0.00496031746031746,0.0208333333333333,0.00793650793650794,0,0.00892857142857143,0.205357142857143,0,0.0327380952380952,0.0178571428571429,0.000992063492063492,0,0,0.00694444444444444,0.000992063492063492,0.00198412698412698,0.000992063492063492,0,0.00198412698412698,0.0158730158730159,0,0.157738095238095,0.00992063492063492,0.00496031746031746,0.0109126984126984,0,0.00396825396825397,0.000992063492063492,0,0.000992063492063492,0,0,0,0,0.000992063492063492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,2015,0.00770712909441233,0.0163776493256262,0.000963391136801541,0.00192678227360308,0.187861271676301,0,0.01252408477842,0.0115606936416185,0.0973025048169557,0.00192678227360308,0.00192678227360308,0,0,0.0134874759152216,0.00289017341040462,0.170520231213873,0.00385356454720617,0.0308285163776493,0.00578034682080925,0.00289017341040462,0.00481695568400771,0.204238921001927,0.000963391136801541,0.0308285163776493,0.0240847784200385,0.000963391136801541,0,0.00192678227360308,0.00578034682080925,0,0.00289017341040462,0,0,0,0.0269749518304432,0,0.0992292870905588,0.01252408477842,0.000963391136801541,0.00578034682080925,0,0.00578034682080925,0,0,0,0,0,0,0,0.00192678227360308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,2133,0.0107843137254902,0.0294117647058824,0.000980392156862745,0.00196078431372549,0.196078431372549,0,0.00784313725490196,0.0127450980392157,0.0813725490196078,0.00294117647058824,0.00490196078431373,0,0.00196078431372549,0.00588235294117647,0,0.0754901960784314,0.00392156862745098,0.0225490196078431,0.00490196078431373,0.000980392156862745,0.00588235294117647,0.317647058823529,0,0.0186274509803922,0.0176470588235294,0,0,0.00196078431372549,0.0352941176470588,0.000980392156862745,0.00588235294117647,0,0,0.000980392156862745,0.0235294117647059,0,0.0892156862745098,0.0127450980392157,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0,0,0,0,0,0.000980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,2192,0,0.00301810865191147,0,0.00301810865191147,0.20523138832998,0,0.00603621730382294,0,0.0613682092555332,0,0.00201207243460765,0,0,0.00402414486921529,0.00201207243460765,0.137826961770624,0.00301810865191147,0.0321931589537223,0.00603621730382294,0,0.00301810865191147,0.276659959758551,0.00201207243460765,0.0402414486921529,0.0181086519114688,0,0,0,0.0221327967806841,0,0,0,0,0.00100603621730382,0.0362173038229376,0,0.107645875251509,0.017102615694165,0.00402414486921529,0.00301810865191147,0,0.00201207243460765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100603621730382,0,0,0,0,0,0,0,0
960,2251,0.0068159688412853,0.0311587147030185,0,0.00292112950340798,0.18792599805258,0,0.00486854917234664,0.00292112950340798,0.110029211295034,0.000973709834469328,0.000973709834469328,0.000973709834469328,0.000973709834469328,0.0068159688412853,0,0.141187925998053,0.0068159688412853,0.0282375851996105,0.00194741966893866,0,0.00292112950340798,0.255111976630964,0.000973709834469328,0.0272638753651412,0.0126582278481013,0,0,0,0.00876338851022395,0,0.00194741966893866,0.000973709834469328,0,0.000973709834469328,0.0253164556962025,0.000973709834469328,0.107108081791626,0.0126582278481013,0.000973709834469328,0.00194741966893866,0.000973709834469328,0.00292112950340798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,2310,0.002002002002002,0.003003003003003,0,0.003003003003003,0.193193193193193,0.001001001001001,0.005005005005005,0.004004004004004,0.087087087087087,0.002002002002002,0.004004004004004,0,0,0.019019019019019,0,0.167167167167167,0.002002002002002,0.027027027027027,0.012012012012012,0,0.009009009009009,0.214214214214214,0.004004004004004,0.028028028028028,0.026026026026026,0,0,0.001001001001001,0.015015015015015,0,0,0,0,0,0.025025025025025,0,0.117117117117117,0.014014014014014,0.003003003003003,0.009009009009009,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,2369,0.00680933852140078,0.0457198443579767,0.00194552529182879,0.00291828793774319,0.187743190661479,0.00194552529182879,0.000972762645914397,0.00778210116731518,0.0466926070038911,0,0.00389105058365759,0,0.0116731517509728,0.0214007782101167,0,0.133268482490272,0.00778210116731518,0.0272373540856031,0.00680933852140078,0,0.00680933852140078,0.213035019455253,0.00389105058365759,0.0291828793774319,0.0184824902723735,0,0,0.00486381322957198,0.0184824902723735,0.000972762645914397,0.0194552529182879,0,0,0,0.0301556420233463,0.000972762645914397,0.113813229571984,0.00972762645914397,0.000972762645914397,0.00583657587548638,0.00194552529182879,0.00194552529182879,0.000972762645914397,0,0,0,0.00291828793774319,0,0,0,0,0,0,0.000972762645914397,0,0,0,0,0,0,0,0,0,0,0
966,2428,0.00391006842619746,0.00195503421309873,0,0.00195503421309873,0.303030303030303,0,0.00195503421309873,0.00391006842619746,0.072336265884653,0.000977517106549365,0.00195503421309873,0,0,0.0146627565982405,0.000977517106549365,0.120234604105572,0.00391006842619746,0.0293255131964809,0.00586510263929619,0,0.00782013685239492,0.175953079178886,0.00195503421309873,0.0381231671554252,0.0273704789833822,0,0,0,0.0351906158357771,0.000977517106549365,0,0.000977517106549365,0,0.00293255131964809,0.0381231671554252,0,0.0791788856304985,0.00879765395894428,0.00488758553274682,0.00488758553274682,0,0.00488758553274682,0,0,0,0,0,0,0,0,0,0,0.000977517106549365,0,0,0,0,0,0,0,0,0,0,0,0
968,2487,0.00390243902439024,0.0292682926829268,0.00097560975609756,0.00195121951219512,0.19219512195122,0.00097560975609756,0.00878048780487805,0.00780487804878049,0.0907317073170732,0.00292682926829268,0.00195121951219512,0,0,0.0165853658536585,0.0048780487804878,0.071219512195122,0.0048780487804878,0.0380487804878049,0.0048780487804878,0,0.00195121951219512,0.257560975609756,0,0.0331707317073171,0.0204878048780488,0,0,0,0.0390243902439024,0.00097560975609756,0.0097560975609756,0.00292682926829268,0,0.00195121951219512,0.0263414634146341,0,0.104390243902439,0.00780487804878049,0.00195121951219512,0.00682926829268293,0,0,0.00097560975609756,0,0.00097560975609756,0,0,0,0,0,0,0,0,0,0.00097560975609756,0,0,0,0,0,0,0,0,0,0
970,2545,0.00404040404040404,0.00202020202020202,0,0.00101010101010101,0.223232323232323,0,0.00404040404040404,0.00606060606060606,0.0656565656565657,0.00202020202020202,0.00101010101010101,0,0,0.00707070707070707,0,0.137373737373737,0.00505050505050505,0.0424242424242424,0.00909090909090909,0,0.00303030303030303,0.224242424242424,0.00101010101010101,0.0252525252525253,0.0222222222222222,0,0,0,0.0373737373737374,0.00101010101010101,0.00101010101010101,0.00101010101010101,0,0.00101010101010101,0.0393939393939394,0,0.11010101010101,0.0131313131313131,0.00101010101010101,0.00808080808080808,0,0,0,0,0,0.00101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,2604,0.0228174603174603,0.0148809523809524,0,0.00198412698412698,0.177579365079365,0,0.00892857142857143,0.00297619047619048,0.0555555555555556,0,0.00396825396825397,0,0.00396825396825397,0.00793650793650794,0,0.1875,0.00297619047619048,0.0267857142857143,0.00595238095238095,0.00297619047619048,0.00297619047619048,0.211309523809524,0,0.0287698412698413,0.0218253968253968,0.00198412698412698,0,0.00892857142857143,0.0109126984126984,0.000992063492063492,0.00595238095238095,0.000992063492063492,0,0.00297619047619048,0.0287698412698413,0,0.125992063492063,0.0109126984126984,0,0.00297619047619048,0,0.00496031746031746,0,0,0,0,0,0,0,0,0.00198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,2663,0.00579150579150579,0.0028957528957529,0,0.00386100386100386,0.142857142857143,0,0.0028957528957529,0.0135135135135135,0.106177606177606,0.00386100386100386,0,0,0,0.00868725868725869,0,0.138030888030888,0.000965250965250965,0.027992277992278,0.0028957528957529,0.000965250965250965,0.00386100386100386,0.315637065637066,0.00193050193050193,0.0328185328185328,0.00386100386100386,0,0,0,0.0183397683397683,0,0,0.0028957528957529,0,0.00193050193050193,0.0299227799227799,0,0.103281853281853,0.00965250965250965,0.000965250965250965,0.00386100386100386,0,0.00482625482625483,0.000965250965250965,0,0,0.000965250965250965,0,0,0,0.000965250965250965,0,0,0.000965250965250965,0,0,0,0,0,0.000965250965250965,0,0,0,0,0,0
976,2722,0.0100704934541793,0.0231621349446123,0,0.00100704934541793,0.115810674723061,0.00100704934541793,0.00201409869083585,0.00302114803625378,0.093655589123867,0,0.00604229607250755,0,0.00100704934541793,0.0040281973816717,0.00302114803625378,0.107754279959718,0.00201409869083585,0.0241691842900302,0.00604229607250755,0,0.0100704934541793,0.305135951661631,0.00100704934541793,0.027190332326284,0.0120845921450151,0.00100704934541793,0,0.00100704934541793,0.0161127895266868,0,0.0211480362537764,0,0,0,0.013091641490433,0.00100704934541793,0.173212487411883,0.00503524672708963,0.00100704934541793,0.00302114803625378,0.00100704934541793,0.00100704934541793,0.00100704934541793,0,0.00100704934541793,0,0,0,0,0,0,0.00100704934541793,0,0,0,0,0,0,0,0,0,0,0,0,0
978,2781,0.00499001996007984,0.000998003992015968,0,0.00199600798403194,0.213572854291417,0.000998003992015968,0.00998003992015968,0.0029940119760479,0.107784431137725,0.00399201596806387,0.00399201596806387,0,0,0.00998003992015968,0,0.095808383233533,0.00199600798403194,0.0219560878243513,0.00598802395209581,0,0.0029940119760479,0.274451097804391,0.000998003992015968,0.0409181636726547,0.00998003992015968,0,0,0,0.030938123752495,0,0,0,0,0.00199600798403194,0.0389221556886228,0,0.0888223552894212,0.0169660678642715,0.00199600798403194,0.00199600798403194,0,0.000998003992015968,0,0,0,0,0,0,0,0,0.000998003992015968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,2840,0.0150300601202405,0.0330661322645291,0.00100200400801603,0,0.173346693386774,0,0.00400801603206413,0.0110220440881764,0.0490981963927856,0,0.00901803607214429,0,0.00801603206412826,0.0100200400801603,0,0.140280561122244,0.00701402805611222,0.0210420841683367,0.00501002004008016,0,0.00501002004008016,0.238476953907816,0,0.031062124248497,0.0170340681362725,0.00100200400801603,0,0.00901803607214429,0.0220440881763527,0,0.0150300601202405,0,0,0.00200400801603206,0.0170340681362725,0,0.1312625250501,0.0140280561122244,0.00400801603206413,0.00200400801603206,0,0.00100200400801603,0,0,0,0,0,0.00100200400801603,0,0,0,0,0,0.00100200400801603,0.00100200400801603,0,0,0,0,0,0,0,0,0,0
