"depth","best.age","min.age","max.age"
5,89,76,102
8,170,150,191
10,224,198,250
13.5,318,284,354
17,413,369,458
20,494,441,546
25,639,579,701
30,843,778,907
35,1047,957,1131
40,1348,1245,1441
45,1826,1748,1897
50,2305,2244,2363
55,2784,2725,2843
58,3251,3116,3386
60,3574,3344,3801
64,4219,4048,4391
67,4702,4565,4846
70,5186,5070,5312
72,5509,5403,5634
80,6428,6328,6538
84,6761,6648,6879
90,7305,7178,7431
94,7704,7589,7815
100,8302,8188,8403
104,8701,8575,8812
112,9498,9313,9665
