"depth","best.age","min.age","max.age"
3,53,28,77
10,235,187,283
20,480,431,528
30,724,672,775
40,969,911,1025
50,1213,1147,1276
60,1458,1381,1527
70,1702,1615,1779
80,1947,1848,2031
90,2191,2081,2283
100,2435,2314,2535
110,2680,2546,2787
120,2924,2780,3040
130,3169,3013,3294
140,3413,3245,3546
150,3658,3478,3800
165,4024,3825,4179
175,4269,4058,4433
185,4513,4290,4687
195,4758,4521,4940
205,5002,4753,5194
215,5161,4872,5444
225,5235,4527,5925
235,5344,4663,6009
245,5453,4798,6093
255,5562,4932,6176
265,5671,5068,6261
275,5780,5203,6345
285,5889,5339,6431
295,5998,5474,6516
305,6107,5608,6600
315,6216,5744,6687
325,6325,5878,6772
335,6434,6012,6858
345,6543,6146,6945
355,6652,6279,7031
365,6761,6411,7118
375,6869,6541,7203
385,6978,6672,7291
395,7087,6800,7379
405,7196,6927,7467
415,7305,7053,7557
425,7414,7177,7649
435,7523,7301,7743
445,7632,7422,7839
455,7741,7541,7936
465,7850,7658,8035
475,7959,7771,8137
485,8068,7880,8244
495,8177,7986,8357
505,8850,8654,9037
515,9711,9439,9985
525,10571,10179,10969
535,11432,10906,11972
545,11448,10996,11918
550,11455,11030,11895
555,11463,11057,11878
560,11471,11079,11871
565,11478,11095,11877
570,11486,11100,11889
580,11502,11075,11926
590,11517,11033,12005
600,11532,10973,12102
610,NA,NA,NA
620,NA,NA,NA
630,NA,NA,NA
