"depth","best.age","min.age","max.age"
1,-28,-47,-9
20,1,-27,27
40,31,-15,78
60,62,-7,130
80,93,2,184
90,130,36,223
100,190,101,278
120,309,228,390
140,428,348,507
160,546,462,633
180,665,566,769
200,784,649,909
220,903,747,1050
240,1033,864,1197
260,1195,1028,1349
280,1357,1203,1500
300,1519,1372,1655
320,1681,1529,1820
340,1843,1686,1993
360,2004,1841,2169
380,2166,1990,2344
400,2328,2139,2521
420,2490,2285,2698
440,2652,2430,2876
460,2814,2573,3054
480,2976,2716,3233
500,3138,2859,3413
520,3300,3001,3593
540,3462,3145,3775
560,3624,3287,3956
580,3786,3430,4138
600,3948,3573,4320
620,4109,3715,4502
640,4271,3857,4684
660,4433,4000,4867
680,4595,4141,5049
700,4757,4282,5231
720,4919,4424,5413
740,5081,4566,5596
760,5729,5283,6175
780,6376,5992,6756
800,7024,6696,7344
820,7672,7392,7947
840,8319,8079,8578
860,8967,8748,9230
880,9614,9384,9904
890,NA,NA,NA
