"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Asteraceae.undiff.","Corylus","Cyperaceae","Herbs.undiff.","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Tsuga","Ulmus","Alnus","Acer","Fraxinus","Poaceae","Larix","Tilia","Amaranthaceae","Carya","Juglans","Salix"
0,206,0.0026525198938992,0.0106100795755968,0.0212201591511936,0.244031830238727,0.0026525198938992,0.0026525198938992,0.0026525198938992,0.013262599469496,0.00795755968169761,0.00795755968169761,0.039787798408488,0.212201591511936,0.220159151193634,0.0450928381962865,0.119363395225464,0.00530503978779841,0.0185676392572944,0.0106100795755968,0.00530503978779841,0.00795755968169761,0,0,0,0,0,0
10,969,0.0128205128205128,0,0.00961538461538462,0.259615384615385,0,0,0,0,0.00641025641025641,0.00641025641025641,0.016025641025641,0.211538461538462,0.227564102564103,0.0448717948717949,0.134615384615385,0.00961538461538462,0.0256410256410256,0.016025641025641,0.00320512820512821,0.00320512820512821,0.00641025641025641,0.00320512820512821,0.00320512820512821,0,0,0
20,1731,0,0.0097799511002445,0.0146699266503667,0.36919315403423,0,0,0,0,0.0220048899755501,0.00733496332518337,0.0097799511002445,0.229828850855746,0.146699266503667,0.0709046454767726,0.0268948655256724,0.0171149144254279,0.019559902200489,0.0317848410757946,0.0122249388753056,0.00244498777506112,0.00488997555012225,0,0,0.00244498777506112,0.00244498777506112,0
30,2488,0.008130081300813,0.02710027100271,0.010840108401084,0.205962059620596,0,0.008130081300813,0.00542005420054201,0.00542005420054201,0.008130081300813,0.00542005420054201,0.018970189701897,0.262872628726287,0.21680216802168,0.0542005420054201,0.051490514905149,0.018970189701897,0.046070460704607,0.013550135501355,0.008130081300813,0.00542005420054201,0.013550135501355,0.002710027100271,0.002710027100271,0,0,0
40,3239,0.00208768267223382,0.00835073068893528,0.0104384133611691,0.221294363256785,0.00208768267223382,0.00417536534446764,0.00208768267223382,0.00417536534446764,0.0104384133611691,0.00417536534446764,0.022964509394572,0.194154488517745,0.315240083507307,0.0480167014613779,0.0521920668058455,0.0250521920668058,0.0187891440501044,0.0187891440501044,0.00835073068893528,0.00835073068893528,0.0146137787056367,0,0,0.00208768267223382,0.00208768267223382,0
50,3982,0.00232558139534884,0.00930232558139535,0.013953488372093,0.253488372093023,0.00232558139534884,0.0116279069767442,0.00232558139534884,0.00465116279069767,0.0116279069767442,0.00465116279069767,0.0348837209302326,0.202325581395349,0.209302325581395,0.0906976744186047,0.013953488372093,0.0255813953488372,0.0465116279069767,0.0232558139534884,0.0186046511627907,0.00465116279069767,0.0116279069767442,0.00232558139534884,0,0,0,0
60,4714,0.0164609053497942,0.0164609053497942,0.00823045267489712,0.11522633744856,0,0.00411522633744856,0.00823045267489712,0.0164609053497942,0.0164609053497942,0.0164609053497942,0.0576131687242798,0.316872427983539,0.168724279835391,0.0946502057613169,0,0.037037037037037,0.0164609053497942,0.0411522633744856,0.0246913580246914,0,0.0164609053497942,0.00823045267489712,0,0,0,0
70,5432,0,0.00583090379008746,0.0087463556851312,0.142857142857143,0.00291545189504373,0.00583090379008746,0.00291545189504373,0.0116618075801749,0.0204081632653061,0,0.043731778425656,0.227405247813411,0.268221574344023,0.0903790087463557,0,0.0291545189504373,0.0495626822157434,0.032069970845481,0.0262390670553936,0.0116618075801749,0.0116618075801749,0,0.00583090379008746,0,0,0.00291545189504373
80,6130,0.00574712643678161,0.0114942528735632,0.0114942528735632,0.129310344827586,0,0.014367816091954,0,0,0.0229885057471264,0.0028735632183908,0.0201149425287356,0.241379310344828,0.413793103448276,0.0603448275862069,0.0028735632183908,0.014367816091954,0.0172413793103448,0.00862068965517241,0.0114942528735632,0.00574712643678161,0.0028735632183908,0,0.0028735632183908,0,0,0
90,6806,0.0023094688221709,0.0092378752886836,0.0069284064665127,0.0854503464203233,0.0023094688221709,0.0046189376443418,0,0,0.0323325635103926,0,0.0300230946882217,0.170900692840647,0.473441108545035,0.092378752886836,0.0069284064665127,0.0254041570438799,0.0254041570438799,0.0161662817551963,0.0069284064665127,0,0.0023094688221709,0.0023094688221709,0.0023094688221709,0.0023094688221709,0,0
