"sample.depths","sample.ages","Abies","Ambrosia.type","Aquifoliaceae","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Herbs.undiff.","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.undiff.","Quercus","Rumex","Taxus","Thalictrum","Alnus","Acer","Fraxinus","Myrica","Populus","Poaceae","Rosaceae","Corylus","Pinus.subg..Strobus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Castanea","Amaranthaceae","Carya","Plantago","Cupressaceae","Trees.undiff.","Rhamnaceae.Vitaceae","Salix","Tilia","Juglans","Polygonaceae.undiff."
0,51,0.0209424083769634,0.00261780104712042,0.00523560209424084,0.00261780104712042,0.413612565445026,0.00785340314136126,0.00261780104712042,0.00785340314136126,0.00785340314136126,0.00261780104712042,0.00261780104712042,0.306282722513089,0.0340314136125654,0.00261780104712042,0.00261780104712042,0.0104712041884817,0.00523560209424084,0.00261780104712042,0.136125654450262,0.00261780104712042,0.00261780104712042,0.00523560209424084,0.00261780104712042,0.00523560209424084,0.00523560209424084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,263,0.0420560747663551,0.00467289719626168,0.00467289719626168,0.00233644859813084,0.404205607476636,0.00467289719626168,0,0.00700934579439252,0,0.00233644859813084,0.00233644859813084,0.350467289719626,0.0163551401869159,0.0186915887850467,0.00934579439252336,0,0,0,0.107476635514019,0,0.00233644859813084,0.00233644859813084,0,0.00467289719626168,0,0.00233644859813084,0.00233644859813084,0.00233644859813084,0.00233644859813084,0.00467289719626168,0,0,0,0,0,0,0,0,0,0,0
20,475,0.0284974093264249,0.0077720207253886,0.00259067357512953,0.00518134715025907,0.417098445595855,0.00259067357512953,0,0.00518134715025907,0,0.00518134715025907,0.0077720207253886,0.33419689119171,0.0129533678756477,0.00518134715025907,0.0103626943005181,0,0.00259067357512953,0,0.10880829015544,0.00259067357512953,0.00518134715025907,0.0129533678756477,0,0.00518134715025907,0.00259067357512953,0,0.00259067357512953,0,0.00518134715025907,0.00259067357512953,0.00259067357512953,0.00259067357512953,0,0,0,0,0,0,0,0,0
30,686,0.031496062992126,0,0,0.00393700787401575,0.44750656167979,0.00656167979002625,0.0026246719160105,0.00656167979002625,0.00131233595800525,0.00131233595800525,0.00131233595800525,0.300524934383202,0.0131233595800525,0.010498687664042,0.00918635170603675,0,0.0026246719160105,0,0.114173228346457,0.00131233595800525,0,0.015748031496063,0.00131233595800525,0.0026246719160105,0.00131233595800525,0,0.0131233595800525,0.0026246719160105,0,0.005249343832021,0,0.00131233595800525,0.00131233595800525,0.00131233595800525,0,0,0,0,0,0,0
40,898,0.067524115755627,0,0.00321543408360129,0.00321543408360129,0.472668810289389,0.0128617363344051,0.00321543408360129,0.00643086816720257,0.00321543408360129,0,0.00321543408360129,0.286173633440514,0.00643086816720257,0.0128617363344051,0.0160771704180064,0,0,0,0.0643086816720257,0.00321543408360129,0.00321543408360129,0.0160771704180064,0,0,0,0,0.00643086816720257,0.00321543408360129,0,0.00643086816720257,0,0,0,0,0,0,0,0,0,0,0
50,1110,0.0439882697947214,0,0.00293255131964809,0,0.454545454545455,0.00586510263929619,0.00586510263929619,0.00293255131964809,0.00586510263929619,0.00293255131964809,0.00293255131964809,0.290322580645161,0.0263929618768328,0.00879765395894428,0.00293255131964809,0,0,0,0.0967741935483871,0.00586510263929619,0.00586510263929619,0.00586510263929619,0,0.00293255131964809,0,0,0.00293255131964809,0.00586510263929619,0,0.00586510263929619,0.00293255131964809,0,0,0,0.00586510263929619,0.00293255131964809,0,0,0,0,0
60,1322,0.0228013029315961,0,0,0.00651465798045603,0.472312703583062,0,0,0.00325732899022801,0.00651465798045603,0.00325732899022801,0,0.302931596091205,0.0195439739413681,0,0.00977198697068404,0,0,0,0.133550488599349,0.00325732899022801,0,0.00651465798045603,0,0,0,0,0.00325732899022801,0,0,0.00325732899022801,0,0,0,0,0,0,0.00325732899022801,0,0,0,0
70,1534,0.0501567398119122,0,0.00313479623824451,0.00626959247648903,0.470219435736677,0.00940438871473354,0,0.00626959247648903,0,0.00940438871473354,0.00313479623824451,0.269592476489028,0,0.00626959247648903,0.0188087774294671,0,0.00313479623824451,0.00313479623824451,0.100313479623824,0.00940438871473354,0.00626959247648903,0.00313479623824451,0,0.00313479623824451,0,0,0.00940438871473354,0,0,0.00626959247648903,0,0,0,0,0.00313479623824451,0,0,0,0,0,0
80,1745,0.020066889632107,0,0.00334448160535117,0.00668896321070234,0.478260869565217,0.0100334448160535,0.00334448160535117,0,0,0,0.00668896321070234,0.287625418060201,0.00334448160535117,0.0301003344481605,0.0100334448160535,0,0,0,0.103678929765886,0.00334448160535117,0.00668896321070234,0.00334448160535117,0.00334448160535117,0,0.00334448160535117,0,0.0133779264214047,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0
90,1957,0.045045045045045,0.003003003003003,0.003003003003003,0.003003003003003,0.483483483483483,0.009009009009009,0.003003003003003,0.003003003003003,0,0,0.003003003003003,0.246246246246246,0.012012012012012,0.006006006006006,0.009009009009009,0,0,0.003003003003003,0.123123123123123,0.006006006006006,0.003003003003003,0.006006006006006,0,0.003003003003003,0.003003003003003,0,0.015015015015015,0.003003003003003,0.003003003003003,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0
100,2169,0.0122249388753056,0,0,0,0.400977995110024,0.0097799511002445,0.00244498777506112,0.0097799511002445,0.00733496332518337,0,0.00244498777506112,0.28361858190709,0.0220048899755501,0.019559902200489,0.00488997555012225,0,0,0,0.176039119804401,0.00244498777506112,0.00488997555012225,0.0122249388753056,0,0.00488997555012225,0,0,0.0171149144254279,0,0.00244498777506112,0.00244498777506112,0,0,0,0,0.00244498777506112,0,0,0,0,0,0
110,2381,0.0194986072423398,0,0.00278551532033426,0.00278551532033426,0.417827298050139,0.0222841225626741,0,0.011142061281337,0.00278551532033426,0,0.0139275766016713,0.32033426183844,0.00835654596100279,0.00557103064066852,0.00835654596100279,0,0,0,0.11142061281337,0.00557103064066852,0.00278551532033426,0.011142061281337,0,0,0.00278551532033426,0.00278551532033426,0.0167130919220056,0.00278551532033426,0,0,0,0,0.00278551532033426,0,0.00278551532033426,0,0,0.00278551532033426,0,0,0
120,2593,0.0298507462686567,0,0,0.00373134328358209,0.466417910447761,0.0111940298507463,0.00373134328358209,0.00746268656716418,0.0149253731343284,0,0.00373134328358209,0.205223880597015,0.0149253731343284,0.0149253731343284,0.0111940298507463,0,0,0,0.138059701492537,0,0.00746268656716418,0.0261194029850746,0,0,0.00746268656716418,0,0.0223880597014925,0,0,0.00746268656716418,0,0,0,0,0,0,0,0,0.00373134328358209,0,0
130,2804,0.024,0,0,0,0.488,0.008,0,0.00266666666666667,0.0106666666666667,0.00266666666666667,0.00533333333333333,0.250666666666667,0.008,0.0213333333333333,0,0,0.00266666666666667,0,0.125333333333333,0.00266666666666667,0,0.016,0,0.00266666666666667,0,0,0.0293333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3016,0.0604229607250755,0,0,0,0.38368580060423,0.0151057401812689,0,0.00906344410876133,0.00302114803625378,0,0,0.268882175226586,0.00906344410876133,0.0151057401812689,0.00604229607250755,0,0,0,0.163141993957704,0.00604229607250755,0.00604229607250755,0.00604229607250755,0,0.00302114803625378,0.00604229607250755,0,0.0302114803625378,0,0,0.00604229607250755,0,0,0,0,0,0,0,0.00302114803625378,0,0,0
150,3228,0.0547945205479452,0,0,0.00273972602739726,0.419178082191781,0.00821917808219178,0,0.00547945205479452,0.00821917808219178,0.00547945205479452,0.00547945205479452,0.30958904109589,0.0136986301369863,0.0191780821917808,0.00821917808219178,0,0,0,0.0876712328767123,0.00273972602739726,0.00821917808219178,0.00273972602739726,0,0.00821917808219178,0,0,0.0246575342465753,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0
158,3397,0.0275229357798165,0,0.00229357798165138,0,0.467889908256881,0.0114678899082569,0.00229357798165138,0,0.00458715596330275,0,0.0091743119266055,0.204128440366972,0.0160550458715596,0.0114678899082569,0.00458715596330275,0,0,0,0.18348623853211,0,0,0.0160550458715596,0,0.00229357798165138,0.00229357798165138,0,0.0275229357798165,0.00229357798165138,0,0.00458715596330275,0,0,0,0,0,0,0,0,0,0,0
170,3652,0.0526315789473684,0,0,0,0.355263157894737,0.0105263157894737,0.00263157894736842,0.00263157894736842,0,0.00263157894736842,0.00526315789473684,0.307894736842105,0.0131578947368421,0.0289473684210526,0.00789473684210526,0,0.00263157894736842,0,0.168421052631579,0,0,0,0,0,0,0,0.0342105263157895,0.00526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3898,0.0709876543209877,0.00308641975308642,0,0,0.410493827160494,0.00925925925925926,0,0,0.00308641975308642,0.00308641975308642,0.00308641975308642,0.271604938271605,0.0154320987654321,0.0154320987654321,0.00308641975308642,0,0.00308641975308642,0,0.123456790123457,0.00617283950617284,0,0.00308641975308642,0,0,0.00308641975308642,0,0.0432098765432099,0,0.00308641975308642,0.00308641975308642,0,0,0,0,0,0,0,0.00308641975308642,0,0,0
190,4144,0.0481099656357388,0.00343642611683849,0,0.00343642611683849,0.422680412371134,0,0.00343642611683849,0.00687285223367698,0.00687285223367698,0.00343642611683849,0,0.261168384879725,0.00687285223367698,0.0171821305841924,0.00343642611683849,0,0,0,0.164948453608247,0.00343642611683849,0,0.00343642611683849,0,0,0,0,0.0378006872852234,0.00343642611683849,0,0,0,0,0,0,0,0,0,0,0,0,0
200,4390,0.0630372492836676,0.00286532951289398,0,0.00286532951289398,0.421203438395415,0.00286532951289398,0,0,0.00286532951289398,0,0.00573065902578797,0.237822349570201,0.00859598853868195,0.0229226361031519,0.00859598853868195,0,0.00286532951289398,0,0.131805157593123,0,0.00286532951289398,0.00859598853868195,0,0.00573065902578797,0.00286532951289398,0,0.0544412607449857,0,0.00573065902578797,0,0,0,0,0,0,0,0,0.00573065902578797,0,0,0
210,4637,0.0288461538461538,0,0,0.00641025641025641,0.477564102564103,0,0,0.00961538461538462,0,0.00320512820512821,0.00320512820512821,0.25,0.016025641025641,0.0128205128205128,0.00641025641025641,0,0,0,0.112179487179487,0,0.00961538461538462,0.00320512820512821,0.00320512820512821,0,0,0.00320512820512821,0.0448717948717949,0.00641025641025641,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0
220,4883,0.037122969837587,0.00464037122969838,0,0.00464037122969838,0.380510440835267,0,0,0,0.00464037122969838,0.00232018561484919,0.00232018561484919,0.245939675174014,0.0533642691415313,0.0116009280742459,0.00232018561484919,0,0,0,0.185614849187935,0,0,0,0,0,0.00232018561484919,0,0.062645011600928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,5129,0.0498812351543943,0,0,0,0.406175771971496,0.00237529691211401,0,0.00237529691211401,0.00712589073634204,0.00712589073634204,0.00712589073634204,0.273159144893112,0.0166270783847981,0.0142517814726841,0.00237529691211401,0,0.00237529691211401,0,0.142517814726841,0,0.00237529691211401,0.0118764845605701,0,0,0.00237529691211401,0,0.0451306413301663,0,0,0.00237529691211401,0,0,0,0,0,0,0,0,0,0.00237529691211401,0
240,5375,0.0619946091644205,0.00539083557951483,0,0,0.369272237196765,0.0107816711590297,0,0.00808625336927224,0.00539083557951483,0.00269541778975741,0.00269541778975741,0.272237196765499,0.0107816711590297,0.0134770889487871,0.0107816711590297,0,0.00539083557951483,0,0.150943396226415,0,0,0.00808625336927224,0,0.00539083557951483,0.00269541778975741,0,0.0539083557951483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,5622,0.0408163265306122,0,0,0,0.446064139941691,0.00291545189504373,0,0,0.00291545189504373,0.00583090379008746,0.00291545189504373,0.145772594752187,0,0.0087463556851312,0.00583090379008746,0,0,0,0.268221574344023,0,0.00291545189504373,0.00583090379008746,0,0,0.00291545189504373,0,0.0495626822157434,0,0.00291545189504373,0,0,0.00291545189504373,0,0,0,0,0,0.00291545189504373,0,0,0
260,5868,0.0363636363636364,0,0,0,0.448484848484848,0,0,0.00303030303030303,0,0.00303030303030303,0.00303030303030303,0.221212121212121,0.00909090909090909,0.0212121212121212,0.00606060606060606,0,0.00303030303030303,0,0.172727272727273,0.00303030303030303,0,0.00606060606060606,0.00606060606060606,0.00606060606060606,0,0.00606060606060606,0.0424242424242424,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0
270,6114,0.0252707581227437,0,0,0.0036101083032491,0.447653429602888,0.0036101083032491,0,0,0.0108303249097473,0,0.0108303249097473,0.252707581227437,0.0108303249097473,0.0288808664259928,0,0,0,0,0.126353790613718,0.0072202166064982,0.0072202166064982,0.0144404332129964,0,0,0.0036101083032491,0,0.0433212996389892,0.0036101083032491,0,0,0,0,0,0,0,0,0,0,0,0,0
278,6311,0.0766773162939297,0,0,0.00638977635782748,0.313099041533546,0,0,0,0.00319488817891374,0,0.00638977635782748,0.281150159744409,0.00958466453674121,0.0255591054313099,0.00958466453674121,0,0,0,0.159744408945687,0,0.00319488817891374,0,0.00319488817891374,0,0,0,0.0990415335463259,0,0,0,0,0,0,0,0.00319488817891374,0,0,0,0,0,0
290,6607,0.0357142857142857,0,0,0,0.456349206349206,0,0,0,0.00396825396825397,0,0,0.214285714285714,0.0158730158730159,0.0317460317460317,0.00396825396825397,0,0,0,0.19047619047619,0,0,0.0158730158730159,0,0.00396825396825397,0.00396825396825397,0,0.0158730158730159,0.00396825396825397,0.00396825396825397,0,0,0,0,0,0,0,0,0,0,0,0
300,6853,0.0171821305841924,0.00343642611683849,0,0.00687285223367698,0.419243986254296,0,0,0,0.0171821305841924,0.00343642611683849,0,0.257731958762887,0.0274914089347079,0.0171821305841924,0.00687285223367698,0,0.0103092783505155,0,0.140893470790378,0,0,0,0.00343642611683849,0.00687285223367698,0,0,0.0549828178694158,0.00687285223367698,0,0,0,0,0,0,0,0,0,0,0,0,0
305,6976,0.0317919075144509,0.00289017341040462,0,0.00578034682080925,0.26878612716763,0.00289017341040462,0,0.00578034682080925,0.00289017341040462,0,0.0115606936416185,0.364161849710983,0.00578034682080925,0.0144508670520231,0.00867052023121387,0,0.00289017341040462,0,0.153179190751445,0.00578034682080925,0.00578034682080925,0,0,0,0,0,0.0895953757225433,0.00578034682080925,0,0.00867052023121387,0,0,0,0,0,0,0,0.00289017341040462,0,0,0
