"sample.depths","sample.ages","Abies","Acer.spicatum","Alnus.undiff.","Betula","Corylus","Cyperaceae","Larix","Pinus.undiff.","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Alnus.viridis","Myrica","Rumex.Oxyria.digyna","Pinus.strobus","Potentilla","Picea.undiff.","Populus.balsamifera","Picea.glauca","Picea.mariana","Artemisia","Carya","Cupressaceae","Ambrosia","Poaceae","Pinus.banksiana.type","Ostrya.Carpinus","Populus.undiff.","Tsuga.canadensis","Fraxinus.nigra","Castanea","Amaranthaceae","Caryophyllaceae","Fagus","Shepherdia.canadensis","Acer.saccharum","Ericaceae","Apiaceae","Plantago","Cornus.sericea","Acer.undiff.","Fabaceae","Rosaceae.undiff.","Ilex","Epilobium","Campanula.type","Cornus.canadensis","Spiraea","Saxifraga.undiff.","Saxifraga.oppositifolia","Saxifraga.pensylvanica","Urtica","Dryas","Tilia"
511,11413,0,0,0.00815217391304348,0.35054347826087,0,0.0353260869565217,0.00271739130434783,0.0353260869565217,0.0135869565217391,0.0244565217391304,0,0.0244565217391304,0,0.00815217391304348,0.00543478260869565,0.296195652173913,0,0.0244565217391304,0.016304347826087,0.00543478260869565,0.00271739130434783,0.00543478260869565,0.00271739130434783,0,0,0.00271739130434783,0.00271739130434783,0.0407608695652174,0.0135869565217391,0.00271739130434783,0,0,0.0108695652173913,0,0,0,0,0,0,0.0543478260869565,0,0,0,0,0.00815217391304348,0,0.00271739130434783,0,0,0,0,0,0,0,0,0,0
514,11556,0,0,0.00418410041841004,0.372384937238494,0,0.100418410041841,0,0.0878661087866109,0.0376569037656904,0.0460251046025105,0,0.0209205020920502,0,0.0334728033472803,0.00418410041841004,0.0167364016736402,0,0.0125523012552301,0.00836820083682008,0.00836820083682008,0,0,0,0.0125523012552301,0,0.00418410041841004,0,0.133891213389121,0.0167364016736402,0.00418410041841004,0,0.00418410041841004,0.00418410041841004,0,0,0.00418410041841004,0,0.00418410041841004,0,0.0334728033472803,0,0,0,0,0.0251046025104603,0,0,0,0,0,0,0,0,0,0,0,0
516,11652,0.00344827586206897,0,0.0103448275862069,0.327586206896552,0.00344827586206897,0.2,0,0.0620689655172414,0.0103448275862069,0.0517241379310345,0,0.00689655172413793,0,0.0172413793103448,0.00689655172413793,0.0275862068965517,0.00689655172413793,0.0206896551724138,0.00689655172413793,0.0103448275862069,0,0,0.0103448275862069,0.00689655172413793,0,0.00344827586206897,0,0.0827586206896552,0.0137931034482759,0,0,0,0.00344827586206897,0.00344827586206897,0,0.00344827586206897,0,0,0,0.0551724137931034,0,0,0,0,0.0379310344827586,0.00344827586206897,0,0.00344827586206897,0,0,0,0,0,0,0,0,0
517,11700,0,0,0.00318471337579618,0.245222929936306,0,0.277070063694268,0,0.0382165605095541,0.00955414012738853,0.0573248407643312,0,0.0222929936305732,0.00636942675159236,0,0.0477707006369427,0.0286624203821656,0.00955414012738853,0.0127388535031847,0,0.00955414012738853,0,0,0.00636942675159236,0.0127388535031847,0,0,0,0.0764331210191083,0.0191082802547771,0.00636942675159236,0,0,0,0.00318471337579618,0,0.00636942675159236,0,0,0,0.0382165605095541,0,0,0,0,0.0509554140127389,0,0,0.00318471337579618,0.00955414012738853,0,0,0,0,0,0,0,0
518,11748,0,0,0.0275590551181102,0.228346456692913,0,0.248031496062992,0.00393700787401575,0.118110236220472,0.015748031496063,0.062992125984252,0.00393700787401575,0.0196850393700787,0.00393700787401575,0.0275590551181102,0.0275590551181102,0,0.0275590551181102,0.0078740157480315,0,0.0354330708661417,0.00393700787401575,0,0.00393700787401575,0.0393700787401575,0,0.00393700787401575,0.00393700787401575,0.0393700787401575,0.00393700787401575,0,0,0.00393700787401575,0,0.0118110236220472,0,0,0,0,0,0.015748031496063,0,0,0,0,0.00393700787401575,0,0,0,0,0.00393700787401575,0.00393700787401575,0,0,0,0,0,0
519,11840,0,0,0,0.171140939597315,0,0.288590604026846,0,0.147651006711409,0.00335570469798658,0.0436241610738255,0.00335570469798658,0.00671140939597315,0,0,0.104026845637584,0.00335570469798658,0.023489932885906,0.00335570469798658,0.0167785234899329,0.0100671140939597,0,0,0.0302013422818792,0.0302013422818792,0,0,0.00335570469798658,0.0167785234899329,0.023489932885906,0,0,0.00335570469798658,0.00335570469798658,0,0.00335570469798658,0.0201342281879195,0,0.0134228187919463,0,0.0134228187919463,0,0,0,0,0.00671140939597315,0,0,0.00335570469798658,0,0,0,0.00335570469798658,0,0,0,0,0
521,12023,0.00390625,0,0,0.1875,0,0.2421875,0,0.1015625,0.00390625,0.078125,0.01171875,0.01171875,0,0.0625,0.00390625,0.01171875,0.03125,0.01171875,0,0.046875,0.00390625,0,0.015625,0.04296875,0,0,0,0.05078125,0.05078125,0.00390625,0,0,0.00390625,0,0,0.01171875,0,0.00390625,0,0,0,0,0,0,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0
523,12207,0,0,0.00309597523219814,0.170278637770898,0,0.26625386996904,0,0.123839009287926,0.00309597523219814,0.086687306501548,0.00309597523219814,0.0154798761609907,0,0,0.0309597523219814,0.00619195046439629,0.0464396284829721,0.021671826625387,0.00309597523219814,0.0309597523219814,0.00309597523219814,0,0.00928792569659443,0.0371517027863777,0,0,0,0.0278637770897833,0.0402476780185759,0.00309597523219814,0,0.00309597523219814,0,0,0,0.0123839009287926,0,0.00619195046439629,0,0.0309597523219814,0,0,0,0,0.00619195046439629,0,0,0,0,0,0.00309597523219814,0,0.00309597523219814,0.00309597523219814,0,0,0
525,12390,0,0.008130081300813,0.0365853658536585,0.117886178861789,0,0.223577235772358,0.0040650406504065,0.134146341463415,0,0.0894308943089431,0.0121951219512195,0.024390243902439,0,0.040650406504065,0.0121951219512195,0,0.0040650406504065,0.024390243902439,0,0.0447154471544715,0.016260162601626,0,0.0121951219512195,0.0447154471544715,0,0.0040650406504065,0,0.0609756097560976,0.016260162601626,0,0,0,0,0.0040650406504065,0,0.0284552845528455,0,0.0040650406504065,0,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0.016260162601626,0,0.0040650406504065,0,0,0,0
529,12757,0,0,0.0154440154440154,0.0772200772200772,0,0.312741312741313,0.00386100386100386,0.104247104247104,0,0.0540540540540541,0,0,0.00772200772200772,0.0463320463320463,0.0154440154440154,0.00772200772200772,0.0579150579150579,0.0115830115830116,0,0.0540540540540541,0,0.00772200772200772,0.0231660231660232,0.0772200772200772,0,0.00772200772200772,0,0.0347490347490347,0.0386100386100386,0,0,0,0,0,0,0.00772200772200772,0,0.00772200772200772,0,0.0231660231660232,0,0,0,0,0.00386100386100386,0,0,0,0,0,0,0,0,0,0,0,0
532,13033,0,0,0,0.118881118881119,0,0.304195804195804,0,0.153846153846154,0,0.0874125874125874,0.0034965034965035,0.0314685314685315,0.0034965034965035,0,0.0454545454545455,0.0034965034965035,0.006993006993007,0.013986013986014,0.0034965034965035,0.0244755244755245,0,0,0.006993006993007,0.0454545454545455,0,0.0034965034965035,0.0034965034965035,0.0384615384615385,0.020979020979021,0.0034965034965035,0,0,0,0,0,0.0244755244755245,0,0.020979020979021,0.0034965034965035,0.0244755244755245,0,0,0,0,0,0,0,0,0,0,0,0.0034965034965035,0,0,0,0,0
533,13124,0.00359712230215827,0,0.0287769784172662,0.0899280575539568,0,0.410071942446043,0.00719424460431655,0.0971223021582734,0.00359712230215827,0.0575539568345324,0,0.0143884892086331,0,0.0107913669064748,0.00359712230215827,0.0143884892086331,0,0.00359712230215827,0,0.0179856115107914,0.00359712230215827,0.00719424460431655,0.0179856115107914,0.0179856115107914,0,0.00719424460431655,0.00719424460431655,0.0863309352517986,0.0251798561151079,0.0107913669064748,0,0,0.00359712230215827,0,0.00359712230215827,0.0251798561151079,0,0.00359712230215827,0,0.0143884892086331,0,0,0,0,0,0,0,0,0.00359712230215827,0,0,0,0,0,0,0,0
534,13142,0,0,0.00347222222222222,0.180555555555556,0,0.329861111111111,0,0.0833333333333333,0.00347222222222222,0.0833333333333333,0,0.0173611111111111,0,0,0.0104166666666667,0.00694444444444444,0,0,0,0.0347222222222222,0,0.00347222222222222,0.0138888888888889,0.0381944444444444,0,0.00694444444444444,0.00347222222222222,0.0555555555555556,0.0416666666666667,0.00347222222222222,0,0.00347222222222222,0,0,0.00694444444444444,0.0138888888888889,0,0.00347222222222222,0,0.0520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,13159,0.0031055900621118,0.0031055900621118,0.0031055900621118,0.177018633540373,0,0.313664596273292,0,0.0807453416149068,0.0093167701863354,0.077639751552795,0,0.0186335403726708,0.0031055900621118,0.0124223602484472,0.0124223602484472,0.015527950310559,0,0.0031055900621118,0,0.0248447204968944,0.0062111801242236,0.0031055900621118,0.0031055900621118,0.0341614906832298,0,0.0031055900621118,0.0031055900621118,0.0683229813664596,0.0527950310559006,0.0062111801242236,0,0,0,0,0.0031055900621118,0.0062111801242236,0,0.0062111801242236,0,0.046583850931677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,13177,0,0,0.00323624595469256,0.255663430420712,0,0.284789644012945,0,0.0841423948220065,0.00970873786407767,0.0323624595469256,0,0,0,0,0.00970873786407767,0.0129449838187702,0,0,0.029126213592233,0.0323624595469256,0,0.00323624595469256,0.00647249190938511,0.0355987055016181,0,0.00323624595469256,0,0.0453074433656958,0.0711974110032362,0,0,0,0,0,0.00970873786407767,0.0194174757281553,0,0,0,0.0388349514563107,0,0,0,0,0.0129449838187702,0,0,0,0,0,0,0,0,0,0,0,0
538,13211,0,0,0,0.406940063091483,0,0.22397476340694,0,0.0630914826498423,0.0126182965299685,0.0504731861198738,0.00315457413249211,0.0126182965299685,0.00630914826498423,0,0,0.00630914826498423,0,0.00630914826498423,0.00315457413249211,0.0378548895899054,0.00315457413249211,0.00946372239747634,0.00315457413249211,0,0,0,0.00315457413249211,0.0536277602523659,0.0252365930599369,0.0126182965299685,0,0,0,0,0.00315457413249211,0.00315457413249211,0,0,0,0.0473186119873817,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0
540,13246,0,0,0,0.404191616766467,0,0.179640718562874,0.00898203592814371,0.0449101796407186,0.0119760479041916,0.0449101796407186,0,0.029940119760479,0,0,0,0.0329341317365269,0,0,0.0029940119760479,0.0359281437125748,0.00598802395209581,0.00598802395209581,0.0029940119760479,0.00598802395209581,0,0.00898203592814371,0,0.0688622754491018,0.0209580838323353,0,0,0,0.0029940119760479,0,0,0.0029940119760479,0,0.00598802395209581,0,0.0718562874251497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,13281,0,0,0.00320512820512821,0.342948717948718,0,0.195512820512821,0.00320512820512821,0.032051282051282,0.0128205128205128,0.0416666666666667,0,0.0192307692307692,0.00320512820512821,0.00961538461538462,0,0.0576923076923077,0,0,0,0.0352564102564103,0.0128205128205128,0.016025641025641,0.00320512820512821,0.00641025641025641,0,0.0128205128205128,0,0.0897435897435897,0.0448717948717949,0.00320512820512821,0,0,0.00320512820512821,0,0,0.00320512820512821,0,0,0,0.0480769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,13675,0,0,0,0.34971098265896,0,0.210982658959538,0,0.0606936416184971,0.023121387283237,0.046242774566474,0,0.0260115606936416,0,0.00867052023121387,0,0.0289017341040462,0,0,0.00289017341040462,0.046242774566474,0.00289017341040462,0.00289017341040462,0.00578034682080925,0.0202312138728324,0,0.00289017341040462,0,0.0780346820809249,0.0375722543352601,0.00289017341040462,0,0,0,0.00289017341040462,0.00289017341040462,0.00289017341040462,0,0.00289017341040462,0,0.0202312138728324,0,0,0,0,0.00867052023121387,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0
548,13895,0.00714285714285714,0.00357142857142857,0,0.310714285714286,0,0.278571428571429,0.0142857142857143,0.0428571428571429,0.00714285714285714,0.0535714285714286,0,0.0214285714285714,0,0.00714285714285714,0,0.0107142857142857,0,0,0,0.0321428571428571,0,0.0107142857142857,0.00714285714285714,0.00357142857142857,0,0.025,0,0.0857142857142857,0.0535714285714286,0.00357142857142857,0,0,0,0,0,0.00714285714285714,0,0.00357142857142857,0,0.00714285714285714,0,0,0,0,0,0,0,0,0.00357142857142857,0,0,0,0,0,0,0,0
552,14335,0,0,0,0.344262295081967,0.00327868852459016,0.268852459016393,0,0.0426229508196721,0.00327868852459016,0.0557377049180328,0,0.039344262295082,0,0.00327868852459016,0,0.0229508196721311,0,0,0,0.0360655737704918,0.00327868852459016,0.019672131147541,0.00327868852459016,0.00655737704918033,0,0.00327868852459016,0,0.0655737704918033,0.039344262295082,0.00655737704918033,0,0,0.00327868852459016,0,0,0.00655737704918033,0,0,0,0.019672131147541,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0
556,14775,0,0.00294985250737463,0,0.466076696165192,0.00294985250737463,0.0914454277286136,0.00294985250737463,0.0442477876106195,0.0088495575221239,0.088495575221239,0,0.0442477876106195,0.00589970501474926,0.0117994100294985,0,0.0501474926253687,0,0.00294985250737463,0,0.0147492625368732,0.0117994100294985,0,0.00589970501474926,0.0088495575221239,0,0.0324483775811209,0.00589970501474926,0.0265486725663717,0.0265486725663717,0.0147492625368732,0,0.00294985250737463,0,0,0,0,0,0.00294985250737463,0,0.0206489675516224,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0
560,15161,0,0,0,0.5,0,0.11280487804878,0.00304878048780488,0.0335365853658537,0.00914634146341463,0.073170731707317,0.00304878048780488,0.0518292682926829,0,0.00304878048780488,0,0.0365853658536585,0,0.00304878048780488,0.00304878048780488,0.0121951219512195,0.0121951219512195,0,0,0.0365853658536585,0,0.00609756097560976,0,0.0304878048780488,0.0213414634146341,0.00914634146341463,0,0,0,0,0,0.00914634146341463,0,0.00609756097560976,0,0.0152439024390244,0.00304878048780488,0,0,0,0,0,0,0.00304878048780488,0.00304878048780488,0,0,0,0,0,0,0,0
566,15740,0,0,0,0.286689419795222,0,0.177474402730375,0.0068259385665529,0.0580204778156997,0.0102389078498294,0.0784982935153584,0,0.0307167235494881,0,0.0102389078498294,0,0.0409556313993174,0,0.00341296928327645,0,0.0136518771331058,0.0102389078498294,0,0,0.109215017064846,0,0,0,0.0443686006825939,0.0273037542662116,0.0273037542662116,0,0,0,0,0,0.0170648464163823,0,0.0170648464163823,0,0.0238907849829352,0,0,0,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0.00341296928327645,0,0
574,16513,0,0,0.00317460317460317,0.117460317460317,0.00634920634920635,0.257142857142857,0.00952380952380952,0.053968253968254,0.0222222222222222,0.120634920634921,0,0.0158730158730159,0.00317460317460317,0.00634920634920635,0,0.0476190476190476,0,0,0,0.0253968253968254,0,0.00317460317460317,0,0.0253968253968254,0,0.0158730158730159,0,0.0952380952380952,0.0317460317460317,0.0126984126984127,0,0,0,0,0,0.00317460317460317,0,0.0507936507936508,0,0.0349206349206349,0.00952380952380952,0,0,0,0.0158730158730159,0.00952380952380952,0,0,0.00317460317460317,0,0,0,0,0,0,0,0
580,17092,0,0,0,0.0788381742738589,0.00829875518672199,0.224066390041494,0.00829875518672199,0.0912863070539419,0.004149377593361,0.170124481327801,0,0.00829875518672199,0,0.004149377593361,0,0.045643153526971,0,0,0,0.029045643153527,0,0.012448132780083,0.004149377593361,0.016597510373444,0,0.024896265560166,0.016597510373444,0.087136929460581,0.033195020746888,0.012448132780083,0,0,0,0,0,0.004149377593361,0,0.0622406639004149,0,0.045643153526971,0,0,0,0,0.004149377593361,0,0,0.004149377593361,0,0,0,0,0,0,0,0,0
582,NA,0,0,0.0103806228373702,0.110726643598616,0,0.200692041522491,0,0.121107266435986,0.0311418685121107,0.145328719723183,0,0.027681660899654,0.00346020761245675,0,0.00346020761245675,0.0311418685121107,0,0,0.00346020761245675,0.0519031141868512,0,0.0069204152249135,0,0.0380622837370242,0,0,0.00346020761245675,0.0103806228373702,0.0346020761245675,0.0173010380622837,0,0,0.00346020761245675,0,0,0,0,0.0865051903114187,0,0.0449826989619377,0.0069204152249135,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346020761245675,0
584,NA,0,0,0.010752688172043,0.10752688172043,0.003584229390681,0.118279569892473,0,0.103942652329749,0.046594982078853,0.103942652329749,0,0.007168458781362,0.025089605734767,0,0.010752688172043,0,0,0.003584229390681,0.003584229390681,0.0752688172043011,0,0.017921146953405,0.003584229390681,0.021505376344086,0,0.003584229390681,0.017921146953405,0.010752688172043,0.03584229390681,0.025089605734767,0,0,0.007168458781362,0,0,0.007168458781362,0,0.111111111111111,0,0.060931899641577,0,0.014336917562724,0,0,0,0,0.003584229390681,0.003584229390681,0,0,0,0,0.003584229390681,0,0,0.032258064516129,0
586,NA,0,0,0.0115384615384615,0.126923076923077,0,0.146153846153846,0,0.176923076923077,0.0230769230769231,0.176923076923077,0,0.0115384615384615,0.00384615384615385,0.00769230769230769,0.00384615384615385,0,0,0,0,0.0807692307692308,0,0.0192307692307692,0,0.0384615384615385,0.00384615384615385,0,0.0153846153846154,0.0269230769230769,0.0423076923076923,0.0153846153846154,0,0,0.00384615384615385,0,0.00384615384615385,0.00384615384615385,0,0,0,0.0269230769230769,0.00384615384615385,0.00769230769230769,0,0,0,0,0,0.00384615384615385,0,0,0,0,0,0,0,0.0115384615384615,0.00384615384615385
