"sample.depths","sample.ages","Abies","Acer.spicatum","Alnus.undiff.","Betula","Corylus","Cyperaceae","Larix","Pinus.undiff.","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Alnus.viridis","Myrica","Rumex.Oxyria.digyna","Pinus.strobus","Potentilla","Picea.undiff.","Populus.balsamifera","Picea.glauca","Picea.mariana","Artemisia","Carya","Cupressaceae","Ambrosia","Poaceae","Pinus.banksiana.type","Ostrya.Carpinus","Populus.undiff.","Tsuga.canadensis","Fraxinus.nigra","Castanea","Amaranthaceae","Caryophyllaceae","Fagus","Shepherdia.canadensis","Acer.saccharum","Ericaceae","Apiaceae","Plantago","Cornus.sericea","Acer.undiff.","Fabaceae","Rosaceae.undiff.","Ilex","Epilobium","Campanula.type","Cornus.canadensis","Spiraea","Saxifraga.undiff.","Saxifraga.oppositifolia","Saxifraga.pensylvanica","Urtica","Dryas","Tilia"
469,10384,0.0126984126984127,0.00952380952380952,0.00634920634920635,0.695238095238095,0.0158730158730159,0.00952380952380952,0.0222222222222222,0.0222222222222222,0.019047619047619,0.00317460317460317,0.00952380952380952,0.00952380952380952,0.00634920634920635,0.00317460317460317,0.0126984126984127,0.0571428571428571,0.00317460317460317,0.0222222222222222,0.00317460317460317,0.0253968253968254,0.019047619047619,0.00317460317460317,0.00952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,10480,0.00311526479750779,0.00623052959501558,0,0.607476635514019,0.00311526479750779,0.0186915887850467,0.00934579439252336,0.0155763239875389,0.0249221183800623,0.00311526479750779,0.0155763239875389,0.00311526479750779,0.00623052959501558,0,0.0124610591900312,0.127725856697819,0,0.0186915887850467,0,0.0685358255451713,0.0124610591900312,0.0155763239875389,0.00623052959501558,0.00311526479750779,0.00311526479750779,0.00623052959501558,0.00311526479750779,0.00311526479750779,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,10624,0.00737100737100737,0,0,0.71990171990172,0,0.0147420147420147,0,0.00737100737100737,0.0196560196560197,0.00491400491400491,0,0.00491400491400491,0.00491400491400491,0,0.00491400491400491,0.0958230958230958,0,0.00737100737100737,0.00245700245700246,0.0245700245700246,0.027027027027027,0.00982800982800983,0.00491400491400491,0,0,0.0122850122850123,0,0,0.00245700245700246,0.00245700245700246,0.00491400491400491,0.00245700245700246,0.0147420147420147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,10768,0,0,0,0.561357702349869,0,0.0234986945169713,0.00522193211488251,0.0130548302872063,0.0417754569190601,0.00522193211488251,0,0.0130548302872063,0.0130548302872063,0,0.00522193211488251,0.140992167101828,0,0.00261096605744125,0,0.0783289817232376,0.02088772845953,0.0182767624020888,0.0130548302872063,0,0,0.0156657963446475,0,0,0.00261096605744125,0.00522193211488251,0.00261096605744125,0,0.0130548302872063,0.00261096605744125,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,10912,0,0,0.00309597523219814,0.207430340557276,0.00309597523219814,0.0247678018575851,0.00928792569659443,0.0247678018575851,0.0619195046439628,0.0309597523219814,0,0.0309597523219814,0.00309597523219814,0.00309597523219814,0.00619195046439629,0.244582043343653,0,0.0309597523219814,0.00928792569659443,0.160990712074303,0.0371517027863777,0.0402476780185759,0.00309597523219814,0,0,0.0278637770897833,0.00309597523219814,0.00619195046439629,0,0.00309597523219814,0,0,0.00928792569659443,0,0,0.00309597523219814,0.00309597523219814,0.00309597523219814,0.00619195046439629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,11037,0.00154559505409583,0,0,0.213292117465224,0,0.00927357032457496,0,0.0200927357032458,0.0278207109737249,0.0510046367851623,0,0.0432766615146832,0.00309119010819165,0.00154559505409583,0.0123647604327666,0.397217928902628,0,0.0170015455950541,0.00309119010819165,0.0850077279752705,0.0170015455950541,0.0293663060278207,0.00772797527047913,0.00154559505409583,0,0.0231839258114374,0.00154559505409583,0.0123647604327666,0,0.00309119010819165,0.00309119010819165,0.00154559505409583,0.00309119010819165,0,0,0,0,0.00309119010819165,0,0.00309119010819165,0.00154559505409583,0.00154559505409583,0.00154559505409583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,11112,0,0,0.00177304964539007,0.226950354609929,0,0.0124113475177305,0,0.0159574468085106,0.024822695035461,0.0460992907801418,0,0.0354609929078014,0,0,0.00709219858156028,0.462765957446808,0,0.0195035460992908,0.00177304964539007,0.0602836879432624,0.00354609929078014,0.0230496453900709,0.00354609929078014,0,0,0.0106382978723404,0.00177304964539007,0.0212765957446809,0.00354609929078014,0.00177304964539007,0,0,0,0,0,0,0,0,0,0.00886524822695036,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,11187,0,0,0.00216450216450216,0.220779220779221,0,0.00865800865800866,0,0.0173160173160173,0.025974025974026,0.0432900432900433,0,0.0411255411255411,0,0.00432900432900433,0.0064935064935065,0.439393939393939,0,0.0324675324675325,0.0064935064935065,0.038961038961039,0.00432900432900433,0.0151515151515152,0.00216450216450216,0.00216450216450216,0,0.00216450216450216,0,0.0476190476190476,0.00216450216450216,0.00432900432900433,0.00216450216450216,0,0.0064935064935065,0,0,0,0,0,0,0.0151515151515152,0.00216450216450216,0,0,0.00216450216450216,0.00216450216450216,0.00216450216450216,0,0,0,0,0,0,0,0,0,0,0
505,11262,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.264325323475046,0,0.0240295748613678,0,0.0314232902033272,0.00184842883548983,0.0369685767097967,0,0.0314232902033272,0,0,0.011090573012939,0.451016635859519,0,0.0203327171903882,0.00924214417744917,0.0240295748613678,0.00739371534195933,0.011090573012939,0.00184842883548983,0,0,0.00924214417744917,0,0.0258780036968577,0.00369685767097967,0,0.00184842883548983,0,0.00184842883548983,0.00184842883548983,0,0,0,0,0.00184842883548983,0.0203327171903882,0,0,0,0,0.00184842883548983,0,0,0,0,0,0,0,0,0,0,0,0
509,11363,0,0,0,0.381766381766382,0,0.0341880341880342,0.00284900284900285,0.037037037037037,0.00284900284900285,0.0341880341880342,0.00284900284900285,0.0142450142450142,0.00284900284900285,0.0056980056980057,0.0170940170940171,0.304843304843305,0,0.0227920227920228,0.0113960113960114,0.0142450142450142,0.00284900284900285,0.00854700854700855,0.00284900284900285,0.00284900284900285,0,0,0,0.0313390313390313,0.0199430199430199,0,0,0,0.00284900284900285,0,0,0,0,0,0,0.0313390313390313,0,0,0,0,0.00284900284900285,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0,0,0,0
