"depth","best.age","min.age","max.age"
1,-38,-40,-36
3,-29,-30,-27
5,-19,-20,-18
7,-9,-10,-8
9,1,0,2
11,10,9,11
13,20,19,21
15,30,29,31
17,40,39,40
19,50,49,51
21,60,59,61
23,70,69,70
25,79,79,80
27,89,89,90
29,99,98,99
31,109,108,109
33,119,118,120
35,129,128,130
37,139,138,140
39,149,148,150
41,159,157,160
43,168,167,170
45,178,177,180
47,188,186,190
49,198,196,201
51,240,232,246
53,314,291,334
55,389,350,422
57,463,408,510
59,537,466,597
61,612,524,685
63,686,583,773
65,760,640,860
67,834,699,948
69,893,776,998
71,953,848,1049
73,1012,914,1103
75,1071,978,1165
77,1130,1034,1230
79,1189,1088,1305
81,1248,1128,1385
83,1307,1163,1474
85,NA,NA,NA
