"sample.depths","sample.ages","Abies","Acer.saccharum.type","Ambrosia.type","Betula","Carya","Castanea","Cyperaceae","Ericaceae","Fagus","Fraxinus.pennsylvanica.type","Ilex","Juglans.cinerea","Juglans.nigra","Nyssa","Ostrya.Carpinus","Plantago.lanceolata","Platanus","Quercus","Thalictrum","Rosaceae.undiff.","Pinus","Cerealia","Rhamnaceae.Vitaceae","Acer.rubrum","Alnus.incana.type","Poaceae.undiff.","Liquidambar","Tilia","Picea","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Corylus","Caprifoliaceae","Artemisia","Apiaceae","Myrica","Fraxinus.nigra.type","Alnus.viridis.type","Salix","Cornus","Cupressaceae","Sanguisorba","Polygonum","Anacardiaceae","Herbs.undiff.","Caryophyllaceae"
10,77,0.00334448160535117,0.00334448160535117,0.0568561872909699,0.040133779264214,0.0434782608695652,0.0434782608695652,0.0367892976588629,0.0434782608695652,0.00668896321070234,0.00334448160535117,0.040133779264214,0.00334448160535117,0.00334448160535117,0.0334448160535117,0.0100334448160535,0.00334448160535117,0.00668896321070234,0.40133779264214,0.00334448160535117,0.00334448160535117,0.20066889632107,0.00334448160535117,0.00668896321070234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,126,0,0,0.0167224080267559,0.0635451505016722,0.0468227424749164,0.0602006688963211,0.0668896321070234,0.0167224080267559,0.00334448160535117,0,0.0367892976588629,0.00334448160535117,0,0.0367892976588629,0,0,0,0.478260869565217,0,0,0.1438127090301,0,0,0.00334448160535117,0.00334448160535117,0.0133779264214047,0.00334448160535117,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,175,0,0,0.02,0.0466666666666667,0.0633333333333333,0.0966666666666667,0.0633333333333333,0.0166666666666667,0.01,0.00333333333333333,0.01,0,0,0.0333333333333333,0,0,0,0.456666666666667,0,0.00333333333333333,0.143333333333333,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.01,0,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1234,0.00335570469798658,0,0.00671140939597315,0.0704697986577181,0.0503355704697987,0.0805369127516778,0.0604026845637584,0.0201342281879195,0.00671140939597315,0.00335570469798658,0.0134228187919463,0.00335570469798658,0.0100671140939597,0.0369127516778524,0,0,0.00335570469798658,0.419463087248322,0.00335570469798658,0.00335570469798658,0.151006711409396,0,0.00671140939597315,0.00335570469798658,0.00335570469798658,0.0201342281879195,0.00335570469798658,0,0.00335570469798658,0.00671140939597315,0,0,0.00335570469798658,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2292,0,0.00333333333333333,0.00333333333333333,0.0433333333333333,0.0633333333333333,0.116666666666667,0.0766666666666667,0.0166666666666667,0.0133333333333333,0,0.00333333333333333,0.00333333333333333,0.00666666666666667,0.0266666666666667,0.00333333333333333,0,0,0.443333333333333,0.00666666666666667,0.00666666666666667,0.11,0,0.00666666666666667,0,0.00666666666666667,0.01,0,0,0.00333333333333333,0.01,0.0133333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3351,0.00333333333333333,0,0.00666666666666667,0.07,0.0366666666666667,0.13,0.0666666666666667,0.01,0.01,0.00333333333333333,0.0133333333333333,0,0.00666666666666667,0.0433333333333333,0,0,0.00666666666666667,0.46,0,0,0.1,0,0,0,0.00666666666666667,0.00333333333333333,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0
40,4409,0,0,0.00333333333333333,0.07,0.00666666666666667,0.103333333333333,0.0466666666666667,0.04,0.01,0,0.0566666666666667,0,0,0.176666666666667,0.00333333333333333,0,0.00333333333333333,0.35,0,0,0.0733333333333333,0,0.0133333333333333,0,0.00666666666666667,0.00333333333333333,0,0,0.00333333333333333,0.01,0.00666666666666667,0.00333333333333333,0.00333333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
45,5468,0.00334448160535117,0.00334448160535117,0.00334448160535117,0.0535117056856187,0.0133779264214047,0.117056856187291,0.0501672240802676,0.0434782608695652,0.00668896321070234,0,0.0836120401337793,0,0.00334448160535117,0.183946488294314,0.00334448160535117,0,0,0.361204013377926,0,0.00668896321070234,0.020066889632107,0,0.00668896321070234,0.00334448160535117,0.00668896321070234,0.00334448160535117,0.00334448160535117,0,0.00334448160535117,0.00334448160535117,0,0.00334448160535117,0.00334448160535117,0.00668896321070234,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6526,0,0,0.0100334448160535,0.0535117056856187,0.0167224080267559,0.127090301003344,0.0602006688963211,0.020066889632107,0.00334448160535117,0.00334448160535117,0.0501672240802676,0,0.00668896321070234,0.167224080267559,0.0100334448160535,0,0.00668896321070234,0.361204013377926,0,0.020066889632107,0.040133779264214,0,0.0100334448160535,0.00334448160535117,0.00334448160535117,0.00668896321070234,0.00334448160535117,0,0,0.00668896321070234,0.00668896321070234,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7585,0,0.00673400673400673,0.00673400673400673,0.0538720538720539,0.00336700336700337,0.175084175084175,0.0437710437710438,0.0202020202020202,0.00673400673400673,0,0.063973063973064,0,0.00336700336700337,0.259259259259259,0.00336700336700337,0,0.0101010101010101,0.262626262626263,0,0.00336700336700337,0.0471380471380471,0,0,0.00336700336700337,0,0.0134680134680135,0,0,0,0.00336700336700337,0,0.00336700336700337,0,0.00673400673400673,0,0,0,0,0,0,0,0,0,0,0,0,0
