"sample.depths","sample.ages","Acer.saccharum.type","Acer.saccharinum.type","Alnus.undiff.","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fagus","Fraxinus.undiff.","Larix","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Salix","Ulmus","Populus","Poaceae","Plantago","Acer.rubrum","Acer.undiff.","Tilia","Tsuga","Vitis","Rosaceae.undiff.","Corylus","Sambucus","Asteraceae.subf..Asteroideae.undiff.","Juglans","Myricaceae","Picea","Rubus","Liquidambar","Cornus","Ericaceae","Thalictrum","Viburnum","Lamiaceae","Dalea","Apiaceae","Celtis","Pinaceae.undiff.","Alnus.incana.type","Alnus.viridis.type","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Pinus.subg..Pinus","Pinus.subg..Strobus","Iva","Urtica.type","Abies","Polygonum","Sarcobatus.vermiculatus"
0,1,0.0132890365448505,0.00332225913621262,0.00996677740863787,0.196013289036545,0.00996677740863787,0.106312292358804,0.0332225913621262,0.0166112956810631,0.0132890365448505,0.00664451827242525,0.00332225913621262,0.0398671096345515,0.00664451827242525,0.0598006644518272,0.0431893687707641,0.0232558139534884,0.225913621262458,0.0332225913621262,0.0730897009966777,0.00332225913621262,0.0764119601328904,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,36,0.0196078431372549,0,0.0130718954248366,0.274509803921569,0.00326797385620915,0.101307189542484,0.0065359477124183,0.0130718954248366,0.00980392156862745,0.00326797385620915,0,0.0294117647058824,0.0130718954248366,0.042483660130719,0.0359477124183007,0,0.264705882352941,0.00980392156862745,0.0588235294117647,0.0065359477124183,0.0555555555555556,0,0.00980392156862745,0.00326797385620915,0.0130718954248366,0.00326797385620915,0.00326797385620915,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,71,0.0198675496688742,0,0.0132450331125828,0.112582781456954,0.0165562913907285,0.0894039735099338,0.0165562913907285,0,0.00993377483443709,0.0132450331125828,0.0298013245033113,0.0529801324503311,0.00993377483443709,0.0562913907284768,0.033112582781457,0.0132450331125828,0.327814569536424,0.00662251655629139,0.0562913907284768,0,0.0794701986754967,0,0.0033112582781457,0,0.00993377483443709,0.0033112582781457,0,0,0.0132450331125828,0.0033112582781457,0.0033112582781457,0.0033112582781457,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,84,0.020746887966805,0,0.020746887966805,0.053941908713693,0.016597510373444,0.058091286307054,0.024896265560166,0.004149377593361,0,0.012448132780083,0.029045643153527,0.037344398340249,0,0.0788381742738589,0.029045643153527,0,0.481327800829876,0.004149377593361,0.053941908713693,0.004149377593361,0.037344398340249,0,0.004149377593361,0,0.00829875518672199,0.00829875518672199,0,0,0.004149377593361,0,0.00829875518672199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,217,0.00666666666666667,0,0.02,0.0133333333333333,0.00666666666666667,0.0766666666666667,0.02,0,0.00666666666666667,0,0.02,0.02,0,0.113333333333333,0.0533333333333333,0.01,0.503333333333333,0.00333333333333333,0.06,0.00333333333333333,0.0333333333333333,0,0,0.00666666666666667,0.01,0,0,0,0.00333333333333333,0,0.00333333333333333,0,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,301,0.0301003344481605,0,0.0234113712374582,0.020066889632107,0.00334448160535117,0.0769230769230769,0.0133779264214047,0,0,0.0100334448160535,0.020066889632107,0.0635451505016722,0.00334448160535117,0.127090301003344,0.0301003344481605,0.0167224080267559,0.421404682274247,0.00334448160535117,0.0635451505016722,0.00334448160535117,0.0267558528428094,0,0.00334448160535117,0,0.0133779264214047,0.00668896321070234,0,0,0.00668896321070234,0,0.00334448160535117,0.0100334448160535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,375,0.0165562913907285,0,0.00993377483443709,0.0165562913907285,0.00993377483443709,0.119205298013245,0.00993377483443709,0.0033112582781457,0,0.00993377483443709,0.00993377483443709,0.0496688741721854,0,0.142384105960265,0.0231788079470199,0,0.450331125827815,0,0.0695364238410596,0,0.0231788079470199,0,0.0033112582781457,0.0033112582781457,0.0033112582781457,0,0,0,0.00993377483443709,0,0.00662251655629139,0.0033112582781457,0,0.0033112582781457,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,639,0.0196078431372549,0,0.0196078431372549,0.0130718954248366,0.0163398692810458,0.0784313725490196,0.0196078431372549,0,0.0065359477124183,0.00326797385620915,0.0196078431372549,0.0359477124183007,0.0065359477124183,0.0849673202614379,0.0588235294117647,0.00980392156862745,0.486928104575163,0.0130718954248366,0.042483660130719,0.00326797385620915,0.0261437908496732,0,0,0,0.0130718954248366,0.00980392156862745,0,0,0.0065359477124183,0,0.00326797385620915,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,903,0.0125391849529781,0,0.0125391849529781,0.0219435736677116,0.00626959247648903,0.119122257053292,0.0125391849529781,0.00626959247648903,0.00626959247648903,0.00313479623824451,0.00626959247648903,0.0438871473354232,0.00940438871473354,0.0438871473354232,0.0376175548589342,0.00313479623824451,0.592476489028213,0.00626959247648903,0.0188087774294671,0,0.0156739811912226,0,0.00313479623824451,0,0,0.0125391849529781,0,0,0,0,0.00626959247648903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1167,0,0.00634920634920635,0.0158730158730159,0.0126984126984127,0.0253968253968254,0.0761904761904762,0.00634920634920635,0,0.00952380952380952,0.00952380952380952,0.0126984126984127,0.0349206349206349,0.0285714285714286,0.0285714285714286,0.0603174603174603,0.00634920634920635,0.549206349206349,0.00317460317460317,0.0317460317460317,0.0126984126984127,0.0380952380952381,0,0,0,0,0.00317460317460317,0,0,0,0,0.00952380952380952,0.00634920634920635,0.00317460317460317,0.00634920634920635,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
