"depth","best.age","min.age","max.age"
0,-20,-40,9
10,240,184,282
15,368,294,416
20,494,406,551
25,617,517,683
35,852,727,934
55,1258,1101,1366
75,1547,1373,1678
95,1731,1565,1888
115,1849,1712,2042
135,1940,1814,2173
145,1987,1864,2230
155,2040,1909,2283
170,2131,1988,2370
190,2273,2122,2470
210,2441,2288,2620
230,2638,2485,2799
250,2864,2710,3017
270,3121,2970,3279
290,3411,3263,3575
310,3735,3581,3907
330,4087,3924,4265
350,4459,4287,4640
370,4845,4657,5021
390,5237,5041,5413
410,5629,5426,5800
430,6013,5808,6178
440,6200,5998,6363
450,6382,6184,6542
460,6559,6363,6717
470,6730,6531,6886
480,6894,6690,7053
490,7052,6840,7223
510,7357,7131,7623
530,7652,7410,8060
550,7948,7704,8489
570,8251,7982,8782
590,8571,8273,9179
610,8903,8553,9448
630,9238,8815,9655
650,9576,9080,10048
670,9916,9314,10498
690,10257,9507,10984
720,10771,9764,11752
740,NA,NA,NA
760,NA,NA,NA
778,NA,NA,NA
800,NA,NA,NA
870,NA,NA,NA
950,NA,NA,NA
1080,NA,NA,NA
