"sample.depths","sample.ages","Abies","Alnus.undiff.","Artemisia","Cyperaceae","Larix","Pinus.undiff.","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Ambrosia","Betulaceae.undiff.","Myrica","Poaceae","Pinus.strobus","Pinus.banksiana.P..resinosa","Betula","Betula.undiff.","Coniferophyta.undiff.","Picea.glauca","Picea.mariana","Alnus.viridis.subsp..crispa","Symphoricarpos.albus","Ericaceae","Thalictrum","Alnus.incana","Picea.undiff.","Corylus","Fagus","Salix","Populus","Cupressaceae","Amaranthaceae","Ostrya.Carpinus","Acer.saccharum","Epilobium","Juglans.cinerea","Tilia","Liliaceae","Fraxinus","Acer.negundo","Ranunculaceae.undiff.","Rosaceae","Shepherdia.canadensis"
547,-5,0.00943396226415094,0.0220125786163522,0.00314465408805031,0.0251572327044025,0.00314465408805031,0.0534591194968553,0.00314465408805031,0.00314465408805031,0.00628930817610063,0.00314465408805031,0.00628930817610063,0.0345911949685535,0.00943396226415094,0.00628930817610063,0.00314465408805031,0.0125786163522013,0.0345911949685535,0.125786163522013,0.0157232704402516,0.138364779874214,0.389937106918239,0.0849056603773585,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,97,0.0159090909090909,0.0113636363636364,0.00454545454545455,0.00909090909090909,0.00681818181818182,0.0477272727272727,0.00227272727272727,0,0,0,0.00681818181818182,0.0227272727272727,0.00227272727272727,0.0113636363636364,0.00227272727272727,0.00909090909090909,0.0136363636363636,0.0772727272727273,0.0363636363636364,0,0,0.0977272727272727,0,0.00454545454545455,0.00227272727272727,0.00227272727272727,0.613636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,737,0.0204678362573099,0.0175438596491228,0.00292397660818713,0.0116959064327485,0.00292397660818713,0.0380116959064327,0.00292397660818713,0,0,0,0.00292397660818713,0.0321637426900585,0,0.0116959064327485,0,0.0146198830409357,0.0087719298245614,0.0614035087719298,0.0350877192982456,0.0350877192982456,0.605263157894737,0.0789473684210526,0,0.00292397660818713,0,0.00292397660818713,0,0.00292397660818713,0.00292397660818713,0.00292397660818713,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0
629,1044,0.0188679245283019,0.0209643605870021,0,0.00838574423480084,0.00419287211740042,0.039832285115304,0,0,0.00209643605870021,0,0,0.0272536687631027,0,0.00838574423480084,0.00838574423480084,0.010482180293501,0.0188679245283019,0.0943396226415094,0.0209643605870021,0,0,0.0691823899371069,0.00209643605870021,0,0,0.00209643605870021,0.633123689727463,0.00209643605870021,0,0.00419287211740042,0,0.00419287211740042,0,0,0,0,0,0,0,0,0,0,0,0
630,1057,0.00320512820512821,0.00961538461538462,0.00320512820512821,0.0192307692307692,0.00320512820512821,0.0576923076923077,0,0,0.00961538461538462,0,0,0.0224358974358974,0.00641025641025641,0.00961538461538462,0.0128205128205128,0.0128205128205128,0.00961538461538462,0.0673076923076923,0.032051282051282,0,0,0.0641025641025641,0,0,0,0.00641025641025641,0.637820512820513,0,0,0.00961538461538462,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0
650,1313,0.0143884892086331,0.00359712230215827,0,0.0143884892086331,0.00899280575539568,0.039568345323741,0.00179856115107914,0,0,0,0,0.0305755395683453,0.00179856115107914,0,0,0.00719424460431655,0.00899280575539568,0.0881294964028777,0.0233812949640288,0,0.679856115107914,0.0485611510791367,0.00359712230215827,0.00359712230215827,0,0.00899280575539568,0,0.00359712230215827,0,0.00539568345323741,0,0,0,0.00179856115107914,0.00179856115107914,0,0,0,0,0,0,0,0,0
690,1825,0.0269461077844311,0.00898203592814371,0.0029940119760479,0.0029940119760479,0.00598802395209581,0.0598802395209581,0,0,0.0029940119760479,0,0,0.0479041916167665,0.0029940119760479,0.0029940119760479,0.0029940119760479,0.0149700598802395,0,0.122754491017964,0.0329341317365269,0,0,0.0598802395209581,0,0.0029940119760479,0,0,0.595808383233533,0,0,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0
730,2337,0.0303030303030303,0.00909090909090909,0.00151515151515152,0.0106060606060606,0.00909090909090909,0.0378787878787879,0.00151515151515152,0.00151515151515152,0.00151515151515152,0,0,0.0181818181818182,0.00303030303030303,0.00303030303030303,0.0136363636363636,0.00909090909090909,0.0257575757575758,0.0984848484848485,0.0136363636363636,0,0.621212121212121,0.0681818181818182,0.00151515151515152,0.00303030303030303,0.00303030303030303,0.00757575757575758,0,0.00303030303030303,0,0.00454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,2876,0.0285087719298246,0.0175438596491228,0,0.0109649122807018,0,0.0219298245614035,0,0,0,0,0,0.0328947368421053,0.00657894736842105,0.00219298245614035,0.0087719298245614,0.0153508771929825,0.0285087719298246,0.0921052631578947,0.0241228070175439,0,0,0.0592105263157895,0,0,0,0.0197368421052632,0.616228070175439,0,0,0,0.0043859649122807,0.00219298245614035,0.00219298245614035,0.00657894736842105,0,0,0,0,0,0,0,0,0,0
800,3074,0.0371517027863777,0.0123839009287926,0,0.00928792569659443,0.00619195046439629,0.00309597523219814,0,0,0,0,0.00309597523219814,0.00619195046439629,0,0.00309597523219814,0.00619195046439629,0.0123839009287926,0.0371517027863777,0.139318885448916,0.0154798761609907,0.065015479876161,0.56656346749226,0.0278637770897833,0,0.00309597523219814,0,0.00619195046439629,0.0309597523219814,0,0,0.00309597523219814,0.00309597523219814,0,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0
