"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Arceuthobium","Betula","Carya","Castanea","Corylus","Cyperaceae","Juglans.cinerea","Juglans.nigra","Nyssa","Ostrya.Carpinus","Pinus.undiff.","Quercus","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Populus","Poaceae","Cephalanthus.occidentalis","Platanus.occidentalis","Liquidambar.styraciflua","Fagus.grandifolia","Ambrosia.Iva","Ericaceae","Fraxinus.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Polygonum.lapathifolium.type","Fabaceae","Acer.rubrum","Ilex","Ulmus","Apiaceae","Brassicaceae","Acer.saccharum","Picea.undiff.","Thalictrum","Tilia","Cornus","Lamiaceae","Abies","Acer.negundo","Fraxinus.pennsylvanica.type","Amaranthaceae","Urticaceae","Fraxinus.nigra.type","Plantago","Diospyros","Artemisia","Rhamnaceae","Acer.undiff.","Cupressaceae","Alnus.undiff.","Caryophyllaceae","Epilobium","Polemonium","Sanguisorba.canadensis","Coniferophyta.undiff.","Larix","Rosaceae.undiff.","Picea.glauca","Picea.mariana","Campanula","Asteraceae.subf..Cichorioideae","Galium"
320,16583,0.491442542787286,0.0733496332518337,0.00244498777506112,0.0171149144254279,0.00244498777506112,0,0,0.0317848410757946,0,0,0,0,0.117359413202934,0.00244498777506112,0.00244498777506112,0,0.0806845965770171,0,0.00733496332518337,0,0,0,0,0,0,0,0.019559902200489,0.0146699266503667,0,0,0.00244498777506112,0,0,0,0,0,0.058679706601467,0.00488997555012225,0,0,0,0.0293398533007335,0,0,0,0,0,0,0,0,0,0,0,0.0122249388753056,0,0,0,0.00244498777506112,0.0171149144254279,0,0.00488997555012225,0,0,0,0.00488997555012225,0
330,16836,0.367541766109785,0.00954653937947494,0,0.0071599045346062,0,0,0,0.0525059665871122,0.00238663484486874,0,0,0.0143198090692124,0.193317422434368,0.0143198090692124,0,0,0.071599045346062,0.0238663484486874,0.0310262529832936,0,0,0,0.00238663484486874,0.00238663484486874,0,0,0,0,0,0,0.00238663484486874,0,0,0.00238663484486874,0,0,0.0334128878281623,0.00477326968973747,0,0,0,0.0286396181384248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238663484486874,0.0477326968973747,0,0.00238663484486874,0.071599045346062,0.00954653937947494,0,0.00238663484486874,0
335,16986,0.29047619047619,0.00952380952380952,0,0.019047619047619,0,0,0,0.0285714285714286,0,0,0,0.00238095238095238,0.197619047619048,0.0119047619047619,0,0,0.0547619047619048,0.00476190476190476,0.0119047619047619,0,0,0,0,0.00238095238095238,0,0,0,0.00238095238095238,0,0,0.00238095238095238,0,0,0,0,0,0.126190476190476,0,0,0,0,0.0761904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238095238095238,0.00238095238095238,0.0380952380952381,0,0,0.0738095238095238,0.0428571428571429,0,0,0
340,17151,0.125984251968504,0.0551181102362205,0.005249343832021,0.005249343832021,0,0,0,0.020997375328084,0,0,0,0,0.307086614173228,0.0236220472440945,0.0026246719160105,0,0.031496062992126,0,0.015748031496063,0,0,0,0,0,0,0,0.005249343832021,0.010498687664042,0,0,0.0026246719160105,0,0,0.0026246719160105,0,0,0.183727034120735,0.0078740157480315,0,0,0,0.0393700787401575,0,0,0,0,0.0026246719160105,0,0,0.005249343832021,0,0,0,0.041994750656168,0,0,0.0026246719160105,0.0026246719160105,0.0603674540682415,0,0.0026246719160105,0.031496062992126,0.0026246719160105,0,0,0.0026246719160105
345,17332,0.0591133004926108,0.0394088669950739,0,0.0147783251231527,0,0,0,0.0640394088669951,0,0,0,0.00492610837438424,0.438423645320197,0.0197044334975369,0.00246305418719212,0,0.0344827586206897,0.0123152709359606,0.0147783251231527,0,0,0,0,0.00246305418719212,0,0,0,0.00246305418719212,0,0,0.00246305418719212,0,0,0,0,0,0.123152709359606,0.00246305418719212,0,0,0,0.0197044334975369,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0.00738916256157635,0.0394088669950739,0,0,0.0566502463054187,0.0344827586206897,0,0,0
350,17527,0.0805555555555556,0.0194444444444444,0.00277777777777778,0.00555555555555556,0,0,0,0.0694444444444444,0,0.00277777777777778,0,0.00277777777777778,0.277777777777778,0.0472222222222222,0.00277777777777778,0,0.0111111111111111,0.00277777777777778,0.0166666666666667,0,0,0,0,0.00277777777777778,0,0,0.0388888888888889,0,0,0,0.00277777777777778,0,0,0.00833333333333333,0.00277777777777778,0,0.2,0.00555555555555556,0,0,0,0.0611111111111111,0,0,0,0,0.00555555555555556,0,0,0,0,0,0,0.0111111111111111,0,0,0,0.00277777777777778,0.0444444444444444,0,0.0111111111111111,0.0472222222222222,0.0111111111111111,0.00277777777777778,0,0
360,17957,0.037593984962406,0,0,0.0050125313283208,0,0,0,0.0275689223057644,0,0,0,0.0025062656641604,0.370927318295739,0.0200501253132832,0,0,0.0401002506265664,0,0.0225563909774436,0,0,0,0,0,0,0,0.0100250626566416,0.0050125313283208,0,0,0,0,0.0025062656641604,0.0050125313283208,0.012531328320802,0,0.298245614035088,0.0050125313283208,0,0,0,0.037593984962406,0,0,0,0,0,0,0,0,0,0,0,0.0075187969924812,0.0025062656641604,0,0,0.0150375939849624,0.0676691729323308,0,0,0.0050125313283208,0,0,0,0
370,18429,0.348101265822785,0.0126582278481013,0,0.0168776371308017,0,0,0,0.0485232067510548,0,0,0,0,0.257383966244726,0.0105485232067511,0,0,0.0654008438818565,0.00421940928270042,0.0189873417721519,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0.00421940928270042,0,0,0,0,0,0.0928270042194093,0,0,0,0,0.0379746835443038,0,0,0,0,0,0,0,0,0,0,0.00210970464135021,0,0,0,0,0.00210970464135021,0.0253164556962025,0,0,0.0210970464135021,0.029535864978903,0,0,0
380,18932,0.0330578512396694,0.00206611570247934,0,0.0165289256198347,0.00206611570247934,0,0.00206611570247934,0.0413223140495868,0,0,0,0.00206611570247934,0.502066115702479,0.012396694214876,0,0.00206611570247934,0.0289256198347107,0,0.0165289256198347,0,0,0,0,0.00206611570247934,0,0,0,0,0.00206611570247934,0,0,0,0,0,0,0,0.130165289256198,0.00413223140495868,0,0.00206611570247934,0,0.0227272727272727,0,0.00413223140495868,0.00206611570247934,0,0.00206611570247934,0,0,0.012396694214876,0,0,0,0,0,0,0,0.00206611570247934,0.0371900826446281,0,0.00206611570247934,0.0557851239669422,0.0578512396694215,0,0,0
390,19457,0.00470588235294118,0.00705882352941176,0.00235294117647059,0.0117647058823529,0.00235294117647059,0,0,0.0376470588235294,0,0,0,0,0.465882352941176,0.0141176470588235,0.00470588235294118,0,0.0235294117647059,0,0.0235294117647059,0,0,0,0,0.00470588235294118,0,0,0,0,0,0,0,0,0,0,0.00470588235294118,0,0.232941176470588,0.0117647058823529,0,0,0,0.00941176470588235,0,0,0.00235294117647059,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0.00705882352941176,0.04,0,0,0.0352941176470588,0.0494117647058823,0,0.00235294117647059,0
400,19991,0,0.00550964187327824,0,0,0,0,0,0.0275482093663912,0,0,0,0,0.451790633608815,0.0165289256198347,0,0,0.0247933884297521,0.00275482093663912,0.0358126721763085,0,0.00275482093663912,0,0,0.00550964187327824,0,0,0.0165289256198347,0.0303030303030303,0,0,0,0,0,0.00275482093663912,0.00275482093663912,0,0.286501377410468,0.00550964187327824,0,0,0,0.00550964187327824,0,0,0.00550964187327824,0,0,0,0,0,0,0,0,0,0.00550964187327824,0.00275482093663912,0,0.00550964187327824,0.0495867768595041,0,0,0,0,0,0.00826446280991736,0
400.1,19996,0.00546448087431694,0.00182149362477231,0,0.00182149362477231,0,0,0.00182149362477231,0.063752276867031,0,0,0,0.00728597449908925,0.520947176684882,0.0127504553734062,0.00182149362477231,0,0.0200364298724954,0.00182149362477231,0.0218579234972678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182149362477231,0,0.211293260473588,0,0,0,0,0.00182149362477231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364298724954463,0.0182149362477231,0,0,0.0437158469945355,0.0491803278688525,0,0.00728597449908925,0.00182149362477231
405,NA,0,0,0,0,0,0,0,0.0111358574610245,0,0,0,0,0.523385300668151,0.0044543429844098,0,0.0022271714922049,0.0289532293986637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044543429844098,0,0,0.211581291759465,0,0,0,0,0.0044543429844098,0,0,0,0,0,0,0,0,0,0,0,0.0022271714922049,0,0,0,0,0.171492204899777,0,0.0066815144766147,0.0044543429844098,0.0244988864142539,0,0,0
