"sample.depths","sample.ages","Acer.rubrum","Aquifoliaceae","Betula","Carya","Castanea","Cupressaceae","Fagus","Poaceae.undiff.","Larix","Liquidambar","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Ambrosia","Fraxinus","Juglans","Populus","Amaranthaceae","Viburnum","Acer.saccharum","Ailanthus","Acer.undiff.","Cyperaceae","Ericaceae","Morus","Nyssa","Plantago.lanceolata","Fabaceae","Cornus","Myrica","Zea","Brassicaceae.type","Caprifoliaceae.undiff.","Celtis","Corylus","Galium","Prunus.type","Apiaceae","Acer.negundo","Artemisia","Cephalanthus","Plantago.major","Sambucus","Thalictrum","Liliaceae","Tilia","Ranunculus","Rosaceae.undiff.","Rhamnus","Asteraceae.subf..Cichorioideae"
0.5,-34,0.0261096605744125,0.00522193211488251,0.18798955613577,0.0156657963446475,0.0182767624020888,0.02088772845953,0.0182767624020888,0.0339425587467363,0.00261096605744125,0.00261096605744125,0.010443864229765,0.00261096605744125,0.0339425587467363,0.00783289817232376,0.0496083550913838,0.00522193211488251,0.360313315926893,0.0130548302872063,0.00261096605744125,0.0339425587467363,0.00261096605744125,0.00261096605744125,0.00261096605744125,0.0339425587467363,0.0522193211488251,0.0365535248041775,0.00261096605744125,0.00522193211488251,0.00261096605744125,0.00261096605744125,0.00261096605744125,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,-19,0.00282485875706215,0,0.18361581920904,0.0169491525423729,0.0338983050847458,0.0282485875706215,0.0169491525423729,0.0367231638418079,0,0.00564971751412429,0.00282485875706215,0,0.0254237288135593,0.00847457627118644,0.0564971751412429,0.00564971751412429,0.31638418079096,0.00282485875706215,0,0.0282485875706215,0.00282485875706215,0.00564971751412429,0,0.0480225988700565,0.0875706214689266,0.0112994350282486,0.00282485875706215,0.00564971751412429,0,0,0.019774011299435,0,0.00847457627118644,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00564971751412429,0.00847457627118644,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,-8,0.0144578313253012,0.00240963855421687,0.156626506024096,0.0120481927710843,0.0313253012048193,0.0120481927710843,0.0192771084337349,0.0216867469879518,0,0,0.00963855421686747,0.00240963855421687,0.0265060240963855,0.0216867469879518,0.072289156626506,0,0.303614457831325,0.0240963855421687,0.00240963855421687,0.0457831325301205,0.0072289156626506,0.00963855421686747,0,0.0337349397590361,0.0987951807228916,0.0144578313253012,0.00481927710843374,0.0072289156626506,0.00240963855421687,0,0.00481927710843374,0,0.00240963855421687,0.00240963855421687,0,0,0.00240963855421687,0.00240963855421687,0,0,0.0120481927710843,0,0,0.00240963855421687,0.00481927710843374,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0
11.5,6,0.0146699266503667,0.00244498777506112,0.136919315403423,0.0220048899755501,0.0488997555012225,0.0146699266503667,0.0220048899755501,0.0220048899755501,0,0,0.0097799511002445,0.00733496332518337,0.019559902200489,0.00733496332518337,0.0831295843520782,0.00244498777506112,0.276283618581907,0.0244498777506112,0,0.0440097799511002,0.00733496332518337,0.00733496332518337,0,0.0464547677261614,0.100244498777506,0.0171149144254279,0.0122249388753056,0.00733496332518337,0,0,0.00488997555012225,0,0,0.00244498777506112,0,0.00244498777506112,0,0,0,0.00244498777506112,0.00488997555012225,0,0.00244498777506112,0,0,0,0,0,0.00244498777506112,0.00733496332518337,0.00244498777506112,0.00244498777506112,0.00244498777506112,0.00244498777506112,0.00244498777506112,0.00244498777506112,0,0,0,0,0
13.5,14,0.00634249471458774,0,0.107822410147992,0.0147991543340381,0.0359408033826638,0.00422832980972516,0.0232558139534884,0.0528541226215645,0,0.00634249471458774,0.0190274841437632,0.00845665961945032,0.0211416490486258,0.00845665961945032,0.0486257928118393,0.00211416490486258,0.33615221987315,0.0295983086680761,0.00211416490486258,0.0380549682875264,0.00211416490486258,0.0126849894291755,0,0.0528541226215645,0.0866807610993657,0.0126849894291755,0.00845665961945032,0,0.00211416490486258,0.00211416490486258,0.00845665961945032,0,0,0.00422832980972516,0.00211416490486258,0.00211416490486258,0.00211416490486258,0.00422832980972516,0,0,0.0105708245243129,0.00634249471458774,0.00422832980972516,0,0.00211416490486258,0,0,0,0.00422832980972516,0,0,0.00211416490486258,0.00211416490486258,0,0,0,0,0,0,0,0
17.5,28,0.00472813238770686,0.00236406619385343,0.174940898345154,0.00472813238770686,0.0567375886524823,0.00945626477541371,0.0307328605200946,0.0354609929078014,0,0.00236406619385343,0.0118203309692671,0.00472813238770686,0.0212765957446809,0.00945626477541371,0.066193853427896,0.00709219858156028,0.309692671394799,0.0236406619385343,0,0.033096926713948,0,0.00709219858156028,0.00236406619385343,0.0236406619385343,0.099290780141844,0.00945626477541371,0.00945626477541371,0,0,0,0.00472813238770686,0,0.00709219858156028,0.00709219858156028,0,0,0,0.00472813238770686,0.00236406619385343,0,0,0.00472813238770686,0,0,0,0,0,0,0.00236406619385343,0,0,0,0,0.00236406619385343,0.00236406619385343,0,0.00236406619385343,0,0,0,0
19.5,36,0.0050251256281407,0,0.138190954773869,0.0201005025125628,0.0201005025125628,0.0050251256281407,0.0226130653266332,0.0301507537688442,0,0.0050251256281407,0.0276381909547739,0.0050251256281407,0.0603015075376884,0.0201005025125628,0.0954773869346734,0.00251256281407035,0.258793969849246,0.0175879396984925,0,0.0552763819095477,0.00251256281407035,0.0201005025125628,0.00251256281407035,0.0376884422110553,0.0954773869346734,0.0125628140703518,0.00251256281407035,0,0,0,0.0100502512562814,0,0.0050251256281407,0.00251256281407035,0.00753768844221105,0.00251256281407035,0.00251256281407035,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0.00251256281407035,0,0,0
23.5,50,0.00919540229885057,0.00229885057471264,0.103448275862069,0.0160919540229885,0.0827586206896552,0.0137931034482759,0.0252873563218391,0.0390804597701149,0,0,0,0.0137931034482759,0.0597701149425287,0.0252873563218391,0.0666666666666667,0,0.259770114942529,0.0206896551724138,0,0.0528735632183908,0.00229885057471264,0.00459770114942529,0,0.0298850574712644,0.0873563218390805,0.0137931034482759,0.00229885057471264,0,0.00229885057471264,0,0.0160919540229885,0,0,0.00229885057471264,0.00229885057471264,0,0,0.00459770114942529,0,0,0.00459770114942529,0,0.0137931034482759,0,0.00229885057471264,0.0114942528735632,0,0,0,0,0,0.00229885057471264,0,0,0,0,0.00229885057471264,0,0.00459770114942529,0,0
25.5,58,0.002710027100271,0.002710027100271,0.10840108401084,0.029810298102981,0.056910569105691,0.008130081300813,0.043360433604336,0.013550135501355,0,0,0.010840108401084,0.00542005420054201,0.051490514905149,0.013550135501355,0.078590785907859,0.002710027100271,0.314363143631436,0.018970189701897,0,0.097560975609756,0.00542005420054201,0.008130081300813,0,0.029810298102981,0.046070460704607,0.018970189701897,0.002710027100271,0,0,0,0.010840108401084,0,0,0,0,0,0.002710027100271,0.002710027100271,0,0,0.002710027100271,0.002710027100271,0.002710027100271,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0.002710027100271,0,0,0,0
31.5,80,0,0,0.114213197969543,0.0177664974619289,0.0431472081218274,0,0.0431472081218274,0.0203045685279188,0,0.00253807106598985,0.0203045685279188,0.0050761421319797,0.0532994923857868,0.0279187817258883,0.104060913705584,0.0050761421319797,0.302030456852792,0.0203045685279188,0,0.0862944162436548,0,0.0126903553299492,0,0.0380710659898477,0.050761421319797,0,0.00253807106598985,0,0,0.00253807106598985,0.0101522842639594,0,0,0,0.0050761421319797,0,0,0,0,0.00253807106598985,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
