"sample.depths","sample.ages","Artemisia","Betula","Carya","Castanea","Corylus","Ilex","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Myrica","Amaranthaceae","Poaceae","Acer.rubrum","Fraxinus.undiff.","Taxodium","Tsuga","Vitis","Populus","Fagus","Polygonum.undiff.","Ranunculus","cf..Rhus","Cephalanthus","Ericaceae","Fabaceae.undiff.","Gentianella","Acer.undiff.","Cyperaceae","Hypericum","Cupressaceae.undiff.","Jasione","Boraginaceae.undiff.","Juglans","Plantaginaceae.undiff.","Parthenocissus","Picea","Brassicaceae","Iva","Xanthium","Magnolia","Rosaceae","Thalictrum","Apiaceae","Fraxinus..tricolpate.","Pinus.subg..Strobus","Tilia","Polygonum.persicaria.type","Fagus.Nyssa","Caryophyllaceae","cf..Rhamnus","Celtis","Asteraceae.subf..Cichorioideae","Plantago","Larix","Asteraceae.undiff.","Polygonella","cf..Sanguisorba","Heliotropium","Trifolium","cf..Verbena","Cornus","Acer.saccharum","Abies","Fraxinus..tetracolpate.","Parnassia","Epilobium","Impatiens","cf..Rumex","Polygala"
217,101,0.00232288037166086,0.0139372822299652,0.0116144018583043,0.00232288037166086,0.00232288037166086,0.00464576074332172,0.0209059233449477,0.00696864111498258,0.00232288037166086,0.0150987224157956,0.615563298490128,0.00232288037166086,0.195121951219512,0.00464576074332172,0.016260162601626,0.0139372822299652,0.00464576074332172,0.0232288037166086,0.016260162601626,0.00696864111498258,0.0185830429732869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,195,0,0.0358245830759728,0.00988264360716492,0.00123533045089561,0,0,0.0123533045089561,0.0111179740580605,0.00988264360716492,0.0123533045089561,0.665225447807288,0,0.156886967263743,0,0.00617665225447807,0.0086473131562693,0.00370599135268684,0.0123533045089561,0.00123533045089561,0.00494132180358246,0.0308832612723904,0.00370599135268684,0.00617665225447807,0.00370599135268684,0.00123533045089561,0.00123533045089561,0.00123533045089561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,288,0,0.0277456647398844,0.0092485549132948,0.0023121387283237,0.0115606936416185,0,0.023121387283237,0.0069364161849711,0.0069364161849711,0.0265895953757225,0.56878612716763,0,0.23121387283237,0,0.0023121387283237,0.0161849710982659,0,0.0277456647398844,0.0023121387283237,0.0023121387283237,0.0161849710982659,0,0.0069364161849711,0,0,0,0.0023121387283237,0.0023121387283237,0.0023121387283237,0.0023121387283237,0.0023121387283237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,382,0,0.0269587194608256,0.0067396798652064,0,0,0.0050547598989048,0.008424599831508,0.0117944397641112,0.0033698399326032,0.0269587194608256,0.69502948609941,0.0016849199663016,0.119629317607414,0.0016849199663016,0.0067396798652064,0.008424599831508,0.0033698399326032,0.016849199663016,0,0,0.0438079191238416,0,0.0033698399326032,0.0016849199663016,0,0,0,0,0,0.0016849199663016,0,0.0016849199663016,0.0016849199663016,0.0016849199663016,0.0016849199663016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,475,0,0.0358744394618834,0.00896860986547085,0.00128122998078155,0,0.00384368994234465,0.0179372197309417,0.00896860986547085,0.0076873798846893,0.0179372197309417,0.666880204996797,0.00128122998078155,0.142216527866752,0.0025624599615631,0.0025624599615631,0.00896860986547085,0.0051249199231262,0.011531069827034,0.00128122998078155,0.0025624599615631,0.0281870595771941,0.00128122998078155,0.00384368994234465,0,0,0,0.00128122998078155,0.0051249199231262,0,0,0,0,0,0,0,0.00640614990390775,0.00128122998078155,0.00128122998078155,0.00384368994234465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,568,0,0.0302613480055021,0.00275103163686382,0,0,0,0.0220082530949106,0.0110041265474553,0.00550206327372765,0.0261348005502063,0.676753782668501,0,0.126547455295736,0,0.00275103163686382,0.00825309491059147,0.0110041265474553,0.0220082530949106,0,0,0.0275103163686382,0,0.0165061898211829,0,0,0,0,0,0,0,0,0,0.00275103163686382,0,0,0.00275103163686382,0.00275103163686382,0,0,0.00275103163686382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,660,0.00847008999470619,0.0211752249867655,0.00635256749602965,0,0,0.00105876124933827,0.0179989412387507,0.011646373742721,0.0105876124933827,0.0571731074642668,0.671784012705135,0.00105876124933827,0.142932768660667,0,0.00317628374801482,0.00741132874536792,0.00317628374801482,0.00105876124933827,0.00211752249867655,0,0.0158814187400741,0,0.00741132874536792,0.00317628374801482,0,0,0.00105876124933827,0,0,0,0,0,0.00211752249867655,0,0,0,0,0,0.00211752249867655,0,0.00105876124933827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,753,0,0.0198511166253102,0.00248138957816377,0,0.00248138957816377,0,0.0248138957816377,0.0148883374689826,0.00248138957816377,0.0397022332506203,0.707196029776675,0,0.106699751861042,0,0,0.00248138957816377,0.00744416873449132,0.00248138957816377,0.00248138957816377,0.00248138957816377,0.032258064516129,0,0.00744416873449132,0.00496277915632754,0,0.00248138957816377,0.00744416873449132,0,0,0,0,0,0.00248138957816377,0,0,0,0,0,0,0,0,0.00248138957816377,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,845,0,0.0221997981836529,0.012108980827447,0,0,0.00201816347124117,0.0161453077699294,0.00605449041372351,0.00201816347124117,0.00201816347124117,0.715438950554995,0,0.159434914228052,0.00201816347124117,0,0.0100908173562059,0.00201816347124117,0,0,0,0.0282542885973764,0,0.00605449041372351,0.00403632694248234,0,0.00201816347124117,0.00403632694248234,0,0,0,0,0,0,0,0,0,0,0,0.00201816347124117,0,0,0,0,0.00201816347124117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,937,0,0.0282828282828283,0.00808080808080808,0,0,0.00404040404040404,0.0181818181818182,0.0101010101010101,0.00404040404040404,0.0282828282828283,0.672727272727273,0.00202020202020202,0.141414141414141,0,0.00606060606060606,0.00606060606060606,0.0101010101010101,0.00202020202020202,0.00404040404040404,0,0.0363636363636364,0,0.00606060606060606,0,0.00202020202020202,0.00202020202020202,0,0,0,0,0,0,0,0,0,0,0.00202020202020202,0,0.00202020202020202,0,0,0.00202020202020202,0,0,0.00202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
