"sample.depths","sample.ages","Artemisia","Betula","Carya","Castanea","Corylus","Ilex","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Myrica","Amaranthaceae","Poaceae","Acer.rubrum","Fraxinus.undiff.","Taxodium","Tsuga","Vitis","Populus","Fagus","Polygonum.undiff.","Ranunculus","cf..Rhus","Cephalanthus","Ericaceae","Fabaceae.undiff.","Gentianella","Acer.undiff.","Cyperaceae","Hypericum","Cupressaceae.undiff.","Jasione","Boraginaceae.undiff.","Juglans","Plantaginaceae.undiff.","Parthenocissus","Picea","Brassicaceae","Iva","Xanthium","Magnolia","Rosaceae","Thalictrum","Apiaceae","Fraxinus..tricolpate.","Pinus.subg..Strobus","Tilia","Polygonum.persicaria.type","Fagus.Nyssa","Caryophyllaceae","cf..Rhamnus","Celtis","Asteraceae.subf..Cichorioideae","Plantago","Larix","Asteraceae.undiff.","Polygonella","cf..Sanguisorba","Heliotropium","Trifolium","cf..Verbena","Cornus","Acer.saccharum","Abies","Fraxinus..tetracolpate.","Parnassia","Epilobium","Impatiens","cf..Rumex","Polygala"
238,1075,0,0.0303030303030303,0.00404040404040404,0,0.00202020202020202,0.00202020202020202,0.0202020202020202,0.0181818181818182,0.00808080808080808,0.00808080808080808,0.670707070707071,0,0.15959595959596,0,0.00606060606060606,0.00808080808080808,0.00404040404040404,0.0141414141414141,0.00404040404040404,0.00606060606060606,0.00808080808080808,0,0.00606060606060606,0,0.00202020202020202,0,0.00202020202020202,0,0,0,0,0.00202020202020202,0.00202020202020202,0,0,0,0,0,0.00606060606060606,0,0.00202020202020202,0,0,0,0,0.00202020202020202,0.00202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1258,0,0.00516129032258065,0.00774193548387097,0.00258064516129032,0.00258064516129032,0,0.0129032258064516,0.0154838709677419,0,0.100645161290323,0.612903225806452,0.00258064516129032,0.180645161290323,0,0.00516129032258065,0.0154838709677419,0,0.00516129032258065,0.00774193548387097,0,0.0129032258064516,0,0.00516129032258065,0,0,0.00258064516129032,0,0,0,0,0,0,0,0,0,0.00258064516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1440,0,0.0112044817927171,0.00700280112044818,0,0,0.00140056022408964,0.0140056022408964,0.00840336134453781,0.00700280112044818,0.00280112044817927,0.742296918767507,0,0.144257703081232,0,0.00140056022408964,0.0168067226890756,0.00420168067226891,0.00420168067226891,0,0.00140056022408964,0.0294117647058824,0,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140056022408964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1622,0,0.0193236714975845,0,0,0,0,0.00966183574879227,0.00966183574879227,0.00483091787439614,0.0144927536231884,0.6256038647343,0,0.188405797101449,0,0.00966183574879227,0.0289855072463768,0.00241545893719807,0.00241545893719807,0,0,0.0483091787439614,0,0.00966183574879227,0.00241545893719807,0,0.00241545893719807,0.0072463768115942,0.00241545893719807,0,0.00241545893719807,0,0.00241545893719807,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0.00241545893719807,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,1802,0,0.0199501246882793,0.0124688279301746,0,0,0,0.0124688279301746,0.0149625935162095,0.00748129675810474,0.0124688279301746,0.608478802992519,0,0.211970074812968,0,0.00997506234413965,0.0124688279301746,0.00498753117206983,0,0,0.00249376558603491,0.0423940149625935,0,0.00997506234413965,0.00498753117206983,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0.00997506234413965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,2162,0.00265604249667995,0.0159362549800797,0.0106241699867198,0,0,0,0.0239043824701195,0.00531208499335989,0.00531208499335989,0.0159362549800797,0.628154050464807,0,0.193891102257636,0,0.00796812749003984,0.0212483399734396,0.00265604249667995,0,0.00265604249667995,0.00265604249667995,0.0345285524568393,0,0.00796812749003984,0,0,0,0,0.00265604249667995,0,0,0,0.00265604249667995,0,0,0,0,0.0132802124833997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,2340,0,0.033003300330033,0.0099009900990099,0,0,0.00165016501650165,0.0115511551155116,0.0066006600660066,0.0066006600660066,0.00825082508250825,0.602310231023102,0,0.183168316831683,0,0.00825082508250825,0.0099009900990099,0.00165016501650165,0.0033003300330033,0.0066006600660066,0,0.066006600660066,0,0.0033003300330033,0.0033003300330033,0,0,0.00165016501650165,0.00495049504950495,0,0.00165016501650165,0,0,0.00165016501650165,0,0,0,0.00825082508250825,0,0.0115511551155116,0,0,0,0,0,0,0,0.0033003300330033,0,0.00165016501650165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2518,0,0.02,0.005,0,0,0.0025,0.0075,0,0.0025,0.0275,0.5875,0,0.2275,0,0.01,0.03,0,0,0,0,0.0525,0.0025,0.005,0.005,0,0,0,0,0,0.0025,0,0,0,0,0,0.0025,0.005,0,0.0025,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,2695,0,0.0197600564573042,0.0127028934368384,0,0,0.00141143260409315,0.0155257586450247,0.00141143260409315,0.00141143260409315,0.109386026817219,0.646436132674665,0.00141143260409315,0.151023288637968,0,0.00282286520818631,0.00282286520818631,0.00282286520818631,0,0,0,0.0197600564573042,0,0.00282286520818631,0,0,0.00141143260409315,0.00141143260409315,0,0,0,0,0.00141143260409315,0.00141143260409315,0,0,0,0,0,0.00141143260409315,0,0,0,0,0,0,0,0,0,0,0.00141143260409315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,2871,0,0.0250260688216893,0.00417101147028154,0,0,0,0.0187695516162669,0.00625651720542232,0.00417101147028154,0.0187695516162669,0.637122002085506,0,0.175182481751825,0,0.00625651720542232,0.0375391032325339,0.00625651720542232,0,0.00208550573514077,0,0.0333680917622523,0,0.0125130344108446,0,0,0,0.00208550573514077,0.00208550573514077,0,0,0,0,0.00208550573514077,0,0,0.00208550573514077,0,0,0.00208550573514077,0,0,0,0,0,0,0,0,0,0,0,0.00208550573514077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,3046,0,0.01998001998002,0.007992007992008,0,0,0,0.013986013986014,0.011988011988012,0.011988011988012,0.00899100899100899,0.58041958041958,0,0.23976023976024,0,0.007992007992008,0.00999000999001,0,0,0.001998001998002,0,0.057942057942058,0,0.003996003996004,0.005994005994006,0,0,0,0.003996003996004,0,0.005994005994006,0,0,0,0,0,0,0.001998001998002,0,0,0,0.001998001998002,0,0,0,0.000999000999001,0,0,0,0,0,0,0.001998001998002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,3395,0,0.0325027085590466,0.00866738894907909,0,0,0,0.0151679306608884,0.00650054171180932,0.00433369447453954,0.0249187432286024,0.611050920910076,0,0.1863488624052,0,0.00650054171180932,0.0173347778981582,0.00650054171180932,0,0,0,0.0585048754062839,0,0.00650054171180932,0,0,0,0.00216684723726977,0,0,0,0,0,0,0,0,0,0.00433369447453954,0,0.00433369447453954,0,0.00433369447453954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,3568,0,0.0286591606960082,0.00409416581371546,0,0,0,0.0143295803480041,0.0204708290685773,0.00614124872057318,0.0307062436028659,0.604912998976459,0,0.194472876151484,0,0.00818833162743091,0.0102354145342886,0.0102354145342886,0,0.00204708290685773,0,0.0429887410440123,0,0.00614124872057318,0.00204708290685773,0,0,0.0122824974411464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204708290685773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,3740,0,0.0166073546856465,0.0118623962040332,0,0.00237247924080664,0,0.0213523131672598,0.0189798339264531,0.0260972716488731,0.0225385527876631,0.595492289442467,0,0.185053380782918,0,0.0118623962040332,0.0474495848161329,0,0.00237247924080664,0.00474495848161329,0.00237247924080664,0.0166073546856465,0,0.00474495848161329,0,0,0,0.00474495848161329,0,0,0,0.00237247924080664,0,0,0,0,0,0.00237247924080664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,4083,0,0.0260521042084168,0.00601202404809619,0,0,0,0.030060120240481,0.0120240480961924,0.00200400801603206,0,0.685370741482966,0,0.154308617234469,0,0.00601202404809619,0.00601202404809619,0.00601202404809619,0.00400801603206413,0,0,0.0501002004008016,0.00200400801603206,0.00400801603206413,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0.00200400801603206,0,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,4253,0,0.015015015015015,0.001001001001001,0,0.001001001001001,0,0.028028028028028,0.016016016016016,0.001001001001001,0.14014014014014,0.532532532532533,0.001001001001001,0.2002002002002,0.001001001001001,0.005005005005005,0.003003003003003,0.003003003003003,0,0.005005005005005,0.001001001001001,0.035035035035035,0,0,0,0,0.001001001001001,0,0,0,0,0,0.003003003003003,0,0,0,0.001001001001001,0,0,0,0,0,0,0,0,0.002002002002002,0,0,0,0,0.001001001001001,0,0,0.001001001001001,0.001001001001001,0.001001001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,4422,0,0.0173913043478261,0.0115942028985507,0,0,0,0.00579710144927536,0.00289855072463768,0,0.00579710144927536,0.744927536231884,0,0.156521739130435,0,0.0202898550724638,0.00289855072463768,0.00289855072463768,0,0,0,0.0115942028985507,0,0.00289855072463768,0,0,0.00289855072463768,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0.00579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,4507,0,0.0278551532033426,0.00557103064066852,0,0,0,0.0167130919220056,0.0167130919220056,0.00557103064066852,0.00185701021355617,0.673166202414113,0.00185701021355617,0.191272051996286,0,0.00557103064066852,0.00185701021355617,0.00557103064066852,0,0.00185701021355617,0.00185701021355617,0.031569173630455,0,0,0,0,0,0,0,0,0.00185701021355617,0,0,0,0,0,0,0,0,0.00557103064066852,0,0.00185701021355617,0,0,0,0,0,0,0,0,0.00185701021355617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,4675,0,0.00733496332518337,0.00488997555012225,0,0,0,0.0244498777506112,0.0122249388753056,0.00244498777506112,0.154034229828851,0.518337408312958,0,0.19559902200489,0,0.0097799511002445,0.00488997555012225,0.00733496332518337,0,0.0268948655256724,0.00244498777506112,0.0220048899755501,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,4842,0,0.0227057710501419,0.00378429517502365,0,0,0,0.0151371807000946,0.00378429517502365,0.00378429517502365,0.00189214758751183,0.697256385998108,0.00189214758751183,0.168401135288552,0,0.00567644276253548,0.00378429517502365,0.011352885525071,0.00189214758751183,0,0.00189214758751183,0.0378429517502365,0.00189214758751183,0.00189214758751183,0,0,0,0,0.00189214758751183,0,0,0,0,0.00378429517502365,0,0,0,0.00378429517502365,0,0,0,0.00378429517502365,0,0,0,0,0,0,0,0.00189214758751183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,4967,0.00231749710312862,0.0208574739281576,0.00463499420625724,0,0,0,0.0115874855156431,0.00463499420625724,0,0.0254924681344148,0.651216685979143,0,0.187717265353418,0.00231749710312862,0.0115874855156431,0.00695249130938586,0.00231749710312862,0,0,0.00231749710312862,0.0440324449594438,0,0.00695249130938586,0,0,0,0.00231749710312862,0.00231749710312862,0,0,0,0.00231749710312862,0.00231749710312862,0,0,0,0.00231749710312862,0,0.00231749710312862,0,0,0,0,0,0.00115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,5175,0.0016246953696182,0.0178716490658002,0,0,0,0,0.0324939073923639,0.00324939073923639,0.00324939073923639,0.000812347684809098,0.669374492282697,0,0.201462225832656,0,0.00487408610885459,0.00649878147847279,0.00324939073923639,0,0.0016246953696182,0.0016246953696182,0.0324939073923639,0,0.0113728675873274,0,0,0.0016246953696182,0.0016246953696182,0,0,0,0,0,0.0016246953696182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324939073923639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,5340,0.0010840108401084,0.0281842818428184,0.0043360433604336,0,0,0,0.0173441734417344,0.00758807588075881,0.0010840108401084,0.0178861788617886,0.653116531165312,0.0021680216802168,0.190785907859079,0,0.00867208672086721,0.0032520325203252,0.0021680216802168,0.0010840108401084,0.0032520325203252,0,0.0444444444444444,0.0010840108401084,0.0032520325203252,0,0,0,0,0.0010840108401084,0,0,0,0,0.0010840108401084,0,0,0.0010840108401084,0.0010840108401084,0,0.0032520325203252,0,0.0010840108401084,0,0,0,0.000542005420054201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,5668,0.0012666244458518,0.0164661177960735,0.00759974667511083,0.00253324889170361,0,0,0.0012666244458518,0.00506649778340722,0.00633312222925903,0.00379987333755541,0.69094363521216,0,0.211526282457251,0.0012666244458518,0.00506649778340722,0.00379987333755541,0,0,0.00253324889170361,0,0.0303989867004433,0,0.00253324889170361,0,0,0,0,0.0012666244458518,0,0,0,0,0,0,0,0,0.0012666244458518,0,0.0012666244458518,0,0,0,0,0,0,0,0,0,0,0.0012666244458518,0.0012666244458518,0,0,0,0,0,0,0.0012666244458518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,5831,0,0.0176211453744493,0.0066079295154185,0,0,0,0.0220264317180617,0.00440528634361234,0,0,0.78193832599119,0.00220264317180617,0.107929515418502,0,0.00220264317180617,0,0.00220264317180617,0.00440528634361234,0,0,0.0352422907488987,0,0.00220264317180617,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0,0.00220264317180617,0,0.00440528634361234,0,0,0,0,0,0,0,0,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,5993,0,0.0109364319890636,0.00273410799726589,0,0,0,0.0218728639781271,0.0136705399863295,0.00136705399863295,0.0273410799726589,0.732057416267943,0,0.162679425837321,0,0.00546821599453178,0.00273410799726589,0.00136705399863295,0,0,0.00136705399863295,0.0123034859876965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136705399863295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273410799726589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,6154,0,0.0136239782016349,0.00544959128065395,0,0,0,0.0163487738419619,0.00272479564032698,0.00272479564032698,0,0.705722070844687,0.00272479564032698,0.168937329700272,0.00272479564032698,0.00272479564032698,0.00544959128065395,0,0.00272479564032698,0.00272479564032698,0,0.0572207084468665,0,0,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0.00272479564032698,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,6314,0,0.025531914893617,0.00425531914893617,0,0,0,0.0234042553191489,0.0106382978723404,0.00638297872340425,0.0297872340425532,0.593617021276596,0,0.227659574468085,0,0.0106382978723404,0.00212765957446809,0.00851063829787234,0.00212765957446809,0.00212765957446809,0,0.0297872340425532,0,0.0106382978723404,0,0,0,0.00425531914893617,0,0,0,0,0,0,0,0,0,0.00638297872340425,0,0.00212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,6474,0,0.00460829493087558,0.00230414746543779,0,0,0,0.0184331797235023,0,0.0184331797235023,0,0.695852534562212,0,0.200460829493088,0.00230414746543779,0.00921658986175115,0.00921658986175115,0,0,0,0.00230414746543779,0.0207373271889401,0,0.00921658986175115,0,0,0,0,0.00230414746543779,0,0,0,0,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,6633,0,0.0135363790186125,0.00169204737732657,0,0,0,0.0219966159052453,0,0.00846023688663283,0.00846023688663283,0.620981387478849,0,0.209813874788494,0.00169204737732657,0.00169204737732657,0.011844331641286,0,0,0,0,0.0626057529610829,0,0.0050761421319797,0,0,0,0,0.00676818950930626,0,0,0,0,0,0,0,0,0.0169204737732657,0,0.0050761421319797,0,0,0,0,0,0,0,0,0,0,0,0,0.00169204737732657,0,0,0,0,0,0,0,0.00169204737732657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,6791,0,0.0092485549132948,0.0092485549132948,0,0,0,0.0277456647398844,0.0046242774566474,0.0023121387283237,0.0069364161849711,0.66242774566474,0,0.194219653179191,0.0023121387283237,0.0046242774566474,0.0092485549132948,0.0023121387283237,0,0,0.0023121387283237,0.0277456647398844,0,0.0069364161849711,0,0,0.0046242774566474,0.0046242774566474,0.0069364161849711,0,0.0069364161849711,0,0,0,0,0,0.0023121387283237,0,0,0.0023121387283237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,6949,0,0.0258899676375405,0.0107874865156419,0.00215749730312837,0,0.00431499460625674,0.0280474649406688,0.00862998921251348,0.00215749730312837,0.0151024811218986,0.663430420711974,0,0.163969795037756,0.00215749730312837,0.00431499460625674,0.00431499460625674,0,0.00215749730312837,0,0,0.0366774541531823,0,0.00862998921251348,0.00215749730312837,0,0,0,0.00431499460625674,0,0,0,0,0,0,0,0,0.00215749730312837,0,0.00647249190938511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215749730312837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,7262,0,0.0188679245283019,0.0070754716981132,0.00235849056603774,0,0,0.0235849056603774,0.0117924528301887,0.00235849056603774,0.00471698113207547,0.64622641509434,0.00471698113207547,0.195754716981132,0,0,0.00471698113207547,0.0070754716981132,0,0.00235849056603774,0.00235849056603774,0.0377358490566038,0.00235849056603774,0.00235849056603774,0,0,0.00235849056603774,0.00235849056603774,0,0,0,0.00235849056603774,0,0,0,0,0.00235849056603774,0.0070754716981132,0,0.0070754716981132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
