"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Carya","Cephalanthus","Ilex","Liquidambar","Quercus","Serenoa","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Myrica","Pinus","Amaranthaceae","Poaceae","Cyperaceae.undiff.","Polygonum","Juglans.nigra.type","Ericales","Iva","Bidens.type","Ostrya.Carpinus","Vitis","Alnus","Fraxinus","Nyssa.sylvatica.type","Gordonia","Salix","Tillandsia","Lechea","Celtis","Rhus","Platanus","Cassia","Eriogonum","Ephedra","Artemisia","cf..Clethra","Parthenocissus"
275,-18,0.00336700336700337,0.0134680134680135,0.063973063973064,0.00673400673400673,0.0101010101010101,0.0101010101010101,0.151515151515152,0.00336700336700337,0.00673400673400673,0.0101010101010101,0.00673400673400673,0.158249158249158,0.474747474747475,0.0101010101010101,0.037037037037037,0.0202020202020202,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,59,0,0.0172413793103448,0.0482758620689655,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.175862068965517,0,0.0172413793103448,0.00689655172413793,0.00344827586206897,0.179310344827586,0.424137931034483,0.0206896551724138,0.0344827586206897,0.0172413793103448,0,0,0,0.00344827586206897,0.00344827586206897,0.00689655172413793,0.00344827586206897,0.00344827586206897,0.0103448275862069,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0
295,288,0,0,0.0838926174496644,0,0,0.0201342281879195,0.161073825503356,0,0.00671140939597315,0.00335570469798658,0.0100671140939597,0.130872483221477,0.486577181208054,0.023489932885906,0.0268456375838926,0.0100671140939597,0,0,0.00335570469798658,0,0,0.00335570469798658,0.00335570469798658,0.00335570469798658,0.00671140939597315,0,0.00671140939597315,0.00335570469798658,0.00671140939597315,0,0,0,0,0,0,0,0,0,0
315,594,0,0,0.0933333333333333,0.00333333333333333,0,0.0266666666666667,0.15,0,0.01,0,0,0.0533333333333333,0.606666666666667,0.00666666666666667,0.0333333333333333,0.00333333333333333,0,0,0.00333333333333333,0,0,0.00666666666666667,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,900,0,0,0.090909090909091,0,0.00336700336700337,0.0168350168350168,0.151515151515152,0,0.0202020202020202,0.00673400673400673,0,0.111111111111111,0.525252525252525,0.00673400673400673,0.0437710437710438,0.00336700336700337,0,0,0.00336700336700337,0,0,0.00336700336700337,0,0.00336700336700337,0.00336700336700337,0.00673400673400673,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1053,0,0,0.0976430976430976,0,0.00673400673400673,0.0134680134680135,0.151515151515152,0,0.00673400673400673,0,0,0.107744107744108,0.565656565656566,0.00336700336700337,0.0202020202020202,0.0101010101010101,0,0,0.00673400673400673,0,0,0,0,0.00336700336700337,0,0.00336700336700337,0,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0
365,1359,0,0,0.040133779264214,0.00334448160535117,0,0.0100334448160535,0.180602006688963,0,0.0234113712374582,0.00334448160535117,0.00668896321070234,0.100334448160535,0.558528428093645,0.0133779264214047,0.0267558528428094,0.0100334448160535,0,0,0,0.00334448160535117,0,0.00334448160535117,0.00334448160535117,0,0,0.00668896321070234,0,0,0,0,0.00334448160535117,0.00334448160535117,0,0,0,0,0,0,0
385,1665,0,0,0.0598006644518272,0,0.0132890365448505,0.0132890365448505,0.172757475083056,0,0.00332225913621262,0,0.00664451827242525,0.0963455149501661,0.558139534883721,0.0199335548172757,0.026578073089701,0.00996677740863787,0,0,0.00332225913621262,0,0,0.00664451827242525,0,0,0,0.00332225913621262,0,0,0,0,0,0,0.00332225913621262,0.00332225913621262,0,0,0,0,0
405,1971,0,0,0.0608108108108108,0,0,0.00337837837837838,0.233108108108108,0,0.0101351351351351,0.00337837837837838,0,0.0439189189189189,0.560810810810811,0.0236486486486486,0.0371621621621622,0.0202702702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337837837837838,0,0,0,0
425,2277,0,0,0.066006600660066,0,0.0033003300330033,0.0066006600660066,0.138613861386139,0,0.0132013201320132,0.0099009900990099,0.0033003300330033,0.0396039603960396,0.646864686468647,0.0132013201320132,0.0264026402640264,0.0099009900990099,0,0,0,0,0.0033003300330033,0.0033003300330033,0,0,0.0066006600660066,0.0033003300330033,0,0,0,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0,0,0
