"sample.depths","sample.ages","Abies","Acer.saccharum.type","Alnus","Betula","Carya","Cephalanthus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Juglans.cinerea","Larix","Ostrya","Picea","Pinus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiineae","Cyperaceae","Plantago","Poaceae","Rumex","Xanthium"
0,-27,0,0.039426523297491,0.043010752688172,0.17921146953405,0.003584229390681,0,0,0,0.028673835125448,0.028673835125448,0.014336917562724,0,0.017921146953405,0.010752688172043,0.204301075268817,0.003584229390681,0.10752688172043,0.007168458781362,0,0.025089605734767,0.0537634408602151,0.129032258064516,0,0.003584229390681,0.007168458781362,0,0.007168458781362,0.003584229390681,0.010752688172043,0.07168458781362,0,0
10,87,0.00297619047619048,0.0119047619047619,0.0476190476190476,0.119047619047619,0.00892857142857143,0,0.00297619047619048,0,0.0386904761904762,0.0238095238095238,0.00595238095238095,0.00297619047619048,0.00892857142857143,0.00892857142857143,0.19047619047619,0,0.0833333333333333,0.00892857142857143,0.00297619047619048,0.0476190476190476,0.0357142857142857,0.223214285714286,0.00297619047619048,0,0.00297619047619048,0,0.0148809523809524,0,0,0.104166666666667,0,0
20,202,0.00316455696202532,0.0253164556962025,0.0443037974683544,0.126582278481013,0.00949367088607595,0,0,0,0.0316455696202532,0.00949367088607595,0.00316455696202532,0,0.0221518987341772,0.0189873417721519,0.234177215189873,0,0.0632911392405063,0,0.00632911392405063,0.0284810126582278,0.0506329113924051,0.246835443037975,0,0.00316455696202532,0,0,0.00316455696202532,0,0,0.0664556962025316,0.00316455696202532,0
30,316,0,0.0162162162162162,0.0486486486486487,0.116216216216216,0.00810810810810811,0,0.0027027027027027,0,0.0216216216216216,0.0216216216216216,0.00540540540540541,0,0.0135135135135135,0.00810810810810811,0.164864864864865,0,0.0594594594594595,0.0108108108108108,0,0.0297297297297297,0.072972972972973,0.281081081081081,0,0.0027027027027027,0,0,0.027027027027027,0.0027027027027027,0.00540540540540541,0.0810810810810811,0,0
40,430,0,0.0209580838323353,0.0419161676646707,0.125748502994012,0.00898203592814371,0,0,0,0.0329341317365269,0.00898203592814371,0.00898203592814371,0,0.0149700598802395,0.00598802395209581,0.191616766467066,0,0.0688622754491018,0,0.00598802395209581,0.0449101796407186,0.0598802395209581,0.245508982035928,0,0,0,0,0.00598802395209581,0.0029940119760479,0.00898203592814371,0.0868263473053892,0.00898203592814371,0
50,545,0,0.0194805194805195,0.0357142857142857,0.100649350649351,0.00324675324675325,0,0,0,0.0227272727272727,0.0064935064935065,0,0,0.0194805194805195,0.0064935064935065,0.24025974025974,0.0064935064935065,0.0779220779220779,0.00324675324675325,0.0064935064935065,0.0616883116883117,0.0779220779220779,0.204545454545455,0,0.0064935064935065,0.0064935064935065,0.00324675324675325,0.00974025974025974,0,0,0.0779220779220779,0.00324675324675325,0
60,659,0,0.0134228187919463,0.0469798657718121,0.11744966442953,0.0167785234899329,0,0,0,0.0201342281879195,0.0134228187919463,0.00335570469798658,0,0.0134228187919463,0.0100671140939597,0.248322147651007,0,0.087248322147651,0.00671140939597315,0.0134228187919463,0.063758389261745,0.0503355704697987,0.181208053691275,0,0.00335570469798658,0,0,0.00335570469798658,0.00335570469798658,0.00335570469798658,0.0671140939597315,0.0134228187919463,0
70,774,0,0.0172413793103448,0.0344827586206897,0.110344827586207,0.0103448275862069,0,0,0,0.0379310344827586,0,0.00344827586206897,0,0.0137931034482759,0.00344827586206897,0.282758620689655,0,0.0724137931034483,0.00344827586206897,0,0.0655172413793104,0.0724137931034483,0.155172413793103,0,0,0.00344827586206897,0,0.0241379310344828,0.00344827586206897,0,0.0862068965517241,0,0
80,888,0.004149377593361,0.020746887966805,0.016597510373444,0.107883817427386,0,0,0,0,0.045643153526971,0.004149377593361,0,0,0.016597510373444,0.004149377593361,0.37344398340249,0,0.058091286307054,0,0.029045643153527,0.074688796680498,0.0912863070539419,0.112033195020747,0,0,0,0,0.012448132780083,0,0,0.029045643153527,0,0
90,1002,0.00462962962962963,0.0277777777777778,0.00462962962962963,0.0833333333333333,0.0231481481481481,0,0,0,0.037037037037037,0.0231481481481481,0,0,0.037037037037037,0.00925925925925926,0.458333333333333,0,0.0324074074074074,0,0.0231481481481481,0.12037037037037,0.0462962962962963,0.0509259259259259,0,0,0,0,0,0.00462962962962963,0,0.00925925925925926,0.00462962962962963,0
100,1117,0,0.0246305418719212,0.00985221674876847,0.113300492610837,0.0246305418719212,0,0,0,0.0246305418719212,0.0246305418719212,0.00492610837438424,0,0.103448275862069,0.00985221674876847,0.266009852216749,0,0.113300492610837,0,0.0394088669950739,0.142857142857143,0.0935960591133005,0,0,0,0,0,0,0.00492610837438424,0,0,0,0
110,1231,0.00490196078431373,0.0245098039215686,0.00490196078431373,0.122549019607843,0.0196078431372549,0,0,0,0.0735294117647059,0.00490196078431373,0,0,0.0931372549019608,0.0196078431372549,0.17156862745098,0,0.127450980392157,0,0.0294117647058824,0.21078431372549,0.0784313725490196,0,0,0.00490196078431373,0,0,0,0,0,0.00980392156862745,0,0
