"sample.depths","sample.ages","Abies","Acer.saccharum.type","Alnus","Betula","Carya","Cephalanthus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Juglans.cinerea","Larix","Ostrya","Picea","Pinus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiineae","Cyperaceae","Plantago","Poaceae","Rumex","Xanthium"
120,1346,0,0.0640394088669951,0,0.103448275862069,0.0197044334975369,0,0,0,0.0492610837438424,0.0147783251231527,0.0295566502463054,0,0.103448275862069,0,0.16256157635468,0,0.103448275862069,0,0.0394088669950739,0.152709359605911,0.142857142857143,0.00492610837438424,0,0,0,0,0,0,0,0.00985221674876847,0,0
130,1460,0.00471698113207547,0.0566037735849057,0.0141509433962264,0.108490566037736,0.0188679245283019,0,0.00943396226415094,0,0.080188679245283,0.0566037735849057,0.00943396226415094,0.00943396226415094,0.0566037735849057,0.00471698113207547,0.127358490566038,0,0.165094339622642,0.00471698113207547,0.0141509433962264,0.14622641509434,0.0754716981132075,0.00943396226415094,0,0,0.00471698113207547,0,0,0.0235849056603774,0,0,0,0
140,1575,0,0.0926829268292683,0.0195121951219512,0.131707317073171,0.0146341463414634,0,0.0097560975609756,0,0.0926829268292683,0.0097560975609756,0.0146341463414634,0,0.0536585365853659,0.0048780487804878,0.117073170731707,0.0097560975609756,0.117073170731707,0,0.024390243902439,0.136585365853659,0.146341463414634,0.0048780487804878,0,0,0,0,0,0,0,0,0,0
141,1586,0.00497512437810945,0.0895522388059701,0.00497512437810945,0.139303482587065,0.0248756218905473,0,0.00497512437810945,0,0.124378109452736,0.0348258706467662,0.0149253731343284,0.00497512437810945,0.0497512437810945,0,0.104477611940299,0,0.0746268656716418,0,0.0149253731343284,0.174129353233831,0.134328358208955,0,0,0,0,0,0,0,0,0,0,0
142,1597,0.00492610837438424,0.083743842364532,0,0.083743842364532,0.00985221674876847,0,0.00985221674876847,0,0.152709359605911,0.0295566502463054,0.0197044334975369,0,0.0541871921182266,0.00492610837438424,0.0886699507389163,0.00492610837438424,0.123152709359606,0,0.0394088669950739,0.133004926108374,0.142857142857143,0,0,0.00985221674876847,0,0,0,0,0,0.00492610837438424,0,0
143,1609,0,0.072463768115942,0.00966183574879227,0.0821256038647343,0.0144927536231884,0,0,0,0.173913043478261,0.0531400966183575,0.0193236714975845,0,0.0289855072463768,0,0.0628019323671498,0.00483091787439614,0.106280193236715,0,0.0579710144927536,0.173913043478261,0.115942028985507,0.00966183574879227,0,0.00483091787439614,0,0,0,0.00483091787439614,0,0.00483091787439614,0,0
144,1620,0,0.0926829268292683,0.0097560975609756,0.0585365853658537,0.0195121951219512,0,0.0097560975609756,0,0.160975609756098,0.0292682926829268,0.024390243902439,0.0048780487804878,0.0439024390243902,0,0.0585365853658537,0,0.136585365853659,0,0.0439024390243902,0.151219512195122,0.151219512195122,0,0,0.0048780487804878,0,0,0,0,0,0,0,0
146,1643,0.00970873786407767,0.0922330097087379,0.00970873786407767,0.135922330097087,0.0194174757281553,0,0.00485436893203883,0,0.155339805825243,0.0436893203883495,0.0388349514563107,0,0.0339805825242718,0,0.0339805825242718,0,0.0825242718446602,0,0.0242718446601942,0.199029126213592,0.0970873786407767,0.00970873786407767,0,0,0,0,0,0.00970873786407767,0,0,0,0
147,1655,0,0.0784313725490196,0.00490196078431373,0.117647058823529,0.00980392156862745,0,0.00980392156862745,0,0.215686274509804,0.0294117647058824,0.00980392156862745,0.00490196078431373,0.0294117647058824,0.00490196078431373,0.0735294117647059,0,0.107843137254902,0,0.00980392156862745,0.117647058823529,0.161764705882353,0,0,0,0,0,0,0.00980392156862745,0,0.00490196078431373,0,0
148,1666,0,0.073170731707317,0.0195121951219512,0.136585365853659,0.0195121951219512,0,0.0097560975609756,0,0.190243902439024,0.0390243902439024,0.0146341463414634,0,0.024390243902439,0.0097560975609756,0.0585365853658537,0,0.0829268292682927,0,0.0048780487804878,0.160975609756098,0.151219512195122,0,0,0,0,0,0.0048780487804878,0,0,0,0,0
149,1677,0.0148514851485149,0.0495049504950495,0.00495049504950495,0.118811881188119,0.0099009900990099,0,0.00495049504950495,0,0.237623762376238,0.0445544554455446,0.00495049504950495,0.0099009900990099,0.0792079207920792,0.00495049504950495,0.0495049504950495,0,0.0544554455445545,0,0.00495049504950495,0.183168316831683,0.118811881188119,0,0,0.00495049504950495,0,0,0,0,0,0,0,0
150,1689,0,0.108910891089109,0.00495049504950495,0.0792079207920792,0.0148514851485149,0,0.0099009900990099,0,0.227722772277228,0.0495049504950495,0.0148514851485149,0,0.0495049504950495,0.0099009900990099,0.0792079207920792,0,0.0643564356435644,0,0.00495049504950495,0.128712871287129,0.148514851485149,0,0,0,0,0,0,0.00495049504950495,0,0,0,0
165,1861,0,0.0471698113207547,0.0283018867924528,0.0943396226415094,0.0141509433962264,0,0.0235849056603774,0,0.259433962264151,0.0235849056603774,0,0,0.0188679245283019,0.0141509433962264,0.10377358490566,0,0.0613207547169811,0,0.0141509433962264,0.165094339622642,0.127358490566038,0,0,0,0,0,0,0,0,0.00471698113207547,0,0
170,1918,0.00490196078431373,0.0980392156862745,0.0147058823529412,0.0735294117647059,0.0147058823529412,0,0.00980392156862745,0,0.245098039215686,0.0294117647058824,0,0,0.0147058823529412,0.00490196078431373,0.088235294117647,0,0.0833333333333333,0,0.0196078431372549,0.156862745098039,0.137254901960784,0.00490196078431373,0,0,0,0,0,0,0,0,0,0
180,2032,0,0.073170731707317,0.0097560975609756,0.0682926829268293,0.0195121951219512,0,0,0.0195121951219512,0.229268292682927,0.0146341463414634,0,0,0.0097560975609756,0,0.107317073170732,0,0.0585365853658537,0,0.0097560975609756,0.195121951219512,0.175609756097561,0,0,0,0.0048780487804878,0,0,0.0048780487804878,0,0,0,0
190,2147,0.00490196078431373,0.053921568627451,0.0147058823529412,0.127450980392157,0.00490196078431373,0,0.00980392156862745,0,0.196078431372549,0.0343137254901961,0,0,0.0490196078431373,0,0.0833333333333333,0,0.088235294117647,0,0.0196078431372549,0.196078431372549,0.112745098039216,0,0,0,0,0,0,0.00490196078431373,0,0,0,0
200,2261,0,0.0980392156862745,0.00490196078431373,0.102941176470588,0.0147058823529412,0,0,0,0.318627450980392,0.0392156862745098,0.0245098039215686,0,0.0392156862745098,0,0.0588235294117647,0,0.053921568627451,0,0.0245098039215686,0.088235294117647,0.117647058823529,0,0,0,0,0,0,0.00980392156862745,0,0.00490196078431373,0,0
205,2318,0,0.0599078341013825,0.00921658986175115,0.133640552995392,0.00460829493087558,0,0,0,0.23963133640553,0.00921658986175115,0.00460829493087558,0,0.0599078341013825,0.00460829493087558,0.124423963133641,0,0.0414746543778802,0,0.0138248847926267,0.119815668202765,0.15668202764977,0,0,0.00460829493087558,0.00460829493087558,0,0,0.00460829493087558,0,0.00460829493087558,0,0
210,2375,0,0.0490196078431373,0.00980392156862745,0.088235294117647,0.0147058823529412,0,0,0,0.294117647058824,0.0147058823529412,0,0.00490196078431373,0.0196078431372549,0,0.0686274509803922,0,0.117647058823529,0,0.0245098039215686,0.137254901960784,0.147058823529412,0,0,0.00490196078431373,0,0,0,0.00490196078431373,0,0,0,0
220,2490,0,0.0544554455445545,0,0.143564356435644,0.0148514851485149,0,0,0,0.178217821782178,0.0198019801980198,0.0148514851485149,0,0.0396039603960396,0.00495049504950495,0.103960396039604,0,0.0396039603960396,0,0.0445544554455446,0.108910891089109,0.222772277227723,0,0,0.00495049504950495,0,0,0.00495049504950495,0,0,0,0,0
230,2604,0.0048780487804878,0.0780487804878049,0.0146341463414634,0.146341463414634,0.0195121951219512,0,0.0097560975609756,0,0.302439024390244,0.0390243902439024,0.0195121951219512,0,0.0146341463414634,0.0048780487804878,0.073170731707317,0,0.048780487804878,0,0.0390243902439024,0.0682926829268293,0.107317073170732,0.0048780487804878,0,0,0,0,0.0048780487804878,0,0,0,0,0
240,2719,0,0.0780487804878049,0.0097560975609756,0.121951219512195,0.0048780487804878,0,0.0097560975609756,0,0.282926829268293,0.0292682926829268,0,0,0.0341463414634146,0.0048780487804878,0.102439024390244,0,0.0926829268292683,0,0.024390243902439,0.0878048780487805,0.102439024390244,0,0,0.0048780487804878,0.0048780487804878,0,0,0.0048780487804878,0,0,0,0
250,3001,0.00492610837438424,0.083743842364532,0.00492610837438424,0.137931034482759,0.0246305418719212,0,0.00492610837438424,0,0.310344827586207,0.0295566502463054,0,0,0.0394088669950739,0.00492610837438424,0.0788177339901478,0,0.0541871921182266,0.00492610837438424,0.0492610837438424,0.0640394088669951,0.0985221674876847,0,0,0.00492610837438424,0,0,0,0,0,0,0,0
260,3210,0.00409836065573771,0.0286885245901639,0.0163934426229508,0.069672131147541,0.0245901639344262,0,0.00819672131147541,0.0368852459016393,0.180327868852459,0.0163934426229508,0,0,0.0491803278688525,0,0.172131147540984,0,0.0901639344262295,0,0.0163934426229508,0.0491803278688525,0.110655737704918,0,0,0,0,0,0.00409836065573771,0.0778688524590164,0,0.0450819672131148,0,0
270,3346,0.0087719298245614,0.0614035087719298,0.0087719298245614,0.0701754385964912,0.0175438596491228,0,0.0131578947368421,0.0043859649122807,0.0833333333333333,0.0131578947368421,0.0131578947368421,0,0.0219298245614035,0.0043859649122807,0.219298245614035,0,0.0657894736842105,0,0.0263157894736842,0.171052631578947,0.087719298245614,0.0087719298245614,0,0,0,0,0,0.0921052631578947,0,0.0087719298245614,0,0
280,3482,0,0.0502092050209205,0.00836820083682008,0.0753138075313808,0.00418410041841004,0,0,0,0.121338912133891,0.0418410041841004,0.00418410041841004,0,0.0418410041841004,0.00836820083682008,0.196652719665272,0,0.092050209205021,0,0.0251046025104603,0.0460251046025105,0.129707112970711,0,0,0.00418410041841004,0,0,0,0.146443514644351,0,0.00418410041841004,0,0
290,3618,0,0.0476190476190476,0,0.128571428571429,0.019047619047619,0,0.00952380952380952,0,0.142857142857143,0.019047619047619,0,0,0.0523809523809524,0.00476190476190476,0.214285714285714,0,0.142857142857143,0,0.0333333333333333,0.0285714285714286,0.10952380952381,0.00476190476190476,0,0,0,0,0,0.0428571428571429,0,0,0,0
300,3858,0,0.0613207547169811,0,0.0235849056603774,0.00943396226415094,0,0,0,0.122641509433962,0.0235849056603774,0.00943396226415094,0.00471698113207547,0.0141509433962264,0.00943396226415094,0.382075471698113,0.00471698113207547,0.089622641509434,0,0.0188679245283019,0.0849056603773585,0.0849056603773585,0,0,0.00471698113207547,0,0,0.00471698113207547,0.0424528301886792,0,0.00471698113207547,0,0
310,4098,0.00790513833992095,0.0553359683794466,0,0.0197628458498024,0.0276679841897233,0,0.0118577075098814,0,0.08300395256917,0.0237154150197628,0.0118577075098814,0.00395256916996047,0.0158102766798419,0.00395256916996047,0.343873517786561,0,0.0711462450592885,0.0118577075098814,0.00395256916996047,0.0237154150197628,0.08300395256917,0.00395256916996047,0,0,0,0,0,0.185770750988142,0,0.00790513833992095,0,0
