"sample.depths","sample.ages","Pinus","Picea","Tsuga","Betula","Carya","Castanea","Quercus","Fagus","Juglans","Ulmus","Liquidambar","Tilia","Acer","Alnus","Salix","Fraxinus","Celtis","Cyperaceae","Poaceae","Ambrosia","Chenopodiaceae","Asteraceae.subf..Asteroideae.undiff.","Plantago","Rumex","Rosaceae","Asteraceae.undiff.","Podophyllum"
48,67,0.153354632587859,0.00638977635782748,0.012779552715655,0.0351437699680511,0.0479233226837061,0.00319488817891374,0.146964856230032,0.0223642172523962,0,0.00958466453674121,0.00958466453674121,0,0.0159744408945687,0.0255591054313099,0.012779552715655,0,0.00638977635782748,0.0798722044728434,0.140575079872204,0.178913738019169,0.0191693290734824,0.00638977635782748,0.0223642172523962,0.012779552715655,0,0.0319488817891374,0
52,82,0.153333333333333,0.00666666666666667,0.0366666666666667,0.0733333333333333,0.0133333333333333,0.00333333333333333,0.196666666666667,0.0233333333333333,0,0.00666666666666667,0,0.00333333333333333,0.00666666666666667,0.0133333333333333,0,0.00333333333333333,0.00333333333333333,0.01,0.0966666666666667,0.23,0.0533333333333333,0.01,0.0166666666666667,0.0333333333333333,0,0.00666666666666667,0
56,98,0.234323432343234,0,0.0495049504950495,0.066006600660066,0.0231023102310231,0.0033003300330033,0.122112211221122,0.0165016501650165,0,0,0.0033003300330033,0.0033003300330033,0.0066006600660066,0.0033003300330033,0,0,0,0.0033003300330033,0.0561056105610561,0.326732673267327,0.0429042904290429,0.0033003300330033,0,0.0165016501650165,0,0.0198019801980198,0
60,115,0.174927113702624,0.0087463556851312,0.0408163265306122,0.0728862973760933,0.0524781341107872,0,0.180758017492711,0.00583090379008746,0.00583090379008746,0.0174927113702624,0.00583090379008746,0,0.0145772594752187,0.00583090379008746,0,0,0,0.0349854227405248,0.163265306122449,0.113702623906706,0.0991253644314869,0.00291545189504373,0,0,0,0,0
64,133,0.198019801980198,0,0.033003300330033,0.0561056105610561,0.0429042904290429,0.0033003300330033,0.161716171617162,0.0396039603960396,0,0.0033003300330033,0.0033003300330033,0.0033003300330033,0,0.0099009900990099,0.0066006600660066,0,0,0.0033003300330033,0.138613861386139,0.138613861386139,0.099009900990099,0.0132013201320132,0.0198019801980198,0.0198019801980198,0,0.0066006600660066,0
68,153,0.282051282051282,0.0224358974358974,0.0865384615384615,0.0705128205128205,0.0192307692307692,0.00641025641025641,0.233974358974359,0.0224358974358974,0.00320512820512821,0.00961538461538462,0.00320512820512821,0,0.00320512820512821,0.00641025641025641,0.00320512820512821,0,0,0.0256410256410256,0.0416666666666667,0.115384615384615,0.0256410256410256,0.00320512820512821,0.00320512820512821,0,0,0.0128205128205128,0
72,175,0.409677419354839,0,0.0967741935483871,0.0870967741935484,0.00967741935483871,0.0032258064516129,0.161290322580645,0.0225806451612903,0,0,0,0,0.00967741935483871,0.0032258064516129,0,0,0.0064516129032258,0,0.0612903225806452,0.0870967741935484,0.0258064516129032,0.0032258064516129,0,0.0064516129032258,0,0.0064516129032258,0
76,198,0.440677966101695,0.00677966101694915,0.0508474576271186,0.0406779661016949,0.0135593220338983,0,0.176271186440678,0.023728813559322,0,0,0,0.00338983050847458,0.00338983050847458,0,0,0,0.00338983050847458,0.00338983050847458,0.0779661016949153,0.111864406779661,0.0305084745762712,0,0.00338983050847458,0.00338983050847458,0,0.00677966101694915,0
80,223,0.298412698412698,0.00952380952380952,0.0349206349206349,0.117460317460317,0.00952380952380952,0.00317460317460317,0.346031746031746,0.0285714285714286,0.00952380952380952,0.00634920634920635,0,0.00317460317460317,0.0158730158730159,0.0126984126984127,0,0,0,0.00634920634920635,0.0222222222222222,0.0476190476190476,0.0222222222222222,0.00317460317460317,0.00317460317460317,0,0,0,0
84,249,0.267558528428094,0.00334448160535117,0.0468227424749164,0.0434782608695652,0.0501672240802676,0,0.287625418060201,0.00668896321070234,0.00334448160535117,0.0133779264214047,0.00668896321070234,0.0133779264214047,0.0100334448160535,0.0100334448160535,0,0.0133779264214047,0,0.0301003344481605,0.11371237458194,0.0367892976588629,0.00334448160535117,0,0.0167224080267559,0.0100334448160535,0,0.0133779264214047,0
88,277,0.228476821192053,0.00662251655629139,0.033112582781457,0.0728476821192053,0.0298013245033113,0.00993377483443709,0.28476821192053,0.033112582781457,0,0.00662251655629139,0,0.0033112582781457,0.0231788079470199,0,0,0,0,0.0198675496688742,0.135761589403974,0.0364238410596026,0.0264900662251656,0,0.00662251655629139,0.033112582781457,0.0033112582781457,0.0033112582781457,0.0033112582781457
92,306,0.33968253968254,0.0126984126984127,0.0380952380952381,0.107936507936508,0.0412698412698413,0,0.298412698412698,0.0126984126984127,0.00634920634920635,0.0158730158730159,0,0.00317460317460317,0.00952380952380952,0.00952380952380952,0,0,0,0.0253968253968254,0.019047619047619,0.0444444444444444,0.0126984126984127,0.00317460317460317,0,0,0,0,0
96,334,0.155115511551155,0.0132013201320132,0.0594059405940594,0.0924092409240924,0.0429042904290429,0,0.35973597359736,0.0198019801980198,0.0132013201320132,0.0099009900990099,0.0066006600660066,0.0066006600660066,0.0264026402640264,0.0198019801980198,0,0,0,0.0132013201320132,0.0726072607260726,0.0594059405940594,0.0099009900990099,0.0132013201320132,0,0,0.0066006600660066,0,0
100,362,0.220394736842105,0,0.0526315789473684,0.0690789473684211,0.0427631578947368,0.0164473684210526,0.3125,0.0131578947368421,0.00328947368421053,0,0,0.00986842105263158,0.0230263157894737,0.00657894736842105,0,0,0,0.0164473684210526,0.134868421052632,0.0526315789473684,0.00986842105263158,0.00328947368421053,0.00657894736842105,0.00657894736842105,0,0,0
104,391,0.192307692307692,0.00961538461538462,0.0288461538461538,0.0865384615384615,0.032051282051282,0.016025641025641,0.230769230769231,0.016025641025641,0,0.00320512820512821,0.00961538461538462,0.016025641025641,0.00641025641025641,0.0192307692307692,0.00641025641025641,0,0.00320512820512821,0.00961538461538462,0.163461538461538,0.0865384615384615,0.016025641025641,0.0256410256410256,0,0.0192307692307692,0,0.00320512820512821,0
108,420,0.172638436482085,0,0.0586319218241042,0.0781758957654723,0.0846905537459283,0,0.263843648208469,0.00651465798045603,0.00977198697068404,0,0.00651465798045603,0.0325732899022801,0.00977198697068404,0.0162866449511401,0,0,0,0.00651465798045603,0.175895765472313,0.0390879478827362,0.0130293159609121,0.00325732899022801,0.00651465798045603,0.0130293159609121,0,0.00325732899022801,0
112,451,0.242718446601942,0,0.0614886731391586,0.0744336569579288,0.0517799352750809,0.00323624595469256,0.275080906148867,0.0226537216828479,0,0,0.00323624595469256,0.0129449838187702,0.0194174757281553,0.00970873786407767,0,0,0,0.00970873786407767,0.103559870550162,0.0550161812297735,0.0194174757281553,0.0129449838187702,0.0161812297734628,0.00647249190938511,0,0,0
116,481,0.201342281879195,0,0.0704697986577181,0.0469798657718121,0.0536912751677852,0.0100671140939597,0.298657718120805,0.023489932885906,0.00335570469798658,0.00671140939597315,0.00335570469798658,0,0.0134228187919463,0.00671140939597315,0,0,0,0.00335570469798658,0.177852348993289,0.063758389261745,0.00671140939597315,0.00335570469798658,0.00335570469798658,0.00335570469798658,0,0,0
120,510,0.166666666666667,0,0.0578231292517007,0.0816326530612245,0.0850340136054422,0,0.306122448979592,0.00340136054421769,0,0.00340136054421769,0,0.00680272108843537,0.0204081632653061,0.0170068027210884,0,0,0,0.0170068027210884,0.142857142857143,0.054421768707483,0.0102040816326531,0.0136054421768707,0.0136054421768707,0,0,0,0
124,536,0.297945205479452,0.00684931506849315,0.0445205479452055,0.0171232876712329,0.0582191780821918,0.0102739726027397,0.232876712328767,0.0273972602739726,0.00342465753424658,0.00684931506849315,0,0.0102739726027397,0.00684931506849315,0,0,0,0,0.00684931506849315,0.10958904109589,0.116438356164384,0.0205479452054795,0.0171232876712329,0.00342465753424658,0,0,0.00342465753424658,0
128,557,0.227272727272727,0,0.0681818181818182,0.0811688311688312,0.0292207792207792,0.00324675324675325,0.198051948051948,0.0227272727272727,0,0.00324675324675325,0,0.00324675324675325,0.0162337662337662,0.00974025974025974,0.0064935064935065,0,0,0.0194805194805195,0.185064935064935,0.0681818181818182,0.025974025974026,0.0194805194805195,0.00324675324675325,0,0,0.00974025974025974,0
132,575,0.344155844155844,0,0.090909090909091,0.0422077922077922,0.0292207792207792,0.0064935064935065,0.181818181818182,0.0194805194805195,0.00324675324675325,0,0,0.00324675324675325,0,0.0194805194805195,0,0,0,0.0324675324675325,0.11038961038961,0.090909090909091,0.012987012987013,0.0064935064935065,0.00324675324675325,0.00324675324675325,0,0,0
136,589,0.271186440677966,0.0101694915254237,0.0576271186440678,0.0440677966101695,0.0508474576271186,0.0101694915254237,0.203389830508475,0.0101694915254237,0.00338983050847458,0,0,0,0.023728813559322,0.0169491525423729,0.00338983050847458,0,0.00338983050847458,0.0101694915254237,0.16271186440678,0.064406779661017,0.0169491525423729,0.0101694915254237,0,0.0101694915254237,0,0.0169491525423729,0
140,600,0.291525423728814,0.00338983050847458,0.0576271186440678,0.064406779661017,0.0440677966101695,0.0169491525423729,0.230508474576271,0.00338983050847458,0,0.0101694915254237,0.00338983050847458,0.00677966101694915,0.023728813559322,0.0203389830508475,0.00338983050847458,0,0,0.0169491525423729,0.11864406779661,0.0305084745762712,0.0203389830508475,0.0135593220338983,0,0.0101694915254237,0,0.0101694915254237,0
144,610,0.311864406779661,0,0.0576271186440678,0.0372881355932203,0.0372881355932203,0.0135593220338983,0.223728813559322,0.0169491525423729,0,0.00338983050847458,0.00338983050847458,0.0135593220338983,0.0135593220338983,0.0101694915254237,0,0,0,0.0135593220338983,0.128813559322034,0.0474576271186441,0.0203389830508475,0.0203389830508475,0.00338983050847458,0.0169491525423729,0,0.00677966101694915,0
148,619,0.376666666666667,0,0.06,0.0266666666666667,0.0333333333333333,0,0.27,0.0166666666666667,0,0,0,0.00333333333333333,0,0.0133333333333333,0.00666666666666667,0,0.00333333333333333,0.0166666666666667,0.116666666666667,0.0266666666666667,0.02,0.01,0,0,0,0,0
152,630,0.353135313531353,0,0.0924092409240924,0.0495049504950495,0.033003300330033,0.0099009900990099,0.231023102310231,0.0132013201320132,0,0.0033003300330033,0,0.0066006600660066,0.0132013201320132,0.0198019801980198,0.0099009900990099,0,0,0.0033003300330033,0.0792079207920792,0.0462046204620462,0.0297029702970297,0,0.0033003300330033,0,0,0.0033003300330033,0
156,642,0.366666666666667,0,0.0566666666666667,0.06,0.0333333333333333,0.00333333333333333,0.216666666666667,0.00333333333333333,0.0166666666666667,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0.01,0.0633333333333333,0.0933333333333333,0.0533333333333333,0.0166666666666667,0,0,0,0,0
160,657,0.456953642384106,0.00993377483443709,0.0463576158940397,0.0629139072847682,0.0364238410596026,0.00662251655629139,0.149006622516556,0.0165562913907285,0,0,0.0033112582781457,0,0.0132450331125828,0.0132450331125828,0,0,0,0.0231788079470199,0.0662251655629139,0.0529801324503311,0.0264900662251656,0.0132450331125828,0,0,0,0.0033112582781457,0
164,675,0.406940063091483,0,0.0473186119873817,0.0599369085173502,0.0662460567823344,0,0.211356466876972,0.0220820189274448,0,0.00315457413249211,0,0,0.00630914826498423,0.00630914826498423,0.00315457413249211,0,0,0.0189274447949527,0.107255520504732,0.0315457413249211,0.00946372239747634,0,0,0,0,0,0
168,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,726,0.480392156862745,0,0.0294117647058824,0.042483660130719,0.0620915032679739,0,0.133986928104575,0.0228758169934641,0,0.0065359477124183,0,0.0065359477124183,0.0163398692810458,0.0196078431372549,0.0196078431372549,0,0,0.0326797385620915,0.0751633986928105,0.0163398692810458,0.0294117647058824,0.00326797385620915,0,0,0,0.00326797385620915,0
176,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,802,0.3875,0,0.028125,0.04375,0.0625,0,0.196875,0.009375,0,0.003125,0,0.0125,0.00625,0.034375,0.021875,0,0,0.04375,0.115625,0.021875,0.0125,0,0,0,0,0,0
184,848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,894,0.573717948717949,0,0.032051282051282,0.0416666666666667,0.016025641025641,0,0.147435897435897,0.00961538461538462,0.00641025641025641,0,0,0.00320512820512821,0.0192307692307692,0.016025641025641,0.00641025641025641,0,0,0.016025641025641,0.092948717948718,0.00961538461538462,0.00641025641025641,0.00320512820512821,0,0,0,0,0
192,938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,978,0.364516129032258,0,0.0483870967741935,0.0451612903225806,0.0870967741935484,0,0.193548387096774,0.00967741935483871,0,0,0,0,0.0064516129032258,0.0419354838709677,0.0129032258064516,0,0,0.0290322580645161,0.1,0.0258064516129032,0.0290322580645161,0.0064516129032258,0,0,0,0,0
200,1016,0.393650793650794,0.0126984126984127,0.0698412698412698,0.0285714285714286,0.0412698412698413,0.00317460317460317,0.168253968253968,0.00952380952380952,0,0,0,0.00952380952380952,0.0126984126984127,0.0253968253968254,0.00317460317460317,0,0,0.0349206349206349,0.092063492063492,0.0476190476190476,0.0412698412698413,0.00317460317460317,0,0,0,0.00317460317460317,0
202,1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,1086,0.314754098360656,0.0131147540983607,0.0229508196721311,0.019672131147541,0.0426229508196721,0.00327868852459016,0.114754098360656,0,0,0,0.00327868852459016,0.00327868852459016,0.00655737704918033,0.00655737704918033,0.0163934426229508,0,0,0.0229508196721311,0.0491803278688525,0.177049180327869,0.00327868852459016,0.00327868852459016,0,0,0,0.177049180327869,0
210,1103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,1178,0.410493827160494,0.0185185185185185,0.0740740740740741,0.0709876543209877,0.0339506172839506,0.0123456790123457,0.200617283950617,0.00925925925925926,0,0,0.00925925925925926,0.00308641975308642,0.00308641975308642,0.0401234567901235,0.00925925925925926,0,0,0.0154320987654321,0.0401234567901235,0.037037037037037,0.00308641975308642,0.00925925925925926,0,0,0,0,0
222,1192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,1257,0.328220858895706,0.0214723926380368,0.0552147239263804,0.0705521472392638,0.0460122699386503,0,0.263803680981595,0,0,0,0,0.00920245398773006,0.00920245398773006,0.049079754601227,0,0,0,0.0214723926380368,0.0674846625766871,0.0122699386503067,0.0184049079754601,0.0245398773006135,0,0,0,0.00306748466257669,0
234,1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,1292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,1326,0.37,0.0166666666666667,0.0866666666666667,0.0466666666666667,0.0333333333333333,0.00333333333333333,0.256666666666667,0.01,0,0,0.00333333333333333,0,0,0.0233333333333333,0.00666666666666667,0,0,0.0266666666666667,0.06,0.0366666666666667,0.0166666666666667,0.00333333333333333,0,0,0,0,0
246,1337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
