"depth","best.age","min.age","max.age"
0,-33,-42,-24
13,39,25,51
14,44,31,58
15,50,34,63
16,55,40,70
17,61,45,76
18,66,49,81
19,72,54,88
21,83,64,100
22,88,69,106
27,116,92,136
34,154,126,180
39,182,149,210
53,259,215,297
67,336,281,385
102,528,445,603
105,545,459,621
110,572,482,652
115,600,505,683
120,627,529,714
125,655,552,745
130,682,576,777
132,693,586,790
142,748,633,852
148,781,660,889
150,792,670,902
154,814,688,926
168,891,755,1015
182,968,821,1102
190,1012,857,1151
217,1161,984,1320
220,1177,999,1339
260,1397,1186,1588
319,1722,1462,1956
359,1942,1650,2206
399,2162,1837,2455
430,2333,1983,2649
440,2388,2030,2712
450,2443,2077,2774
455,2470,2100,2805
460,2498,2123,2836
470,2553,2171,2899
480,2608,2217,2961
500,2718,2311,3086
519,2822,2400,3204
549,3136,2765,3475
579,3455,3126,3758
615,3837,3545,4118
630,3996,3715,4275
650,4209,3932,4485
667,4390,4111,4669
670,4421,4141,4701
672,4443,4160,4722
675,4475,4190,4754
680,4528,4240,4809
682,4549,4260,4832
685,4581,4290,4865
712,4868,4549,5171
732,5080,4737,5407
738,5144,4792,5479
742,5186,4828,5527
743,5197,4837,5539
747,5240,4873,5587
748,5253,4888,5601
752,5322,4966,5661
753,5339,4985,5675
756,5390,5044,5720
762,5492,5160,5808
773,5679,5374,5972
783,5850,5567,6121
793,6020,5761,6272
805,6225,5993,6453
815,6395,6186,6605
