"depth","best.age","min.age","max.age"
0,-30,-60,1
10,79,46,111
20,187,147,228
30,296,245,347
40,405,342,467
50,514,437,587
60,624,534,710
70,733,630,831
80,844,727,954
90,954,825,1077
100,1065,924,1201
110,1177,1024,1325
120,1290,1125,1450
130,1403,1226,1574
140,1517,1329,1699
150,1632,1434,1825
160,1747,1538,1950
170,1864,1645,2077
180,1981,1752,2203
190,2100,1862,2331
200,2220,1973,2459
210,2341,2087,2588
220,2463,2201,2717
230,2587,2318,2847
240,2712,2436,2978
250,2838,2558,3110
260,2966,2680,3242
270,3096,2806,3376
280,3227,2933,3510
290,3359,3063,3645
300,3494,3195,3781
310,3630,3330,3918
320,3768,3467,4055
330,3908,3607,4194
340,4050,3748,4332
350,4194,3894,4473
360,4341,4041,4614
370,4489,4193,4757
380,4639,4347,4901
390,4792,4504,5046
400,4947,4662,5194
410,5105,4831,5345
420,5265,5002,5499
430,5427,5174,5654
440,5592,5348,5811
450,5759,5526,5971
460,5928,5705,6133
470,6099,5883,6296
480,6271,6059,6461
490,6445,6242,6633
500,6621,6422,6806
510,6797,6601,6982
520,6975,6781,7164
530,7154,6956,7350
540,7334,7128,7538
550,7515,7300,7734
560,7696,7461,7940
570,7878,7617,8144
580,8061,7769,8350
600,8426,8077,8759
610,NA,NA,NA
620,NA,NA,NA
630,NA,NA,NA
640,NA,NA,NA
650,NA,NA,NA
660,NA,NA,NA
670,NA,NA,NA
680,NA,NA,NA
690,NA,NA,NA
700,NA,NA,NA
710,NA,NA,NA
720,NA,NA,NA
730,NA,NA,NA
740,NA,NA,NA
750,NA,NA,NA
760,NA,NA,NA
770,NA,NA,NA
780,NA,NA,NA
790,NA,NA,NA
800,NA,NA,NA
810,NA,NA,NA
820,NA,NA,NA
830,NA,NA,NA
840,NA,NA,NA
850,NA,NA,NA
860,NA,NA,NA
870,NA,NA,NA
880,NA,NA,NA
890,NA,NA,NA
898,NA,NA,NA
910,NA,NA,NA
920,NA,NA,NA
930,NA,NA,NA
943,NA,NA,NA
950,NA,NA,NA
960,NA,NA,NA
970,NA,NA,NA
980,NA,NA,NA
990,NA,NA,NA
1000,NA,NA,NA
1010,NA,NA,NA
1020,NA,NA,NA
1030,NA,NA,NA
1040,NA,NA,NA
