"sample.depths","sample.ages","Abies","Acer.saccharum.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Quercus","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Alnus","Populus","Fraxinus.pennsylvanica.type","Iva.xanthifolia.type","Salix","Thalictrum","Poaceae","Iva.annua.type","Ericaceae","Ulmus","Vitis","Myricaceae","Tsuga","Onagraceae","Platanus","Acer.negundo","Pinus.undiff.","Amorpha.type","Carya","Caryophyllaceae","Rumex","Urtica.type","Shepherdia","Rosaceae","Moraceae","Juglans.nigra"
430,8150,0,0,0.0391644908616188,0.0496083550913838,0.112271540469974,0.0287206266318538,0.00522193211488251,0.0966057441253264,0.0130548302872063,0,0,0.00261096605744125,0.031331592689295,0.443864229765013,0.00522193211488251,0.00261096605744125,0.00261096605744125,0.00261096605744125,0.0731070496083551,0.031331592689295,0.00261096605744125,0,0.010443864229765,0,0.0261096605744125,0.00261096605744125,0,0.00522193211488251,0,0.0130548302872063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,8379,0,0,0.0365168539325843,0.0280898876404494,0.0674157303370786,0.0140449438202247,0,0.0702247191011236,0.0196629213483146,0,0,0,0.0224719101123595,0.547752808988764,0.00842696629213483,0,0,0.00280898876404494,0.103932584269663,0.0252808988764045,0.00561797752808989,0,0.00842696629213483,0,0.0224719101123595,0.00280898876404494,0,0.00280898876404494,0,0.00561797752808989,0,0,0,0,0,0.00561797752808989,0,0,0,0,0,0,0,0
450,8608,0,0,0.0223463687150838,0.0279329608938547,0.0977653631284916,0.0111731843575419,0,0.0782122905027933,0.0251396648044693,0.00279329608938547,0.00279329608938547,0.00279329608938547,0.0251396648044693,0.544692737430168,0.00558659217877095,0,0,0.00837988826815642,0.0810055865921788,0.0279329608938547,0.00279329608938547,0,0.0111731843575419,0,0.0111731843575419,0,0,0.00558659217877095,0,0,0,0,0,0,0,0.00279329608938547,0.00279329608938547,0,0,0,0,0,0,0
460,8837,0,0,0.0225988700564972,0.0395480225988701,0.135593220338983,0.00376647834274953,0,0.0527306967984934,0.0150659133709981,0.00376647834274953,0,0.00188323917137476,0.032015065913371,0.495291902071563,0,0.00753295668549906,0.00188323917137476,0.00941619585687382,0.0979284369114878,0.0169491525423729,0.00188323917137476,0,0.00564971751412429,0,0.032015065913371,0,0,0.0131826741996234,0,0.0112994350282486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,9065,0,0,0.0121654501216545,0.0218978102189781,0.0924574209245742,0.0170316301703163,0.0048661800486618,0.109489051094891,0.0072992700729927,0,0,0.0048661800486618,0.024330900243309,0.508515815085158,0,0.0145985401459854,0,0.0048661800486618,0.102189781021898,0.0291970802919708,0.0024330900243309,0,0.0121654501216545,0,0.0218978102189781,0.0024330900243309,0,0.0024330900243309,0,0.0048661800486618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,9294,0,0,0.0336134453781513,0.0378151260504202,0.0945378151260504,0.0252100840336134,0,0.109243697478992,0.0168067226890756,0,0,0.00420168067226891,0.023109243697479,0.491596638655462,0,0.0126050420168067,0.00210084033613445,0.00210084033613445,0.0651260504201681,0.0210084033613445,0.00420168067226891,0,0.0105042016806723,0,0.0315126050420168,0,0,0.00210084033613445,0,0.0105042016806723,0,0,0,0,0,0.00210084033613445,0,0,0,0,0,0,0,0
490,9523,0,0,0.0332409972299169,0.0332409972299169,0.0637119113573407,0.0138504155124654,0,0.0914127423822715,0.0166204986149584,0,0.00277008310249307,0.00277008310249307,0.0304709141274238,0.565096952908587,0,0.00554016620498615,0,0.00554016620498615,0.0692520775623269,0.0193905817174515,0,0,0.00277008310249307,0,0.0249307479224377,0,0,0.0110803324099723,0,0.00554016620498615,0,0,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0
500,9752,0,0,0.0464716006884682,0.0567986230636833,0.0516351118760757,0.0481927710843374,0.00172117039586919,0.072289156626506,0.00688468158347676,0.00344234079173838,0.0120481927710843,0.00344234079173838,0.0413080895008606,0.550774526678141,0,0.0120481927710843,0,0.00516351118760757,0.0309810671256454,0.0120481927710843,0,0,0.00516351118760757,0,0.0223752151462995,0,0,0.0120481927710843,0,0.00516351118760757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,9981,0,0,0.0138888888888889,0.0361111111111111,0.0916666666666667,0.00277777777777778,0.00277777777777778,0.1,0.0138888888888889,0.00555555555555556,0.00277777777777778,0.00555555555555556,0.05,0.547222222222222,0.00833333333333333,0.00833333333333333,0,0,0.0138888888888889,0.0472222222222222,0,0,0.0138888888888889,0.00277777777777778,0.0166666666666667,0,0,0.00555555555555556,0,0.00833333333333333,0,0,0,0,0,0,0,0,0,0,0.00277777777777778,0,0,0
530,10439,0,0,0.0313390313390313,0.0341880341880342,0.0712250712250712,0.00284900284900285,0.0056980056980057,0.0712250712250712,0.00854700854700855,0.00284900284900285,0.00854700854700855,0.00284900284900285,0.0427350427350427,0.618233618233618,0.00854700854700855,0.0113960113960114,0,0,0.00284900284900285,0.0256410256410256,0,0,0.0113960113960114,0,0.0256410256410256,0,0,0.0113960113960114,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,10668,0,0,0.0194986072423398,0.0362116991643454,0.0807799442896936,0.00835654596100279,0,0.0584958217270195,0.011142061281337,0,0.00278551532033426,0,0.0752089136490251,0.582172701949861,0,0.0139275766016713,0,0,0.011142061281337,0.0222841225626741,0,0,0.011142061281337,0,0.00835654596100279,0,0,0.0250696378830084,0,0.0334261838440111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,10897,0,0,0.00576368876080692,0.031700288184438,0.0749279538904899,0.00576368876080692,0,0.0634005763688761,0.00288184438040346,0,0,0.00288184438040346,0.0605187319884726,0.654178674351585,0,0.0115273775216138,0,0,0.00576368876080692,0.037463976945245,0,0,0.00288184438040346,0,0.0115273775216138,0,0,0.0115273775216138,0,0.0172910662824208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,11125,0,0,0.00795755968169761,0.0371352785145889,0.0769230769230769,0.00530503978779841,0.0026525198938992,0.0503978779840849,0.0106100795755968,0.0106100795755968,0.0026525198938992,0.0106100795755968,0.0742705570291777,0,0,0.0159151193633952,0,0.00795755968169761,0.0026525198938992,0.0424403183023873,0.0026525198938992,0,0.00795755968169761,0,0.0106100795755968,0,0,0.013262599469496,0,0.0424403183023873,0,0,0,0,0.564986737400531,0,0,0,0,0,0,0,0,0
570,NA,0,0,0.0112044817927171,0.030812324929972,0.061624649859944,0.00560224089635854,0,0.0504201680672269,0.0112044817927171,0.00280112044817927,0.00280112044817927,0.00560224089635854,0.238095238095238,0,0,0.0196078431372549,0,0,0.00280112044817927,0.030812324929972,0,0,0.00840336134453781,0,0.0140056022408964,0,0,0.030812324929972,0,0.0336134453781513,0,0,0,0,0.439775910364146,0,0,0,0,0,0,0,0,0
590,NA,0,0.00503778337531486,0.0075566750629723,0.0453400503778338,0.113350125944584,0.0251889168765743,0,0.0654911838790932,0.0226700251889169,0.0100755667506297,0.0201511335012594,0.017632241813602,0.297229219143577,0,0,0.0377833753148615,0.00503778337531486,0.00503778337531486,0.00251889168765743,0.017632241813602,0,0,0.00503778337531486,0,0.0151133501259446,0,0,0.0654911838790932,0,0.0226700251889169,0,0,0,0,0.193954659949622,0,0,0,0,0,0,0,0,0
600,NA,0,0,0.0188679245283019,0.0215633423180593,0.045822102425876,0.0242587601078167,0.00269541778975741,0.0350404312668464,0.0188679245283019,0.00269541778975741,0.0296495956873315,0.0188679245283019,0.404312668463612,0,0,0.0188679245283019,0.00269541778975741,0.0107816711590297,0.00539083557951483,0.00539083557951483,0,0,0.0107816711590297,0.00269541778975741,0.0296495956873315,0,0,0.032345013477089,0.00269541778975741,0,0,0,0,0,0.253369272237197,0,0,0,0,0,0,0.00269541778975741,0,0
