"sample.depths","sample.ages","Abies","Alnus","Betula","Carya","Corylus","Cupressaceae","Ericaceae","Fraxinus.americana.type","Fraxinus.nigra","Larix","Myrica","Ostrya","Picea","Pinus","Populus","Quercus","Salix","Sarcobatus.vermiculatus","Shepherdia.canadensis","Ulmus","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiineae.undiff.","Cyperaceae","Dalea.candida.type","Other.herbs","Poaceae","Xanthium"
0,-27,0.0036101083032491,0.184115523465704,0.137184115523466,0,0,0,0,0,0,0,0,0,0.267148014440433,0.303249097472924,0,0.0108303249097473,0,0,0,0,0.0108303249097473,0.0216606498194946,0,0.0180505415162455,0.0036101083032491,0,0.0397111913357401,0,0
5,70,0.00826446280991736,0.115702479338843,0.0330578512396694,0,0,0,0,0,0,0,0,0,0.231404958677686,0.541322314049587,0,0.012396694214876,0.00413223140495868,0.00413223140495868,0,0,0.00413223140495868,0.00413223140495868,0,0.012396694214876,0.012396694214876,0,0.0165289256198347,0,0
10,168,0.00411522633744856,0.127572016460905,0.065843621399177,0,0,0,0.00411522633744856,0,0,0.00823045267489712,0,0,0.238683127572016,0.502057613168724,0,0.00411522633744856,0.00411522633744856,0,0,0,0.0164609053497942,0.00823045267489712,0,0.00411522633744856,0,0,0.0123456790123457,0,0
15,266,0.00401606425702811,0.1285140562249,0.0562248995983936,0,0,0,0.00401606425702811,0,0,0,0,0,0.269076305220884,0.473895582329317,0,0.00803212851405622,0,0,0,0,0.00401606425702811,0.00401606425702811,0,0.0120481927710843,0.0160642570281124,0,0.0160642570281124,0.00401606425702811,0
20,364,0,0.173285198555957,0.15884476534296,0,0,0,0,0,0,0,0,0,0.220216606498195,0.342960288808664,0,0,0,0,0,0,0.0108303249097473,0.0216606498194946,0,0.0252707581227437,0,0,0.0469314079422383,0,0
25,461,0.008130081300813,0.134146341463415,0.0853658536585366,0,0,0,0,0,0,0.008130081300813,0,0.0040650406504065,0.247967479674797,0.455284552845528,0,0,0.0040650406504065,0,0,0.0040650406504065,0.0040650406504065,0.0121951219512195,0,0.0040650406504065,0.0121951219512195,0,0.016260162601626,0,0
30,559,0,0.116182572614108,0.070539419087137,0,0,0,0,0,0,0.004149377593361,0,0,0.323651452282158,0.427385892116183,0,0.004149377593361,0.004149377593361,0,0,0,0.004149377593361,0.020746887966805,0,0,0,0,0.020746887966805,0.004149377593361,0
35,657,0,0.0987654320987654,0.119341563786008,0,0,0,0,0,0,0.00411522633744856,0,0.00411522633744856,0.176954732510288,0.51440329218107,0,0.00411522633744856,0.00411522633744856,0,0,0,0.00411522633744856,0.0288065843621399,0.00411522633744856,0,0,0,0.0329218106995885,0.00411522633744856,0
40,755,0,0.0491071428571429,0.0625,0,0,0,0,0,0,0,0,0,0.25,0.575892857142857,0,0,0,0,0,0.00446428571428571,0.00446428571428571,0.0178571428571429,0,0.00446428571428571,0.00446428571428571,0,0.0223214285714286,0.00446428571428571,0
45,852,0,0.106837606837607,0.0555555555555556,0,0,0,0,0,0,0,0,0,0.226495726495726,0.572649572649573,0,0,0,0,0,0,0,0.00427350427350427,0,0.00854700854700855,0.0128205128205128,0,0.0128205128205128,0,0
50,950,0,0.105263157894737,0.0728744939271255,0,0,0,0,0,0,0,0,0,0.174089068825911,0.554655870445344,0,0.00809716599190283,0.00809716599190283,0.00809716599190283,0,0,0.00809716599190283,0.0161943319838057,0.00404858299595142,0.00404858299595142,0.00404858299595142,0,0.0242914979757085,0.00809716599190283,0
55,1048,0,0.0714285714285714,0.03125,0,0,0,0,0,0,0.00446428571428571,0,0,0.272321428571429,0.580357142857143,0,0.00446428571428571,0,0,0,0,0,0.00446428571428571,0.00892857142857143,0.00446428571428571,0,0,0.0178571428571429,0,0
60,1146,0,0.0822510822510823,0.0649350649350649,0,0,0,0,0,0,0.00865800865800866,0,0,0.220779220779221,0.567099567099567,0,0.00432900432900433,0,0,0,0,0,0.0216450216450216,0,0.00432900432900433,0,0,0.025974025974026,0,0
65,1243,0.00421940928270042,0.118143459915612,0.0632911392405063,0,0,0,0,0,0,0.00843881856540084,0,0,0.253164556962025,0.510548523206751,0,0.00421940928270042,0,0,0,0,0,0.0168776371308017,0,0,0,0,0.0168776371308017,0.00421940928270042,0
70,1341,0,0.111111111111111,0.0512820512820513,0,0,0,0,0,0,0.0128205128205128,0,0,0.230769230769231,0.555555555555556,0,0.00427350427350427,0.00427350427350427,0,0,0,0,0.0128205128205128,0,0,0,0,0.0128205128205128,0.00427350427350427,0
75,1439,0,0.091703056768559,0.0611353711790393,0,0,0,0.00436681222707424,0,0,0,0,0,0.174672489082969,0.624454148471616,0,0.0131004366812227,0,0,0,0,0,0.00873362445414847,0,0,0.00436681222707424,0,0.00873362445414847,0.00873362445414847,0
80,1537,0.00432900432900433,0.103896103896104,0.0432900432900433,0,0,0,0,0,0,0,0,0,0.164502164502165,0.653679653679654,0,0,0.00432900432900433,0,0,0,0.00432900432900433,0.00865800865800866,0,0,0,0,0.00865800865800866,0.00432900432900433,0
85,1634,0,0.0944206008583691,0.0686695278969957,0,0,0.00858369098712446,0.00429184549356223,0,0,0.00429184549356223,0,0,0.240343347639485,0.527896995708155,0,0.00858369098712446,0,0.00429184549356223,0,0,0,0.00429184549356223,0,0,0.0214592274678112,0,0.00429184549356223,0.00858369098712446,0
90,1732,0.0136363636363636,0.0590909090909091,0.0409090909090909,0,0,0,0.00454545454545455,0,0,0.0136363636363636,0,0,0.313636363636364,0.522727272727273,0,0.00454545454545455,0.00454545454545455,0,0,0,0,0.00909090909090909,0,0,0.00454545454545455,0,0.00909090909090909,0,0
95,1830,0.00431034482758621,0.103448275862069,0.112068965517241,0,0,0,0,0,0,0,0,0,0.176724137931034,0.551724137931034,0,0.0129310344827586,0.00431034482758621,0,0,0.00431034482758621,0.00431034482758621,0.00862068965517241,0,0,0.00431034482758621,0,0.00862068965517241,0.00431034482758621,0
100,1928,0.00429184549356223,0.124463519313305,0.0386266094420601,0,0,0,0,0,0,0,0,0,0.253218884120172,0.562231759656652,0,0,0.00858369098712446,0,0,0,0,0,0.00429184549356223,0,0,0,0.00429184549356223,0,0
105,2025,0,0.0901287553648069,0.0944206008583691,0,0,0,0,0,0,0,0,0,0.227467811158798,0.527896995708155,0,0.00858369098712446,0,0,0,0,0,0.0214592274678112,0,0,0.00429184549356223,0.00429184549356223,0.0214592274678112,0,0
110,2123,0,0.173913043478261,0.0434782608695652,0,0,0,0,0,0.00395256916996047,0,0,0,0.304347826086957,0.422924901185771,0.00395256916996047,0.0118577075098814,0.00395256916996047,0,0,0,0,0.0158102766798419,0,0,0,0,0.0158102766798419,0,0
115,2221,0.00434782608695652,0.1,0.0565217391304348,0,0,0,0,0,0,0.00434782608695652,0,0,0.234782608695652,0.565217391304348,0,0.00434782608695652,0,0,0,0,0,0.0130434782608696,0,0,0.00434782608695652,0,0.0130434782608696,0,0
120,2319,0.00869565217391304,0.0826086956521739,0.0391304347826087,0,0,0,0,0,0,0.00434782608695652,0,0,0.204347826086957,0.61304347826087,0,0,0,0,0,0,0,0.0130434782608696,0,0,0.0173913043478261,0,0.0130434782608696,0.00434782608695652,0
125,2416,0,0.140684410646388,0.064638783269962,0,0,0,0,0,0,0.00380228136882129,0,0,0.277566539923954,0.4106463878327,0,0.00380228136882129,0,0,0,0,0.0152091254752852,0.0342205323193916,0,0,0.00380228136882129,0,0.0342205323193916,0.0114068441064639,0
130,2514,0.00429184549356223,0.107296137339056,0.0600858369098712,0,0,0,0.00429184549356223,0,0,0.00429184549356223,0,0,0.347639484978541,0.437768240343348,0,0.00429184549356223,0,0,0,0,0.00429184549356223,0.00858369098712446,0,0,0.00858369098712446,0,0.00858369098712446,0,0
135,2612,0.00411522633744856,0.164609053497942,0.0740740740740741,0,0,0,0,0,0.00411522633744856,0,0,0,0.213991769547325,0.522633744855967,0,0.00411522633744856,0,0,0,0,0,0.00411522633744856,0,0,0,0,0.00411522633744856,0.00411522633744856,0
140,2709,0.00429184549356223,0.072961373390558,0.0386266094420601,0,0,0,0,0,0,0,0,0.00429184549356223,0.317596566523605,0.489270386266094,0,0,0,0,0,0,0,0.0300429184549356,0.00429184549356223,0,0,0,0.0343347639484979,0.00429184549356223,0
145,2807,0.00395256916996047,0.158102766798419,0.102766798418972,0,0,0,0,0,0,0.0158102766798419,0,0,0.292490118577075,0.367588932806324,0,0.00790513833992095,0,0,0,0,0.00395256916996047,0.0118577075098814,0,0.00395256916996047,0.0118577075098814,0,0.0158102766798419,0.00395256916996047,0
150,2905,0.00772200772200772,0.185328185328185,0.0617760617760618,0,0,0,0,0,0,0,0,0,0.359073359073359,0.33976833976834,0,0.00386100386100386,0.00772200772200772,0,0,0,0,0.0154440154440154,0,0,0,0,0.0154440154440154,0.00386100386100386,0
155,3003,0.00434782608695652,0.104347826086957,0.117391304347826,0,0,0,0,0,0,0,0,0,0.260869565217391,0.478260869565217,0,0.00869565217391304,0.00434782608695652,0,0,0,0,0.00434782608695652,0,0,0.0130434782608696,0,0.00434782608695652,0,0
160,3100,0.00432900432900433,0.0995670995670996,0.0822510822510823,0,0,0,0,0,0,0,0,0,0.212121212121212,0.567099567099567,0,0,0,0,0,0,0,0.00865800865800866,0,0.00432900432900433,0.00432900432900433,0,0.012987012987013,0.00432900432900433,0
165,3198,0.00413223140495868,0.144628099173554,0.0743801652892562,0,0,0,0,0,0.00413223140495868,0.00826446280991736,0,0,0.223140495867769,0.512396694214876,0,0,0,0,0,0,0.00413223140495868,0.00826446280991736,0,0,0.00826446280991736,0,0.00826446280991736,0,0
170,3296,0.00446428571428571,0.0848214285714286,0.0669642857142857,0,0,0,0,0,0,0,0,0,0.40625,0.40625,0,0.00446428571428571,0,0,0,0.00446428571428571,0.00446428571428571,0,0,0.00446428571428571,0,0,0.00446428571428571,0.00892857142857143,0
175,3394,0.00429184549356223,0.133047210300429,0.0772532188841202,0,0,0,0,0,0,0.00429184549356223,0,0,0.214592274678112,0.553648068669528,0,0.00429184549356223,0,0,0,0,0,0,0,0,0.00429184549356223,0.00429184549356223,0,0,0
180,3491,0.00888888888888889,0.0933333333333333,0.0933333333333333,0,0,0,0,0,0,0,0,0,0.262222222222222,0.524444444444444,0,0,0,0.00444444444444444,0,0,0.00444444444444444,0,0.00444444444444444,0,0,0,0.00444444444444444,0,0
185,3589,0,0.162055335968379,0.110671936758893,0,0,0,0,0,0,0,0,0,0.241106719367589,0.438735177865613,0,0,0,0,0,0,0,0.0158102766798419,0.00395256916996047,0,0,0,0.0197628458498024,0.00790513833992095,0
190,3687,0.00427350427350427,0.111111111111111,0.162393162393162,0,0,0,0.00427350427350427,0,0,0,0,0,0.247863247863248,0.44017094017094,0,0,0,0,0,0,0.00427350427350427,0.0128205128205128,0,0,0,0,0.0128205128205128,0,0
195,3785,0.004,0.168,0.156,0,0,0,0,0,0,0.008,0,0,0.276,0.352,0,0.004,0.004,0,0,0,0,0.012,0,0,0.004,0,0.012,0,0
200,3882,0.00840336134453781,0.126050420168067,0.100840336134454,0,0,0,0,0,0,0.00840336134453781,0,0,0.348739495798319,0.373949579831933,0,0,0,0,0,0,0,0.0126050420168067,0,0,0.00840336134453781,0,0.0126050420168067,0,0
205,3980,0,0.1125,0.0625,0,0,0,0,0,0,0.00416666666666667,0,0,0.320833333333333,0.4375,0,0.00833333333333333,0,0,0,0,0.00416666666666667,0.0166666666666667,0,0,0.00416666666666667,0,0.0166666666666667,0.0125,0
210,4078,0.00434782608695652,0.117391304347826,0.0826086956521739,0.00434782608695652,0,0,0,0,0,0,0,0,0.3,0.465217391304348,0,0.00869565217391304,0,0,0,0.00434782608695652,0.00434782608695652,0.00434782608695652,0,0,0,0,0.00434782608695652,0,0
215,4176,0.00873362445414847,0.0786026200873362,0.074235807860262,0,0,0,0,0,0,0.0131004366812227,0,0,0.344978165938865,0.427947598253275,0.00436681222707424,0,0,0,0,0,0,0.00873362445414847,0.00436681222707424,0.00436681222707424,0.00873362445414847,0,0.0174672489082969,0.00436681222707424,0
220,4329,0.00823045267489712,0.1440329218107,0.0987654320987654,0,0,0,0,0,0.00411522633744856,0,0,0,0.242798353909465,0.465020576131687,0,0.00411522633744856,0.00411522633744856,0,0,0,0.00411522633744856,0.00411522633744856,0.00411522633744856,0,0.00823045267489712,0,0.00823045267489712,0,0
225,4483,0.00411522633744856,0.1440329218107,0.156378600823045,0,0,0,0,0,0,0,0,0,0.222222222222222,0.436213991769547,0,0.00411522633744856,0.00411522633744856,0,0,0,0,0.0123456790123457,0,0,0.00411522633744856,0,0.0123456790123457,0,0
230,4637,0.00904977375565611,0.081447963800905,0.081447963800905,0,0,0,0,0,0,0.00904977375565611,0,0,0.248868778280543,0.552036199095023,0,0.00452488687782805,0,0,0,0,0,0,0,0,0.0135746606334842,0,0,0,0
235,4790,0.0128205128205128,0.0726495726495727,0.132478632478632,0,0,0,0,0,0,0,0,0,0.136752136752137,0.572649572649573,0,0,0,0,0,0,0.00427350427350427,0.0170940170940171,0,0.00854700854700855,0.0128205128205128,0,0.0256410256410256,0.00427350427350427,0
240,4944,0,0.156,0.14,0,0,0.008,0,0,0,0,0,0.008,0.124,0.516,0,0.004,0,0,0,0,0.004,0.016,0,0,0.004,0,0.016,0.004,0
245,5098,0.00348432055749129,0.21602787456446,0.142857142857143,0,0,0,0,0,0.00348432055749129,0.00348432055749129,0,0,0.0940766550522648,0.449477351916376,0,0,0,0,0,0,0.00696864111498258,0.0174216027874564,0.0139372822299652,0,0,0.00696864111498258,0.0313588850174216,0.0104529616724739,0
250,5251,0.00418410041841004,0.138075313807531,0.112970711297071,0,0,0,0,0,0.00418410041841004,0.00836820083682008,0,0,0.142259414225941,0.560669456066946,0,0,0.00418410041841004,0,0,0.00418410041841004,0,0.00418410041841004,0,0,0.0125523012552301,0,0.00418410041841004,0,0
255,5405,0.00460829493087558,0.0599078341013825,0.152073732718894,0,0,0,0,0,0,0.00460829493087558,0,0,0.119815668202765,0.640552995391705,0,0,0,0,0,0,0,0.00460829493087558,0,0,0,0,0.00460829493087558,0.00921658986175115,0
260,5559,0.00904977375565611,0.0769230769230769,0.180995475113122,0,0,0,0,0,0,0.00904977375565611,0,0,0.190045248868778,0.515837104072398,0,0,0,0,0,0,0,0.00452488687782805,0,0,0.00452488687782805,0,0.00452488687782805,0.00452488687782805,0
265,5713,0.003690036900369,0.22140221402214,0.136531365313653,0,0,0,0,0,0,0,0,0,0.151291512915129,0.446494464944649,0,0,0,0,0,0,0.003690036900369,0.011070110701107,0,0,0.011070110701107,0,0.011070110701107,0.003690036900369,0
270,5866,0.00833333333333333,0.1125,0.116666666666667,0,0,0,0,0,0,0,0,0,0.179166666666667,0.525,0,0.00416666666666667,0,0,0,0,0,0.0166666666666667,0,0.00416666666666667,0.00416666666666667,0,0.0208333333333333,0.00833333333333333,0
275,6020,0.0091324200913242,0.0319634703196347,0.17351598173516,0,0,0,0.0045662100456621,0,0,0,0,0,0.205479452054795,0.525114155251142,0,0,0,0,0,0,0.0045662100456621,0.0182648401826484,0,0,0.0045662100456621,0,0.0182648401826484,0.0045662100456621,0
280,6174,0.00843881856540084,0.122362869198312,0.113924050632911,0,0,0,0,0,0,0.00843881856540084,0,0,0.122362869198312,0.586497890295359,0,0.00421940928270042,0,0,0,0,0,0.0126582278481013,0,0,0,0,0.0126582278481013,0.00843881856540084,0
285,6327,0,0.0987124463519313,0.133047210300429,0,0,0,0,0,0.00429184549356223,0,0,0,0.120171673819742,0.600858369098712,0,0,0,0,0,0,0,0.00858369098712446,0,0.0128755364806867,0,0,0.0214592274678112,0,0
290,6481,0,0.0905172413793103,0.150862068965517,0,0,0,0,0,0,0.00862068965517241,0,0,0.146551724137931,0.556034482758621,0,0,0,0,0,0,0,0.021551724137931,0,0,0.00431034482758621,0,0.021551724137931,0,0
295,6635,0,0.144,0.128,0,0,0,0,0,0,0.008,0,0,0.176,0.484,0,0,0,0,0,0.004,0.004,0.012,0,0.012,0.004,0,0.024,0,0
300,6788,0,0.181467181467181,0.0694980694980695,0,0.00386100386100386,0,0,0,0,0.00386100386100386,0,0,0.127413127413127,0.571428571428571,0,0,0,0,0,0,0.00386100386100386,0.00772200772200772,0,0.00386100386100386,0.0115830115830116,0,0.0115830115830116,0.00386100386100386,0
305,6942,0,0.0698689956331878,0.187772925764192,0,0,0,0,0,0,0.00436681222707424,0,0,0.109170305676856,0.572052401746725,0,0,0,0,0,0,0.00873362445414847,0.0131004366812227,0.00873362445414847,0,0,0,0.0218340611353712,0.00436681222707424,0
310,7096,0,0.162698412698413,0.0912698412698413,0,0,0,0,0.00793650793650794,0,0.00793650793650794,0,0,0.0555555555555556,0.623015873015873,0,0.00793650793650794,0.00396825396825397,0,0,0,0,0.0119047619047619,0,0.00396825396825397,0.00396825396825397,0,0.0158730158730159,0.00396825396825397,0
315,7249,0,0.094017094017094,0.188034188034188,0,0,0,0,0,0,0,0,0,0.11965811965812,0.542735042735043,0,0.00427350427350427,0.00854700854700855,0,0,0,0.0128205128205128,0.0128205128205128,0,0,0.00427350427350427,0,0.0128205128205128,0,0
320,7403,0,0.103305785123967,0.132231404958678,0,0,0,0,0,0,0,0,0,0.115702479338843,0.566115702479339,0,0.012396694214876,0,0,0,0,0.012396694214876,0.0206611570247934,0.00413223140495868,0.00413223140495868,0,0,0.0289256198347107,0,0
325,7557,0,0.111111111111111,0.179487179487179,0.00854700854700855,0,0,0,0,0,0.00854700854700855,0,0,0.11965811965812,0.534188034188034,0,0.00427350427350427,0,0,0,0,0.00854700854700855,0.00427350427350427,0,0.00427350427350427,0,0,0.00854700854700855,0.00854700854700855,0
330,7710,0,0.128630705394191,0.240663900414938,0,0,0,0,0,0,0.00829875518672199,0,0.004149377593361,0.107883817427386,0.464730290456432,0.004149377593361,0,0,0.004149377593361,0,0,0.004149377593361,0.004149377593361,0.004149377593361,0.004149377593361,0.004149377593361,0,0.012448132780083,0,0.004149377593361
335,7864,0,0.103448275862069,0.288793103448276,0,0,0,0,0,0,0,0,0,0.0948275862068965,0.474137931034483,0,0.00431034482758621,0,0,0,0,0.00431034482758621,0.00431034482758621,0,0.00431034482758621,0.00431034482758621,0,0.00862068965517241,0.00862068965517241,0
340,8018,0,0.0452488687782805,0.16289592760181,0,0,0,0,0,0,0,0,0,0.108597285067873,0.633484162895928,0,0,0,0,0,0,0.0271493212669683,0.00904977375565611,0,0,0,0,0.00904977375565611,0.00452488687782805,0
345,8171,0,0.0672645739910314,0.201793721973094,0,0,0,0,0,0,0.00448430493273543,0,0,0.125560538116592,0.565022421524664,0,0,0,0,0,0,0.00896860986547085,0.00448430493273543,0,0.00896860986547085,0,0,0.0134529147982063,0,0
350,8325,0,0.14760147601476,0.14760147601476,0,0,0,0,0,0,0.003690036900369,0,0,0.051660516605166,0.531365313653137,0,0,0,0,0,0.003690036900369,0.029520295202952,0.029520295202952,0,0.007380073800738,0,0,0.03690036900369,0.007380073800738,0.003690036900369
355,8479,0,0.109803921568627,0.0941176470588235,0,0,0,0,0,0,0.00784313725490196,0,0,0.125490196078431,0.541176470588235,0.00392156862745098,0.0117647058823529,0,0.00784313725490196,0,0,0.0117647058823529,0.0235294117647059,0,0.0117647058823529,0.00784313725490196,0,0.0352941176470588,0.00784313725490196,0
360,8633,0,0.0323886639676113,0.0809716599190283,0,0,0.00404858299595142,0,0,0,0.00404858299595142,0,0,0.174089068825911,0.54251012145749,0,0,0,0,0,0.00404858299595142,0.0364372469635627,0.048582995951417,0,0.00404858299595142,0.0161943319838057,0,0.0526315789473684,0,0
365,8786,0,0.057347670250896,0.0752688172043011,0,0,0.003584229390681,0,0,0,0.003584229390681,0.003584229390681,0,0.311827956989247,0.315412186379928,0,0.003584229390681,0.007168458781362,0,0.014336917562724,0.003584229390681,0.050179211469534,0.039426523297491,0.010752688172043,0.021505376344086,0.007168458781362,0,0.07168458781362,0,0
370,NA,0,0.0697674418604651,0.0697674418604651,0,0,0,0,0,0,0,0,0,0.372093023255814,0.325581395348837,0,0.00775193798449612,0,0.00387596899224806,0,0,0.0155038759689922,0.0155038759689922,0.00775193798449612,0.0348837209302326,0.00387596899224806,0,0.0581395348837209,0.0155038759689922,0
375,NA,0,0.0172413793103448,0.0344827586206897,0.00431034482758621,0,0,0,0,0,0.0172413793103448,0,0,0.387931034482759,0.405172413793103,0.00431034482758621,0,0,0,0.00431034482758621,0.00862068965517241,0,0.021551724137931,0,0.00862068965517241,0.0431034482758621,0,0.0301724137931034,0.0129310344827586,0
