"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Carya","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Herbs.undiff.","Ostrya.Carpinus","Quercus","Salix","Tilia","Ulmus","Acer","Fraxinus","Juglans","Pinus","Amaranthaceae","Poaceae","Picea","Alnus","Artemisia","Larix"
0,0,0.0206185567010309,0.15807560137457,0.00687285223367698,0.0206185567010309,0.0343642611683849,0.013745704467354,0.0378006872852234,0.206185567010309,0.0103092783505155,0.00687285223367698,0.164948453608247,0.0343642611683849,0.0103092783505155,0.0103092783505155,0.0240549828178694,0.013745704467354,0.0103092783505155,0.120274914089347,0.0171821305841924,0.0790378006872852,0,0,0,0
11,164,0.0150375939849624,0.0601503759398496,0.0075187969924812,0.018796992481203,0.0150375939849624,0.0150375939849624,0.0225563909774436,0.221804511278195,0.0150375939849624,0.0112781954887218,0.255639097744361,0.0150375939849624,0.0037593984962406,0.018796992481203,0.0225563909774436,0.0037593984962406,0.0075187969924812,0.161654135338346,0.0075187969924812,0.0902255639097744,0.0037593984962406,0.0075187969924812,0,0
31,1373,0.00389105058365759,0.0466926070038911,0.0194552529182879,0.0544747081712062,0.0233463035019455,0,0.0194552529182879,0.233463035019455,0.0311284046692607,0,0.295719844357977,0,0.0155642023346304,0,0.0116731517509728,0,0.0116731517509728,0.140077821011673,0.0194552529182879,0.0739299610894942,0,0,0,0
41,1977,0.0104712041884817,0.0235602094240838,0.0157068062827225,0.0183246073298429,0.0157068062827225,0.0130890052356021,0.00785340314136126,0.222513089005236,0.0130890052356021,0.0104712041884817,0.256544502617801,0,0.00261780104712042,0.00261780104712042,0.0104712041884817,0.00523560209424084,0.0183246073298429,0.214659685863874,0.0130890052356021,0.102094240837696,0.00523560209424084,0.0130890052356021,0.00523560209424084,0
51,2581,0.0173913043478261,0.0695652173913043,0.00434782608695652,0.0347826086956522,0.0130434782608696,0.00434782608695652,0.0130434782608696,0.21304347826087,0.0260869565217391,0.00434782608695652,0.134782608695652,0.00869565217391304,0.0173913043478261,0.00434782608695652,0.00869565217391304,0.00434782608695652,0.00434782608695652,0.260869565217391,0.0391304347826087,0.091304347826087,0.00869565217391304,0.00869565217391304,0.00869565217391304,0
58,3004,0.02734375,0.06640625,0.00390625,0.01953125,0.01953125,0.0078125,0.01171875,0.20703125,0.01171875,0.0078125,0.2109375,0.0078125,0.0078125,0.0078125,0.01171875,0.0078125,0.0078125,0.25390625,0.01171875,0.0703125,0,0.00390625,0.015625,0
65,3427,0.0132743362831858,0.0221238938053097,0.0132743362831858,0.0265486725663717,0.0221238938053097,0,0,0.225663716814159,0.0176991150442478,0.00442477876106195,0.230088495575221,0.0088495575221239,0.0088495575221239,0.0088495575221239,0.0176991150442478,0,0.0088495575221239,0.265486725663717,0.0088495575221239,0.0752212389380531,0,0.0176991150442478,0.00442477876106195,0
79,4274,0.0118110236220472,0.0708661417322835,0,0.0078740157480315,0.0393700787401575,0,0.0393700787401575,0.204724409448819,0,0,0.173228346456693,0.0196850393700787,0.0118110236220472,0,0.0354330708661417,0.0118110236220472,0,0.263779527559055,0.0393700787401575,0.0669291338582677,0,0,0.00393700787401575,0
86,4697,0,0.0476190476190476,0.00680272108843537,0.0238095238095238,0.0306122448979592,0,0.0170068027210884,0.329931972789116,0.00680272108843537,0.0136054421768707,0.166666666666667,0,0.0204081632653061,0.0238095238095238,0.0170068027210884,0.00680272108843537,0.0136054421768707,0.170068027210884,0.0204081632653061,0.064625850340136,0,0.00680272108843537,0.0136054421768707,0
93,4927,0.015527950310559,0.0838509316770186,0,0.0217391304347826,0.0527950310559006,0,0,0.288819875776398,0.0124223602484472,0.0062111801242236,0.18944099378882,0.0093167701863354,0.0186335403726708,0.031055900621118,0.0248447204968944,0.0062111801242236,0.015527950310559,0.139751552795031,0.0186335403726708,0.0559006211180124,0,0,0.0093167701863354,0
104,5238,0.00447427293064877,0.0447427293064877,0,0,0.0492170022371365,0,0.00447427293064877,0.306487695749441,0.00894854586129754,0,0.25503355704698,0.00894854586129754,0.00223713646532438,0.0111856823266219,0.0134228187919463,0.0111856823266219,0.00447427293064877,0.212527964205817,0.00671140939597315,0.0469798657718121,0,0.00894854586129754,0,0
127,5889,0.0183246073298429,0.06282722513089,0,0.00261780104712042,0.0235602094240838,0.0130890052356021,0.00261780104712042,0.37434554973822,0.0157068062827225,0.00523560209424084,0.198952879581152,0,0.00261780104712042,0.0130890052356021,0.00785340314136126,0.00523560209424084,0,0.157068062827225,0.0130890052356021,0.0680628272251309,0.00523560209424084,0.00261780104712042,0.00785340314136126,0
139,6229,0.0194174757281553,0.0647249190938511,0,0.00647249190938511,0.0323624595469256,0,0,0.346278317152104,0.0194174757281553,0.0129449838187702,0.145631067961165,0.0129449838187702,0.0129449838187702,0.0485436893203883,0.0323624595469256,0,0.00323624595469256,0.13915857605178,0.0226537216828479,0.0679611650485437,0,0,0.0129449838187702,0
147,6455,0.0138888888888889,0.0798611111111111,0,0.0173611111111111,0.0173611111111111,0,0,0.315972222222222,0.0138888888888889,0,0.166666666666667,0,0.0138888888888889,0.0416666666666667,0.0173611111111111,0,0.0104166666666667,0.121527777777778,0.0763888888888889,0.0763888888888889,0,0.00694444444444444,0.0104166666666667,0
155,6681,0.00701754385964912,0.0421052631578947,0.00701754385964912,0.0105263157894737,0.0245614035087719,0.00350877192982456,0.00350877192982456,0.333333333333333,0.00701754385964912,0,0.175438596491228,0.0175438596491228,0.0140350877192982,0.0210526315789474,0.0140350877192982,0.00701754385964912,0,0.182456140350877,0.0526315789473684,0.0701754385964912,0,0.00350877192982456,0.00350877192982456,0
163,6908,0.0127388535031847,0.10828025477707,0,0.0191082802547771,0.0222929936305732,0.00636942675159236,0.0127388535031847,0.308917197452229,0.00636942675159236,0.0159235668789809,0.197452229299363,0,0.00955414012738853,0,0.0254777070063694,0,0,0.117834394904459,0.0382165605095541,0.089171974522293,0,0.00636942675159236,0.00318471337579618,0
171,7134,0.009009009009009,0.0788288288288288,0.0045045045045045,0.027027027027027,0.00675675675675676,0.00675675675675676,0.018018018018018,0.227477477477477,0.0112612612612613,0.0135135135135135,0.238738738738739,0.00225225225225225,0.0045045045045045,0.0540540540540541,0.0405405405405405,0.00225225225225225,0.009009009009009,0.117117117117117,0.0045045045045045,0.108108108108108,0,0.00675675675675676,0.009009009009009,0
179,7361,0.0318471337579618,0.0573248407643312,0,0.0222929936305732,0.00955414012738853,0,0,0.308917197452229,0.00318471337579618,0.0127388535031847,0.191082802547771,0,0,0.0573248407643312,0.0191082802547771,0.00636942675159236,0.00636942675159236,0.165605095541401,0.0127388535031847,0.089171974522293,0,0,0.00636942675159236,0
