"depth","best.age","min.age","max.age"
1,-41,-42,-40
3,-37,-38,-37
5,-30,-32,-30
7,-24,-25,-23
9,-20,-21,-19
11,-15,-16,-14
13,-7,-7,-5
15,9,8,10
17,30,28,30
19,42,40,42
21,53,53,55
23,65,65,67
25,77,77,79
27,98,97,99
29,118,117,119
31,138,137,139
33,158,157,159
35,178,177,179
37,198,197,201
39,270,231,314
41,394,276,529
43,492,351,652
45,562,442,684
47,632,516,764
49,702,544,860
51,766,599,934
53,823,686,969
55,880,765,1011
57,937,829,1054
59,994,887,1105
61,1051,939,1158
63,1108,988,1218
65,1165,1032,1281
67,NA,NA,NA
69,NA,NA,NA
