"depth","best.age","min.age","max.age"
0,-9,-27,14
3,20,-1,44
8,67,35,92
13,114,72,146
18,160,104,203
23,206,135,261
38,338,225,432
73,627,418,801
93,780,523,998
123,995,674,1277
143,1131,770,1453
173,1324,912,1704
193,1449,1007,1866
223,1629,1150,2102
248,1777,1270,2295
273,1924,1390,2482
298,2073,1514,2668
323,2224,1644,2853
348,2379,1781,3036
373,2541,1928,3220
393,2677,2057,3373
413,2818,2195,3528
438,3005,2381,3724
463,3205,2584,3924
488,3419,2805,4132
513,3650,3046,4349
538,3899,3314,4576
563,4168,3610,4814
588,4459,3931,5064
613,4774,4273,5328
638,5113,4617,5609
663,5480,4970,5973
688,5877,5328,6398
706,6183,5600,6736
721,6452,5842,7038
736,6734,6097,7353
756,7132,6461,7792
771,7447,6754,8136
786,7777,7065,8488
801,8124,7404,8849
813,8413,7696,9142
825,8713,8006,9436
837,9024,8337,9734
849,9346,8686,10032
861,9681,9054,10331
873,10027,9443,10631
884,10356,9815,10904
896,10727,10234,11208
901,10885,10415,11342
907,11078,10638,11511
913,11274,10864,11688
919,11474,11079,11868
925,11677,11285,12061
931,11882,11478,12270
941,12227,11787,12671
955,12717,12164,13281
967,13140,12457,13827
979,13567,12736,14385
991,NA,NA,NA
