"depth","best.age","min.age","max.age"
50,1064,1033,1109
75,1596,1550,1664
100,2128,2066,2218
125,2660,2582,2773
150,3192,3098,3327
175,3724,3615,3882
200,4256,4130,4436
225,4789,4647,4991
250,5321,5163,5545
275,5853,5679,6100
300,6385,6195,6654
325,6917,6712,7210
350,7449,7227,7763
375,7981,7744,8318
390,8300,8054,8651
400,8513,8260,8873
415,9488,9119,9890
420,9923,9430,10472
425,10357,9718,11074
430,10792,9984,11679
435,10842,10117,11635
440,10891,10227,11589
445,10941,10335,11579
450,10990,10406,11589
455,11040,10456,11652
460,11090,10479,11746
465,11139,10473,11857
470,11189,10447,11982
475,11238,10406,12122
480,11387,10807,11965
490,11844,11189,12491
500,12462,11577,13232
505,12771,11620,13757
510,NA,NA,NA
515,NA,NA,NA
520,NA,NA,NA
525,NA,NA,NA
530,NA,NA,NA
