"depth","best.age","min.age","max.age"
1.5,-35,-37,-32
3.5,-22,-24,-20
5.5,-10,-11,-8
7.5,3,2,5
9.5,16,15,17
11.5,28,28,30
13.5,41,40,42
15.5,53,53,55
17.5,66,65,67
19.5,79,77,79
21.5,91,90,92
23.5,104,102,104
25.5,116,115,117
27.5,129,128,130
29.5,141,140,142
31.5,154,153,156
33.5,166,164,167
35.5,179,177,181
37.5,191,189,194
39.5,246,235,256
41.5,428,373,480
43.5,610,511,705
45.5,692,589,786
47.5,741,640,834
49.5,789,686,894
51.5,838,719,953
53.5,886,749,1021
55.5,935,772,1088
57.5,983,793,1157
59.5,1034,855,1198
61.5,1086,928,1232
63.5,1137,999,1268
65.5,1189,1066,1307
67.5,1240,1130,1351
69.5,1292,1188,1400
71.5,1343,1240,1453
73.5,1394,1285,1515
75.5,1488,1384,1602
77.5,1595,1496,1701
79.5,1702,1604,1806
81.5,1809,1707,1913
83.5,1916,1805,2022
85.5,2023,1898,2134
87.5,2130,1990,2252
89.5,NA,NA,NA
91.5,NA,NA,NA
93.5,NA,NA,NA
95.5,NA,NA,NA
97.5,NA,NA,NA
99.5,NA,NA,NA
101.5,NA,NA,NA
103.5,NA,NA,NA
105.5,NA,NA,NA
107.5,NA,NA,NA
109.5,NA,NA,NA
