"depth","best.age","min.age","max.age"
10,60,15,105
20,120,42,197
30,470,375,564
40,1110,1006,1214
60,2390,2231,2557
70,3031,2836,3238
90,4311,4040,4603
102,5079,4760,5424
120,6232,5843,6660
127,6680,6263,7140
155,8430,7928,8987
163,8828,8358,9352
177,9524,9061,10041
191,10220,9682,10808
207,11015,10323,11748
220,11662,10814,12536
230,12159,11203,13166
238,12557,11517,13676
260,13539,12437,14701
275,14076,13109,15041
285,14433,13454,15365
295,14791,13714,15772
305,15149,13893,16209
320,15685,14125,16964
330,16764,15481,17993
335,17394,16101,18681
355,19871,17681,22129
370,21132,19477,22846
380,22151,20310,24149
390,24774,22408,27400
400,27398,23940,31803
404,28447,24476,33625
410,30021,25230,36387
418,32120,26175,40075
433,NA,NA,NA
455,NA,NA,NA
